ACCOUNT_ID,CUSTOMER_ID,ACCOUNT_TYPE,ACCOUNT_STATUS,OPEN_DATE,CURRENT_BALANCE,CURRENCY,NUM_SIGNATORIES,EXPECTED_MONTHLY_TXN,ACCOUNT_RISK_RATING,NUM_LINKED_ACCOUNTS,DEBIT_CARD_ISSUED,INTERNET_BANKING
ACCT100004694,CUST0004691,CURRENT,ACTIVE,2019-11-30,23495.73,INR,2,6456.93,3,1,1,1
ACCT100004695,CUST0003058, SAVINGS ,ACTIVE,2012-12-08,8779.57,INR,1,43824.07,3,2,0,1
ACCT100004696,CUST0000357,SAVINGS,ACTIVE,2012-08-01,46865.82,INR,1,4483.81,2,4,1,1
ACCT100004697,CUST0006669,SAVINGS,ACTIVE,2019-10-06,48172.6,INR,1,7772.11,3,1,1,1
ACCT100004698,CUST0000515,NRO,BLOCKED,2016-07-13,122698.3,AED,1,34044.7,5,1,1,1
ACCT100004699,CUST0006983,CURRENT,ACTIVE,2014-11-17,164287.8,INR,2,146240.64,4,3,1,1
ACCT100004700,CUST0003667,SHELL,BLOCKED,2021-03-30,880255.26,USD,1,1344526.89,9,1,0,0
ACCT100004701,CUST0005093,NRE,ACTIVE,2012-04-18,2097862.31,INR,1,102332.49,4,1,1,1
ACCT100004702,CUST0006415,SALARY,ACTIVE,2015-12-09,98135.79,INR,3,4384.78,2,1,0,1
ACCT100004703,CUST0000241,CURRENT,ACTIVE,2020-06-27,207051.45,INR,1,61832.42,1,3,1,1
ACCT100004704,CUST0007679,CURRENT,ACTIVE,2020-02-21,172157.41,INR,1,73780.73,1,1,0,1
ACCT100004705,CUST0002528,SAVINGS,ACTIVE,2019-04-13,441630.62,INR,1,69580.4,2,1,1,0
ACCT100004706,CUST0001939,SAVINGS,ACTIVE,2012-06-02,19479.62,INR,2,52034.05,2,5,1,1
ACCT100004707,CUST0003743,CURRENT,BLOCKED,2013-08-03,13747.55,AED,2,23602.48,4,1,1,1
ACCT100004708,CUST0006927,NRO,BLOCKED,2018-04-20,201100.81,USD,1,169740.63,7,1,1,1
ACCT100004709,CUST0000107,SALARY,ACTIVE,2020-05-02,29596.54,USD,1,1915.5,1,2,1,1
ACCT100004710,CUST0001968,CURRENT,ACTIVE,2020-07-13,30236.58,USD,3,75194.7,5,1,1,1
ACCT100004711,CUST0005329,SALARY,ACTIVE,2015-10-01,31538.23,USD,1,6977.49,1,1,0,0
ACCT100004712,CUST0001206,CURRENT,BLOCKED,2013-03-27,7061.36,AED,1,3306.56,2,1,0,1
ACCT100004713,CUST0000311,CURRENT,ACTIVE,2020-05-31,59862.41,SGD,1,30310.03,1,1,1,1
ACCT100004714,CUST0002618,SALARY,ACTIVE,2018-09-09,560969.73,INR,2,1154.14,3,1,1,1
ACCT100004715,CUST0005201,SAVINGS,ACTIVE,2014-02-06,58633.98,USD,3,11142.88,4,2,1,1
ACCT100004716,CUST0001622,SAVINGS,ACTIVE,2012-05-11,52839.37,AED,1,31112.68,3,1,1,1
ACCT100004717,CUST0002232,CURRENT,ACTIVE,2014-11-21,9535.9,USD,1,13618.74,2,1,1,1
ACCT100004718,CUST0002415,SALARY,ACTIVE,2020-07-03,1204.02,USD,2,21486.14,1,1,1,1
ACCT100004719,CUST0005856,CURRENT,ACTIVE,2021-01-30,18246.0,AED,1,11492.75,3,1,0,1
ACCT100004720,CUST0004543,CURRENT,ACTIVE,2018-01-29,260617.81,USD,1,7853.64,3,1,1,1
ACCT100004721,CUST0003008,CURRENT,ACTIVE,2021-02-01,293614.81,INR,1,20544.57,2,2,1,1
ACCT100004722,CUST0005283,nro,ACTIVE,2019-04-10,667881.4,INR,1,35268.14,6,1,1,1
ACCT100004723,CUST0007788,SALARY,ACTIVE,2015-06-06,226516.17,SGD,1,23667.89,5,2,1,1
ACCT100004724,CUST0007277,NRO,DORMANT,2013-05-14,499171.09,GBP,1,16339.07,4,1,1,1
ACCT100004725,CUST0005407,CURRENT,CLOSED,2017-04-29,21243.35,INR,1,17736.73,2,3,1,1
ACCT100004726,CUST0007411,SALARY,ACTIVE,2017-02-13,5925.32,INR,1,4977.04,5,1,1,0
ACCT100004727,CUST0005651,SALARY,ACTIVE,2014-12-13,9053.56,INR,1,6748.73,5,1,1,1
ACCT100004728,CUST0000352,NRO,CLOSED,2020-11-28,4147.32,INR,2,17372.22,4,1,1,1
ACCT100004729,CUST0005492,NRE,DORMANT,2021-09-05,23373.75,INR,1,39429.99,6,3,1,1
ACCT100004730,CUST0000596,SAVINGS,ACTIVE,2021-08-26,19794.64,GBP,2,4803.76,1,1,1,1
ACCT100004731,CUST0006074,SALARY,ACTIVE,2018-03-09,4755.4,INR,2,22978.34,1,1,1,0
ACCT100004732,CUST0007753,SAVINGS,ACTIVE,2021-10-14,25044.8,AED,1,6249.9,5,1,1,1
ACCT100004733,CUST0006581,SHELL,DORMANT,2020-09-16,572316.85,INR,1,3959772.99,7,1,1,0
ACCT100004734,CUST0004292,CURRENT,ACTIVE,2013-10-14,193884.47,AED,1,21066.33,1,1,1,1
ACCT100004735,CUST0003183,SALARY,ACTIVE,2015-12-24,73904.65,INR,2,21631.25,1,1,0,1
ACCT100004736,CUST0007561,SAVINGS,ACTIVE,2016-06-28,14107.84,INR,1,28548.92,5,1,1,1
ACCT100004737,CUST0001930,NRE,BLOCKED,2017-04-07,32841.79,USD,1,130328.81,7,1,1,1
ACCT100004738,CUST0003632,SALARY,ACTIVE,2013-03-06,28441.87,SGD,2,15302.23,4,3,1,1
ACCT100004739,CUST0001631,CURRENT,ACTIVE,2014-07-13,517659.9,AED,1,2811.51,2,3,1,0
ACCT100004740,CUST0001124,current,ACTIVE,2021-04-18,16910.87,INR,1,30906.65,3,1,0,0
ACCT100004741,CUST0002657,SALARY,ACTIVE,2015-11-03,5640.76,AED,1,19219.01,3,2,1,1
ACCT100004742,CUST0002583,CURRENT,ACTIVE,2018-02-03,12608.16,SGD,1,170556.18,1,1,1,0
ACCT100004743,CUST0003690,TRUST,DORMANT,2016-09-02,88977.45,INR,1,765894.43,10,1,1,0
ACCT100004744,CUST0004941, CURRENT ,ACTIVE,2019-10-24,3464.42,INR,1,28171.81,4,1,1,1
ACCT100004745,CUST0006368,SAVINGS,ACTIVE,2021-03-02,18833.66,INR,1,1641.76,2,1,1,1
ACCT100004746,CUST0001561,NRE,ACTIVE,2018-10-28,1072806.4,INR,1,48738.68,7,1,1,1
ACCT100004747,CUST0002264,SAVINGS,ACTIVE,2019-02-09,126127.19,INR,1,23014.76,4,1,0,1
ACCT100004748,CUST0000185,SALARY,DORMANT,2015-11-24,4974.59,GBP,1,10451.69,3,2,1,1
ACCT100004749,CUST0006564,SALARY,ACTIVE,2015-04-01,28134.82,SGD,2,10241.38,5,3,1,1
ACCT100004750,CUST0004634,CURRENT,ACTIVE,2016-05-12,7155.14,GBP,1,213327.09,4,1,1,1
ACCT100004751,CUST0006939,TRUST,ACTIVE,2014-12-15,534514.19,INR,1,829892.98,9,1,1,1
ACCT100004752,CUST0002724,CURRENT,ACTIVE,2021-10-08,651.56,INR,1,86134.72,2,1,1,1
ACCT100004753,CUST0004640,SAVINGS,ACTIVE,2014-02-26,26983.35,AED,2,25915.98,3,3,0,1
ACCT100004754,CUST0000411,SALARY,ACTIVE,2017-09-13,7566.88,SGD,1,5079.1,5,3,1,1
ACCT100004755,CUST0007950,SALARY,ACTIVE,2013-08-11,3362.59,INR,1,31894.47,4,2,1,1
ACCT100004756,CUST0007854,CURRENT,ACTIVE,2020-10-20,607664.03,USD,2,4943.53,4,1,0,1
ACCT100004757,CUST0000463, SAVINGS ,ACTIVE,2016-07-11,7271.03,AED,1,7442.8,1,1,0,1
ACCT100004758,CUST0001406,SALARY,ACTIVE,2017-01-17,8916.96,USD,1,1486.62,2,2,1,0
ACCT100004759,CUST0006502,SAVINGS,ACTIVE,2018-08-03,2092.2,SGD,1,192044.0,5,3,1,1
ACCT100004760,CUST0001954,SAVINGS,ACTIVE,2012-10-24,7361.03,INR,2,18182.42,3,1,0,1
ACCT100004761,CUST0002523,SALARY,CLOSED,2016-08-13,5448.74,INR,2,15511.66,5,2,1,1
ACCT100004762,CUST0001113,SHELL,BLOCKED,2014-04-11,2231893.6,AED,1,399190.23,7,2,1,1
ACCT100004763,CUST0001310,SALARY,ACTIVE,2014-12-04,174318.6,USD,2,16231.0,1,5,1,0
ACCT100004764,CUST0003200,NRE,ACTIVE,2014-08-06,737613.21,AED,1,79331.38,7,2,1,1
ACCT100004765,CUST0000673,SALARY,ACTIVE,2020-01-19,115538.81,SGD,1,41915.34,5,2,1,1
ACCT100004766,CUST0002679,current,ACTIVE,2021-07-02,418546.14,USD,2,30077.45,5,1,0,1
ACCT100004767,CUST0007851,NRO,CLOSED,2016-03-05,63274.58,SGD,2,79426.87,4,1,1,1
ACCT100004768,CUST0006138,NRE,ACTIVE,2018-02-12,1393213.32,INR,1,1224449.6,6,4,0,0
ACCT100004769,CUST0000392,SALARY,ACTIVE,2012-10-08,11054.21,INR,1,9878.22,4,2,1,1
ACCT100004770,CUST0002373,CURRENT,ACTIVE,2016-12-23,7794.56,GBP,2,49520.2,4,1,1,0
ACCT100004771,CUST0004110,CURRENT,DORMANT,2017-06-17,32089.66,USD,1,22117.47,1,1,0,1
ACCT100004772,CUST0004321,CURRENT,ACTIVE,2020-04-29,22428.73,USD,1,73591.6,1,1,1,1
ACCT100004773,CUST0001853,CURRENT,ACTIVE,2017-02-27,202372.98,AED,1,13308.2,4,1,1,0
ACCT100004774,CUST0001393,TRUST,DORMANT,2015-10-16,179552.08,INR,2,642978.95,7,2,0,1
ACCT100004775,CUST0001045,CURRENT,ACTIVE,2016-08-08,103341.68,INR,2,37386.49,4,4,1,1
ACCT100004776,CUST0000737,TRUST,ACTIVE,2021-10-03,565299.64,INR,1,1489402.85,8,1,1,1
ACCT100004777,CUST0006685,CURRENT,ACTIVE,2018-02-24,49861.42,SGD,1,62784.76,4,1,1,1
ACCT100004778,CUST0006729,NRE,ACTIVE,2015-01-11,192913.87,INR,3,116511.75,7,2,0,1
ACCT100004779,CUST0004458,savings,ACTIVE,2021-05-18,16033.69,GBP,2,9102.31,3,1,1,1
ACCT100004780,CUST0003163,TRUST,DORMANT,2018-01-07,56057.18,USD,1,379231.94,8,1,1,1
ACCT100004781,CUST0005086,NRO,ACTIVE,2013-04-21,49057.31,GBP,1,143799.06,4,1,1,1
ACCT100004782,CUST0003209,SALARY,ACTIVE,2016-05-21,37240.74,INR,2,12007.76,4,3,1,1
ACCT100004783,CUST0003168,NRO,ACTIVE,2017-11-24,17239.56,AED,1,124271.93,6,1,1,0
ACCT100004784,CUST0002409,SALARY,DORMANT,2012-12-28,16679.87,INR,1,15542.96,3,3,0,1
ACCT100004785,CUST0007639,SAVINGS,ACTIVE,2017-10-23,26447.61,INR,1,22531.8,1,1,0,1
ACCT100004786,CUST0001610,SAVINGS,ACTIVE,2019-10-22,3129.47,INR,2,8197.44,2,2,1,1
ACCT100004787,CUST0003837,SAVINGS,ACTIVE,2018-08-31,78764.11,AED,1,6531.43,3,2,1,1
ACCT100004788,CUST0004542,savings,ACTIVE,2013-12-06,44961.87,GBP,1,9643.44,4,1,1,1
ACCT100004789,CUST0003897,CURRENT,ACTIVE,2014-11-19,13424.11,GBP,2,9901.4,5,3,0,0
ACCT100004790,CUST0000028,SHELL,ACTIVE,2012-07-18,195366.48,INR,1,971730.26,9,2,1,0
ACCT100004791,CUST0004125,CURRENT,ACTIVE,2016-09-29,73415.31,INR,2,38253.59,1,3,1,1
ACCT100004792,CUST0000235,TRUST,DORMANT,2019-04-20,15570.19,USD,1,57624.64,8,1,1,1
ACCT100004793,CUST0005099,NRO,ACTIVE,2015-04-06,46099.51,USD,2,70451.44,4,2,1,1
ACCT100004794,CUST0001969,SAVINGS,ACTIVE,2012-12-03,10518.29,INR,1,84017.91,4,1,1,1
ACCT100004795,CUST0001754,NRO,ACTIVE,2015-05-26,82261.4,USD,1,40822.89,4,2,0,0
ACCT100004796,CUST0007797,SAVINGS,ACTIVE,2017-12-31,66096.91,INR,2,24964.79,1,1,1,1
ACCT100004797,CUST0003635,SAVINGS,ACTIVE,2021-06-20,10880.74,INR,1,26432.14,4,1,1,1
ACCT100004798,CUST0006331,SAVINGS,ACTIVE,2012-01-19,33368.13,USD,1,10740.37,2,2,1,1
ACCT100004799,CUST0007009,CURRENT,ACTIVE,2012-09-30,43714.49,INR,1,32660.73,2,1,1,1
ACCT100004800,CUST0001833,SALARY,ACTIVE,2021-11-14,8554.31,INR,1,6411.74,4,3,1,1
ACCT100004801,CUST0005651,SAVINGS,ACTIVE,2018-03-28,13074.03,INR,1,3967.86,4,1,0,1
ACCT100004802,CUST0000791,SALARY,ACTIVE,2017-12-20,2851.25,GBP,1,15195.13,2,1,1,1
ACCT100004803,CUST0003807,SAVINGS,ACTIVE,2013-09-19,5894.76,INR,1,1016.97,1,3,1,0
ACCT100004804,CUST0001564,SALARY,ACTIVE,2018-06-06,13198.04,SGD,1,1978.58,5,2,1,0
ACCT100004805,CUST0000842,SAVINGS,ACTIVE,2021-08-13,16174.38,SGD,3,10902.72,2,2,0,1
ACCT100004806,CUST0004727,SAVINGS,ACTIVE,2018-12-20,30658.65,AED,2,168994.15,2,1,1,1
ACCT100004807,CUST0003912,NRO,ACTIVE,2013-04-11,14447.68,USD,2,69066.13,7,3,1,1
ACCT100004808,CUST0004576,TRUST,DORMANT,2013-12-26,1127819.93,USD,1,703465.01,8,2,1,1
ACCT100004809,CUST0005666,SAVINGS,ACTIVE,2013-02-02,7411.95,USD,3,7722.32,2,1,1,1
ACCT100004810,CUST0000914,NRE,BLOCKED,2012-05-05,6591158.01,INR,2,10525.98,4,1,0,1
ACCT100004811,CUST0002593,SALARY,ACTIVE,2012-06-22,6401.73,SGD,1,1199.12,1,5,1,1
ACCT100004812,CUST0005431,TRUST,ACTIVE,2012-03-11,666895.95,INR,1,304474.03,7,2,0,0
ACCT100004813,CUST0005458,CURRENT,ACTIVE,2016-10-16,29795.47,USD,1,83616.41,2,1,1,1
ACCT100004814,CUST0004382,SALARY,ACTIVE,2018-02-28,1231.03,USD,1,1259.37,3,2,1,0
ACCT100004815,CUST0005123, SAVINGS ,ACTIVE,2017-01-17,1895.61,INR,1,6847.87,4,1,1,1
ACCT100004816,CUST0005270,CURRENT,ACTIVE,2020-08-14,15021.53,INR,2,30893.64,2,2,1,1
ACCT100004817,CUST0005618, CURRENT ,ACTIVE,2020-01-10,12137.24,INR,1,156423.27,3,2,0,1
ACCT100004818,CUST0003323,CURRENT,ACTIVE,2015-01-30,18112.8,USD,1,33239.06,3,1,1,1
ACCT100004819,CUST0005008,nre,DORMANT,2017-05-25,188731.54,AED,1,525852.9,6,1,0,1
ACCT100004820,CUST0006793,SAVINGS,ACTIVE,2018-07-13,9315.48,GBP,1,821.45,2,1,0,1
ACCT100004821,CUST0001505,SAVINGS,ACTIVE,2012-09-11,9794.01,INR,1,50814.55,4,2,1,1
ACCT100004822,CUST0005968, SAVINGS ,ACTIVE,2014-07-06,70290.69,INR,1,14916.21,1,1,1,1
ACCT100004823,CUST0006364,SAVINGS,ACTIVE,2019-12-22,186085.95,INR,1,10489.66,2,2,0,1
ACCT100004824,CUST0001063,SAVINGS,DORMANT,2020-10-29,122804.98,AED,1,7042.87,1,1,0,1
ACCT100004825,CUST0001150,NRO,ACTIVE,2017-03-30,62832.97,SGD,1,21700.39,5,2,0,1
ACCT100004826,CUST0002515,SALARY,ACTIVE,2014-12-11,6248.2,INR,1,11773.81,4,3,1,1
ACCT100004827,CUST0002302, CURRENT ,ACTIVE,2020-01-29,32296.48,INR,2,16468.62,1,5,0,1
ACCT100004828,CUST0005348,SAVINGS,ACTIVE,2020-04-09,11932.3,INR,3,2580.43,4,1,1,1
ACCT100004829,CUST0002111,SALARY,ACTIVE,2014-10-24,5477.85,AED,2,4724.58,1,2,1,1
ACCT100004830,CUST0000869,salary,DORMANT,2020-10-18,239941.9,AED,2,1162.26,2,1,1,0
ACCT100004831,CUST0002173,SALARY,ACTIVE,2021-04-01,47935.93,USD,1,29861.58,4,1,0,1
ACCT100004832,CUST0006267,NRO,ACTIVE,2020-12-30,59122.65,USD,2,93210.43,7,1,0,1
ACCT100004833,CUST0002932,SALARY,ACTIVE,2014-07-03,11119.97,INR,1,15422.81,3,3,1,1
ACCT100004834,CUST0002721,CURRENT,DORMANT,2020-02-12,131618.07,USD,1,30089.69,5,2,1,1
ACCT100004835,CUST0001513,SALARY,ACTIVE,2013-01-21,2753.05,SGD,2,14244.18,4,1,1,1
ACCT100004836,CUST0005755,SAVINGS,ACTIVE,2015-05-15,79375.04,AED,2,2316.9,3,3,0,1
ACCT100004837,CUST0003471,SALARY,ACTIVE,2012-05-05,10282.12,INR,2,14898.77,5,5,1,1
ACCT100004838,CUST0004377,SAVINGS,ACTIVE,2012-06-27,10062.78,INR,1,24022.41,4,1,0,1
ACCT100004839,CUST0001055,CURRENT,ACTIVE,2015-04-12,1242.75,INR,1,15514.98,2,3,1,1
ACCT100004840,CUST0005948,SAVINGS,CLOSED,2019-11-25,8687.12,USD,1,48945.48,4,2,1,1
ACCT100004841,CUST0005292, TRUST ,ACTIVE,2015-06-25,924262.21,AED,1,193167.29,10,1,0,1
ACCT100004842,CUST0000050,SAVINGS,CLOSED,2012-06-07,8431.46,INR,1,38642.97,2,3,1,1
ACCT100004843,CUST0005098,CURRENT,ACTIVE,2012-07-13,444681.18,INR,1,5383.3,5,3,1,0
ACCT100004844,CUST0001279,SAVINGS,ACTIVE,2019-02-08,17366.4,INR,2,21079.23,5,1,1,0
ACCT100004845,CUST0001936,CURRENT,ACTIVE,2015-07-15,7327.7,USD,1,45479.02,2,2,1,0
ACCT100004846,CUST0003401,CURRENT,ACTIVE,2013-03-30,10139.54,INR,2,29950.98,5,2,1,1
ACCT100004847,CUST0005318, SAVINGS ,ACTIVE,2015-08-17,4346.5,USD,1,7531.94,4,3,1,1
ACCT100004848,CUST0000434,CURRENT,ACTIVE,2021-08-31,315920.05,INR,2,69634.23,1,1,1,1
ACCT100004849,CUST0007454,SAVINGS,ACTIVE,2018-12-11,29919.95,INR,1,2010.29,4,2,1,0
ACCT100004850,CUST0007208,SHELL,DORMANT,2017-01-23,23654910.67,AED,1,1274639.62,9,3,1,1
ACCT100004851,CUST0003882,SAVINGS,ACTIVE,2014-04-13,8699.36,INR,1,3353.17,1,2,1,1
ACCT100004852,CUST0006651,CURRENT,ACTIVE,2020-04-19,58481.22,INR,1,19736.93,3,1,1,1
ACCT100004853,CUST0003149,CURRENT,DORMANT,2018-07-20,6784.26,USD,1,82936.07,5,1,1,0
ACCT100004854,CUST0001409,SALARY,ACTIVE,2015-05-10,46358.93,AED,3,12231.34,1,3,1,0
ACCT100004855,CUST0001648,SHELL,DORMANT,2018-07-12,6534947.09,INR,3,216272.72,7,1,1,1
ACCT100004856,CUST0005824,SALARY,ACTIVE,2018-01-09,757.12,INR,1,18112.4,1,1,1,1
ACCT100004857,CUST0007466,SHELL,DORMANT,2019-11-16,156415.12,INR,1,3241228.99,9,1,1,1
ACCT100004858,CUST0002765,CURRENT,BLOCKED,2019-03-07,19004.37,INR,2,112885.58,1,3,1,1
ACCT100004859,CUST0006691,TRUST,DORMANT,2019-06-10,651670.48,INR,1,266876.0,7,2,1,1
ACCT100004860,CUST0006133, CURRENT ,ACTIVE,2016-03-26,18271.1,INR,2,40063.66,5,2,0,0
ACCT100004861,CUST0002657,SALARY,ACTIVE,2018-01-15,424.18,AED,1,20377.94,5,1,1,1
ACCT100004862,CUST0005750,SAVINGS,ACTIVE,2012-11-30,43691.07,INR,1,16702.62,4,1,1,1
ACCT100004863,CUST0002094,SAVINGS,DORMANT,2016-10-17,8734.14,INR,1,2969.71,1,2,1,1
ACCT100004864,CUST0004063,SAVINGS,ACTIVE,2020-04-13,15747.17,INR,1,39712.6,2,1,1,1
ACCT100004865,CUST0001298,SAVINGS,ACTIVE,2013-08-11,74036.17,USD,1,31783.8,4,1,0,1
ACCT100004866,CUST0007247,CURRENT,ACTIVE,2015-04-04,544767.39,INR,2,7180.37,4,1,1,1
ACCT100004867,CUST0006330,current,DORMANT,2018-01-16,87961.84,INR,1,129620.81,4,2,1,1
ACCT100004868,CUST0002150,TRUST,DORMANT,2013-07-07,297020.92,USD,1,231355.47,9,1,1,1
ACCT100004869,CUST0002511,savings,DORMANT,2017-01-14,25663.51,INR,1,3669.6,1,1,1,1
ACCT100004870,CUST0004288,CURRENT,ACTIVE,2017-08-08,7820.28,SGD,2,48972.1,2,2,1,1
ACCT100004871,CUST0001390,CURRENT,ACTIVE,2015-01-01,11678.36,INR,1,606.64,2,1,0,1
ACCT100004872,CUST0000392,SAVINGS,ACTIVE,2021-09-21,20093.59,INR,1,15929.28,1,2,0,1
ACCT100004873,CUST0006635,SAVINGS,ACTIVE,2012-10-09,6310.29,INR,2,9965.73,3,5,1,1
ACCT100004874,CUST0006431,NRO,ACTIVE,2012-05-27,92242.06,INR,1,671463.5,4,3,0,1
ACCT100004875,CUST0002574,CURRENT,ACTIVE,2016-07-17,30560.31,INR,1,27817.55,2,4,1,1
ACCT100004876,CUST0006037,NRE,ACTIVE,2020-05-25,150951.36,SGD,1,36190.06,5,3,1,1
ACCT100004877,CUST0006471,CURRENT,ACTIVE,2014-11-01,40000.03,INR,3,105620.5,1,1,1,1
ACCT100004878,CUST0002871,NRO,ACTIVE,2018-02-02,16713.86,INR,2,25712.92,4,2,1,1
ACCT100004879,CUST0004772,SALARY,ACTIVE,2021-06-19,12109.81,INR,1,2692.11,2,1,1,1
ACCT100004880,CUST0006767,CURRENT,BLOCKED,2014-09-17,606093.8,USD,2,55877.64,4,4,0,1
ACCT100004881,CUST0005031,NRO,ACTIVE,2016-10-20,3150.34,SGD,1,202599.42,7,1,1,1
ACCT100004882,CUST0006298,SAVINGS,ACTIVE,2016-11-25,39130.5,INR,1,4520.49,1,1,0,1
ACCT100004883,CUST0006308,SAVINGS,ACTIVE,2021-10-22,97362.82,INR,1,34517.23,1,4,1,1
ACCT100004884,CUST0000207,SALARY,DORMANT,2018-12-08,20360.38,AED,2,15193.3,2,1,1,1
ACCT100004885,CUST0006052,SALARY,ACTIVE,2012-01-19,5549.41,INR,2,39223.47,2,3,1,0
ACCT100004886,CUST0006378,SALARY,ACTIVE,2018-07-21,18147.32,INR,3,4746.71,1,4,1,1
ACCT100004887,CUST0001340, SALARY ,ACTIVE,2015-06-09,11262.42,AED,2,796.08,4,1,1,1
ACCT100004888,CUST0003581,SAVINGS,BLOCKED,2012-06-16,2775.49,AED,2,42865.96,4,2,1,1
ACCT100004889,CUST0004378,NRO,ACTIVE,2013-11-03,29312.71,INR,1,8937.13,4,1,1,1
ACCT100004890,CUST0001644,SHELL,DORMANT,2021-10-10,1143855.9,SGD,1,92977.92,7,2,1,0
ACCT100004891,CUST0002337,CURRENT,DORMANT,2014-05-06,434783.82,INR,1,69536.67,5,4,1,0
ACCT100004892,CUST0005888,CURRENT,DORMANT,2020-06-25,3303.2,INR,1,181118.2,2,3,1,1
ACCT100004893,CUST0000495,CURRENT,ACTIVE,2016-09-06,126201.4,INR,1,56870.83,4,1,1,1
ACCT100004894,CUST0002912,SAVINGS,ACTIVE,2016-12-23,3871.13,SGD,3,36271.75,3,1,0,1
ACCT100004895,CUST0002448,SAVINGS,ACTIVE,2019-05-26,2508.13,INR,1,18280.9,1,1,1,0
ACCT100004896,CUST0005057,NRE,ACTIVE,2018-04-08,43460.09,AED,2,197238.92,6,1,1,1
ACCT100004897,CUST0004973,SALARY,ACTIVE,2018-07-16,15657.94,INR,1,11532.55,4,3,1,1
ACCT100004898,CUST0002432,SAVINGS,ACTIVE,2018-07-22,7667.15,SGD,1,23039.46,1,1,1,1
ACCT100004899,CUST0000958,CURRENT,ACTIVE,2015-05-04,28163.26,INR,1,44357.68,4,5,1,1
ACCT100004900,CUST0003285,SHELL,DORMANT,2014-12-10,432366.07,USD,1,2380144.62,8,3,1,0
ACCT100004901,CUST0005391,CURRENT,ACTIVE,2017-06-02,245352.13,INR,2,164957.3,1,1,1,1
ACCT100004902,CUST0007708,NRO,DORMANT,2019-11-01,24389.96,USD,1,12464.74,7,2,0,0
ACCT100004903,CUST0004084,NRE,ACTIVE,2020-01-09,1253980.82,INR,1,97777.24,4,3,0,1
ACCT100004904,CUST0000163,SAVINGS,ACTIVE,2013-11-17,255805.66,USD,1,33506.1,3,3,1,1
ACCT100004905,CUST0000006,CURRENT,DORMANT,2013-06-06,42474.59,INR,1,580188.67,2,1,1,1
ACCT100004906,CUST0004743,SALARY,DORMANT,2021-10-21,13209.41,USD,1,9558.7,4,2,1,1
ACCT100004907,CUST0005788,SALARY,ACTIVE,2013-07-22,98481.99,AED,2,4912.87,4,4,1,1
ACCT100004908,CUST0002994,SAVINGS,ACTIVE,2013-06-05,27433.0,INR,1,28184.52,2,4,1,1
ACCT100004909,CUST0001490,SAVINGS,ACTIVE,2018-12-27,47628.17,INR,1,7337.81,3,1,1,1
ACCT100004910,CUST0007928,CURRENT,ACTIVE,2017-01-02,294642.76,INR,1,28048.35,5,3,1,0
ACCT100004911,CUST0000485,SALARY,ACTIVE,2015-11-26,10110.33,USD,1,4094.36,1,1,1,1
ACCT100004912,CUST0006437,CURRENT,BLOCKED,2013-04-01,104133.21,INR,1,32897.24,5,3,0,1
ACCT100004913,CUST0007933,current,ACTIVE,2017-07-13,14162.35,INR,1,21627.27,1,1,1,1
ACCT100004914,CUST0007583,nre,ACTIVE,2019-08-01,271984.44,AED,3,138336.71,6,4,1,1
ACCT100004915,CUST0000007,CURRENT,BLOCKED,2019-02-27,13816.16,AED,1,70693.74,4,1,0,1
ACCT100004916,CUST0001845,TRUST,DORMANT,2013-08-06,201707.24,INR,1,671839.38,9,4,1,1
ACCT100004917,CUST0000934,SAVINGS,ACTIVE,2018-12-11,71173.54,INR,1,6994.06,1,1,1,1
ACCT100004918,CUST0004329,SAVINGS,CLOSED,2012-04-11,21099.38,AED,1,6550.35,1,2,1,1
ACCT100004919,CUST0005289,SAVINGS,ACTIVE,2019-02-23,128525.32,GBP,1,24189.14,3,1,0,1
ACCT100004920,CUST0004335,SAVINGS,ACTIVE,2020-11-21,3623.0,USD,1,7795.45,5,1,1,1
ACCT100004921,CUST0007516,SAVINGS,ACTIVE,2016-11-07,27980.87,GBP,2,3519.19,4,1,1,1
ACCT100004922,CUST0007209,CURRENT,ACTIVE,2018-02-23,4407.09,INR,1,27249.45,5,2,1,1
ACCT100004923,CUST0006502,SAVINGS,ACTIVE,2018-08-24,2049.56,INR,3,41574.02,5,1,0,1
ACCT100004924,CUST0000443,NRE,ACTIVE,2016-06-01,515220.96,INR,2,518499.03,5,1,1,1
ACCT100004925,CUST0007417,CURRENT,BLOCKED,2016-09-23,25048.12,USD,1,30609.8,5,5,0,1
ACCT100004926,CUST0002957,CURRENT,ACTIVE,2012-10-22,73330.08,INR,2,31106.52,2,2,1,0
ACCT100004927,CUST0002060,SAVINGS,ACTIVE,2014-01-28,94591.63,AED,3,4601.76,2,2,0,1
ACCT100004928,CUST0001178,SAVINGS,BLOCKED,2014-03-07,35033.63,USD,1,13740.32,5,4,1,1
ACCT100004929,CUST0004307,SAVINGS,ACTIVE,2014-07-07,89695.64,AED,1,92454.17,4,1,1,1
ACCT100004930,CUST0002230,savings,DORMANT,2017-04-03,50411.23,INR,1,29524.16,4,1,0,1
ACCT100004931,CUST0004843,SALARY,BLOCKED,2015-07-07,91949.25,INR,2,9329.24,1,1,0,1
ACCT100004932,CUST0001272,CURRENT,ACTIVE,2016-11-17,29811.5,INR,3,32142.43,5,2,1,1
