ALERT_ID,TRANSACTION_ID,ACCOUNT_ID,RULE_TRIGGERED,RISK_SCORE,ALERT_DATE,ACCT_ALERT_COUNT,ALERT_HOUR,ALERT_IS_WEEKEND,RULE_RISK_PROFILE
ALT00005447,TXN000060009,ACCT100008973,R006_HIGH_RISK_DEST,74,2023-06-18 14:09:40.420785,3,14,1,2
ALT00005448,TXN000027418,ACCT100007381,R006_HIGH_RISK_DEST,81,2024-02-23 19:56:21.678108,2,19,0,2
ALT00005449,TXN000086250,ACCT100008312,R006_HIGH_RISK_DEST,60,2024-02-24 22:58:49.784129,1,22,1,2
ALT00005450,TXN000015941,ACCT100003505,R006_HIGH_RISK_DEST,58,2024-01-20 19:31:08.010860,2,19,1,2
ALT00005451,TXN000106156,ACCT100008402,R006_HIGH_RISK_DEST,63,2022-04-23 03:01:19.692423,3,3,1,2
ALT00005452,TXN000114734,ACCT100009481,R006_HIGH_RISK_DEST,79,2022-02-20 14:13:56.439696,2,14,1,2
ALT00005453,TXN000052754,ACCT100010977,R006_HIGH_RISK_DEST,68,2024-05-21 11:39:54.056429,4,11,0,2
ALT00005454,TXN000009779,ACCT100009204,R006_HIGH_RISK_DEST,61,2024-03-23 20:15:58.639142,2,20,1,2
ALT00005455,TXN000066154,ACCT100010256,R006_HIGH_RISK_DEST,73,2023-08-27 20:56:20.259785,1,20,1,2
ALT00005456,TXN000058404,ACCT100002951,R006_HIGH_RISK_DEST,59,2022-04-05 09:43:08.208610,1,9,0,2
ALT00005457,TXN000079663,ACCT100004319,R006_HIGH_RISK_DEST,73,2022-09-22 19:24:00.172763,1,19,0,2
ALT00005458,TXN000026580,ACCT100011815,R006_HIGH_RISK_DEST,76,2024-01-01 11:06:30.077020,2,11,0,2
ALT00005459,TXN000045132,ACCT100005974,R006_HIGH_RISK_DEST,65,2024-03-19 01:58:48.176608,1,1,0,2
ALT00005460,TXN000094779,ACCT100002592,R006_HIGH_RISK_DEST,77,2024-06-06 19:08:07.345422,1,19,0,2
ALT00005461,TXN000014961,ACCT100007262,R006_HIGH_RISK_DEST,71,2023-05-13 14:52:45.431492,3,14,1,2
ALT00005462,TXN000013974,ACCT100002465,R006_HIGH_RISK_DEST,52,2023-09-13 06:46:46.846671,2,6,0,2
ALT00005463,TXN000082552,ACCT100007713,R006_HIGH_RISK_DEST,67,2023-08-02 05:48:12.500739,1,5,0,2
ALT00005464,TXN000068092,ACCT100009464,R006_HIGH_RISK_DEST,55,2023-06-21 07:56:09.437733,1,7,0,2
ALT00005465,TXN000032931,ACCT100003731,R006_HIGH_RISK_DEST,59,2023-08-03 04:30:51.815283,2,4,0,2
ALT00005466,TXN000077030,ACCT100010329,R006_HIGH_RISK_DEST,55,2022-12-16 07:12:44.759316,3,7,0,2
ALT00005467,TXN000014354,ACCT100004244,R006_HIGH_RISK_DEST,61,2023-01-04 21:47:39.918186,1,21,0,2
ALT00005468,TXN000025180,ACCT100008438,R006_HIGH_RISK_DEST,52,2024-06-18 22:08:53.615079,2,22,0,2
ALT00005469,TXN000052576,ACCT100010350,R006_HIGH_RISK_DEST,59,2022-04-01 01:05:03.959859,1,1,0,2
ALT00005470,TXN000092654,ACCT100009862,R006_HIGH_RISK_DEST,74,2023-08-24 19:50:41.596936,1,19,0,2
ALT00005471,TXN000066038,ACCT100005568,R006_HIGH_RISK_DEST,51,2024-04-17 19:48:39.244049,2,19,0,2
ALT00005472,TXN000028441,ACCT100002564,R006_HIGH_RISK_DEST,50,2022-06-08 21:33:22.229306,1,21,0,2
ALT00005473,TXN000059289,ACCT100003579,R006_HIGH_RISK_DEST,63,2023-07-02 21:41:10.545954,2,21,1,2
ALT00005474,TXN000077717,ACCT100010225,R006_HIGH_RISK_DEST,67,2023-06-23 20:39:56.350786,1,20,0,2
ALT00005475,TXN000030587,ACCT100003752,R006_HIGH_RISK_DEST,61,2024-04-26 12:02:13.614134,1,12,0,2
ALT00005476,TXN000021618,ACCT100011569,R006_HIGH_RISK_DEST,57,2023-08-24 05:01:17.396284,2,5,0,2
ALT00005477,TXN000116860,ACCT100006888,R006_HIGH_RISK_DEST,76,2022-07-16 03:01:41.021612,1,3,1,2
ALT00005478,TXN000113813,ACCT100001361,R006_HIGH_RISK_DEST,54,2024-06-19 12:38:45.466540,1,12,0,2
ALT00005479,TXN000010786,ACCT100000008,R006_HIGH_RISK_DEST,69,2023-05-07 21:28:09.631991,3,21,1,2
ALT00005480,TXN000059751,ACCT100010316,R006_HIGH_RISK_DEST,79,2024-01-22 08:02:25.731656,1,8,0,2
ALT00005481,TXN000112984,ACCT100002903,R006_HIGH_RISK_DEST,52,2022-07-05 07:45:28.917042,1,7,0,2
ALT00005482,TXN000078646,ACCT100001659,R006_HIGH_RISK_DEST,59,2022-10-25 14:44:59.105364,2,14,0,2
ALT00005483,TXN000095028,ACCT100003521,R006_HIGH_RISK_DEST,76,2024-03-30 08:23:59.346664,1,8,1,2
ALT00005484,TXN000029384,ACCT100001323,R006_HIGH_RISK_DEST,57,2023-09-24 00:17:44.543506,3,0,1,2
ALT00005485,TXN000070048,ACCT100006097,R006_HIGH_RISK_DEST,55,2022-08-28 17:38:45.258217,2,17,1,2
ALT00005486,TXN000031246,ACCT100000180,R006_HIGH_RISK_DEST,62,2022-08-26 13:37:09.136150,2,13,0,2
ALT00005487,TXN000095484,ACCT100000090,R006_HIGH_RISK_DEST,71,2024-04-28 22:23:31.320703,3,22,1,2
ALT00005488,TXN000015485,ACCT100009028,R006_HIGH_RISK_DEST,60,2024-01-28 04:36:56.606259,2,4,1,2
ALT00005489,TXN000095791,ACCT100007778,R006_HIGH_RISK_DEST,59,2022-07-10 06:35:56.037374,3,6,1,2
ALT00005490,TXN000112792,ACCT100007538,R006_HIGH_RISK_DEST,62,2023-04-11 00:01:24.089088,2,0,0,2
ALT00005491,TXN000086212,ACCT100002740,R006_HIGH_RISK_DEST,75,2022-11-06 06:16:20.533189,3,6,1,2
ALT00005492,TXN000051465,ACCT100002912,R006_HIGH_RISK_DEST,69,2022-09-23 13:33:04.770986,2,13,0,2
ALT00005493,TXN000058009,ACCT100002220,R006_HIGH_RISK_DEST,55,2023-12-15 01:13:51.478734,2,1,0,2
ALT00005494,TXN000007514,ACCT100002241,R006_HIGH_RISK_DEST,76,2023-08-06 18:35:21.777160,1,18,1,2
ALT00005495,TXN000078832,ACCT100006308,R006_HIGH_RISK_DEST,52,2023-12-31 15:27:46.354349,4,15,1,2
ALT00005496,TXN000066304,ACCT100004808,R006_HIGH_RISK_DEST,57,2023-11-16 12:26:44.898807,1,12,0,2
ALT00005497,TXN000078241,ACCT100011377,R006_HIGH_RISK_DEST,52,2024-04-15 13:36:42.263345,3,13,0,2
ALT00005498,TXN000011397,ACCT100001326,R006_HIGH_RISK_DEST,59,2024-04-08 10:34:19.902824,5,10,0,2
ALT00005499,TXN000061672,ACCT100001765,R006_HIGH_RISK_DEST,57,2023-06-19 18:53:50.523664,2,18,0,2
ALT00005500,TXN000106485,ACCT100008021,R006_HIGH_RISK_DEST,78,2023-08-01 10:45:46.135333,1,10,0,2
ALT00005501,TXN000104375,ACCT100004505,R006_HIGH_RISK_DEST,81,2023-04-08 19:50:00.623895,1,19,1,2
ALT00005502,TXN000015839,ACCT100011405,R006_HIGH_RISK_DEST,58,2022-06-16 19:12:22.133417,1,19,0,2
ALT00005503,TXN000093773,ACCT100011091,R006_HIGH_RISK_DEST,63,2024-02-11 14:32:40.131737,1,14,1,2
ALT00005504,TXN000112888,ACCT100009209,R006_HIGH_RISK_DEST,72,2022-03-25 13:26:49.447019,3,13,0,2
ALT00005505,TXN000116237,ACCT100005856,R006_HIGH_RISK_DEST,66,2022-06-11 03:30:10.402251,1,3,1,2
ALT00005506,TXN000015624,ACCT100005451,R006_HIGH_RISK_DEST,76,2022-07-29 06:30:20.786951,2,6,0,2
ALT00005507,TXN000050058,ACCT100002999,R006_HIGH_RISK_DEST,74,2022-02-03 11:13:15.047874,1,11,0,2
ALT00005508,TXN000085062,ACCT100000005,R006_HIGH_RISK_DEST,77,2024-04-16 13:22:32.293402,2,13,0,2
ALT00005509,TXN000066064,ACCT100011909,R006_HIGH_RISK_DEST,79,2023-06-22 05:02:49.252768,2,5,0,2
ALT00005510,TXN000048095,ACCT100008726,R006_HIGH_RISK_DEST,68,2022-03-21 13:20:07.524234,1,13,0,2
ALT00005511,TXN000068632,ACCT100001049,R006_HIGH_RISK_DEST,58,2023-12-21 14:38:28.665173,4,14,0,2
ALT00005512,TXN000093569,ACCT100009844,R006_HIGH_RISK_DEST,50,2024-02-06 21:43:45.530010,1,21,0,2
ALT00005513,TXN000078250,ACCT100000835,R006_HIGH_RISK_DEST,80,2024-02-08 03:49:30.200111,2,3,0,2
ALT00005514,TXN000116711,ACCT100011175,R006_HIGH_RISK_DEST,69,2024-06-05 07:41:01.635921,2,7,0,2
ALT00005515,TXN000059920,ACCT100002842,R006_HIGH_RISK_DEST,80,2023-07-10 06:47:28.551504,1,6,0,2
ALT00005516,TXN000018318,ACCT100009129,R006_HIGH_RISK_DEST,67,2022-06-26 16:09:31.517254,1,16,1,2
ALT00005517,TXN000028473,ACCT100001356,R006_HIGH_RISK_DEST,81,2023-08-19 05:03:27.652273,2,5,1,2
ALT00005518,TXN000044363,ACCT100001148,R006_HIGH_RISK_DEST,58,2023-08-10 22:50:07.220925,2,22,0,2
ALT00005519,TXN000086194,ACCT100002233,R006_HIGH_RISK_DEST,55,2022-07-31 05:40:15.848306,2,5,1,2
ALT00005520,TXN000076718,ACCT100007424,R006_HIGH_RISK_DEST,68,2023-11-18 16:08:35.890254,1,16,1,2
ALT00005521,TXN000085673,ACCT100009213,R006_HIGH_RISK_DEST,58,2023-06-16 10:46:37.477492,2,10,0,2
ALT00005522,TXN000066499,ACCT100008610,R006_HIGH_RISK_DEST,64,2022-06-22 19:39:38.920380,1,19,0,2
ALT00005523,TXN000032988,ACCT100010621,R006_HIGH_RISK_DEST,54,2023-10-12 17:17:44.420638,3,17,0,2
ALT00005524,TXN000098526,ACCT100003761,R006_HIGH_RISK_DEST,59,2022-08-08 23:49:50.634017,3,23,0,2
ALT00005525,TXN000113528,ACCT100006567,R006_HIGH_RISK_DEST,81,2022-10-03 00:12:21.911392,1,0,0,2
ALT00005526,TXN000093658,ACCT100011227,R006_HIGH_RISK_DEST,60,2023-08-25 12:04:46.043490,5,12,0,2
ALT00005527,TXN000025794,ACCT100005611,R006_HIGH_RISK_DEST,78,2022-10-27 09:15:23.603088,2,9,0,2
ALT00005528,TXN000085515,ACCT100004005,R006_HIGH_RISK_DEST,63,2023-01-13 15:59:38.645254,2,15,0,2
ALT00005529,TXN000013949,ACCT100005436,R006_HIGH_RISK_DEST,50,2022-02-10 00:53:15.995429,2,0,0,2
ALT00005530,TXN000102755,ACCT100002728,R006_HIGH_RISK_DEST,70,2024-03-06 18:50:07.847644,2,18,0,2
ALT00005531,TXN000007727,ACCT100011402,R006_HIGH_RISK_DEST,61,2022-05-24 16:57:38.672132,1,16,0,2
ALT00005532,TXN000068928,ACCT100000188,R006_HIGH_RISK_DEST,62,2022-09-11 16:35:13.342353,1,16,1,2
ALT00005533,TXN000037834,ACCT100003311,R006_HIGH_RISK_DEST,71,2023-04-12 06:59:59.610074,1,6,0,2
ALT00005534,TXN000115860,ACCT100006106,R006_HIGH_RISK_DEST,64,2024-05-15 22:45:58.129433,1,22,0,2
ALT00005535,TXN000056749,ACCT100010322,R006_HIGH_RISK_DEST,55,2023-09-15 18:11:26.945403,2,18,0,2
ALT00005536,TXN000101697,ACCT100008026,R006_HIGH_RISK_DEST,54,2022-02-06 17:13:48.779180,3,17,1,2
ALT00005537,TXN000032210,ACCT100008607,R006_HIGH_RISK_DEST,80,2022-10-02 21:22:02.656821,1,21,1,2
ALT00005538,TXN000049602,ACCT100001826,R006_HIGH_RISK_DEST,51,2023-10-08 02:40:17.157503,1,2,1,2
ALT00005539,TXN000108062,ACCT100005208,R006_HIGH_RISK_DEST,57,2023-05-10 21:35:02.909185,3,21,0,2
ALT00005540,TXN000101742,ACCT100008515,R006_HIGH_RISK_DEST,70,2022-07-28 00:28:31.219545,1,0,0,2
ALT00005541,TXN000018033,ACCT100005873,R006_HIGH_RISK_DEST,54,2024-05-09 13:34:34.944910,1,13,0,2
ALT00005542,TXN000000163,ACCT100004659,R006_HIGH_RISK_DEST,57,2022-06-01 07:42:03.743702,2,7,0,2
ALT00005543,TXN000018004,ACCT100005655,R006_HIGH_RISK_DEST,58,2023-03-28 13:31:05.991503,1,13,0,2
ALT00005544,TXN000019025,ACCT100010590,R006_HIGH_RISK_DEST,57,2022-10-09 15:50:23.936960,6,15,1,2
ALT00005545,TXN000063267,ACCT100006564,R006_HIGH_RISK_DEST,66,2022-05-17 10:45:48.931149,4,10,0,2
ALT00005546,TXN000016376,ACCT100008815,R006_HIGH_RISK_DEST,68,2022-04-26 21:51:38.781301,1,21,0,2
ALT00005547,TXN000101487,ACCT100006356,R006_HIGH_RISK_DEST,72,2023-09-23 03:31:13.354903,2,3,1,2
ALT00005548,TXN000044151,ACCT100004057,R006_HIGH_RISK_DEST,57,2022-05-15 07:45:39.801093,1,7,1,2
ALT00005549,TXN000022945,ACCT100001435,R006_HIGH_RISK_DEST,55,2024-06-13 10:33:01.749474,2,10,0,2
ALT00005550,TXN000030076,ACCT100010779,R006_HIGH_RISK_DEST,62,2023-03-11 07:31:51.325617,2,7,1,2
ALT00005551,TXN000102585,ACCT100008026,R006_HIGH_RISK_DEST,51,2022-01-18 20:29:08.733385,3,20,0,2
ALT00005552,TXN000001313,ACCT100006973,R006_HIGH_RISK_DEST,50,2022-10-07 23:13:36.101353,3,23,0,2
ALT00005553,TXN000069109,ACCT100010230,R006_HIGH_RISK_DEST,68,2024-04-08 06:17:46.810494,1,6,0,2
ALT00005554,TXN000089915,ACCT100008657,R006_HIGH_RISK_DEST,80,2022-08-21 17:33:34.966424,2,17,1,2
ALT00005555,TXN000029925,ACCT100005197,R006_HIGH_RISK_DEST,80,2024-04-23 02:39:53.024837,1,2,0,2
ALT00005556,TXN000108413,ACCT100010239,R006_HIGH_RISK_DEST,73,2022-06-22 19:28:47.521383,2,19,0,2
ALT00005557,TXN000110365,ACCT100008014,R006_HIGH_RISK_DEST,71,2023-12-30 13:00:57.338412,4,13,1,2
ALT00005558,TXN000082642,ACCT100009594,R006_HIGH_RISK_DEST,78,2024-03-18 09:05:03.907703,1,9,0,2
ALT00005559,TXN000095309,ACCT100010022,R006_HIGH_RISK_DEST,51,2023-05-30 01:44:29.513212,1,1,0,2
ALT00005560,TXN000011112,ACCT100001441,R006_HIGH_RISK_DEST,60,2022-10-29 09:37:06.150240,5,9,1,2
ALT00005561,TXN000050603,ACCT100003906,R006_HIGH_RISK_DEST,73,2024-03-07 17:58:32.101806,3,17,0,2
ALT00005562,TXN000079280,ACCT100011737,R006_HIGH_RISK_DEST,64,2023-02-03 08:38:18.553908,2,8,0,2
ALT00005563,TXN000042720,ACCT100006477,R006_HIGH_RISK_DEST,51,2023-09-12 23:08:11.444912,3,23,0,2
ALT00005564,TXN000089607,ACCT100009119,R006_HIGH_RISK_DEST,66,2024-05-31 14:51:50.392467,3,14,0,2
ALT00005565,TXN000056203,ACCT100000045,R006_HIGH_RISK_DEST,67,2023-04-21 13:18:19.542464,3,13,0,2
ALT00005566,TXN000005588,ACCT100006505,R006_HIGH_RISK_DEST,68,2022-12-04 09:15:58.356218,2,9,1,2
ALT00005567,TXN000058346,ACCT100002758,R006_HIGH_RISK_DEST,66,2022-05-07 15:51:15.758724,2,15,1,2
ALT00005568,TXN000037259,ACCT100000812,R006_HIGH_RISK_DEST,62,2024-04-17 06:52:56.304331,2,6,0,2
ALT00005569,TXN000020154,ACCT100007052,R006_HIGH_RISK_DEST,77,2023-10-04 11:55:23.136877,4,11,0,2
ALT00005570,TXN000069458,ACCT100002824,R006_HIGH_RISK_DEST,73,2022-06-02 00:18:48.571939,1,0,0,2
ALT00005571,TXN000039340,ACCT100002002,R006_HIGH_RISK_DEST,62,2024-03-30 21:32:27.737299,3,21,1,2
ALT00005572,TXN000001731,ACCT100000554,R006_HIGH_RISK_DEST,52,2023-11-20 19:13:04.178281,1,19,0,2
ALT00005573,TXN000038252,ACCT100006141,R006_HIGH_RISK_DEST,77,2023-01-27 04:45:43.317997,2,4,0,2
ALT00005574,TXN000098327,ACCT100011434,R006_HIGH_RISK_DEST,72,2022-09-06 03:23:08.123733,3,3,0,2
ALT00005575,TXN000052525,ACCT100005270,R006_HIGH_RISK_DEST,59,2022-06-02 17:41:03.702147,2,17,0,2
ALT00005576,TXN000050362,ACCT100009607,R006_HIGH_RISK_DEST,53,2022-01-30 10:26:52.201437,1,10,1,2
ALT00005577,TXN000019308,ACCT100008680,R006_HIGH_RISK_DEST,66,2022-01-08 18:08:17.890510,1,18,1,2
ALT00005578,TXN000031628,ACCT100008146,R006_HIGH_RISK_DEST,59,2022-05-08 11:18:33.034456,4,11,1,2
ALT00005579,TXN000007240,ACCT100005435,R006_HIGH_RISK_DEST,61,2023-11-08 04:30:25.963005,2,4,0,2
ALT00005580,TXN000064790,ACCT100006314,R006_HIGH_RISK_DEST,60,2023-08-23 20:41:34.767703,3,20,0,2
ALT00005581,TXN000041382,ACCT100011349,R006_HIGH_RISK_DEST,80,2024-02-09 06:59:20.148386,1,6,0,2
ALT00005582,TXN000046926,ACCT100004650,R006_HIGH_RISK_DEST,51,2023-01-28 13:44:36.805450,3,13,1,2
ALT00005583,TXN000044416,ACCT100011965,R006_HIGH_RISK_DEST,62,2023-02-19 19:10:35.971774,1,19,1,2
ALT00005584,TXN000117404,ACCT100004103,R006_HIGH_RISK_DEST,81,2024-01-11 03:19:35.260941,2,3,0,2
ALT00005585,TXN000098652,ACCT100000714,R006_HIGH_RISK_DEST,66,2022-05-07 13:39:01.721542,3,13,1,2
ALT00005586,TXN000071080,ACCT100002172,R006_HIGH_RISK_DEST,81,2022-12-27 02:39:59.339742,2,2,0,2
ALT00005587,TXN000111470,ACCT100009152,R006_HIGH_RISK_DEST,57,2022-06-22 07:19:37.898432,1,7,0,2
ALT00005588,TXN000027363,ACCT100008304,R006_HIGH_RISK_DEST,53,2022-04-22 17:20:25.937580,1,17,0,2
ALT00005589,TXN000076837,ACCT100000797,R006_HIGH_RISK_DEST,56,2023-03-19 02:58:10.553790,4,2,1,2
ALT00005590,TXN000007928,ACCT100010122,R006_HIGH_RISK_DEST,78,2023-02-06 08:34:31.796261,1,8,0,2
ALT00005591,TXN000012938,ACCT100010599,R006_HIGH_RISK_DEST,75,2023-12-21 17:30:35.919193,2,17,0,2
ALT00005592,TXN000002946,ACCT100009630,R006_HIGH_RISK_DEST,68,2023-03-20 16:52:34.318799,1,16,0,2
ALT00005593,TXN000035907,ACCT100003476,R006_HIGH_RISK_DEST,73,2023-05-21 19:14:10.196611,2,19,1,2
ALT00005594,TXN000075300,ACCT100003285,R006_HIGH_RISK_DEST,76,2023-11-02 18:23:04.193272,3,18,0,2
ALT00005595,TXN000105580,ACCT100009907,R006_HIGH_RISK_DEST,57,2024-06-19 21:08:27.491781,3,21,0,2
ALT00005596,TXN000013503,ACCT100004692,R006_HIGH_RISK_DEST,64,2024-02-11 08:43:58.825458,3,8,1,2
ALT00005597,TXN000028995,ACCT100001631,R006_HIGH_RISK_DEST,61,2024-01-31 19:52:59.247545,4,19,0,2
ALT00005598,TXN000084322,ACCT100009001,R006_HIGH_RISK_DEST,71,2022-07-15 08:00:27.806214,1,8,0,2
ALT00005599,TXN000117987,ACCT100005144,R006_HIGH_RISK_DEST,81,2022-10-13 01:26:22.814403,2,1,0,2
ALT00005600,TXN000012860,ACCT100007621,R006_HIGH_RISK_DEST,53,2024-05-27 00:16:57.781434,2,0,0,2
ALT00005601,TXN000062068,ACCT100004646,R006_HIGH_RISK_DEST,75,2022-05-05 20:40:35.890398,3,20,0,2
ALT00005602,TXN000099499,ACCT100008167,R006_HIGH_RISK_DEST,53,2024-01-25 10:18:23.293371,2,10,0,2
ALT00005603,TXN000097645,ACCT100004657,R006_HIGH_RISK_DEST,75,2023-07-18 05:38:14.687157,3,5,0,2
ALT00005604,TXN000048645,ACCT100011959,R006_HIGH_RISK_DEST,76,2024-06-01 02:51:47.113096,2,2,1,2
ALT00005605,TXN000102182,ACCT100002377,R006_HIGH_RISK_DEST,60,2023-11-09 14:05:54.478293,1,14,0,2
ALT00005606,TXN000079923,ACCT100004928,R006_HIGH_RISK_DEST,80,2022-03-02 19:03:45.071590,1,19,0,2
ALT00005607,TXN000020236,ACCT100009007,R006_HIGH_RISK_DEST,56,2023-06-04 05:14:40.051979,1,5,1,2
ALT00005608,TXN000052920,ACCT100010322,R006_HIGH_RISK_DEST,81,2023-01-23 05:55:19.647721,2,5,0,2
ALT00005609,TXN000088880,ACCT100006225,R006_HIGH_RISK_DEST,50,2022-02-08 16:48:55.406255,3,16,0,2
ALT00005610,TXN000050616,ACCT100005857,R006_HIGH_RISK_DEST,54,2024-02-14 20:04:17.817495,1,20,0,2
ALT00005611,TXN000073596,ACCT100007282,R006_HIGH_RISK_DEST,77,2024-03-31 01:25:01.033705,1,1,1,2
ALT00005612,TXN000105134,ACCT100007239,R006_HIGH_RISK_DEST,64,2023-08-05 23:41:24.807711,1,23,1,2
ALT00005613,TXN000059860,ACCT100002459,R006_HIGH_RISK_DEST,56,2024-05-09 00:24:43.805725,2,0,0,2
ALT00005614,TXN000079293,ACCT100010026,R006_HIGH_RISK_DEST,65,2024-03-06 11:02:45.177003,2,11,0,2
ALT00005615,TXN000021352,ACCT100002163,R006_HIGH_RISK_DEST,57,2024-05-02 08:46:49.488545,1,8,0,2
ALT00005616,TXN000054456,ACCT100001818,R006_HIGH_RISK_DEST,77,2022-03-23 08:41:54.092353,1,8,0,2
ALT00005617,TXN000058649,ACCT100002709,R006_HIGH_RISK_DEST,53,2023-11-12 12:11:23.366155,1,12,1,2
ALT00005618,TXN000030211,ACCT100007707,R006_HIGH_RISK_DEST,68,2024-04-07 04:00:14.175147,3,4,1,2
ALT00005619,TXN000099012,ACCT100002881,R006_HIGH_RISK_DEST,55,2022-02-25 16:57:53.903251,2,16,0,2
ALT00005620,TXN000071098,ACCT100009942,R006_HIGH_RISK_DEST,68,2023-11-09 09:54:54.684036,2,9,0,2
ALT00005621,TXN000095211,ACCT100005312,R006_HIGH_RISK_DEST,60,2023-03-20 19:17:39.519940,2,19,0,2
ALT00005622,TXN000004810,ACCT100008971,R006_HIGH_RISK_DEST,63,2022-03-30 03:25:17.034927,3,3,0,2
ALT00005623,TXN000093486,ACCT100004016,R006_HIGH_RISK_DEST,57,2022-02-20 05:53:15.653716,2,5,1,2
ALT00005624,TXN000071866,ACCT100003602,R006_HIGH_RISK_DEST,75,2023-08-27 14:32:53.394975,2,14,1,2
ALT00005625,TXN000077282,ACCT100002002,R006_HIGH_RISK_DEST,76,2024-05-08 21:44:19.519809,3,21,0,2
ALT00005626,TXN000045947,ACCT100007104,R006_HIGH_RISK_DEST,65,2023-11-03 04:54:12.538522,4,4,0,2
ALT00005627,TXN000053740,ACCT100003215,R006_HIGH_RISK_DEST,52,2022-03-13 23:40:32.955765,3,23,1,2
ALT00005628,TXN000055954,ACCT100002879,R006_HIGH_RISK_DEST,68,2023-10-07 01:57:53.766173,1,1,1,2
ALT00005629,TXN000087744,ACCT100009687,R006_HIGH_RISK_DEST,70,2023-06-19 21:50:56.340869,2,21,0,2
ALT00005630,TXN000008313,ACCT100004023,R006_HIGH_RISK_DEST,62,2022-09-08 08:36:45.793791,3,8,0,2
ALT00005631,TXN000071746,ACCT100010413,R006_HIGH_RISK_DEST,55,2023-11-13 07:12:29.417638,1,7,0,2
ALT00005632,TXN000087429,ACCT100007800,R006_HIGH_RISK_DEST,65,2024-06-05 02:52:56.055389,3,2,0,2
ALT00005633,TXN000096947,ACCT100009302,R006_HIGH_RISK_DEST,76,2022-07-13 17:47:20.062948,3,17,0,2
ALT00005634,TXN000081763,ACCT100008618,R006_HIGH_RISK_DEST,54,2024-04-17 05:19:29.511407,1,5,0,2
ALT00005635,TXN000061040,ACCT100004743,R006_HIGH_RISK_DEST,56,2024-05-16 13:40:24.288103,2,13,0,2
ALT00005636,TXN000020717,ACCT100009162,R006_HIGH_RISK_DEST,65,2023-02-19 00:58:53.328920,1,0,1,2
ALT00005637,TXN000083743,ACCT100008205,R006_HIGH_RISK_DEST,80,2022-05-01 16:16:50.900932,2,16,1,2
ALT00005638,TXN000004269,ACCT100003151,R006_HIGH_RISK_DEST,72,2023-03-26 12:53:28.179401,2,12,1,2
ALT00005639,TXN000087959,ACCT100003548,R006_HIGH_RISK_DEST,68,2023-03-14 02:54:12.165796,1,2,0,2
ALT00005640,TXN000085071,ACCT100007847,R006_HIGH_RISK_DEST,56,2023-04-02 22:54:10.480511,3,22,1,2
ALT00005641,TXN000009106,ACCT100001393,R006_HIGH_RISK_DEST,57,2023-09-21 01:35:07.058908,3,1,0,2
ALT00005642,TXN000014879,ACCT100000356,R006_HIGH_RISK_DEST,65,2024-06-23 13:14:41.375506,3,13,1,2
ALT00005643,TXN000018100,ACCT100005031,R006_HIGH_RISK_DEST,59,2023-11-11 20:30:42.178423,2,20,1,2
ALT00005644,TXN000068688,ACCT100002644,R006_HIGH_RISK_DEST,57,2022-07-19 04:56:54.166893,1,4,0,2
ALT00005645,TXN000023168,ACCT100010497,R006_HIGH_RISK_DEST,74,2022-10-14 10:26:10.976399,4,10,0,2
ALT00005646,TXN000106770,ACCT100002419,R006_HIGH_RISK_DEST,66,2024-02-15 04:00:29.226588,3,4,0,2
ALT00005647,TXN000032417,ACCT100000536,R006_HIGH_RISK_DEST,80,2022-07-11 17:55:05.198714,2,17,0,2
ALT00005648,TXN000020180,ACCT100008375,R006_HIGH_RISK_DEST,75,2023-09-18 06:20:00.390403,1,6,0,2
ALT00005649,TXN000105379,ACCT100005174,R006_HIGH_RISK_DEST,75,2024-06-18 02:18:53.363245,1,2,0,2
ALT00005650,TXN000007110,ACCT100011805,R006_HIGH_RISK_DEST,72,2022-10-06 23:05:33.161119,4,23,0,2
ALT00005651,TXN000039505,ACCT100006633,R006_HIGH_RISK_DEST,55,2024-06-20 21:12:02.244897,2,21,0,2
ALT00005652,TXN000068582,ACCT100007856,R006_HIGH_RISK_DEST,65,2022-05-17 10:17:28.159357,2,10,0,2
ALT00005653,TXN000090947,ACCT100004828,R006_HIGH_RISK_DEST,81,2023-05-29 19:33:46.516037,3,19,0,2
ALT00005654,TXN000028212,ACCT100011297,R006_HIGH_RISK_DEST,66,2023-11-05 19:48:19.273030,2,19,1,2
ALT00005655,TXN000042295,ACCT100002372,R006_HIGH_RISK_DEST,51,2022-06-13 21:43:15.232381,2,21,0,2
ALT00005656,TXN000000439,ACCT100000713,R006_HIGH_RISK_DEST,53,2023-06-24 03:33:11.016184,2,3,1,2
ALT00005657,TXN000117727,ACCT100004693,R006_HIGH_RISK_DEST,76,2023-10-07 20:38:49.303671,2,20,1,2
ALT00005658,TXN000058921,ACCT100000036,R006_HIGH_RISK_DEST,59,2024-01-06 20:21:47.752457,6,20,1,2
ALT00005659,TXN000057694,ACCT100004345,R006_HIGH_RISK_DEST,57,2024-03-25 10:53:59.952936,1,10,0,2
ALT00005660,TXN000065521,ACCT100009084,R006_HIGH_RISK_DEST,58,2023-05-26 05:45:07.243346,1,5,0,2
ALT00005661,TXN000023732,ACCT100007969,R006_HIGH_RISK_DEST,76,2024-04-21 06:29:26.646108,1,6,1,2
ALT00005662,TXN000058078,ACCT100006157,R006_HIGH_RISK_DEST,62,2023-08-26 23:36:44.669214,3,23,1,2
