CASE_ID,ALERT_ID,INVESTIGATOR_ID,PRIORITY,CASE_STATUS,RESOLUTION_DAYS,CASE_OPEN_DATE,ANALYST_RISK_SCORE,DOCS_REQUESTED,CUSTOMER_CONTACTED,EDD_TRIGGERED,LINKED_CASES_COUNT
CASE0000399,ALT00002345,INV_03,MEDIUM,CLOSED_FALSE_POSITIVE,39,2023-08-22 05:59:08.068331,41,0,0,0,0
CASE0000400,ALT00005293,INV_03,MEDIUM,CLOSED_MONITORING,35,2022-02-08 06:53:27.884984,61,1,1,0,2
CASE0000401,ALT00005423,INV_03,HIGH,CLOSED_FALSE_POSITIVE,33,2022-05-01 05:07:01.683654,51,0,0,0,0
CASE0000402,ALT00010341,INV_03,MEDIUM,CLOSED_FALSE_POSITIVE,24,2022-08-27 05:52:38.389423,7,0,1,0,1
CASE0000403,ALT00003626,INV_02,MEDIUM,CLOSED_FALSE_POSITIVE,1,2024-02-02 23:08:38.794886,35,1,0,0,0
CASE0000404,ALT00000519,INV_04,MEDIUM,OPEN,23,2024-04-09 17:49:45.393728,56,1,1,0,4
CASE0000405,ALT00006999,AUTO_SYS,LOW,CLOSED_FALSE_POSITIVE,28,2022-05-12 01:02:18.952383,9,0,1,0,1
CASE0000406,ALT00005435,INV_04,MEDIUM,CLOSED_FALSE_POSITIVE,35,2023-02-18 05:37:14.321947,52,0,1,0,1
CASE0000407,ALT00009732,AUTO_SYS,LOW,CLOSED_FALSE_POSITIVE,40,2023-07-26 11:14:07.157846,35,1,1,0,1
CASE0000408,ALT00007169,AUTO_SYS,MEDIUM,CLOSED_SAR_FILED,31,2022-11-28 23:37:42.951209,78,1,0,0,4
CASE0000409,ALT00005047,INV_04,LOW,CLOSED_FALSE_POSITIVE,33,2022-12-21 13:28:37.244520,9,0,1,0,1
CASE0000410,ALT00001719,INV_04,HIGH,CLOSED_FALSE_POSITIVE,28,2023-07-29 10:07:51.459486,16,0,0,0,0
CASE0000411,ALT00003510,INV_03,MEDIUM,CLOSED_FALSE_POSITIVE,1,2022-07-24 06:12:43.369484,34,1,1,0,0
CASE0000412,ALT00006110,INV_03,LOW,CLOSED_FALSE_POSITIVE,36,2022-05-06 07:28:18.430693,18,1,0,0,1
CASE0000413,ALT00000322,INV_04,LOW,OPEN,29,2023-04-01 22:11:01.857602,31,1,0,0,4
CASE0000414,ALT00002565,INV_01,MEDIUM,CLOSED_FALSE_POSITIVE,21,2022-05-15 14:41:40.535649,19,0,0,0,1
CASE0000415,ALT00007563,INV_04,MEDIUM,CLOSED_FALSE_POSITIVE,35,2023-08-31 11:20:04.819791,8,1,0,0,1
CASE0000416,ALT00005471,INV_02,HIGH,CLOSED_FALSE_POSITIVE,32,2024-04-17 19:48:39.244049,41,0,1,0,1
CASE0000417,ALT00002302,INV_03,HIGH,CLOSED_MONITORING,23,2022-08-19 19:39:01.686574,48,0,1,0,1
CASE0000418,ALT00007800,INV_03,MEDIUM,CLOSED_FALSE_POSITIVE,40,2023-02-03 11:30:58.969827,54,1,0,0,0
CASE0000419,ALT00008449,AUTO_SYS,LOW,CLOSED_FALSE_POSITIVE,32,2023-03-19 07:21:44.482813,25,0,0,0,1
CASE0000420,ALT00008545,INV_02,HIGH,CLOSED_MONITORING,40,2023-10-26 19:57:48.126356,41,1,0,0,1
CASE0000421,ALT00006772,INV_02,HIGH,CLOSED_FALSE_POSITIVE,21,2024-01-23 13:35:26.377877,28,1,1,0,1
CASE0000422,ALT00000081,INV_04,MEDIUM,CLOSED_SAR_FILED,9,2023-07-24 07:49:52.781567,71,1,0,0,3
CASE0000423,ALT00004340,AUTO_SYS,MEDIUM,CLOSED_FALSE_POSITIVE,35,2022-04-30 02:16:22.854081,34,0,1,0,0
CASE0000424,ALT00001369,INV_03,LOW,CLOSED_FALSE_POSITIVE,36,2023-01-18 05:38:40.125500,22,1,1,0,0
CASE0000425,ALT00004635,AUTO_SYS,HIGH,CLOSED_FALSE_POSITIVE,20,2022-03-01 11:51:55.111154,16,1,0,0,0
CASE0000426,ALT00006884,AUTO_SYS,MEDIUM,CLOSED_FALSE_POSITIVE,35,2024-01-02 09:41:17.719759,40,0,1,0,0
CASE0000427,ALT00002971,AUTO_SYS,LOW,OPEN,34,2024-01-10 00:42:52.869224,34,1,1,0,0
CASE0000428,ALT00003170,INV_02,MEDIUM,CLOSED_FALSE_POSITIVE,39,2023-03-06 15:27:37.424678,42,0,0,0,1
CASE0000429,ALT00006697,INV_04,LOW,CLOSED_FALSE_POSITIVE,1,2022-06-08 03:36:44.812620,39,1,1,0,1
CASE0000430,ALT00000132,AUTO_SYS,MEDIUM,CLOSED_SAR_FILED,12,2023-10-29 12:26:24.538708,94,1,1,1,0
CASE0000431,ALT00004202,INV_04,MEDIUM,CLOSED_FALSE_POSITIVE,1,2023-07-26 12:27:29.229206,17,0,1,0,1
CASE0000432,ALT00001459,INV_01,HIGH,CLOSED_FALSE_POSITIVE,3,2023-04-05 10:53:56.237064,54,1,0,0,1
CASE0000433,ALT00006424,INV_02,HIGH,OPEN,12,2022-08-22 22:04:52.833307,83,1,1,0,1
CASE0000434,ALT00009521,INV_03,HIGH,CLOSED_FALSE_POSITIVE,17,2022-12-25 22:37:23.454161,37,1,0,0,1
CASE0000435,ALT00002596,AUTO_SYS,LOW,CLOSED_FALSE_POSITIVE,29,2023-12-06 03:31:45.626574,21,1,0,0,1
CASE0000436,ALT00004565,INV_01,MEDIUM,CLOSED_MONITORING,13,2023-04-13 10:33:20.152515,31,1,1,0,1
CASE0000437,ALT00000368,INV_02,LOW,CLOSED_SAR_FILED,42,2022-09-20 16:58:49.596716,82,0,0,0,0
CASE0000438,ALT00006366,INV_02,HIGH,CLOSED_FALSE_POSITIVE,37,2024-05-19 05:51:19.398476,51,1,1,0,0
CASE0000439,ALT00003747,INV_02,LOW,CLOSED_SAR_FILED,26,2023-08-30 19:12:39.814254,35,0,0,0,0
CASE0000440,ALT00005557,INV_01,MEDIUM,CLOSED_MONITORING,2,2023-12-30 13:00:57.338412,25,1,0,0,0
CASE0000441,ALT00008678,INV_03,LOW,CLOSED_FALSE_POSITIVE,42,2024-03-14 22:03:19.207638,49,0,1,0,1
CASE0000442,ALT00003001,INV_04,LOW,CLOSED_FALSE_POSITIVE,6,2022-09-18 16:27:44.536484,43,1,0,0,1
CASE0000443,ALT00006179,INV_01,LOW,CLOSED_FALSE_POSITIVE,29,2022-02-17 23:16:41.843091,22,0,1,0,1
CASE0000444,ALT00000331,INV_01,MEDIUM,CLOSED_SAR_FILED,8,2023-10-07 07:58:52.576355,50,1,1,0,4
CASE0000445,ALT00005364,INV_03,MEDIUM,CLOSED_FALSE_POSITIVE,18,2023-11-12 03:32:08.366302,52,1,1,0,0
CASE0000446,ALT00009644,INV_02,LOW,CLOSED_FALSE_POSITIVE,40,2022-01-07 05:04:20.448845,32,1,1,0,0
CASE0000447,ALT00007087,INV_04,LOW,CLOSED_MONITORING,1,2024-02-22 08:00:43.390592,34,1,1,0,0
CASE0000448,ALT00009116,AUTO_SYS,HIGH,CLOSED_FALSE_POSITIVE,30,2023-02-09 10:45:35.917884,41,1,1,0,1
CASE0000449,ALT00006388,INV_04,LOW,CLOSED_MONITORING,27,2022-03-20 21:53:16.553127,62,0,0,1,0
CASE0000450,ALT00002824,INV_01,HIGH,CLOSED_FALSE_POSITIVE,17,2022-08-16 08:08:03.832473,35,0,1,0,1
CASE0000451,ALT00002555,INV_01,HIGH,CLOSED_MONITORING,18,2023-11-13 04:49:22.795433,43,1,0,0,0
CASE0000452,ALT00001298,INV_03,LOW,CLOSED_FALSE_POSITIVE,3,2024-04-27 14:58:58.274221,9,1,1,0,1
CASE0000453,ALT00007460,INV_03,MEDIUM,CLOSED_MONITORING,12,2024-05-26 04:40:57.684265,32,0,0,0,1
CASE0000454,ALT00000501,AUTO_SYS,HIGH,CLOSED_FALSE_POSITIVE,9,2023-08-12 21:50:10.084290,51,0,0,0,3
CASE0000455,ALT00004609,INV_02,LOW,CLOSED_FALSE_POSITIVE,7,2023-07-23 10:22:10.561169,37,1,0,0,0
CASE0000456,ALT00000260,AUTO_SYS,LOW,CLOSED_SAR_FILED,3,2024-01-24 23:53:02.259677,46,1,0,0,4
CASE0000457,ALT00010430,INV_02,HIGH,OPEN,30,2023-07-05 14:56:51.060471,13,1,0,0,0
CASE0000458,ALT00006226,INV_01,LOW,CLOSED_FALSE_POSITIVE,4,2023-04-17 09:21:57.641926,49,0,0,0,0
CASE0000459,ALT00000458,INV_04,LOW,OPEN,16,2023-09-09 18:39:03.208958,70,1,0,0,1
CASE0000460,ALT00008207,INV_04,HIGH,CLOSED_FALSE_POSITIVE,27,2023-10-18 13:49:18.983378,39,1,0,0,1
CASE0000461,ALT00005707,INV_01,LOW,CLOSED_FALSE_POSITIVE,4,2022-07-17 23:37:55.163865,9,0,0,0,1
CASE0000462,ALT00003686,INV_02,LOW,CLOSED_FALSE_POSITIVE,31,2024-01-22 00:45:58.755533,42,0,0,0,0
CASE0000463,ALT00006307,INV_01,MEDIUM,CLOSED_SAR_FILED,30,2023-04-29 13:41:23.685092,60,1,1,0,3
CASE0000464,ALT00004721,INV_01,MEDIUM,OPEN,19,2023-10-24 20:12:48.910177,19,1,1,0,0
CASE0000465,ALT00005317,AUTO_SYS,MEDIUM,CLOSED_SAR_FILED,40,2023-01-12 04:31:19.639078,66,1,1,0,1
CASE0000466,ALT00007764,INV_04,MEDIUM,CLOSED_FALSE_POSITIVE,22,2023-04-19 12:13:35.185816,30,1,1,0,0
CASE0000467,ALT00000032,INV_01,MEDIUM,CLOSED_SAR_FILED,30,2023-02-22 14:53:07.654797,92,1,0,0,3
CASE0000468,ALT00002272,INV_02,LOW,CLOSED_MONITORING,11,2023-06-26 18:55:08.252991,38,1,0,0,1
CASE0000469,ALT00004029,INV_04,MEDIUM,CLOSED_SAR_FILED,31,2023-01-13 20:48:13.455053,42,1,0,0,1
CASE0000470,ALT00008721,INV_02,MEDIUM,CLOSED_FALSE_POSITIVE,35,2023-10-15 03:05:45.148112,49,1,1,0,0
CASE0000471,ALT00005237,INV_01,MEDIUM,CLOSED_SAR_FILED,3,2022-05-08 06:27:30.360117,57,0,1,0,1
CASE0000472,ALT00009129,AUTO_SYS,HIGH,CLOSED_FALSE_POSITIVE,2,2023-02-17 13:41:38.308409,31,0,0,0,1
CASE0000473,ALT00005618,INV_03,MEDIUM,CLOSED_FALSE_POSITIVE,1,2024-04-07 04:00:14.175147,9,1,1,0,0
CASE0000474,ALT00007984,INV_02,LOW,CLOSED_FALSE_POSITIVE,10,2023-04-06 20:44:23.003961,53,1,1,0,0
CASE0000475,ALT00000566,INV_02,HIGH,CLOSED_MONITORING,27,2023-09-24 09:21:03.522959,73,0,0,0,1
CASE0000476,ALT00002545,INV_01,MEDIUM,OPEN,34,2023-02-07 21:36:19.782670,7,1,1,0,0
CASE0000477,ALT00004084,INV_04,HIGH,CLOSED_FALSE_POSITIVE,39,2023-08-08 17:25:21.324796,50,1,0,0,0
CASE0000478,ALT00006947,INV_02,HIGH,CLOSED_FALSE_POSITIVE,1,2022-02-05 05:47:47.424672,34,1,1,0,1
CASE0000479,ALT00006769,INV_01,MEDIUM,CLOSED_MONITORING,32,2022-04-03 22:08:22.298438,21,1,0,0,0
CASE0000480,ALT00008632,INV_01,MEDIUM,CLOSED_FALSE_POSITIVE,12,2023-03-15 19:05:02.512824,44,1,0,0,1
CASE0000481,ALT00006607,AUTO_SYS,MEDIUM,CLOSED_MONITORING,22,2023-05-05 07:22:17.059063,15,1,1,0,0
CASE0000482,ALT00007339,INV_03,MEDIUM,CLOSED_SAR_FILED,17,2022-06-03 12:11:43.066073,86,1,1,0,4
CASE0000483,ALT00000669,INV_02,LOW,CLOSED_SAR_FILED,43,2024-04-01 04:25:29.480567,78,1,0,1,3
CASE0000484,ALT00000677,INV_02,MEDIUM,CLOSED_SAR_FILED,35,2022-10-31 19:16:56.100454,43,1,0,0,3
CASE0000485,ALT00003541,INV_03,MEDIUM,CLOSED_FALSE_POSITIVE,44,2022-11-26 15:30:23.635727,13,0,1,0,1
CASE0000486,ALT00003329,INV_01,LOW,CLOSED_FALSE_POSITIVE,44,2022-03-17 20:05:01.211938,72,0,0,0,1
CASE0000487,ALT00001836,INV_01,MEDIUM,CLOSED_FALSE_POSITIVE,34,2023-02-16 20:08:56.037778,13,0,1,0,0
CASE0000488,ALT00007232,INV_02,HIGH,CLOSED_FALSE_POSITIVE,28,2023-07-16 12:48:45.951058,25,0,1,0,0
CASE0000489,ALT00007298,INV_04,MEDIUM,CLOSED_FALSE_POSITIVE,30,2022-04-30 19:33:53.897661,38,0,0,0,0
CASE0000490,ALT00003906,INV_04,MEDIUM,CLOSED_FALSE_POSITIVE,22,2022-01-21 05:45:55.197530,52,0,1,0,0
CASE0000491,ALT00005763,AUTO_SYS,HIGH,CLOSED_FALSE_POSITIVE,30,2022-05-17 16:26:41.856963,6,1,0,0,1
CASE0000492,ALT00000734,INV_02,HIGH,OPEN,11,2023-06-03 19:52:34.394312,90,0,1,0,2
CASE0000493,ALT00001057,INV_01,LOW,CLOSED_FALSE_POSITIVE,19,2023-08-14 11:38:49.209747,87,1,1,0,4
CASE0000494,ALT00004512,INV_02,LOW,CLOSED_FALSE_POSITIVE,28,2022-07-03 09:50:46.690198,47,0,0,0,0
CASE0000495,ALT00000374,AUTO_SYS,HIGH,OPEN,39,2022-05-01 14:18:26.047771,33,1,1,0,2
CASE0000496,ALT00002575,INV_01,MEDIUM,CLOSED_FALSE_POSITIVE,35,2023-08-31 04:02:51.318320,29,1,0,0,0
CASE0000497,ALT00007414,INV_04,LOW,CLOSED_MONITORING,3,2022-11-29 17:25:34.168091,17,1,1,0,1
CASE0000498,ALT00010136,INV_01,MEDIUM,CLOSED_FALSE_POSITIVE,1,2024-01-30 23:20:16.751079,36,1,1,0,0
CASE0000499,ALT00005258,INV_03,HIGH,CLOSED_FALSE_POSITIVE,31,2024-05-10 16:24:57.803726,9,0,1,0,0
CASE0000500,ALT00007021,INV_04,LOW,OPEN,37,2022-12-15 04:26:19.914480,38,1,0,0,0
CASE0000501,ALT00010308,INV_03,HIGH,CLOSED_FALSE_POSITIVE,6,2024-02-20 08:34:33.215909,22,0,1,0,1
CASE0000502,ALT00004803,INV_01,HIGH,CLOSED_MONITORING,30,2022-11-05 09:04:39.896435,30,0,1,0,2
CASE0000503,ALT00000336,INV_03,MEDIUM,OPEN,37,2023-10-03 07:00:22.896064,46,1,0,0,1
CASE0000504,ALT00004093,INV_02,MEDIUM,CLOSED_FALSE_POSITIVE,27,2023-04-19 00:22:06.472152,20,1,0,0,0
CASE0000505,ALT00009320,INV_04,MEDIUM,CLOSED_FALSE_POSITIVE,42,2023-02-20 15:28:48.267277,18,1,1,0,0
CASE0000506,ALT00000170,INV_02,LOW,OPEN,15,2022-07-21 19:19:47.998012,49,0,0,0,1
CASE0000507,ALT00008709,AUTO_SYS,LOW,CLOSED_FALSE_POSITIVE,30,2023-12-04 07:13:19.084697,42,1,1,0,1
CASE0000508,ALT00007454,INV_02,MEDIUM,OPEN,32,2022-11-08 15:28:01.001484,29,1,0,0,0
CASE0000509,ALT00008852,INV_03,LOW,OPEN,40,2023-11-19 23:08:54.561168,7,0,1,0,1
CASE0000510,ALT00010358,AUTO_SYS,MEDIUM,CLOSED_FALSE_POSITIVE,14,2023-11-03 21:48:16.327138,44,1,1,0,0
CASE0000511,ALT00006409,INV_02,MEDIUM,CLOSED_FALSE_POSITIVE,17,2023-10-01 09:15:25.924599,43,1,1,0,1
CASE0000512,ALT00006801,INV_03,MEDIUM,CLOSED_MONITORING,32,2023-12-15 12:06:25.498014,17,1,0,0,1
CASE0000513,ALT00004024,INV_01,LOW,CLOSED_FALSE_POSITIVE,35,2024-03-17 10:52:22.924787,49,1,0,0,1
CASE0000514,ALT00007301,AUTO_SYS,MEDIUM,CLOSED_FALSE_POSITIVE,44,2022-10-21 15:16:41.219589,21,1,1,0,0
CASE0000515,ALT00005903,INV_02,LOW,CLOSED_FALSE_POSITIVE,9,2023-02-12 02:42:28.964696,5,0,1,0,0
CASE0000516,ALT00003617,INV_04,LOW,CLOSED_FALSE_POSITIVE,38,2022-02-09 11:58:22.326951,10,1,0,0,0
CASE0000517,ALT00002031,INV_04,LOW,CLOSED_FALSE_POSITIVE,17,2022-11-17 21:25:01.590583,17,0,1,0,0
CASE0000518,ALT00001124,INV_02,LOW,CLOSED_FALSE_POSITIVE,41,2024-01-21 09:20:37.651401,53,1,1,0,0
CASE0000519,ALT00004709,AUTO_SYS,LOW,CLOSED_FALSE_POSITIVE,6,2024-03-05 17:37:59.452452,40,0,1,0,0
CASE0000520,ALT00001040,INV_02,MEDIUM,CLOSED_SAR_FILED,27,2024-05-26 09:48:13.133562,92,1,1,0,0
CASE0000521,ALT00004871,INV_03,MEDIUM,CLOSED_FALSE_POSITIVE,8,2024-01-25 06:08:00.763448,43,1,0,0,0
CASE0000522,ALT00000316,INV_01,MEDIUM,OPEN,36,2023-12-24 05:22:57.841108,56,0,0,0,3
CASE0000523,ALT00000928,INV_03,MEDIUM,CLOSED_SAR_FILED,10,2023-08-22 22:38:36.644504,58,1,1,0,3
CASE0000524,ALT00008103,AUTO_SYS,MEDIUM,CLOSED_FALSE_POSITIVE,2,2024-04-23 01:26:57.339648,9,1,1,0,1
CASE0000525,ALT00000544,INV_02,MEDIUM,CLOSED_SAR_FILED,8,2022-07-18 11:38:43.793878,94,1,0,0,4
CASE0000526,ALT00003013,INV_04,LOW,CLOSED_MONITORING,34,2023-06-30 11:32:50.360003,40,0,1,0,0
CASE0000527,ALT00002276,INV_04,HIGH,CLOSED_FALSE_POSITIVE,39,2022-08-26 06:47:53.325060,8,0,1,0,0
CASE0000528,ALT00001112,INV_02,MEDIUM,CLOSED_FALSE_POSITIVE,4,2023-06-01 08:08:06.083996,26,1,0,0,0
CASE0000529,ALT00001741,AUTO_SYS,HIGH,CLOSED_FALSE_POSITIVE,17,2022-10-18 02:39:56.287144,47,1,1,0,0
CASE0000530,ALT00001887,INV_01,LOW,CLOSED_FALSE_POSITIVE,9,2023-10-17 10:05:00.263140,35,1,1,0,1
CASE0000531,ALT00000534,INV_03,MEDIUM,CLOSED_SAR_FILED,29,2022-01-20 09:01:07.704750,88,0,1,0,2
CASE0000532,ALT00008294,INV_02,LOW,OPEN,31,2022-04-08 09:14:14.672162,7,1,1,0,0
CASE0000533,ALT00000048,INV_01,MEDIUM,CLOSED_SAR_FILED,39,2023-02-14 13:19:38.541340,57,1,0,0,1
CASE0000534,ALT00010075,INV_02,LOW,CLOSED_FALSE_POSITIVE,4,2023-05-11 15:48:17.728422,13,1,0,0,0
CASE0000535,ALT00007297,INV_04,MEDIUM,CLOSED_FALSE_POSITIVE,3,2024-04-11 09:32:23.103561,13,0,1,0,1
CASE0000536,ALT00004280,INV_01,MEDIUM,CLOSED_FALSE_POSITIVE,4,2022-11-29 22:47:00.027224,44,1,0,0,0
CASE0000537,ALT00005724,INV_03,LOW,CLOSED_SAR_FILED,14,2023-05-06 01:48:47.002946,35,0,1,0,3
CASE0000538,ALT00008653,INV_02,LOW,CLOSED_FALSE_POSITIVE,25,2022-05-25 15:01:02.618652,24,0,1,0,0
CASE0000539,ALT00003827,AUTO_SYS,MEDIUM,CLOSED_FALSE_POSITIVE,26,2024-03-25 16:12:39.002643,15,0,0,0,0
CASE0000540,ALT00010111,INV_02,MEDIUM,CLOSED_FALSE_POSITIVE,21,2023-06-12 18:28:34.339888,38,1,1,0,1
CASE0000541,ALT00007253,INV_04,MEDIUM,CLOSED_MONITORING,32,2022-11-27 00:11:19.113185,49,1,0,0,1
CASE0000542,ALT00003414,AUTO_SYS,MEDIUM,CLOSED_FALSE_POSITIVE,35,2023-04-22 00:58:48.317981,28,0,0,0,1
CASE0000543,ALT00001370,INV_01,LOW,CLOSED_FALSE_POSITIVE,37,2023-03-06 04:44:25.985915,29,1,1,0,0
CASE0000544,ALT00001892,INV_04,LOW,CLOSED_SAR_FILED,3,2023-10-20 15:19:52.179551,44,0,0,0,4
CASE0000545,ALT00004112,INV_04,HIGH,CLOSED_FALSE_POSITIVE,13,2024-01-15 23:03:18.586951,20,0,0,0,0
CASE0000546,ALT00007475,INV_04,MEDIUM,CLOSED_MONITORING,17,2024-03-25 16:12:39.002643,10,0,0,0,1
CASE0000547,ALT00004004,INV_01,MEDIUM,CLOSED_FALSE_POSITIVE,40,2023-04-30 09:29:43.165241,11,0,1,0,1
CASE0000548,ALT00006026,AUTO_SYS,MEDIUM,CLOSED_FALSE_POSITIVE,34,2022-03-07 18:59:55.216598,29,1,0,0,0
CASE0000549,ALT00001693,INV_04,LOW,CLOSED_FALSE_POSITIVE,4,2022-11-03 13:56:15.315212,52,0,1,0,1
CASE0000550,ALT00002390,INV_03,MEDIUM,CLOSED_MONITORING,44,2024-06-26 04:15:51.690339,44,1,0,0,1
CASE0000551,ALT00008462,INV_02,MEDIUM,CLOSED_FALSE_POSITIVE,3,2022-05-25 13:11:53.468003,33,0,0,0,0
CASE0000552,ALT00010209,INV_02,MEDIUM,OPEN,41,2022-11-24 14:59:16.942285,45,1,1,0,0
CASE0000553,ALT00005911,INV_02,MEDIUM,CLOSED_FALSE_POSITIVE,41,2023-09-23 15:45:41.873507,31,0,1,0,1
CASE0000554,ALT00009070,INV_03,MEDIUM,CLOSED_FALSE_POSITIVE,9,2022-09-10 09:29:46.922798,40,1,1,0,1
CASE0000555,ALT00002985,INV_03,MEDIUM,CLOSED_FALSE_POSITIVE,25,2022-09-04 20:07:17.978204,36,1,1,0,0
CASE0000556,ALT00007760,INV_02,MEDIUM,CLOSED_FALSE_POSITIVE,42,2022-04-04 02:41:02.349287,36,1,0,0,0
CASE0000557,ALT00003633,INV_02,HIGH,OPEN,30,2024-06-09 13:48:11.992875,52,1,1,0,1
CASE0000558,ALT00008892,INV_01,LOW,CLOSED_FALSE_POSITIVE,22,2024-06-25 01:08:39.770721,27,1,1,0,0
CASE0000559,ALT00001509,INV_04,HIGH,CLOSED_FALSE_POSITIVE,9,2022-12-28 21:23:48.413578,10,0,1,0,0
CASE0000560,ALT00004408,INV_04,MEDIUM,CLOSED_FALSE_POSITIVE,37,2023-12-13 14:37:05.635965,45,0,1,0,1
CASE0000561,ALT00005381,AUTO_SYS,HIGH,CLOSED_MONITORING,3,2023-05-01 03:31:48.600752,15,1,0,0,1
CASE0000562,ALT00000533,AUTO_SYS,HIGH,OPEN,14,2022-05-29 07:36:06.005055,71,0,0,0,4
CASE0000563,ALT00009486,INV_01,LOW,CLOSED_FALSE_POSITIVE,44,2023-03-15 05:38:27.541901,49,0,1,0,1
CASE0000564,ALT00002358,INV_04,LOW,CLOSED_FALSE_POSITIVE,7,2022-09-03 22:15:41.562482,20,1,0,0,1
CASE0000565,ALT00006055,INV_01,MEDIUM,CLOSED_FALSE_POSITIVE,44,2022-08-29 04:45:19.873255,53,1,0,0,1
CASE0000566,ALT00002255,INV_01,LOW,CLOSED_FALSE_POSITIVE,10,2023-03-02 06:46:20.768168,32,1,1,0,1
CASE0000567,ALT00004378,AUTO_SYS,MEDIUM,CLOSED_FALSE_POSITIVE,29,2024-05-30 12:28:17.224681,25,1,1,0,1
CASE0000568,ALT00009599,INV_03,LOW,OPEN,7,2022-01-20 04:33:32.699689,43,1,0,0,1
CASE0000569,ALT00000971,INV_04,LOW,OPEN,17,2023-11-16 23:42:08.216687,63,0,1,0,2
CASE0000570,ALT00002274,INV_03,MEDIUM,CLOSED_SAR_FILED,11,2022-08-11 00:14:10.253876,52,0,0,0,3
CASE0000571,ALT00006742,INV_04,LOW,CLOSED_FALSE_POSITIVE,3,2023-12-19 03:00:12.959845,12,0,0,0,1
CASE0000572,ALT00009141,INV_02,MEDIUM,CLOSED_FALSE_POSITIVE,11,2023-02-07 22:08:45.033682,40,1,1,0,0
CASE0000573,ALT00002630,INV_04,LOW,CLOSED_MONITORING,13,2022-09-22 20:35:45.904650,62,1,0,0,3
CASE0000574,ALT00007553,AUTO_SYS,LOW,CLOSED_FALSE_POSITIVE,5,2023-03-19 18:46:57.591364,22,0,0,0,1
CASE0000575,ALT00003027,INV_01,MEDIUM,CLOSED_SAR_FILED,36,2022-10-21 16:06:11.304096,81,0,0,0,3
CASE0000576,ALT00008298,INV_02,MEDIUM,CLOSED_FALSE_POSITIVE,36,2024-01-14 15:41:58.649678,23,1,0,0,0
CASE0000577,ALT00010161,INV_03,MEDIUM,CLOSED_FALSE_POSITIVE,42,2024-06-25 13:05:32.554772,39,1,0,0,0
CASE0000578,ALT00001579,INV_02,MEDIUM,CLOSED_FALSE_POSITIVE,35,2023-08-06 04:47:09.333364,41,0,0,0,1
CASE0000579,ALT00005497,INV_01,LOW,OPEN,24,2024-04-15 13:36:42.263345,44,1,0,0,2
CASE0000580,ALT00004994,INV_01,MEDIUM,CLOSED_FALSE_POSITIVE,16,2024-03-08 05:28:30.070845,6,1,0,0,0
CASE0000581,ALT00003657,INV_01,LOW,CLOSED_FALSE_POSITIVE,10,2024-05-03 19:03:11.610734,24,1,1,0,0
CASE0000582,ALT00009265,INV_01,LOW,CLOSED_FALSE_POSITIVE,5,2023-11-10 03:43:05.285904,46,0,0,0,1
CASE0000583,ALT00000543,AUTO_SYS,LOW,CLOSED_SAR_FILED,31,2024-04-19 04:57:12.432054,33,1,1,0,3
CASE0000584,ALT00008050,INV_03,LOW,CLOSED_FALSE_POSITIVE,27,2022-12-01 18:09:33.942551,13,1,0,0,0
CASE0000585,ALT00006715,INV_03,MEDIUM,CLOSED_FALSE_POSITIVE,11,2022-10-10 05:16:06.591860,24,1,0,0,1
CASE0000586,ALT00003621,INV_04,MEDIUM,CLOSED_FALSE_POSITIVE,21,2024-01-09 09:19:39.783942,21,1,0,0,0
CASE0000587,ALT00007432,INV_02,LOW,CLOSED_FALSE_POSITIVE,9,2023-12-20 11:36:14.477182,28,1,1,0,0
CASE0000588,ALT00004790,INV_04,LOW,CLOSED_FALSE_POSITIVE,23,2023-09-06 16:54:26.863255,48,1,1,0,0
CASE0000589,ALT00005611,AUTO_SYS,MEDIUM,CLOSED_FALSE_POSITIVE,18,2024-03-31 01:25:01.033705,53,0,1,0,0
CASE0000590,ALT00006933,INV_02,MEDIUM,CLOSED_FALSE_POSITIVE,15,2023-04-02 11:04:56.908841,31,0,1,0,1
CASE0000591,ALT00003195,INV_03,LOW,CLOSED_SAR_FILED,8,2023-12-30 15:34:51.941877,32,1,0,0,0
CASE0000592,ALT00002710,INV_03,MEDIUM,CLOSED_SAR_FILED,5,2022-12-17 03:51:05.090561,21,0,1,0,1
CASE0000593,ALT00008249,INV_03,MEDIUM,CLOSED_FALSE_POSITIVE,27,2024-04-10 10:33:58.137353,47,1,1,0,0
CASE0000594,ALT00004099,INV_03,LOW,CLOSED_SAR_FILED,42,2022-12-16 02:56:46.176079,59,1,1,0,3
CASE0000595,ALT00006599,INV_03,MEDIUM,CLOSED_FALSE_POSITIVE,14,2024-01-12 01:13:14.209952,84,0,0,0,4
CASE0000596,ALT00006960,INV_04,HIGH,CLOSED_FALSE_POSITIVE,44,2023-11-30 21:45:11.292642,39,1,1,0,0
CASE0000597,ALT00005077,INV_03,MEDIUM,CLOSED_FALSE_POSITIVE,2,2024-06-18 06:32:34.728690,22,0,1,0,0
CASE0000598,ALT00001251,AUTO_SYS,LOW,CLOSED_FALSE_POSITIVE,25,2023-12-13 03:46:55.472988,53,1,1,0,1
CASE0000599,ALT00010337,AUTO_SYS,LOW,CLOSED_FALSE_POSITIVE,34,2022-04-03 17:31:22.568998,32,1,1,0,1
CASE0000600,ALT00004419,INV_04,LOW,CLOSED_FALSE_POSITIVE,39,2024-05-20 07:38:11.690762,74,1,0,0,2
