STR_ID,ACCOUNT_ID,str_filed_date,JURISDICTION,STR_CATEGORY
STR0000649,ACCT100010683,2022-11-15 22:22:59.456843,FIU-IND,OTHER
STR0000650,ACCT100007526,2022-03-23 17:33:12.587990,FIU-IND,OTHER
STR0000651,ACCT100007084,2022-09-25 09:18:14.666028,FIU-IND,OTHER
STR0000652,ACCT100007019,2022-09-05 00:51:23.794733,FIU-IND,OTHER
STR0000653,ACCT100011166,2023-01-22 15:18:51.811428,FIU-IND,OTHER
STR0000654,ACCT100002033,2022-08-31 14:29:36.022605,FIU-IND,OTHER
STR0000655,ACCT100001148,2023-09-04 22:50:07.220925,FIU-IND,OTHER
STR0000656,ACCT100010024,2022-07-27 03:52:16.074231,FIU-IND,OTHER
STR0000657,ACCT100004278,2023-03-06 04:36:41.557770,FIU-IND,OTHER
STR0000658,ACCT100005633,2022-07-25 07:24:14.349094,FIU-IND,OTHER
STR0000659,ACCT100001635,2022-06-15 05:11:35.598531,FIU-IND,OTHER
STR0000660,ACCT100011093,2022-04-02 05:57:55.098785,FIU-IND,OTHER
STR0000661,ACCT100007615,2022-04-16 07:18:54.747117,FIU-IND,OTHER
STR0000662,ACCT100004260,2022-12-18 13:02:07.162803,FIU-IND,OTHER
STR0000663,ACCT100000316,2024-03-19 19:59:39.035851,FIU-IND,OTHER
STR0000664,ACCT100009263,2023-12-10 02:44:54.807948,FIU-IND,OTHER
STR0000665,ACCT100003094,2023-10-11 22:07:46.170220,FIU-IND,OTHER
STR0000666,ACCT100007785,2022-10-11 19:16:09.314075,FIU-IND,OTHER
STR0000667,ACCT100009258,2023-12-04 04:12:55.046599,FIU-IND,OTHER
STR0000668,ACCT100001996,2023-05-23 15:53:20.110310,FIU-IND,OTHER
STR0000669,ACCT100001233,2024-06-03 00:18:32.602482,FIU-IND,OTHER
STR0000670,ACCT100005687,2022-12-01 06:45:11.684730,FIU-IND,OTHER
STR0000671,ACCT100008317,2022-07-02 18:15:10.896341,FIU-IND,OTHER
STR0000672,ACCT100002049,2023-09-18 05:54:49.819647,FIU-IND,OTHER
STR0000673,ACCT100009085,2023-04-28 21:26:27.594565,FIU-IND,OTHER
STR0000674,ACCT100003838,2023-12-16 16:43:34.312246,FIU-IND,OTHER
STR0000675,ACCT100006795,2023-08-31 15:46:34.981273,FIU-IND,OTHER
STR0000676,ACCT100009056,2022-07-19 23:31:33.205439,FIU-IND,OTHER
STR0000677,ACCT100003801,2023-02-01 12:04:49.712828,FIU-IND,OTHER
STR0000678,ACCT100001203,2023-04-06 02:56:08.064468,FIU-IND,OTHER
STR0000679,ACCT100005254,2022-10-02 10:51:31.248966,FIU-IND,OTHER
STR0000680,ACCT100003137,2024-04-29 19:28:06.286138,FIU-IND,OTHER
STR0000681,ACCT100010019,2022-10-07 15:35:30.047585,FIU-IND,OTHER
STR0000682,ACCT100002598,2024-03-30 20:30:14.762757,FIU-IND,OTHER
STR0000683,ACCT100006676,2022-04-20 19:23:34.401334,FIU-IND,OTHER
STR0000684,ACCT100003564,2023-11-27 16:29:36.374517,FIU-IND,OTHER
STR0000685,ACCT100006109,2023-02-14 06:33:48.359705,FIU-IND,OTHER
STR0000686,ACCT100003262,2022-06-03 07:48:15.877217,FIU-IND,OTHER
STR0000687,ACCT100007890,2023-01-12 08:26:42.731917,FIU-IND,OTHER
STR0000688,ACCT100002112,2022-09-26 10:11:03.713868,FIU-IND,OTHER
STR0000689,ACCT100006660,2023-03-13 01:06:19.050860,FIU-IND,OTHER
STR0000690,ACCT100003545,2022-11-30 00:00:42.422434,FIU-IND,OTHER
STR0000691,ACCT100009438,2023-07-08 09:49:57.108922,FIU-IND,OTHER
STR0000692,ACCT100003298,2022-04-05 02:30:43.031029,FIU-IND,OTHER
STR0000693,ACCT100005027,2023-10-01 21:32:18.711645,FIU-IND,OTHER
STR0000694,ACCT100000524,2023-05-25 08:08:23.724698,FIU-IND,OTHER
STR0000695,ACCT100008710,2022-04-20 04:29:02.051299,FIU-IND,OTHER
STR0000696,ACCT100008642,2023-01-28 09:36:01.136229,FIU-IND,OTHER
STR0000697,ACCT100011807,2022-10-21 21:21:28.675252,FIU-IND,OTHER
STR0000698,ACCT100005761,2023-05-20 22:59:27.787942,FIU-IND,OTHER
STR0000699,ACCT100011013,2022-06-23 07:06:26.296694,FIU-IND,OTHER
STR0000700,ACCT100009364,2024-06-27 15:33:53.569569,FIU-IND,OTHER
