ALERT_ID,TRANSACTION_ID,ACCOUNT_ID,RULE_TRIGGERED,RISK_SCORE,ALERT_DATE,ACCT_ALERT_COUNT,ALERT_HOUR,ALERT_IS_WEEKEND,RULE_RISK_PROFILE,FINAL_LABEL,CUSTOMER_ID,ACCOUNT_TYPE,ACCOUNT_STATUS,CURRENT_BALANCE,CURRENCY,NUM_SIGNATORIES,OPEN_DATE,EXPECTED_MONTHLY_TXN,ACCOUNT_RISK_RATING,NUM_LINKED_ACCOUNTS,NATIONALITY,OCCUPATION,INCOME_BRACKET,CUSTOMER_RISK_RATING,PEP_FLAG,SANCTION_HIT,ADVERSE_MEDIA_FLAG,KYC_COMPLETENESS_PCT,DAYS_SINCE_KYC,ONBOARDING_CHANNEL,YEARS_AS_CUSTOMER,NUM_PRODUCTS_HELD,FATF_HIGH_RISK_NATIONALITY,CDD_TIER,KYC_REVIEW_OVERDUE,SHELL_CO_INDICATOR,CORRESPONDENT_BANK_FLAG,ACCOUNT_AGE_DAYS
ALT00005706,TXN000052235,ACCT100010597,R006_HIGH_RISK_DEST,65,2023-02-02 18:02:56.017175,1,18,0,2,0,CUST0005593,SAVINGS,ACTIVE,50239.04,INR,1,2019-05-31,19688.47,5,1,AE,POLITICIAN,50k-100k,1,1,0,0,100.0,29,THIRD_PARTY,16,3,0,SIMPLIFIED,0,0,1,1343
ALT00005707,TXN000096173,ACCT100000513,R006_HIGH_RISK_DEST,69,2022-07-17 23:37:55.163865,2,23,1,2,0,CUST0002814,SALARY,BLOCKED,210940.09,INR,1,2020-11-29,10913.78,3,1,IN,RETIRED,100k-250k,1,0,0,0,96.4,59,BRANCH,0,1,0,SIMPLIFIED,0,0,0,595
ALT00005708,TXN000047105,ACCT100005040,R006_HIGH_RISK_DEST,76,2022-03-25 13:55:25.326623,3,13,0,2,0,CUST0007361,CURRENT,ACTIVE,83277.67,GBP,1,2015-10-24,11544.74,3,2,SG,STUDENT,100k-250k,5,0,0,0,76.9,153,MOBILE,7,2,0,STANDARD,0,0,0,2344
ALT00005709,TXN000021186,ACCT100008691,R006_HIGH_RISK_DEST,73,2023-09-14 22:34:07.933572,1,22,0,2,1,CUST0006299,NRO,ACTIVE,128208.62,INR,1,2017-10-18,185219.8,5,2,IN,SELF_EMPLOYED,50k-100k,5,0,0,0,89.2,25,MOBILE,9,1,0,STANDARD,0,0,0,2157
ALT00005710,TXN000044669,ACCT100006643,R006_HIGH_RISK_DEST,60,2022-10-07 01:36:45.071711,2,1,0,2,0,CUST0003721,SAVINGS,ACTIVE,574.94,INR,1,2017-06-17,5759.89,1,1,US,SALARIED,50k-100k,2,0,0,0,94.5,242,WEB,13,3,0,SIMPLIFIED,0,0,0,1938
ALT00005711,TXN000057312,ACCT100007118,R006_HIGH_RISK_DEST,62,2022-09-05 05:16:09.094758,2,5,0,2,0,CUST0003137,SAVINGS,ACTIVE,596.34,USD,1,2019-01-05,6969.64,4,1,IN,SALARIED,100k-250k,5,0,0,0,82.8,176,MOBILE,1,2,0,STANDARD,0,0,0,1339
ALT00005712,TXN000091543,ACCT100009150,R006_HIGH_RISK_DEST,53,2022-01-15 07:26:31.733794,1,7,1,2,0,CUST0000224,CURRENT,ACTIVE,496400.73,AED,1,2018-12-15,407529.48,2,3,US,STUDENT,50k-100k,2,0,0,0,87.1,42,WEB,3,4,0,SIMPLIFIED,0,0,0,1127
ALT00005713,TXN000010752,ACCT100006246,R006_HIGH_RISK_DEST,52,2023-06-20 02:56:31.214648,1,2,0,2,0,CUST0001021,SALARY,ACTIVE,13953.13,INR,1,2015-03-09,1288.62,1,1,IN,SALARIED,0-50k,5,0,0,0,84.7,515,BRANCH,2,2,0,STANDARD,1,0,0,3025
ALT00005714,TXN000056439,ACCT100005289,R006_HIGH_RISK_DEST,79,2022-04-30 20:54:37.870118,3,20,1,2,0,CUST0007186,SAVINGS,ACTIVE,31521.79,USD,1,2015-09-12,28413.41,1,1,AE,BUSINESS_OWNER,,8,0,0,0,71.9,30,BRANCH,3,1,0,ENHANCED,0,0,1,2422
ALT00005715,TXN000041522,ACCT100010742,R006_HIGH_RISK_DEST,81,2024-05-24 00:47:45.805562,2,0,0,2,0,CUST0007362,NRO,ACTIVE,1026996.96,INR,1,2012-12-21,221347.79,7,1,IN,,0-50k,3,0,0,0,76.5,17,WEB,15,2,0,SIMPLIFIED,0,0,0,4172
ALT00005716,TXN000014590,ACCT100009517,R006_HIGH_RISK_DEST,73,2023-02-12 06:27:43.048459,2,6,1,2,0,CUST0004712,SAVINGS,ACTIVE,11190.95,USD,1,2015-11-10,39826.44,3,1,IN,SALARIED,,3,0,0,0,100.0,163,BRANCH,2,3,0,SIMPLIFIED,0,0,0,2651
ALT00005717,TXN000100669,ACCT100007050,R006_HIGH_RISK_DEST,57,2023-12-03 14:21:23.804737,1,14,1,2,0,CUST0002009,CURRENT,ACTIVE,50441.18,USD,1,2018-09-10,32924.53,3,1,AE,BUSINESS_OWNER,0-50k,1,1,0,0,94.0,135,MOBILE,7,2,0,SIMPLIFIED,0,0,0,1910
ALT00005718,TXN000003945,ACCT100011026,R006_HIGH_RISK_DEST,70,2023-09-03 14:36:59.512743,3,14,1,2,0,CUST0001798,SAVINGS,ACTIVE,12627.09,GBP,1,2014-06-03,858.41,4,1,AE,BUSINESS_OWNER,,1,0,0,0,93.1,134,MOBILE,19,2,0,SIMPLIFIED,0,0,0,3379
ALT00005719,TXN000116716,ACCT100006186,R006_HIGH_RISK_DEST,71,2024-06-11 14:05:43.202422,5,14,0,2,0,CUST0004686,SAVINGS,ACTIVE,53369.54,INR,1,2015-09-29,3510.29,4,1,US,POLITICIAN,250k+,2,1,0,0,89.4,394,BRANCH,15,2,0,SIMPLIFIED,1,0,0,3178
ALT00005720,TXN000031493,ACCT100008088,R006_HIGH_RISK_DEST,78,2022-05-03 15:26:11.082068,3,15,0,2,1,CUST0007084,SALARY,ACTIVE,17919.87,INR,1,2014-02-18,6151.75,4,3,IN,SALARIED,,3,0,0,0,98.0,2,MOBILE,5,1,0,SIMPLIFIED,0,0,0,2996
ALT00005721,TXN000093448,ACCT100010288,R006_HIGH_RISK_DEST,59,2022-09-10 12:07:41.490145,2,12,1,2,0,CUST0000002,SAVINGS,BLOCKED,19506.33,USD,1,2013-09-11,128071.5,3,1,IN,,0-50k,9,0,1,1,77.6,179,BRANCH,14,3,0,ENHANCED,0,0,0,3286
ALT00005723,TXN000060797,ACCT100004043,R006_HIGH_RISK_DEST,63,2023-08-22 01:59:23.900784,3,1,0,2,0,CUST0002828,SALARY,ACTIVE,1042.54,SGD,2,2017-11-09,49968.34,1,2,CN,POLITICIAN,100k-250k,1,1,0,0,75.1,86,WEB,4,3,0,SIMPLIFIED,0,0,0,2112
ALT00005724,TXN000083731,ACCT100010911,R006_HIGH_RISK_DEST,71,2023-05-06 01:48:47.002946,2,1,1,2,0,CUST0005756, SAVINGS ,ACTIVE,42742.77,SGD,1,2021-10-04,17571.9,1,2,IN,SELF_EMPLOYED,0-50k,2,0,0,0,90.0,12,THIRD_PARTY,19,5,0,SIMPLIFIED,0,0,0,579
ALT00005726,TXN000071804,ACCT100011435,R006_HIGH_RISK_DEST,57,2022-07-22 00:52:00.370476,2,0,0,2,0,CUST0007498, SAVINGS ,ACTIVE,24460.57,USD,1,2016-06-20,83026.46,1,4,US,SALARIED,50k-100k,7,0,0,0,83.0,142,THIRD_PARTY,15,1,0,STANDARD,0,0,0,2223
ALT00005727,TXN000005721,ACCT100007522,R006_HIGH_RISK_DEST,52,2022-04-30 05:02:22.403072,4,5,1,2,0,CUST0005975,CURRENT,CLOSED,81866.31,INR,1,2019-02-01,8808.27,4,1,AE,RETIRED,100k-250k,2,0,0,0,97.8,142,WEB,7,2,0,SIMPLIFIED,0,0,0,1184
ALT00005728,TXN000100823,ACCT100001855,R006_HIGH_RISK_DEST,63,2024-02-15 20:16:57.416389,2,20,0,2,0,CUST0000051,CURRENT,ACTIVE,93626.56,AED,1,2015-03-10,30423.28,1,1,GB,SALARIED,,9,0,0,0,57.9,120,MOBILE,7,2,0,ENHANCED,0,0,0,3264
ALT00005730,TXN000107172,ACCT100005860,R006_HIGH_RISK_DEST,77,2023-07-19 08:00:57.786024,2,8,0,2,0,CUST0007640,SAVINGS,ACTIVE,24043.34,INR,1,2015-03-29,5024.0,4,1,IN,BUSINESS_OWNER,0-50k,1,0,0,0,98.5,13,WEB,19,2,0,SIMPLIFIED,0,0,1,3034
ALT00005731,TXN000007748,ACCT100002179,R006_HIGH_RISK_DEST,65,2022-08-03 19:47:19.957087,3,19,0,2,0,CUST0002647,NRE,ACTIVE,717470.38,USD,2,2012-07-31,183415.19,5,1,IN,STUDENT,0-50k,9,0,0,0,67.5,26,MOBILE,2,3,0,ENHANCED,0,0,0,3655
ALT00005732,TXN000050979,ACCT100000400,R006_HIGH_RISK_DEST,68,2024-04-20 12:07:39.006106,1,12,1,2,1,CUST0004998,SAVINGS,ACTIVE,149774.54,USD,1,2017-09-27,22517.68,1,3,IN,STUDENT,50k-100k,2,0,0,0,91.1,289,WEB,3,3,0,SIMPLIFIED,0,0,0,2397
ALT00005733,TXN000020155,ACCT100000889,R006_HIGH_RISK_DEST,56,2023-01-03 03:57:51.511320,3,3,0,2,0,CUST0005708,SAVINGS,CLOSED,80312.16,SGD,1,2013-07-05,40598.36,2,3,IN,SALARIED,100k-250k,1,0,0,0,88.2,51,MOBILE,4,1,0,SIMPLIFIED,0,0,0,3469
ALT00005734,TXN000025152,ACCT100005702,R006_HIGH_RISK_DEST,65,2022-06-02 22:21:17.085331,4,22,0,2,1,CUST0003036,NRE,ACTIVE,131122.52,INR,1,2019-06-06,39377.1,5,3,US,POLITICIAN,50k-100k,2,1,0,0,90.4,163,MOBILE,16,1,0,SIMPLIFIED,0,0,0,1092
ALT00005736,TXN000047059,ACCT100000898,R006_HIGH_RISK_DEST,79,2024-06-12 01:52:34.019903,2,1,0,2,0,CUST0004778,CURRENT,ACTIVE,105843.6,AED,1,2016-08-12,9067.5,3,1,US,,100k-250k,2,1,0,0,100.0,120,MOBILE,0,1,0,SIMPLIFIED,0,0,0,2861
ALT00005737,TXN000093396,ACCT100008203,R006_HIGH_RISK_DEST,74,2022-07-10 02:02:30.775681,4,2,1,2,0,CUST0001985,SALARY,ACTIVE,464.0,INR,2,2018-07-03,39377.17,4,3,GB,STUDENT,50k-100k,1,0,0,0,98.6,324,BRANCH,9,5,0,SIMPLIFIED,0,0,0,1468
ALT00005738,TXN000000990,ACCT100002656,R006_HIGH_RISK_DEST,51,2022-12-27 20:30:50.678714,1,20,0,2,0,CUST0003103,SAVINGS,ACTIVE,36964.8,USD,1,2014-01-21,4181.38,3,2,AE,BUSINESS_OWNER,250k+,8,0,0,0,67.8,236,BRANCH,17,4,0,ENHANCED,0,0,0,3262
ALT00005739,TXN000065665,ACCT100010193,R006_HIGH_RISK_DEST,78,2022-02-15 02:18:21.623677,3,2,0,2,0,CUST0004634,SAVINGS,ACTIVE,14450.67,GBP,1,2019-03-26,11167.23,5,1,AE,SELF_EMPLOYED,0-50k,7,0,0,0,77.9,69,BRANCH,1,2,0,STANDARD,0,0,0,1057
ALT00005740,TXN000006332,ACCT100005439,R006_HIGH_RISK_DEST,80,2023-01-06 05:53:14.971045,2,5,0,2,0,CUST0004194,SAVINGS,BLOCKED,361.2,INR,1,2018-01-19,29927.62,3,1,SG,SELF_EMPLOYED,50k-100k,5,0,0,0,87.0,165,BRANCH,7,1,0,STANDARD,0,0,0,1813
ALT00005741,TXN000105842,ACCT100006118,R006_HIGH_RISK_DEST,56,2023-01-22 02:16:43.221511,1,2,1,2,0,CUST0004252,SAVINGS,ACTIVE,467605.56,INR,2,2018-10-07,12019.85,2,2,IN,BUSINESS_OWNER,50k-100k,1,0,0,0,83.7,359,BRANCH,3,1,0,SIMPLIFIED,0,0,0,1568
ALT00005742,TXN000092075,ACCT100008959,R006_HIGH_RISK_DEST,76,2023-03-03 20:42:19.128738,2,20,0,2,0,CUST0000501,SALARY,ACTIVE,6181.54,INR,3,2015-02-19,2009.48,2,2,IN,SELF_EMPLOYED,50k-100k,5,0,0,0,81.9,148,WEB,3,1,0,STANDARD,0,0,0,2934
ALT00005744,TXN000010690,ACCT100009485,R006_HIGH_RISK_DEST,81,2022-04-17 19:31:00.519122,2,19,1,2,0,CUST0002195,SAVINGS,ACTIVE,185202.83,USD,1,2013-09-08,16871.72,4,3,AE,SALARIED,50k-100k,1,0,0,0,100.0,368,BRANCH,2,5,0,SIMPLIFIED,1,0,1,3143
ALT00005745,TXN000092457,ACCT100011917,R006_HIGH_RISK_DEST,71,2022-03-20 23:52:33.365771,1,23,1,2,0,CUST0001379,CURRENT,ACTIVE,29150.46,SGD,2,2017-07-26,5454.88,5,2,VG,STUDENT,0-50k,2,0,0,0,93.5,108,BRANCH,1,4,1,SIMPLIFIED,0,0,0,1698
ALT00005746,TXN000015590,ACCT100008660,R006_HIGH_RISK_DEST,56,2023-04-27 10:22:37.273594,2,10,0,2,0,CUST0000557,NRE,ACTIVE,268240.55,AED,1,2017-12-01,64227.04,4,1,AE,SALARIED,100k-250k,1,0,0,0,98.5,176,MOBILE,2,1,0,SIMPLIFIED,0,0,0,1973
ALT00005747,TXN000015025,ACCT100005832,R006_HIGH_RISK_DEST,57,2024-04-19 17:17:34.350857,1,17,0,2,0,CUST0002441,SAVINGS,DORMANT,3086.55,INR,2,2016-01-23,19355.79,2,2,US,BUSINESS_OWNER,100k-250k,4,0,0,1,80.6,171,MOBILE,15,5,0,SIMPLIFIED,0,0,0,3009
ALT00005748,TXN000109072,ACCT100010553,R006_HIGH_RISK_DEST,51,2022-01-18 20:17:44.603949,1,20,0,2,0,CUST0006252,SAVINGS,ACTIVE,28660.47,USD,1,2017-11-28,3227.75,2,2,IN,RETIRED,50k-100k,1,0,0,0,88.8,298,BRANCH,10,1,0,SIMPLIFIED,0,0,0,1512
ALT00005749,TXN000060488,ACCT100006777,R006_HIGH_RISK_DEST,65,2024-02-26 10:44:05.390540,1,10,0,2,0,CUST0006566,SAVINGS,ACTIVE,1697.54,INR,1,2014-01-22,4595.37,1,1,GB,SALARIED,100k-250k,2,0,0,0,92.9,212,WEB,3,1,0,SIMPLIFIED,0,0,0,3687
ALT00005750,TXN000021079,ACCT100011942,R006_HIGH_RISK_DEST,69,2022-05-17 07:55:46.163098,3,7,0,2,1,CUST0005707,NRO,ACTIVE,58913.69,INR,1,2020-05-14,49773.87,4,1,KY,SELF_EMPLOYED,50k-100k,7,0,0,0,73.4,80,MOBILE,13,2,1,STANDARD,0,0,0,733
ALT00005751,TXN000084755,ACCT100000299,R006_HIGH_RISK_DEST,73,2024-01-25 02:14:59.876399,1,2,0,2,0,CUST0006609,CURRENT,ACTIVE,338994.0,INR,2,2021-07-14,170975.07,1,1,AE,SELF_EMPLOYED,50k-100k,8,0,0,0,70.7,561,BRANCH,10,1,0,ENHANCED,1,0,1,925
ALT00005753,TXN000047690,ACCT100000300,R006_HIGH_RISK_DEST,79,2024-06-13 20:18:57.246581,1,20,0,2,0,CUST0000446, SAVINGS ,ACTIVE,1431.02,AED,1,2014-04-10,20035.1,5,1,VG,BUSINESS_OWNER,50k-100k,8,0,0,0,72.5,27,MOBILE,12,3,1,ENHANCED,0,0,0,3717
ALT00005754,TXN000056520,ACCT100009119,R006_HIGH_RISK_DEST,54,2023-04-25 20:30:52.740193,3,20,0,2,0,CUST0000202,savings,ACTIVE,2035.38,INR,1,2016-05-21,12219.86,3,3,GB,SELF_EMPLOYED,0-50k,1,0,0,0,98.4,192,BRANCH,9,1,0,SIMPLIFIED,0,0,0,2530
ALT00005755,TXN000034155,ACCT100009500,R006_HIGH_RISK_DEST,59,2022-08-17 06:24:16.388041,2,6,0,2,0,CUST0006807,CURRENT,ACTIVE,165480.3,INR,1,2019-08-06,96232.28,5,2,US,SALARIED,50k-100k,5,0,0,0,73.4,239,BRANCH,11,1,0,STANDARD,0,0,0,1107
ALT00005756,TXN000015967,ACCT100005499,R006_HIGH_RISK_DEST,77,2022-11-12 17:34:55.364543,1,17,1,2,0,CUST0004027,SALARY,ACTIVE,3541.69,INR,3,2019-09-04,23121.57,2,2,IN,BUSINESS_OWNER,,2,0,0,0,87.6,152,WEB,14,2,0,SIMPLIFIED,0,0,0,1165
ALT00005758,TXN000084205,ACCT100005612,R006_HIGH_RISK_DEST,50,2022-06-01 03:29:38.970367,3,3,0,2,0,CUST0004579,SAVINGS,DORMANT,164562.49,INR,2,2012-05-10,8858.46,3,1,US,SELF_EMPLOYED,0-50k,9,0,0,0,66.1,122,WEB,7,5,0,ENHANCED,0,0,0,3674
ALT00005760,TXN000017798,ACCT100008046,R006_HIGH_RISK_DEST,58,2024-06-12 08:03:26.862404,1,8,0,2,0,CUST0006472,CURRENT,ACTIVE,70160.69,INR,1,2018-10-09,46843.03,4,4,GB,SHELL_CO,50k-100k,6,0,0,0,65.1,30,WEB,17,3,0,STANDARD,0,1,0,2073
ALT00005761,TXN000063030,ACCT100006803,R006_HIGH_RISK_DEST,64,2023-08-17 11:14:18.637095,2,11,0,2,0,CUST0007166,SAVINGS,DORMANT,16417.97,INR,1,2020-07-25,15104.07,2,1,VG,SALARIED,,1,0,0,0,90.6,208,WEB,11,1,1,SIMPLIFIED,0,0,0,1118
ALT00005762,TXN000020795,ACCT100006681,R006_HIGH_RISK_DEST,77,2022-07-05 00:07:08.445919,1,0,0,2,0,CUST0001362,SAVINGS,ACTIVE,1095.06,SGD,1,2013-05-29,26825.49,5,3,IN,,100k-250k,2,0,0,0,96.7,164,MOBILE,0,5,0,SIMPLIFIED,0,0,0,3324
ALT00005763,TXN000111402,ACCT100011660,R006_HIGH_RISK_DEST,58,2022-05-17 16:26:41.856963,2,16,0,2,0,CUST0005101,CURRENT,ACTIVE,10589.73,INR,1,2016-05-01,53561.42,5,1,SG,SALARIED,0-50k,3,0,0,0,81.9,22,THIRD_PARTY,2,1,0,SIMPLIFIED,0,0,0,2207
ALT00005765,TXN000070444,ACCT100000460,R006_HIGH_RISK_DEST,75,2023-08-23 21:04:46.141958,1,21,0,2,0,CUST0006386,SALARY,ACTIVE,14475.98,AED,2,2012-09-07,9603.72,2,1,IN,RETIRED,250k+,4,0,0,0,78.0,111,MOBILE,12,2,0,SIMPLIFIED,0,0,0,4002
ALT00005766,TXN000065293,ACCT100009798,R006_HIGH_RISK_DEST,76,2022-01-24 19:05:14.951770,1,19,0,2,0,CUST0007677,CURRENT,ACTIVE,44330.82,INR,3,2015-05-23,74873.13,5,1,IN,SALARIED,50k-100k,5,0,0,0,93.3,366,WEB,5,1,0,STANDARD,1,0,0,2438
ALT00005767,TXN000115729,ACCT100001010,R006_HIGH_RISK_DEST,59,2022-12-03 09:32:04.478063,3,9,1,2,0,CUST0007643,TRUST,ACTIVE,2057209.03,INR,2,2013-11-02,380719.0,10,1,IN,STUDENT,,3,0,0,0,80.2,145,THIRD_PARTY,0,1,0,SIMPLIFIED,0,0,0,3318
ALT00005768,TXN000007037,ACCT100011948,R006_HIGH_RISK_DEST,71,2024-03-09 22:40:09.652971,2,22,1,2,0,CUST0004847,CURRENT,ACTIVE,186066.48,SGD,1,2020-06-21,62121.43,3,1,CN,POLITICIAN,0-50k,8,0,0,0,75.9,428,MOBILE,2,4,0,ENHANCED,1,0,0,1357
ALT00005769,TXN000025197,ACCT100003685,R006_HIGH_RISK_DEST,76,2023-04-29 22:03:08.346531,1,22,1,2,0,CUST0001955,CURRENT,ACTIVE,3464.9,AED,2,2017-08-03,146429.99,5,2,MY,SALARIED,100k-250k,10,0,0,0,74.1,207,WEB,14,4,0,ENHANCED,0,0,0,2095
ALT00005770,TXN000099104,ACCT100006625,R006_HIGH_RISK_DEST,76,2022-08-19 15:30:45.090921,3,15,0,2,0,CUST0003768,TRUST,DORMANT,19877.71,SGD,1,2019-11-22,172592.12,9,4,IN,SALARIED,0-50k,3,0,0,0,91.9,186,BRANCH,0,2,0,SIMPLIFIED,0,0,0,1001
ALT00005771,TXN000040597,ACCT100011587,R006_HIGH_RISK_DEST,81,2022-12-08 09:48:20.471945,3,9,0,2,0,CUST0004160,SAVINGS,ACTIVE,178077.37,INR,2,2014-04-24,22169.41,4,4,IN,SALARIED,,4,0,0,0,78.1,91,BRANCH,13,1,0,SIMPLIFIED,0,0,0,3150
ALT00005772,TXN000112626,ACCT100004129,R006_HIGH_RISK_DEST,77,2024-06-27 03:40:18.807539,1,3,0,2,1,CUST0006767,SAVINGS,ACTIVE,145872.02,INR,2,2014-08-18,84223.58,1,1,IN,SELF_EMPLOYED,0-50k,9,0,0,0,63.3,204,WEB,5,1,0,ENHANCED,0,0,0,3601
ALT00005773,TXN000081116,ACCT100008347,R006_HIGH_RISK_DEST,59,2023-06-08 00:55:05.252908,3,0,0,2,0,CUST0006001,CURRENT,ACTIVE,74607.94,USD,3,2014-11-25,132946.11,5,2,GB,SALARIED,0-50k,4,0,0,0,81.2,201,MOBILE,2,4,0,SIMPLIFIED,0,0,0,3117
ALT00005774,TXN000054154,ACCT100009448,R006_HIGH_RISK_DEST,57,2022-01-15 17:59:31.265796,3,17,1,2,1,CUST0006478,SAVINGS,ACTIVE,21256.54,INR,2,2013-04-21,10147.14,3,2,US,SHELL_CO,,1,0,0,0,100.0,156,BRANCH,3,1,0,SIMPLIFIED,0,1,0,3191
ALT00005775,TXN000036402,ACCT100005040,R006_HIGH_RISK_DEST,54,2022-10-08 00:27:06.509739,3,0,1,2,0,CUST0007361,CURRENT,ACTIVE,83277.67,GBP,1,2015-10-24,11544.74,3,2,SG,STUDENT,100k-250k,5,0,0,0,76.9,153,MOBILE,7,2,0,STANDARD,0,0,0,2541
ALT00005776,TXN000093533,ACCT100001979,R006_HIGH_RISK_DEST,78,2022-02-01 03:47:43.556184,2,3,0,2,1,CUST0006983,CURRENT,ACTIVE,63871.23,AED,1,2017-05-08,90230.78,5,1,KY,SHELL_CO,0-50k,8,1,0,0,54.6,52,BRANCH,0,1,1,ENHANCED,0,1,0,1730
ALT00005777,TXN000038434,ACCT100008465,R006_HIGH_RISK_DEST,79,2022-05-15 14:30:17.461186,2,14,1,2,0,CUST0001168,SAVINGS,ACTIVE,41296.52,INR,3,2018-08-02,95231.95,2,3,NG,SALARIED,50k-100k,3,0,0,0,90.9,141,MOBILE,12,1,1,SIMPLIFIED,0,0,0,1382
ALT00005778,TXN000022071,ACCT100006368,R006_HIGH_RISK_DEST,75,2022-02-10 20:48:09.224577,1,20,0,2,0,CUST0005611,NRO,ACTIVE,653920.19,INR,2,2014-01-28,65256.65,4,1,SG,SELF_EMPLOYED,50k-100k,1,0,0,0,100.0,84,WEB,7,1,0,SIMPLIFIED,0,0,0,2935
ALT00005779,TXN000108128,ACCT100002495,R006_HIGH_RISK_DEST,56,2023-12-24 15:58:08.082456,2,15,1,2,0,CUST0007953,SALARY,ACTIVE,7662.21,INR,1,2015-12-20,3545.63,1,4,US,SALARIED,0-50k,4,0,0,0,74.9,225,BRANCH,3,1,0,SIMPLIFIED,0,0,0,2926
ALT00005780,TXN000057164,ACCT100011496,R006_HIGH_RISK_DEST,59,2022-05-07 06:01:48.318022,2,6,1,2,0,CUST0006051,SAVINGS,CLOSED,75502.62,INR,2,2012-10-09,9164.81,5,1,CN,BUSINESS_OWNER,,3,0,0,0,87.9,9,MOBILE,12,1,0,SIMPLIFIED,0,0,0,3497
ALT00005781,TXN000011396,ACCT100000134,R006_HIGH_RISK_DEST,52,2023-10-21 02:47:16.875815,1,2,1,2,0,CUST0005458,SAVINGS,ACTIVE,3146.72,INR,1,2013-02-15,22638.94,3,4,AE,SALARIED,0-50k,2,0,0,0,90.1,247,WEB,2,2,0,SIMPLIFIED,0,0,0,3900
ALT00005782,TXN000053157,ACCT100000083,R006_HIGH_RISK_DEST,52,2022-05-31 22:05:33.212376,3,22,0,2,0,CUST0002614,SAVINGS,ACTIVE,176603.82,INR,2,2020-04-23,29748.05,3,1,US,SALARIED,100k-250k,5,0,0,0,96.5,5,WEB,18,1,0,STANDARD,0,0,0,768
ALT00005783,TXN000057119,ACCT100002908,R006_HIGH_RISK_DEST,78,2023-09-17 04:13:45.178902,2,4,1,2,0,CUST0003515,NRE,ACTIVE,48407.73,INR,3,2013-04-26,66441.86,5,1,SG,BUSINESS_OWNER,,7,0,0,1,82.0,308,WEB,3,5,0,STANDARD,0,0,0,3796
ALT00005784,TXN000024155,ACCT100003110,R006_HIGH_RISK_DEST,65,2022-12-23 17:02:49.135846,1,17,0,2,0,CUST0004483,SALARY,ACTIVE,39319.86,USD,1,2019-10-03,4706.88,2,3,CN,SALARIED,0-50k,4,0,0,1,70.0,45,MOBILE,10,3,0,SIMPLIFIED,0,0,0,1177
ALT00005785,TXN000013214,ACCT100002751,R006_HIGH_RISK_DEST,79,2023-09-19 08:48:20.488828,2,8,0,2,0,CUST0000282,TRUST,BLOCKED,279719.09,AED,1,2016-05-17,44746.84,9,2,GB,SHELL_CO,50k-100k,2,0,0,0,100.0,106,MOBILE,8,1,0,SIMPLIFIED,0,1,0,2681
ALT00005786,TXN000015989,ACCT100002092,R006_HIGH_RISK_DEST,76,2024-04-10 17:52:38.379210,1,17,0,2,0,CUST0002771,TRUST,DORMANT,84858.24,INR,1,2013-11-23,469055.51,9,5,AE,SELF_EMPLOYED,100k-250k,1,0,0,0,89.8,573,BRANCH,18,2,0,SIMPLIFIED,1,0,0,3791
ALT00005787,TXN000093098,ACCT100010330,R006_HIGH_RISK_DEST,80,2023-12-23 04:45:07.840164,2,4,1,2,0,CUST0004575,SAVINGS,ACTIVE,70585.49,INR,1,2020-04-03,2281.22,1,1,VG,SELF_EMPLOYED,100k-250k,5,1,0,0,80.2,108,BRANCH,3,2,1,STANDARD,0,0,0,1359
ALT00005788,TXN000102419,ACCT100009467,R006_HIGH_RISK_DEST,78,2023-07-05 22:09:43.111782,1,22,0,2,0,CUST0000984,CURRENT,ACTIVE,14851.41,AED,2,2015-05-08,135703.8,5,1,CN,SELF_EMPLOYED,100k-250k,1,0,0,0,100.0,33,THIRD_PARTY,17,1,0,SIMPLIFIED,0,0,0,2980
ALT00005789,TXN000041481,ACCT100005498,R006_HIGH_RISK_DEST,53,2023-06-19 11:28:38.254646,2,11,0,2,0,CUST0004465,SALARY,ACTIVE,1944.25,INR,3,2020-06-01,2898.1,4,1,NG,SALARIED,,5,0,0,0,73.0,49,THIRD_PARTY,15,2,1,STANDARD,0,0,0,1113
ALT00005791,TXN000110989,ACCT100005542,R006_HIGH_RISK_DEST,74,2024-05-02 02:10:37.662179,3,2,0,2,0,CUST0003686,SALARY,ACTIVE,15676.58,USD,1,2015-07-01,11505.8,3,3,US,SELF_EMPLOYED,50k-100k,4,0,0,0,97.3,53,BRANCH,15,3,0,SIMPLIFIED,0,0,0,3228
ALT00005792,TXN000085385,ACCT100001649,R006_HIGH_RISK_DEST,55,2022-12-07 05:52:33.310546,2,5,0,2,0,CUST0001910,SALARY,DORMANT,20725.21,AED,1,2019-02-12,730.16,4,2,US,SALARIED,250k+,1,0,0,0,98.2,106,WEB,6,1,0,SIMPLIFIED,0,0,0,1394
ALT00005793,TXN000109985,ACCT100003793,R006_HIGH_RISK_DEST,60,2024-04-07 20:25:24.283900,1,20,1,2,0,CUST0007152,CURRENT,ACTIVE,25086.89,AED,1,2017-05-13,16463.48,1,3,US,RETIRED,50k-100k,1,0,0,0,100.0,89,MOBILE,4,3,0,SIMPLIFIED,0,0,0,2521
