ALERT_ID,TRANSACTION_ID,ACCOUNT_ID,RULE_TRIGGERED,RISK_SCORE,ALERT_DATE,ACCT_ALERT_COUNT,ALERT_HOUR,ALERT_IS_WEEKEND,RULE_RISK_PROFILE,FINAL_LABEL,CUSTOMER_ID,ACCOUNT_TYPE,ACCOUNT_STATUS,CURRENT_BALANCE,CURRENCY,NUM_SIGNATORIES,OPEN_DATE,EXPECTED_MONTHLY_TXN,ACCOUNT_RISK_RATING,NUM_LINKED_ACCOUNTS,NATIONALITY,OCCUPATION,INCOME_BRACKET,CUSTOMER_RISK_RATING,PEP_FLAG,SANCTION_HIT,ADVERSE_MEDIA_FLAG,KYC_COMPLETENESS_PCT,DAYS_SINCE_KYC,ONBOARDING_CHANNEL,YEARS_AS_CUSTOMER,NUM_PRODUCTS_HELD,FATF_HIGH_RISK_NATIONALITY,CDD_TIER,KYC_REVIEW_OVERDUE,SHELL_CO_INDICATOR,CORRESPONDENT_BANK_FLAG,ACCOUNT_AGE_DAYS,w7_vol,w7_cnt,w7_avg_amt,w7_max_amt,w7_std_amt,w30_vol,w30_cnt,w30_avg_amt,w30_max_amt,w30_std_amt,w90_vol,w90_cnt,w90_avg_amt,w90_max_amt,w90_std_amt,w365_vol,w365_cnt,w365_avg_amt,w365_max_amt,w365_std_amt,vol_spike_30_vs_90,cnt_spike_30_vs_90,vol_spike_7_vs_30,cnt_spike_7_vs_30,avg_spike_30_vs_90,counterparty_hhi,top_dest_concentration,pct_hr_dest_30d,pct_fatf_dest_30d,unique_dest_30d,structuring_txn_cnt,pct_just_below_10k,swift_cnt_30d,layering_score,velocity_per_hour_7d,txn_span_hours_7d,pass_through_ratio_30d,net_flow_30d,credit_vol_30d,debit_vol_30d,pct_offhour_txns_30d,pct_weekend_txns_30d,actual_vs_expected_vol,cash_intensity_30d,cash_intensity_7d,round_txn_cnt_30d,pct_round_txns_30d,KYC_STALE_FLAG,KYC_INCOMPLETE_FLAG,KYC_RISK_SCORE,COMBINED_RISK_FLAGS,IS_OFFSHORE_NAT,IS_HIGH_RISK_ACCT,IS_DORMANT,IS_NEW_ACCOUNT,IS_THIRD_PARTY_ONBOARD,HIGH_RISK_OCC,MULTI_SIGNATORY_RISK,LOG_BALANCE,LOG_W30_VOL,LOG_W90_VOL,LOG_W30_MAX,RISK_SCORE_BAND,BALANCE_TO_W30_AVG,BALANCE_TO_W90_VOL,COMBINED_ACCT_CUST_RISK,PEER_GROUP,zscore_vol_vs_peer,zscore_avg_vs_peer,zscore_cnt_vs_peer,ratio_vol_vs_peer,zscore_vol_vs_pop,zscore_avg_vs_pop,zscore_cnt_vs_pop
ALT00004343,TXN000094830,ACCT100011635,R006_HIGH_RISK_DEST,68,2023-01-15 01:17:42.422192,1,1,1,2,0,CUST0004679,NRO,ACTIVE,229985.91,INR,1,2021-09-13,237826.98,4,1,US,BUSINESS_OWNER,0-50K,5,0,0,0,79.2,71,MOBILE,9,4,0,STANDARD,0,0,0,489,0.0,0.0,0.0,0.0,0.0,71270.39,1.0,71270.39,71270.39,0.0,71270.39,1.0,71270.39,71270.39,0.0,173481.12,5.0,34696.224,71270.39,26411.6708530231,0.9999859691244972,0.5,0.0,0.0,0.9999859691244972,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,-71270.39,0.0,71270.39,50.0,0.0,0.29967201504213253,0.0,0.0,0.0,0.0,0,1,24.50333333333333,0,0,1,0,0,0,0,0,12.345777673242246,11.17425026360305,11.17425026360305,11.17425026360305,2,3.2269036706033094,3.2269036706033094,4.6,BUSINESS_OWNER_0-50K,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALT00004345,TXN000086728,ACCT100008014,R006_HIGH_RISK_DEST,52,2023-09-20 21:17:02.766615,4,21,0,2,0,CUST0000866,TRUST,ACTIVE,392403.98,INR,1,2012-12-24,811913.29,8,1,AE,BUSINESS_OWNER,UNKNOWN,4,0,0,0,77.1,79,MOBILE,3,1,0,SIMPLIFIED,0,0,0,3922,972.43,1.0,972.43,972.43,0.0,972.43,1.0,972.43,972.43,0.0,972.43,1.0,972.43,972.43,0.0,95297.0,5.0,19059.4,74957.74,31425.114062586155,0.9989727047656226,0.5,0.9989727047656226,0.5,0.9989727047656226,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,972.43,972.43,0.0,0.0,0.0,0.00119770031390875,0.0,0.0,0.0,0.0,0,1,22.476666666666667,0,0,1,0,0,0,0,0,12.880049697724312,6.880825916731296,6.880825916731296,6.880825916731296,1,403.1147386047276,403.1147386047276,5.6,BUSINESS_OWNER_UNKNOWN,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALT00004346,TXN000007586,ACCT100009906,R006_HIGH_RISK_DEST,56,2022-03-06 13:59:31.487075,2,13,1,2,0,CUST0004890,CURRENT,BLOCKED,61973.52,INR,1,2021-10-27,85557.15,2,2,US,RETIRED,50K-100K,5,0,0,0,72.9,99,MOBILE,17,2,0,STANDARD,0,0,0,130,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,1,27.49,0,0,0,0,0,0,0,0,11.034478611814906,0.0,0.0,0.0,1,61973.52,61973.52,3.8,RETIRED_50K-100K,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALT00004348,TXN000002621,ACCT100000312,R006_HIGH_RISK_DEST,55,2024-01-09 20:20:02.357332,1,20,0,2,0,CUST0001799,SALARY,ACTIVE,22348.16,AED,1,2020-04-21,6263.42,4,2,IN,SELF_EMPLOYED,100K-250K,1,0,0,0,89.7,69,MOBILE,18,1,0,SIMPLIFIED,0,0,1,1358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4990.29,1.0,4990.29,4990.29,0.0,4990.29,1.0,4990.29,4990.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,8.27,3,0,0,0,0,0,0,0,10.014544015442805,0.0,8.515449672369861,0.0,1,22348.16,4.477431685997007,2.2,SELF_EMPLOYED_100K-250K,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALT00004349,TXN000052007,ACCT100009131,R006_HIGH_RISK_DEST,61,2023-12-12 01:21:27.976131,2,1,0,2,0,CUST0000709,NRE,ACTIVE,90658.65,USD,1,2021-06-25,82900.34,5,1,AE,SALARIED,50K-100K,2,0,0,0,92.3,102,BRANCH,5,2,0,SIMPLIFIED,0,0,0,900,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56196.6,5.0,11239.32,42885.66,18071.72509867694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,10.780000000000001,0,0,0,0,0,0,0,0,11.414867663909405,0.0,0.0,0.0,1,90658.65,90658.65,3.2,SALARIED_50K-100K,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALT00004351,TXN000009000,ACCT100002579,R006_HIGH_RISK_DEST,81,2023-01-30 03:17:27.127203,3,3,0,2,0,CUST0004384,NRO,DORMANT,11747.1,AED,1,2014-05-17,5830.1,6,2,IN,SELF_EMPLOYED,0-50K,4,0,0,0,92.9,9,BRANCH,1,5,0,SIMPLIFIED,0,0,1,3180,0.0,0.0,0.0,0.0,0.0,13922.01,1.0,13922.01,13922.01,0.0,397597.5,3.0,132532.5,374718.19,209753.64935306393,401917.69,4.0,100479.4225,374718.19,182867.87959298945,0.03501524779394288,0.25,0.0,0.0,0.10504521498338157,1.0,1.0,0.0,0.0,1.0,1.0,25.0,0.0,0.0,0,0.0,0.0,13922.01,13922.01,0.0,0.0,50.0,2.3875443741318105,0.0,0.0,0.0,0.0,0,0,14.989999999999998,3,0,1,1,0,0,0,0,9.371446804369446,9.54129814614504,12.893197981121626,9.54129814614504,3,0.8437184200830137,0.029545131583745915,4.8,SELF_EMPLOYED_0-50K,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALT00004354,TXN000097398,ACCT100009331,R006_HIGH_RISK_DEST,70,2023-06-05 14:14:15.372567,3,14,0,2,0,CUST0001523,NRE,BLOCKED,603957.63,INR,3,2021-06-21,7512.4,4,2,US,UNKNOWN,UNKNOWN,2,1,0,0,84.9,733,WEB,4,1,0,SIMPLIFIED,1,0,0,714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6607.92,2.0,3303.96,4840.32,2172.741148687528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,24.256666666666664,5,0,0,0,0,0,0,1,13.31126098119369,0.0,0.0,0.0,2,603957.63,603957.63,2.8,UNKNOWN_UNKNOWN,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALT00004355,TXN000034187,ACCT100001458,R006_HIGH_RISK_DEST,75,2022-06-01 23:22:29.140261,1,23,0,2,0,CUST0001262,NRO,ACTIVE,144328.83,GBP,1,2012-07-05,37871.7,4,3,IN,SELF_EMPLOYED,50K-100K,6,0,0,0,80.8,279,MOBILE,1,2,0,STANDARD,0,0,0,3618,0.0,0.0,0.0,0.0,0.0,418.64,1.0,418.64,418.64,0.0,1793.79,2.0,896.895,1375.15,676.3547072727447,7729.1,3.0,2576.366666666667,5935.31,2947.9828836737393,0.23325291538285817,0.3333333333333333,0.0,0.0,0.4662460532690348,1.0,1.0,100.0,100.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,-418.64,0.0,418.64,0.0,0.0,0.0110538725784008,0.0,0.0,0.0,0.0,0,0,30.330000000000002,0,0,1,0,0,0,0,0,11.879856445504613,6.039397200863284,7.492643302434869,6.039397200863284,2,343.9348727480698,80.41544136082773,5.2,SELF_EMPLOYED_50K-100K,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALT00004356,TXN000111753,ACCT100004828,R006_HIGH_RISK_DEST,77,2023-11-13 12:47:21.723211,3,12,0,2,0,CUST0005348,SAVINGS,ACTIVE,11932.3,INR,3,2020-04-09,2580.43,4,1,NG,UNKNOWN,100K-250K,2,0,0,0,73.3,971,THIRD_PARTY,16,3,1,SIMPLIFIED,1,0,0,1313,0.0,0.0,0.0,0.0,0.0,5050.81,1.0,5050.81,5050.81,0.0,8846.78,2.0,4423.39,5050.81,887.3058733041278,314390.98,7.0,44912.99714285714,261456.48,95625.22462388166,0.5708561921747602,0.3333333333333333,0.0,0.0,1.1415833595139668,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,-5050.81,0.0,5050.81,0.0,50.0,1.9565938259026976,0.0,0.0,0.0,0.0,1,1,32.86333333333334,4,0,0,0,0,1,0,1,9.387088090420692,8.527501873895375,9.087921859076863,8.527501873895375,2,2.3619851102872036,1.348620783970668,2.8,UNKNOWN_100K-250K,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALT00004357,TXN000064966,ACCT100005080,R006_HIGH_RISK_DEST,67,2022-12-09 11:42:46.983033,2,11,0,2,0,CUST0007900,CURRENT,DORMANT,2189171.45,INR,1,2021-09-25,37041.6,2,2,NG,SALARIED,0-50K,7,0,0,0,55.0,114,MOBILE,10,4,1,STANDARD,0,0,0,440,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,1,40.9,4,0,0,1,0,0,0,0,14.59903415366696,0.0,0.0,0.0,2,2189171.45,2189171.45,5.0,SALARIED_0-50K,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALT00004358,TXN000035812,ACCT100007421,R006_HIGH_RISK_DEST,52,2022-03-07 09:37:21.783549,2,9,0,2,1,CUST0002805,CURRENT,DORMANT,219052.26,USD,1,2012-09-22,35303.43,5,1,IN,SHELL_CO,0-50K,3,0,0,0,97.3,97,MOBILE,18,4,0,SIMPLIFIED,0,1,0,3453,15342.23,1.0,15342.23,15342.23,0.0,35100.44,2.0,17550.22,19758.21,3122.5694035841702,58459.34,4.0,14614.835,19758.21,5705.187878919209,58459.34,4.0,14614.835,19758.21,5705.187878919209,0.6004145716566138,0.4,0.4370826382051562,0.3333333333333333,1.200767523716572,0.5,0.5,50.0,50.0,2.0,0.0,0.0,0.0,0.0,0,0.0,0.7764596863943447,4415.98,19758.21,15342.23,0.0,33.33333333333333,0.9942219715769381,33.33333333333333,0.0,0.0,0.0,0,0,11.696666666666669,6,0,0,1,0,0,1,0,12.297070175578233,10.465997434253454,10.97610385459085,9.891374990745563,1,12.480742649228942,3.7470233666105948,3.8,SHELL_CO_0-50K,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALT00004359,TXN000057131,ACCT100005843,R006_HIGH_RISK_DEST,77,2022-11-10 15:46:14.962273,3,15,0,2,0,CUST0002941,SAVINGS,DORMANT,6995.8,INR,1,2016-11-30,63513.32,2,1,SG,BUSINESS_OWNER,0-50K,2,0,0,0,93.6,274,BRANCH,16,2,0,SIMPLIFIED,0,0,0,2171,11006.6,1.0,11006.6,11006.6,0.0,33705.62,2.0,16852.81,22699.02,8267.789470481212,35206.37,4.0,8801.5925,22699.02,10452.223819862053,44768.59,5.0,8953.717999999999,22699.02,9058.280627366323,0.9573455784967749,0.4,0.3265411957651049,0.3333333333333333,1.914528021148315,0.5,0.5,50.0,50.0,2.0,0.0,0.0,0.0,0.0,0,0.0,0.4848718194961943,-11692.42,11006.6,22699.02,33.33333333333333,33.33333333333333,0.5306774913121954,0.0,0.0,1.0,50.0,0,0,13.126666666666669,0,0,0,1,0,0,0,0,8.853208180658656,10.425449536217945,10.469010714670302,10.030121084526375,2,0.4150871524005551,0.19870271480090673,2.0,BUSINESS_OWNER_0-50K,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALT00004360,TXN000095595,ACCT100008106,R006_HIGH_RISK_DEST,51,2023-01-28 19:25:47.457421,1,19,1,2,0,CUST0005857,SALARY,ACTIVE,3189.73,USD,1,2013-07-18,6351.23,2,1,IN,SALARIED,100K-250K,1,0,0,0,100.0,272,MOBILE,17,1,0,SIMPLIFIED,0,0,1,3481,0.0,0.0,0.0,0.0,0.0,2492.21,1.0,2492.21,2492.21,0.0,2492.21,1.0,2492.21,2492.21,0.0,29269.64,4.0,7317.41,15787.68,6093.538291813715,0.9995989106413018,0.5,0.0,0.0,0.9995989106413018,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,-2492.21,0.0,2492.21,0.0,0.0,0.39233623467664114,0.0,0.0,0.0,0.0,0,0,7.533333333333333,3,0,0,0,0,0,0,0,8.068005009724375,7.821326315836326,7.821326315836326,7.821326315836326,1,1.2793667601204872,1.2793667601204872,1.4,SALARIED_100K-250K,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALT00004361,TXN000111632,ACCT100000535,R006_HIGH_RISK_DEST,70,2023-01-05 04:20:25.187858,2,4,0,2,0,CUST0004663,CURRENT,ACTIVE,79028.96,AED,2,2019-12-11,1662.98,3,3,IN,BUSINESS_OWNER,250K+,3,0,0,0,92.7,176,MOBILE,6,3,0,SIMPLIFIED,0,0,0,1121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36345.34,3.0,12115.113333333333,32618.73,17764.101552029962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,14.853333333333332,0,0,0,0,0,0,0,1,11.277582300061983,0.0,0.0,0.0,2,79028.96,79028.96,3.0,BUSINESS_OWNER_250K+,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALT00004363,TXN000046990,ACCT100000478,R006_HIGH_RISK_DEST,72,2022-05-07 04:52:10.419819,2,4,1,2,0,CUST0000051,CURRENT,ACTIVE,73406.05,INR,1,2020-05-12,68431.58,2,1,GB,SALARIED,UNKNOWN,9,0,0,0,57.9,120,MOBILE,7,2,0,ENHANCED,0,0,0,725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1198.56,1.0,1198.56,1198.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,45.84,0,0,0,0,0,0,0,0,11.203775259036513,0.0,0.0,0.0,2,73406.05,73406.05,6.2,SALARIED_UNKNOWN,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALT00004364,TXN000054247,ACCT100010267,R006_HIGH_RISK_DEST,52,2023-12-04 19:24:40.977611,2,19,0,2,0,CUST0006045,NRO,ACTIVE,590630.43,INR,1,2020-02-25,163213.06,6,2,SG,SALARIED,UNKNOWN,5,0,0,0,84.6,163,BRANCH,9,5,0,STANDARD,0,0,0,1378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21192.91,5.0,4238.582,14118.25,5626.78046080705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,23.87666666666667,0,0,1,0,0,0,0,0,13.288947463943371,0.0,0.0,0.0,1,590630.43,590630.43,5.4,SALARIED_UNKNOWN,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALT00004365,TXN000109040,ACCT100006346,R006_HIGH_RISK_DEST,57,2024-05-30 12:00:03.917436,2,12,0,2,0,CUST0003791,CURRENT,ACTIVE,1193.76,INR,2,2020-04-03,61423.15,1,1,IN,RETIRED,UNKNOWN,2,0,0,0,100.0,1,WEB,15,1,0,SIMPLIFIED,0,0,0,1518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21565.48,1.0,21565.48,21565.48,0.0,30215.53,5.0,6043.106,21565.48,8967.785442523144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,6.016666666666667,0,0,0,0,0,0,0,1,7.085700607375112,0.0,9.978895536451121,0.0,1,1193.76,0.055352565648172536,1.6,RETIRED_UNKNOWN,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALT00004367,TXN000064517,ACCT100007311,R006_HIGH_RISK_DEST,71,2022-02-14 10:16:52.180456,1,10,0,2,0,CUST0004176,SAVINGS,ACTIVE,213995.05,AED,1,2014-03-31,4762.4,1,1,IN,BUSINESS_OWNER,50K-100K,10,0,0,0,64.3,662,BRANCH,18,2,0,ENHANCED,1,0,0,2877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1,1,55.31333333333333,0,0,0,0,0,0,0,0,12.273712835889713,0.0,0.0,0.0,2,213995.05,213995.05,6.4,BUSINESS_OWNER_50K-100K,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALT00004368,TXN000053707,ACCT100009034,R006_HIGH_RISK_DEST,65,2024-02-25 03:03:31.032313,2,3,1,2,0,CUST0005554,CURRENT,ACTIVE,1826775.34,INR,2,2012-03-06,18975.6,1,1,IN,SALARIED,100K-250K,4,0,0,0,71.6,11,MOBILE,9,1,0,SIMPLIFIED,0,0,0,4373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5898.0,1.0,5898.0,5898.0,0.0,29007.449999999997,3.0,9669.15,15980.05,5499.970963332443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,23.543333333333337,0,0,0,0,0,0,0,1,14.418063408599737,0.0,8.682538124003075,0.0,1,1826775.34,309.67542634344807,2.8,SALARIED_100K-250K,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALT00004369,TXN000113763,ACCT100000629,R006_HIGH_RISK_DEST,50,2022-05-09 19:31:22.998451,1,19,0,2,0,CUST0005382,CURRENT,ACTIVE,7731.88,INR,1,2019-11-19,20058.62,1,3,GB,SALARIED,250K+,3,0,0,0,78.0,298,WEB,6,3,0,SIMPLIFIED,0,0,0,902,0.0,0.0,0.0,0.0,0.0,9586.58,2.0,4793.29,8483.8,5219.169294073531,9586.58,2.0,4793.29,8483.8,5219.169294073531,9586.58,2.0,4793.29,8483.8,5219.169294073531,0.9998956983931294,0.6666666666666666,0.0,0.0,0.9997914185416401,1.0,1.0,0.0,0.0,1.0,1.0,33.33333333333333,0.0,0.0,0,0.0,0.1299712426928154,7381.0199999999995,8483.8,1102.78,0.0,0.0,0.4779043670817294,0.0,0.0,0.0,0.0,0,1,22.766666666666666,0,0,0,0,0,0,0,0,8.953236646578377,9.168223789838875,9.168223789838875,9.046031606382865,0,1.612726806263284,0.8064475081303103,2.2,SALARIED_250K+,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALT00004371,TXN000064680,ACCT100004943,R006_HIGH_RISK_DEST,63,2023-01-17 18:22:22.035771,3,18,0,2,0,CUST0003489,SALARY,ACTIVE,1240.34,INR,2,2015-05-03,10133.68,1,4,US,BUSINESS_OWNER,50K-100K,1,0,0,0,100.0,209,MOBILE,11,5,0,SIMPLIFIED,0,0,0,2816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23807.229999999996,4.0,5951.807499999999,9036.38,2941.6459789532228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,6.4833333333333325,0,0,0,0,0,0,0,1,7.123946720283707,0.0,0.0,0.0,1,1240.34,1240.34,1.0,BUSINESS_OWNER_50K-100K,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALT00004372,TXN000102760,ACCT100007126,R006_HIGH_RISK_DEST,70,2023-08-27 12:02:20.663174,2,12,1,2,1,CUST0000987,NRO,ACTIVE,100770.68,SGD,3,2014-11-27,29464.83,7,3,IN,SALARIED,UNKNOWN,5,0,0,0,65.2,57,MOBILE,4,5,0,STANDARD,0,0,0,3195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15003.85,2.0,7501.925,13795.69,8900.727821389104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,29.869999999999997,0,0,1,0,0,0,0,1,11.52061264276394,0.0,0.0,0.0,2,100770.68,100770.68,5.8,SALARIED_UNKNOWN,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALT00004373,TXN000116159,ACCT100008579,R006_HIGH_RISK_DEST,76,2023-08-16 06:35:42.844162,1,6,0,2,0,CUST0000672,SALARY,ACTIVE,85277.4,INR,1,2020-06-25,1000.05,3,1,IN,SALARIED,0-50K,7,0,0,0,71.1,134,BRANCH,11,1,0,STANDARD,0,0,0,1147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1260.38,2.0,630.19,847.5,307.3227492392973,48893.22,5.0,9778.644,43665.01,18957.656953875656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,34.79333333333334,0,0,0,0,0,0,0,0,11.35367647749759,0.0,7.139961638705089,0.0,2,85277.4,67.60643105170527,5.4,SALARIED_0-50K,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALT00004374,TXN000004795,ACCT100003480,R006_HIGH_RISK_DEST,51,2022-02-07 13:48:43.833543,2,13,0,2,0,CUST0001584,CURRENT,ACTIVE,299773.65,INR,1,2017-11-13,194223.86,5,3,GB,SALARIED,0-50K,3,0,0,0,100.0,13,MOBILE,5,2,0,SIMPLIFIED,0,0,1,1547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,9.216666666666667,3,0,0,0,0,0,0,0,12.610786304704629,0.0,0.0,0.0,1,299773.65,299773.65,3.8,SALARIED_0-50K,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALT00004375,TXN000044682,ACCT100001207,R006_HIGH_RISK_DEST,64,2022-01-20 00:12:15.654131,1,0,0,2,0,CUST0004757,NRE,ACTIVE,10259.71,INR,1,2021-10-28,911087.18,4,1,AE,UNKNOWN,UNKNOWN,1,0,0,0,80.6,45,MOBILE,6,2,0,SIMPLIFIED,0,0,0,84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,11.510000000000002,0,0,0,0,1,0,0,0,9.236077317110224,0.0,0.0,0.0,1,10259.71,10259.71,2.2,UNKNOWN_UNKNOWN,0.0,0.0,0.0,0.0,0.0,0.0,0.0
