CASE_ID,ALERT_ID,INVESTIGATOR_ID,PRIORITY,CASE_STATUS,RESOLUTION_DAYS
CASE0000653,ALT00004318,INV_01,LOW,CLOSED_FALSE_POSITIVE,37
CASE0000654,ALT00004958,AUTO_SYS,LOW,CLOSED_FALSE_POSITIVE,19
CASE0000655,ALT00008250,AUTO_SYS,MEDIUM,CLOSED_FALSE_POSITIVE,3
CASE0000656,ALT00005709,INV_03,MEDIUM,CLOSED_FALSE_POSITIVE,11
CASE0000657,ALT00008725,INV_02,MEDIUM,OPEN,1
CASE0000658,ALT00004688,INV_04,MEDIUM,CLOSED_FALSE_POSITIVE,15
CASE0000659,ALT00009172,INV_01,MEDIUM,CLOSED_FALSE_POSITIVE,14
CASE0000660,ALT00001559,AUTO_SYS,MEDIUM,CLOSED_MONITORING,32
CASE0000661,ALT00001826,INV_03,HIGH,CLOSED_MONITORING,33
CASE0000662,ALT00006249,INV_04,MEDIUM,CLOSED_SAR_FILED,21
CASE0000663,ALT00000736,INV_01,MEDIUM,OPEN,32
CASE0000664,ALT00000004,INV_04,MEDIUM,OPEN,33
CASE0000665,ALT00000648,INV_03,HIGH,CLOSED_FALSE_POSITIVE,22
CASE0000666,ALT00001433,INV_04,MEDIUM,CLOSED_FALSE_POSITIVE,11
CASE0000667,ALT00005992,INV_02,MEDIUM,CLOSED_MONITORING,12
CASE0000668,ALT00000291,INV_01,LOW,CLOSED_FALSE_POSITIVE,11
CASE0000669,ALT00006202,INV_03,LOW,OPEN,40
CASE0000670,ALT00001517,INV_04,MEDIUM,OPEN,19
CASE0000671,ALT00008841,INV_04,LOW,CLOSED_FALSE_POSITIVE,11
CASE0000672,ALT00001254,AUTO_SYS,LOW,CLOSED_FALSE_POSITIVE,26
CASE0000673,ALT00006351,INV_02,MEDIUM,OPEN,13
CASE0000674,ALT00001150,INV_04,MEDIUM,OPEN,33
CASE0000675,ALT00005015,AUTO_SYS,LOW,CLOSED_FALSE_POSITIVE,32
CASE0000676,ALT00008608,INV_04,HIGH,CLOSED_FALSE_POSITIVE,12
CASE0000677,ALT00005628,INV_01,LOW,OPEN,33
CASE0000678,ALT00002111,AUTO_SYS,MEDIUM,OPEN,29
CASE0000679,ALT00000136,INV_01,HIGH,CLOSED_FALSE_POSITIVE,14
CASE0000680,ALT00009140,INV_02,HIGH,CLOSED_FALSE_POSITIVE,10
CASE0000681,ALT00007943,INV_01,LOW,CLOSED_FALSE_POSITIVE,32
CASE0000682,ALT00001248,INV_01,MEDIUM,CLOSED_FALSE_POSITIVE,5
CASE0000683,ALT00004903,INV_03,LOW,CLOSED_FALSE_POSITIVE,3
CASE0000684,ALT00008014,INV_02,HIGH,CLOSED_FALSE_POSITIVE,23
CASE0000685,ALT00004380,AUTO_SYS,HIGH,CLOSED_FALSE_POSITIVE,2
CASE0000686,ALT00004336,INV_03,MEDIUM,CLOSED_MONITORING,9
CASE0000687,ALT00002493,INV_01,MEDIUM,CLOSED_FALSE_POSITIVE,37
CASE0000688,ALT00008966,AUTO_SYS,HIGH,CLOSED_FALSE_POSITIVE,9
CASE0000689,ALT00004274,INV_01,MEDIUM,CLOSED_FALSE_POSITIVE,20
CASE0000690,ALT00002824,AUTO_SYS,LOW,CLOSED_SAR_FILED,34
CASE0000691,ALT00004197,INV_01,HIGH,CLOSED_FALSE_POSITIVE,42
CASE0000692,ALT00001632,INV_01,MEDIUM,CLOSED_MONITORING,39
CASE0000693,ALT00000959,INV_03,LOW,CLOSED_FALSE_POSITIVE,37
CASE0000694,ALT00006587,INV_04,LOW,CLOSED_FALSE_POSITIVE,22
CASE0000695,ALT00008319,INV_03,LOW,CLOSED_FALSE_POSITIVE,30
CASE0000696,ALT00007029,INV_02,LOW,OPEN,10
CASE0000697,ALT00006594,INV_02,MEDIUM,CLOSED_FALSE_POSITIVE,19
CASE0000698,ALT00008412,AUTO_SYS,LOW,CLOSED_FALSE_POSITIVE,19
CASE0000699,ALT00000331,AUTO_SYS,MEDIUM,OPEN,9
CASE0000700,ALT00009159,INV_01,HIGH,OPEN,9
CASE0000701,ALT00005226,AUTO_SYS,MEDIUM,OPEN,32
CASE0000702,ALT00006336,AUTO_SYS,LOW,CLOSED_FALSE_POSITIVE,30
CASE0000703,ALT00008905,INV_01,HIGH,CLOSED_FALSE_POSITIVE,22
CASE0000704,ALT00003124,AUTO_SYS,MEDIUM,CLOSED_FALSE_POSITIVE,12
CASE0000705,ALT00003888,INV_01,HIGH,CLOSED_FALSE_POSITIVE,37
CASE0000706,ALT00003502,INV_02,MEDIUM,CLOSED_SAR_FILED,32
CASE0000707,ALT00006877,AUTO_SYS,HIGH,OPEN,14
CASE0000708,ALT00000382,AUTO_SYS,LOW,OPEN,10
CASE0000709,ALT00004373,INV_03,HIGH,CLOSED_FALSE_POSITIVE,16
CASE0000710,ALT00004027,AUTO_SYS,MEDIUM,CLOSED_FALSE_POSITIVE,16
CASE0000711,ALT00009144,AUTO_SYS,HIGH,CLOSED_FALSE_POSITIVE,25
CASE0000712,ALT00000705,INV_01,MEDIUM,CLOSED_SAR_FILED,39
CASE0000713,ALT00002589,INV_03,HIGH,CLOSED_FALSE_POSITIVE,38
CASE0000714,ALT00005216,INV_03,LOW,CLOSED_FALSE_POSITIVE,30
CASE0000715,ALT00008420,INV_03,MEDIUM,CLOSED_FALSE_POSITIVE,4
CASE0000716,ALT00003920,AUTO_SYS,HIGH,CLOSED_MONITORING,42
CASE0000717,ALT00002288,INV_01,MEDIUM,OPEN,10
CASE0000718,ALT00003211,INV_02,MEDIUM,CLOSED_FALSE_POSITIVE,29
CASE0000719,ALT00002341,INV_03,MEDIUM,CLOSED_FALSE_POSITIVE,25
CASE0000720,ALT00002883,INV_03,HIGH,CLOSED_SAR_FILED,26
CASE0000721,ALT00005267,INV_03,HIGH,CLOSED_SAR_FILED,32
CASE0000722,ALT00009501,INV_01,LOW,CLOSED_FALSE_POSITIVE,8
CASE0000723,ALT00009010,INV_01,LOW,CLOSED_FALSE_POSITIVE,31
CASE0000724,ALT00003147,AUTO_SYS,MEDIUM,CLOSED_FALSE_POSITIVE,25
CASE0000725,ALT00007666,INV_04,LOW,CLOSED_FALSE_POSITIVE,13
CASE0000726,ALT00008923,INV_03,LOW,CLOSED_FALSE_POSITIVE,3
CASE0000727,ALT00002523,INV_03,MEDIUM,CLOSED_FALSE_POSITIVE,21
CASE0000728,ALT00005293,INV_03,LOW,CLOSED_FALSE_POSITIVE,34
CASE0000729,ALT00009803,INV_02,LOW,CLOSED_SAR_FILED,14
CASE0000730,ALT00010076,AUTO_SYS,LOW,CLOSED_FALSE_POSITIVE,20
CASE0000731,ALT00009323,INV_03,MEDIUM,CLOSED_FALSE_POSITIVE,4
CASE0000732,ALT00003434,INV_04,MEDIUM,CLOSED_FALSE_POSITIVE,5
CASE0000733,ALT00000795,AUTO_SYS,LOW,OPEN,14
CASE0000734,ALT00004188,INV_01,MEDIUM,CLOSED_MONITORING,6
CASE0000735,ALT00007022,INV_03,LOW,CLOSED_FALSE_POSITIVE,17
CASE0000736,ALT00008122,INV_03,HIGH,CLOSED_FALSE_POSITIVE,31
CASE0000737,ALT00002816,AUTO_SYS,MEDIUM,CLOSED_FALSE_POSITIVE,17
CASE0000738,ALT00008448,INV_02,LOW,CLOSED_FALSE_POSITIVE,9
CASE0000739,ALT00008028,INV_01,MEDIUM,CLOSED_FALSE_POSITIVE,19
CASE0000740,ALT00008359,INV_02,MEDIUM,CLOSED_FALSE_POSITIVE,34
CASE0000741,ALT00002593,INV_02,LOW,CLOSED_MONITORING,12
CASE0000742,ALT00009206,INV_04,MEDIUM,OPEN,4
CASE0000743,ALT00004741,INV_01,MEDIUM,CLOSED_FALSE_POSITIVE,27
CASE0000744,ALT00003542,AUTO_SYS,LOW,OPEN,42
CASE0000745,ALT00002778,INV_02,MEDIUM,OPEN,5
CASE0000746,ALT00008657,INV_03,LOW,CLOSED_FALSE_POSITIVE,20
CASE0000747,ALT00001077,INV_02,LOW,CLOSED_FALSE_POSITIVE,11
CASE0000748,ALT00001209,INV_02,MEDIUM,CLOSED_MONITORING,37
CASE0000749,ALT00009371,INV_01,HIGH,CLOSED_MONITORING,35
CASE0000750,ALT00009385,INV_02,LOW,OPEN,39
CASE0000751,ALT00004292,INV_04,MEDIUM,CLOSED_MONITORING,35
CASE0000752,ALT00005352,INV_01,HIGH,OPEN,21
CASE0000753,ALT00003687,INV_01,MEDIUM,OPEN,29
CASE0000754,ALT00006177,AUTO_SYS,LOW,CLOSED_FALSE_POSITIVE,19
CASE0000755,ALT00001157,INV_04,LOW,CLOSED_FALSE_POSITIVE,17
CASE0000756,ALT00000145,AUTO_SYS,LOW,CLOSED_FALSE_POSITIVE,16
CASE0000757,ALT00001191,AUTO_SYS,MEDIUM,CLOSED_SAR_FILED,31
CASE0000758,ALT00005897,AUTO_SYS,LOW,OPEN,5
CASE0000759,ALT00005793,INV_01,MEDIUM,CLOSED_FALSE_POSITIVE,28
CASE0000760,ALT00008462,INV_01,LOW,CLOSED_FALSE_POSITIVE,30
CASE0000761,ALT00005275,INV_03,HIGH,CLOSED_MONITORING,14
CASE0000762,ALT00003747,INV_03,MEDIUM,CLOSED_FALSE_POSITIVE,15
CASE0000763,ALT00006867,INV_02,HIGH,CLOSED_FALSE_POSITIVE,39
CASE0000764,ALT00008747,INV_01,HIGH,OPEN,25
CASE0000765,ALT00000759,INV_04,LOW,OPEN,24
CASE0000766,ALT00009374,INV_01,MEDIUM,CLOSED_FALSE_POSITIVE,14
CASE0000767,ALT00010121,INV_01,MEDIUM,CLOSED_FALSE_POSITIVE,37
CASE0000768,ALT00001471,INV_03,LOW,CLOSED_FALSE_POSITIVE,39
CASE0000769,ALT00008876,INV_02,MEDIUM,OPEN,20
CASE0000770,ALT00003471,AUTO_SYS,MEDIUM,CLOSED_FALSE_POSITIVE,38
CASE0000771,ALT00007540,AUTO_SYS,MEDIUM,CLOSED_FALSE_POSITIVE,22
CASE0000772,ALT00009149,INV_01,HIGH,CLOSED_FALSE_POSITIVE,29
CASE0000773,ALT00002361,AUTO_SYS,LOW,CLOSED_FALSE_POSITIVE,7
CASE0000774,ALT00003442,INV_02,MEDIUM,CLOSED_MONITORING,37
CASE0000775,ALT00006459,INV_02,LOW,CLOSED_SAR_FILED,23
CASE0000776,ALT00007019,INV_04,LOW,CLOSED_FALSE_POSITIVE,35
CASE0000777,ALT00002125,AUTO_SYS,MEDIUM,CLOSED_SAR_FILED,27
CASE0000778,ALT00002376,INV_04,MEDIUM,CLOSED_FALSE_POSITIVE,5
CASE0000779,ALT00009207,INV_03,MEDIUM,CLOSED_MONITORING,13
CASE0000780,ALT00007873,AUTO_SYS,LOW,CLOSED_FALSE_POSITIVE,44
CASE0000781,ALT00002674,INV_02,HIGH,CLOSED_FALSE_POSITIVE,40
CASE0000782,ALT00008680,INV_02,MEDIUM,CLOSED_FALSE_POSITIVE,16
CASE0000783,ALT00003283,INV_02,HIGH,CLOSED_FALSE_POSITIVE,8
CASE0000784,ALT00002407,INV_02,MEDIUM,CLOSED_FALSE_POSITIVE,19
CASE0000785,ALT00008989,AUTO_SYS,LOW,CLOSED_FALSE_POSITIVE,6
CASE0000786,ALT00003768,INV_03,MEDIUM,CLOSED_FALSE_POSITIVE,38
CASE0000787,ALT00005341,INV_02,LOW,CLOSED_FALSE_POSITIVE,26
CASE0000788,ALT00007876,INV_03,MEDIUM,CLOSED_FALSE_POSITIVE,18
CASE0000789,ALT00009660,AUTO_SYS,MEDIUM,OPEN,1
CASE0000790,ALT00004367,AUTO_SYS,MEDIUM,CLOSED_SAR_FILED,19
CASE0000791,ALT00000001,INV_01,LOW,CLOSED_FALSE_POSITIVE,30
CASE0000792,ALT00010119,INV_02,MEDIUM,CLOSED_SAR_FILED,17
CASE0000793,ALT00001176,INV_01,MEDIUM,CLOSED_FALSE_POSITIVE,12
CASE0000794,ALT00000544,INV_02,LOW,OPEN,4
CASE0000795,ALT00004956,INV_04,LOW,CLOSED_FALSE_POSITIVE,14
CASE0000796,ALT00000350,AUTO_SYS,MEDIUM,CLOSED_FALSE_POSITIVE,38
CASE0000797,ALT00002261,INV_02,MEDIUM,CLOSED_FALSE_POSITIVE,1
CASE0000798,ALT00001607,INV_02,MEDIUM,CLOSED_FALSE_POSITIVE,19
CASE0000799,ALT00003694,INV_02,LOW,CLOSED_FALSE_POSITIVE,19
CASE0000800,ALT00008168,AUTO_SYS,MEDIUM,OPEN,23
CASE0000801,ALT00006113,INV_02,HIGH,OPEN,36
CASE0000802,ALT00000458,INV_01,MEDIUM,CLOSED_FALSE_POSITIVE,12
CASE0000803,ALT00004128,INV_01,LOW,CLOSED_FALSE_POSITIVE,16
CASE0000804,ALT00002292,AUTO_SYS,LOW,CLOSED_FALSE_POSITIVE,38
CASE0000805,ALT00003835,AUTO_SYS,HIGH,OPEN,25
CASE0000806,ALT00007663,INV_04,HIGH,CLOSED_FALSE_POSITIVE,37
CASE0000807,ALT00006102,INV_01,HIGH,OPEN,14
CASE0000808,ALT00005571,INV_02,MEDIUM,CLOSED_FALSE_POSITIVE,24
CASE0000809,ALT00009944,INV_03,HIGH,OPEN,37
CASE0000810,ALT00000132,INV_04,LOW,CLOSED_FALSE_POSITIVE,41
CASE0000811,ALT00009934,INV_02,MEDIUM,OPEN,42
CASE0000812,ALT00008651,INV_02,MEDIUM,OPEN,3
CASE0000813,ALT00009268,INV_01,HIGH,CLOSED_FALSE_POSITIVE,25
CASE0000814,ALT00005406,INV_04,MEDIUM,CLOSED_FALSE_POSITIVE,14
CASE0000815,ALT00004129,INV_04,LOW,OPEN,9
CASE0000816,ALT00009543,INV_01,LOW,CLOSED_SAR_FILED,25
CASE0000817,ALT00007077,INV_03,MEDIUM,CLOSED_FALSE_POSITIVE,5
CASE0000818,ALT00003785,INV_03,MEDIUM,OPEN,37
CASE0000819,ALT00008721,INV_02,MEDIUM,CLOSED_FALSE_POSITIVE,43
CASE0000820,ALT00008567,INV_02,LOW,CLOSED_SAR_FILED,36
CASE0000821,ALT00007179,INV_03,MEDIUM,CLOSED_SAR_FILED,26
CASE0000822,ALT00001091,INV_01,HIGH,CLOSED_FALSE_POSITIVE,42
CASE0000823,ALT00008482,AUTO_SYS,MEDIUM,OPEN,16
CASE0000824,ALT00004255,INV_03,LOW,CLOSED_FALSE_POSITIVE,3
CASE0000825,ALT00000593,AUTO_SYS,LOW,CLOSED_FALSE_POSITIVE,16
CASE0000826,ALT00007054,INV_04,MEDIUM,CLOSED_FALSE_POSITIVE,6
CASE0000827,ALT00001733,AUTO_SYS,HIGH,CLOSED_FALSE_POSITIVE,37
CASE0000828,ALT00002890,INV_04,HIGH,CLOSED_FALSE_POSITIVE,1
CASE0000829,ALT00000851,AUTO_SYS,HIGH,CLOSED_FALSE_POSITIVE,13
CASE0000830,ALT00006665,INV_01,MEDIUM,CLOSED_FALSE_POSITIVE,11
CASE0000831,ALT00001057,INV_01,MEDIUM,CLOSED_FALSE_POSITIVE,12
CASE0000832,ALT00000796,INV_01,MEDIUM,CLOSED_SAR_FILED,18
CASE0000833,ALT00005448,INV_01,MEDIUM,CLOSED_FALSE_POSITIVE,9
CASE0000834,ALT00004360,AUTO_SYS,MEDIUM,CLOSED_MONITORING,20
CASE0000835,ALT00005981,INV_04,LOW,CLOSED_FALSE_POSITIVE,44
CASE0000836,ALT00009005,AUTO_SYS,HIGH,CLOSED_FALSE_POSITIVE,13
CASE0000837,ALT00004904,AUTO_SYS,MEDIUM,CLOSED_FALSE_POSITIVE,15
CASE0000838,ALT00003065,INV_02,LOW,CLOSED_MONITORING,35
CASE0000839,ALT00007356,INV_03,LOW,CLOSED_FALSE_POSITIVE,22
CASE0000840,ALT00005945,AUTO_SYS,MEDIUM,OPEN,8
CASE0000841,ALT00008120,INV_02,MEDIUM,CLOSED_FALSE_POSITIVE,32
CASE0000842,ALT00004907,INV_03,MEDIUM,CLOSED_FALSE_POSITIVE,5
CASE0000843,ALT00005653,INV_02,LOW,OPEN,6
CASE0000844,ALT00007229,AUTO_SYS,MEDIUM,CLOSED_FALSE_POSITIVE,17
CASE0000845,ALT00008741,AUTO_SYS,MEDIUM,CLOSED_FALSE_POSITIVE,33
CASE0000846,ALT00005840,INV_02,LOW,CLOSED_FALSE_POSITIVE,12
CASE0000847,ALT00004526,INV_02,LOW,CLOSED_FALSE_POSITIVE,6
CASE0000848,ALT00010068,INV_04,HIGH,CLOSED_FALSE_POSITIVE,11
CASE0000849,ALT00006108,AUTO_SYS,LOW,CLOSED_SAR_FILED,26
CASE0000850,ALT00000266,INV_01,LOW,CLOSED_FALSE_POSITIVE,9
CASE0000851,ALT00005145,AUTO_SYS,MEDIUM,OPEN,18
CASE0000852,ALT00010022,INV_03,LOW,CLOSED_FALSE_POSITIVE,30
CASE0000853,ALT00002860,INV_02,HIGH,CLOSED_FALSE_POSITIVE,42
CASE0000854,ALT00003101,INV_01,HIGH,CLOSED_FALSE_POSITIVE,24
CASE0000855,ALT00006150,INV_03,MEDIUM,CLOSED_SAR_FILED,26
CASE0000856,ALT00005131,INV_03,LOW,OPEN,14
CASE0000857,ALT00008686,INV_01,LOW,CLOSED_SAR_FILED,24
CASE0000858,ALT00010055,INV_01,MEDIUM,CLOSED_SAR_FILED,35
CASE0000859,ALT00007946,INV_02,HIGH,CLOSED_FALSE_POSITIVE,20
CASE0000860,ALT00007835,INV_01,HIGH,OPEN,8
CASE0000861,ALT00000317,INV_01,LOW,CLOSED_FALSE_POSITIVE,26
CASE0000862,ALT00006793,AUTO_SYS,HIGH,CLOSED_FALSE_POSITIVE,17
CASE0000863,ALT00001784,INV_01,MEDIUM,CLOSED_FALSE_POSITIVE,11
CASE0000864,ALT00006812,INV_01,MEDIUM,CLOSED_SAR_FILED,15
CASE0000865,ALT00004588,INV_01,LOW,OPEN,18
CASE0000866,ALT00006121,AUTO_SYS,LOW,CLOSED_FALSE_POSITIVE,14
CASE0000867,ALT00005895,INV_02,MEDIUM,CLOSED_MONITORING,35
CASE0000868,ALT00009698,INV_04,LOW,CLOSED_SAR_FILED,1
CASE0000869,ALT00004606,INV_03,MEDIUM,CLOSED_SAR_FILED,14
CASE0000870,ALT00004953,INV_01,MEDIUM,CLOSED_FALSE_POSITIVE,17
CASE0000871,ALT00002237,INV_02,LOW,OPEN,21
CASE0000872,ALT00007173,AUTO_SYS,LOW,CLOSED_FALSE_POSITIVE,8
CASE0000873,ALT00004844,INV_04,MEDIUM,CLOSED_FALSE_POSITIVE,31
CASE0000874,ALT00003678,INV_01,MEDIUM,CLOSED_FALSE_POSITIVE,39
CASE0000875,ALT00002699,INV_04,MEDIUM,CLOSED_FALSE_POSITIVE,7
CASE0000876,ALT00002338,INV_02,LOW,CLOSED_FALSE_POSITIVE,15
CASE0000877,ALT00000104,INV_03,LOW,OPEN,24
CASE0000878,ALT00006872,INV_02,LOW,OPEN,42
CASE0000879,ALT00001898,INV_02,MEDIUM,CLOSED_FALSE_POSITIVE,1
CASE0000880,ALT00003762,AUTO_SYS,MEDIUM,CLOSED_FALSE_POSITIVE,22
CASE0000881,ALT00007334,AUTO_SYS,MEDIUM,CLOSED_FALSE_POSITIVE,4
CASE0000882,ALT00006635,AUTO_SYS,HIGH,CLOSED_SAR_FILED,40
CASE0000883,ALT00009013,INV_02,LOW,CLOSED_FALSE_POSITIVE,34
CASE0000884,ALT00009624,INV_01,LOW,CLOSED_FALSE_POSITIVE,20
CASE0000885,ALT00005460,INV_02,HIGH,CLOSED_MONITORING,37
CASE0000886,ALT00001719,AUTO_SYS,HIGH,CLOSED_FALSE_POSITIVE,9
CASE0000887,ALT00005618,INV_01,LOW,CLOSED_FALSE_POSITIVE,29
CASE0000888,ALT00007503,INV_04,LOW,CLOSED_FALSE_POSITIVE,10
CASE0000889,ALT00007101,INV_02,LOW,CLOSED_FALSE_POSITIVE,21
CASE0000890,ALT00009344,INV_03,LOW,OPEN,18
CASE0000891,ALT00005322,INV_03,LOW,CLOSED_FALSE_POSITIVE,8
CASE0000892,ALT00004293,INV_03,MEDIUM,CLOSED_MONITORING,30
CASE0000893,ALT00004289,INV_03,MEDIUM,CLOSED_FALSE_POSITIVE,21
CASE0000894,ALT00002803,INV_01,LOW,CLOSED_FALSE_POSITIVE,17
CASE0000895,ALT00006475,INV_04,LOW,CLOSED_FALSE_POSITIVE,41
CASE0000896,ALT00008026,INV_02,LOW,CLOSED_FALSE_POSITIVE,40
CASE0000897,ALT00008266,AUTO_SYS,MEDIUM,CLOSED_FALSE_POSITIVE,35
CASE0000898,ALT00008785,INV_02,MEDIUM,OPEN,36
CASE0000899,ALT00000287,INV_01,MEDIUM,CLOSED_SAR_FILED,2
CASE0000900,ALT00001200,AUTO_SYS,MEDIUM,CLOSED_SAR_FILED,12
CASE0000901,ALT00004327,INV_03,LOW,CLOSED_MONITORING,40
CASE0000902,ALT00005429,AUTO_SYS,LOW,CLOSED_FALSE_POSITIVE,37
CASE0000903,ALT00009769,INV_03,MEDIUM,OPEN,14
CASE0000904,ALT00004609,INV_01,MEDIUM,CLOSED_FALSE_POSITIVE,10
CASE0000905,ALT00005118,AUTO_SYS,LOW,CLOSED_FALSE_POSITIVE,22
CASE0000906,ALT00005454,INV_04,HIGH,CLOSED_FALSE_POSITIVE,24
CASE0000907,ALT00001922,AUTO_SYS,HIGH,CLOSED_SAR_FILED,27
CASE0000908,ALT00000009,AUTO_SYS,HIGH,CLOSED_FALSE_POSITIVE,30
CASE0000909,ALT00005538,INV_01,MEDIUM,OPEN,34
CASE0000910,ALT00008426,AUTO_SYS,LOW,OPEN,21
CASE0000911,ALT00002413,INV_04,MEDIUM,CLOSED_FALSE_POSITIVE,16
CASE0000912,ALT00008730,AUTO_SYS,HIGH,CLOSED_FALSE_POSITIVE,44
CASE0000913,ALT00002185,INV_04,HIGH,CLOSED_FALSE_POSITIVE,32
CASE0000914,ALT00006691,INV_03,LOW,CLOSED_FALSE_POSITIVE,36
CASE0000915,ALT00003252,INV_01,LOW,OPEN,12
CASE0000916,ALT00000568,INV_01,LOW,CLOSED_FALSE_POSITIVE,40
CASE0000917,ALT00003843,INV_03,MEDIUM,CLOSED_FALSE_POSITIVE,15
CASE0000918,ALT00007558,INV_03,LOW,CLOSED_FALSE_POSITIVE,23
CASE0000919,ALT00009182,AUTO_SYS,HIGH,OPEN,37
CASE0000920,ALT00001863,INV_02,HIGH,CLOSED_SAR_FILED,8
CASE0000921,ALT00008702,INV_03,LOW,CLOSED_SAR_FILED,24
CASE0000922,ALT00005936,INV_02,MEDIUM,CLOSED_FALSE_POSITIVE,43
CASE0000923,ALT00008392,INV_03,MEDIUM,CLOSED_SAR_FILED,4
CASE0000924,ALT00007839,AUTO_SYS,MEDIUM,CLOSED_FALSE_POSITIVE,38
CASE0000925,ALT00004695,INV_02,HIGH,CLOSED_MONITORING,5
CASE0000926,ALT00000783,INV_01,MEDIUM,CLOSED_SAR_FILED,19
CASE0000927,ALT00005624,INV_02,LOW,CLOSED_FALSE_POSITIVE,13
CASE0000928,ALT00008286,INV_01,MEDIUM,CLOSED_FALSE_POSITIVE,42
CASE0000929,ALT00009737,INV_02,LOW,CLOSED_SAR_FILED,12
CASE0000930,ALT00003185,INV_01,MEDIUM,CLOSED_FALSE_POSITIVE,20
CASE0000931,ALT00001181,INV_04,LOW,CLOSED_FALSE_POSITIVE,34
CASE0000932,ALT00007877,AUTO_SYS,HIGH,CLOSED_MONITORING,9
CASE0000933,ALT00001618,INV_01,HIGH,CLOSED_FALSE_POSITIVE,3
CASE0000934,ALT00002418,INV_04,MEDIUM,CLOSED_FALSE_POSITIVE,18
CASE0000935,ALT00006525,AUTO_SYS,MEDIUM,CLOSED_FALSE_POSITIVE,29
CASE0000936,ALT00006608,INV_04,MEDIUM,CLOSED_FALSE_POSITIVE,26
CASE0000937,ALT00006811,AUTO_SYS,HIGH,OPEN,14
CASE0000938,ALT00003884,INV_03,MEDIUM,CLOSED_SAR_FILED,26
CASE0000939,ALT00008406,AUTO_SYS,LOW,CLOSED_FALSE_POSITIVE,44
CASE0000940,ALT00003035,INV_01,LOW,CLOSED_SAR_FILED,36
CASE0000941,ALT00005581,AUTO_SYS,LOW,CLOSED_FALSE_POSITIVE,28
CASE0000942,ALT00003657,INV_04,LOW,CLOSED_FALSE_POSITIVE,34
CASE0000943,ALT00009540,AUTO_SYS,MEDIUM,CLOSED_FALSE_POSITIVE,44
CASE0000944,ALT00000765,INV_04,HIGH,CLOSED_FALSE_POSITIVE,26
CASE0000945,ALT00005184,INV_03,HIGH,CLOSED_FALSE_POSITIVE,10
CASE0000946,ALT00001156,INV_01,HIGH,CLOSED_FALSE_POSITIVE,4
CASE0000947,ALT00006197,INV_04,MEDIUM,CLOSED_FALSE_POSITIVE,34
CASE0000948,ALT00009345,INV_02,MEDIUM,CLOSED_FALSE_POSITIVE,12
CASE0000949,ALT00000037,INV_04,MEDIUM,CLOSED_FALSE_POSITIVE,28
CASE0000950,ALT00004630,INV_04,LOW,CLOSED_MONITORING,44
CASE0000951,ALT00002834,AUTO_SYS,MEDIUM,CLOSED_FALSE_POSITIVE,23
CASE0000952,ALT00010156,INV_03,LOW,CLOSED_SAR_FILED,7
CASE0000953,ALT00001924,INV_01,MEDIUM,CLOSED_MONITORING,4
CASE0000954,ALT00005675,INV_03,HIGH,CLOSED_SAR_FILED,2
CASE0000955,ALT00001113,INV_04,HIGH,CLOSED_FALSE_POSITIVE,35
CASE0000956,ALT00003273,INV_02,LOW,CLOSED_FALSE_POSITIVE,3
CASE0000957,ALT00004024,INV_03,MEDIUM,CLOSED_SAR_FILED,32
CASE0000958,ALT00009264,INV_02,LOW,CLOSED_FALSE_POSITIVE,43
CASE0000959,ALT00008837,AUTO_SYS,LOW,CLOSED_FALSE_POSITIVE,25
CASE0000960,ALT00004122,INV_04,LOW,CLOSED_FALSE_POSITIVE,29
CASE0000961,ALT00000578,INV_01,MEDIUM,CLOSED_FALSE_POSITIVE,25
CASE0000962,ALT00002040,INV_01,LOW,CLOSED_FALSE_POSITIVE,25
CASE0000963,ALT00004478,INV_04,MEDIUM,OPEN,24
CASE0000964,ALT00005493,INV_04,LOW,CLOSED_FALSE_POSITIVE,35
CASE0000965,ALT00001624,AUTO_SYS,MEDIUM,CLOSED_FALSE_POSITIVE,27
CASE0000966,ALT00002070,INV_02,LOW,CLOSED_FALSE_POSITIVE,41
CASE0000967,ALT00001692,INV_02,MEDIUM,CLOSED_SAR_FILED,27
CASE0000968,ALT00006455,AUTO_SYS,MEDIUM,CLOSED_SAR_FILED,4
CASE0000969,ALT00002616,AUTO_SYS,LOW,CLOSED_FALSE_POSITIVE,29
CASE0000970,ALT00006940,INV_01,HIGH,CLOSED_FALSE_POSITIVE,42
CASE0000971,ALT00003650,INV_02,MEDIUM,OPEN,32
CASE0000972,ALT00001189,INV_04,LOW,OPEN,10
CASE0000973,ALT00000211,INV_03,LOW,OPEN,1
CASE0000974,ALT00003430,INV_01,HIGH,CLOSED_FALSE_POSITIVE,29
CASE0000975,ALT00006335,INV_02,HIGH,CLOSED_SAR_FILED,21
CASE0000976,ALT00002612,INV_02,LOW,CLOSED_FALSE_POSITIVE,1
CASE0000977,ALT00002885,INV_03,LOW,CLOSED_FALSE_POSITIVE,40
CASE0000978,ALT00008403,INV_03,MEDIUM,CLOSED_MONITORING,33
CASE0000979,ALT00002276,INV_01,LOW,CLOSED_FALSE_POSITIVE,12
CASE0000980,ALT00009724,INV_02,LOW,CLOSED_FALSE_POSITIVE,28
CASE0000981,ALT00007810,INV_01,LOW,CLOSED_SAR_FILED,28
CASE0000982,ALT00001804,INV_01,LOW,CLOSED_MONITORING,30
CASE0000983,ALT00000638,INV_04,HIGH,CLOSED_MONITORING,5
