ALERT_ID,TRANSACTION_ID,ACCOUNT_ID,RULE_TRIGGERED,RISK_SCORE,ALERT_DATE,IS_TRUE_POS
ALT00005180,TXN000116780,ACCT100003837,R005_SIGNAL,88,2023-02-04 03:53:45.137442,1
ALT00005181,TXN000116781,ACCT100011899,R003_SIGNAL,90,2024-05-21 17:58:13.709976,1
ALT00005182,TXN000116782,ACCT100000158,R003_SIGNAL,86,2023-04-12 21:27:50.033720,1
ALT00005183,TXN000116783,ACCT100010072,R005_SIGNAL,83,2024-01-23 01:14:52.525708,1
ALT00005184,TXN000116784,ACCT100002096,R003_SIGNAL,94,2023-07-22 01:56:36.388966,1
ALT00005185,TXN000116785,ACCT100005882,R004_SIGNAL,87,2024-04-01 12:29:49.029763,1
ALT00005186,TXN000116786,ACCT100007779,R004_SIGNAL,76,2022-10-02 11:11:58.238295,1
ALT00005187,TXN000116787,ACCT100010972,R002_SIGNAL,83,2023-11-13 14:58:32.725851,1
ALT00005188,TXN000116788,ACCT100007846,R004_SIGNAL,82,2022-07-11 11:23:28.435329,1
ALT00005189,TXN000116789,ACCT100007072,R005_SIGNAL,92,2024-04-25 12:09:09.155742,1
ALT00005190,TXN000116790,ACCT100006201,R002_SIGNAL,80,2023-01-05 18:03:03.405799,1
ALT00005191,TXN000116791,ACCT100009844,R004_SIGNAL,87,2023-02-26 19:31:33.068491,1
ALT00005192,TXN000116792,ACCT100010155,R003_SIGNAL,78,2024-06-07 07:55:14.926476,1
ALT00005193,TXN000116793,ACCT100009120,R002_SIGNAL,63,2022-06-23 13:55:10.941837,1
ALT00005194,TXN000116794,ACCT100008955,R003_SIGNAL,97,2022-05-24 09:25:19.249873,1
ALT00005195,TXN000116795,ACCT100008958,R005_SIGNAL,73,2023-10-04 12:43:17.201346,1
ALT00005196,TXN000116796,ACCT100009110,R004_SIGNAL,72,2022-02-02 23:25:05.675911,1
ALT00005197,TXN000116797,ACCT100007290,R003_SIGNAL,76,2022-08-25 22:50:57.306043,1
ALT00005198,TXN000116798,ACCT100000927,R003_SIGNAL,93,2024-02-28 21:00:06.188214,1
ALT00005199,TXN000116799,ACCT100010594,R002_SIGNAL,66,2023-09-19 15:04:17.817343,1
ALT00005200,TXN000116800,ACCT100005413,R003_SIGNAL,80,2024-01-28 09:42:39.342647,1
ALT00005201,TXN000116801,ACCT100009127,R003_SIGNAL,83,2023-03-18 22:31:17.829198,1
ALT00005202,TXN000116802,ACCT100003246,R005_SIGNAL,82,2023-02-07 17:12:34.527082,1
ALT00005203,TXN000116803,ACCT100001623,R002_SIGNAL,64,2022-08-04 03:02:13.712044,1
ALT00005204,TXN000116804,ACCT100010755,R004_SIGNAL,68,2023-09-24 12:07:39.597888,1
ALT00005205,TXN000116805,ACCT100001304,R005_SIGNAL,93,2023-06-21 21:37:16.040591,1
ALT00005206,TXN000116806,ACCT100005010,R003_SIGNAL,85,2022-11-01 17:07:58.964732,1
ALT00005207,TXN000116807,ACCT100009173,R004_SIGNAL,79,2024-04-23 08:55:51.503544,1
ALT00005208,TXN000116808,ACCT100003860,R004_SIGNAL,71,2023-09-08 00:11:25.681455,1
ALT00005209,TXN000116809,ACCT100008510,R005_SIGNAL,94,2023-11-29 20:02:46.202527,1
ALT00005210,TXN000116810,ACCT100008835,R004_SIGNAL,70,2023-09-24 01:13:31.399157,1
ALT00005211,TXN000116811,ACCT100004769,R002_SIGNAL,70,2022-08-26 05:38:55.899964,1
ALT00005212,TXN000116812,ACCT100004468,R004_SIGNAL,82,2022-11-10 00:14:44.381410,1
ALT00005213,TXN000116813,ACCT100007538,R004_SIGNAL,65,2024-01-24 14:13:15.258954,1
ALT00005214,TXN000116814,ACCT100010054,R004_SIGNAL,79,2022-08-12 19:43:28.645190,1
ALT00005215,TXN000116815,ACCT100000508,R005_SIGNAL,91,2022-07-28 01:28:09.050008,1
ALT00005216,TXN000116816,ACCT100010686,R002_SIGNAL,68,2023-08-13 04:04:50.869236,1
ALT00005217,TXN000116817,ACCT100003136,R005_SIGNAL,86,2023-06-09 11:31:39.465003,1
ALT00005218,TXN000116818,ACCT100007404,R004_SIGNAL,83,2024-02-02 23:37:12.738693,1
ALT00005219,TXN000116819,ACCT100007904,R003_SIGNAL,93,2022-03-03 01:57:07.263338,1
ALT00005220,TXN000116820,ACCT100003711,R005_SIGNAL,76,2023-11-29 11:09:42.499226,1
ALT00005221,TXN000116821,ACCT100002128,R003_SIGNAL,81,2022-10-04 01:48:10.694475,1
ALT00005222,TXN000116822,ACCT100006497,R004_SIGNAL,74,2022-11-30 16:04:13.878043,1
ALT00005223,TXN000116823,ACCT100006458,R004_SIGNAL,86,2022-09-28 12:21:50.789160,1
ALT00005224,TXN000116824,ACCT100001785,R002_SIGNAL,62,2023-08-18 15:51:15.427735,1
ALT00005225,TXN000116825,ACCT100008701,R002_SIGNAL,66,2023-07-15 22:36:11.820683,1
ALT00005226,TXN000116826,ACCT100002669,R002_SIGNAL,63,2024-01-20 14:06:29.326356,1
ALT00005227,TXN000116827,ACCT100008596,R004_SIGNAL,69,2023-01-24 08:58:50.266579,1
ALT00005228,TXN000116828,ACCT100001466,R003_SIGNAL,86,2023-12-17 17:06:25.972765,1
ALT00005229,TXN000116829,ACCT100010441,R002_SIGNAL,84,2023-02-20 13:44:43.468117,1
ALT00005230,TXN000116830,ACCT100010677,R005_SIGNAL,89,2024-01-09 15:11:46.345809,1
ALT00005231,TXN000116831,ACCT100007142,R003_SIGNAL,88,2024-05-05 02:34:37.373164,1
ALT00005232,TXN000116832,ACCT100005251,R004_SIGNAL,74,2023-02-12 21:33:00.851502,1
ALT00005233,TXN000116833,ACCT100011983,R004_SIGNAL,88,2023-01-13 12:50:08.822016,1
ALT00005234,TXN000116834,ACCT100010461,R005_SIGNAL,85,2023-01-07 15:14:03.381011,1
ALT00005235,TXN000116835,ACCT100007037,R004_SIGNAL,81,2023-11-13 05:12:40.043337,1
ALT00005236,TXN000116836,ACCT100007455,R004_SIGNAL,66,2023-09-08 07:19:43.276300,1
ALT00005237,TXN000116837,ACCT100009857,R003_SIGNAL,99,2022-04-15 07:56:43.349127,1
ALT00005238,TXN000116838,ACCT100005618,R004_SIGNAL,81,2023-07-28 13:21:40.876376,1
ALT00005239,TXN000116839,ACCT100011364,R002_SIGNAL,81,2024-06-20 15:41:36.039047,1
ALT00005240,TXN000116840,ACCT100004012,R005_SIGNAL,71,2023-11-05 04:53:19.225170,1
ALT00005241,TXN000116841,ACCT100005199,R002_SIGNAL,68,2022-01-17 19:31:33.208903,1
ALT00005242,TXN000116842,ACCT100004415,R004_SIGNAL,65,2023-01-16 11:53:29.889872,1
ALT00005243,TXN000116843,ACCT100001781,R002_SIGNAL,67,2022-03-29 04:37:59.630264,1
ALT00005244,TXN000116844,ACCT100000018,R005_SIGNAL,70,2022-07-31 09:12:24.559716,1
ALT00005245,TXN000116845,ACCT100002093,R004_SIGNAL,67,2023-05-14 08:41:53.713693,1
ALT00005246,TXN000116846,ACCT100001761,R003_SIGNAL,78,2023-06-08 19:36:09.679641,1
ALT00005247,TXN000116847,ACCT100011216,R002_SIGNAL,68,2022-06-22 03:11:14.882227,1
ALT00005248,TXN000116848,ACCT100002607,R003_SIGNAL,80,2024-03-12 14:49:30.695703,1
ALT00005249,TXN000116849,ACCT100002420,R004_SIGNAL,79,2024-03-20 01:42:04.453955,1
ALT00005250,TXN000116850,ACCT100008952,R004_SIGNAL,69,2023-09-22 21:42:05.033557,1
ALT00005251,TXN000116851,ACCT100001174,R004_SIGNAL,65,2022-01-27 20:38:45.633067,1
ALT00005252,TXN000116852,ACCT100003061,R005_SIGNAL,75,2023-12-17 07:53:03.587463,1
ALT00005253,TXN000116853,ACCT100003970,R003_SIGNAL,78,2023-07-05 05:50:02.861114,1
ALT00005254,TXN000116854,ACCT100011148,R004_SIGNAL,84,2023-04-22 02:46:51.137257,1
ALT00005255,TXN000116855,ACCT100006874,R004_SIGNAL,74,2022-05-24 08:37:49.076136,1
ALT00005256,TXN000116856,ACCT100001629,R003_SIGNAL,81,2024-05-05 16:43:06.477803,1
ALT00005257,TXN000116857,ACCT100009499,R005_SIGNAL,75,2023-05-19 00:34:08.288351,1
ALT00005258,TXN000116858,ACCT100009592,R003_SIGNAL,95,2024-04-10 02:42:36.431531,1
ALT00005259,TXN000116859,ACCT100004119,R005_SIGNAL,75,2023-03-14 06:56:58.030788,1
ALT00005260,TXN000116860,ACCT100004406,R004_SIGNAL,84,2022-01-12 20:54:12.039618,1
ALT00005261,TXN000116861,ACCT100001108,R002_SIGNAL,63,2022-06-14 18:38:10.530819,1
ALT00005262,TXN000116862,ACCT100010132,R002_SIGNAL,65,2024-01-04 18:44:26.063905,1
ALT00005263,TXN000116863,ACCT100004499,R005_SIGNAL,75,2023-03-17 09:24:24.302905,1
ALT00005264,TXN000116864,ACCT100006008,R003_SIGNAL,80,2022-05-04 03:32:03.806686,1
ALT00005265,TXN000116865,ACCT100001233,R003_SIGNAL,99,2023-11-02 23:04:02.174643,1
ALT00005266,TXN000116866,ACCT100009319,R004_SIGNAL,65,2024-05-01 16:34:23.927816,1
ALT00005267,TXN000116867,ACCT100003454,R005_SIGNAL,90,2024-05-14 21:42:11.799958,1
ALT00005268,TXN000116868,ACCT100002299,R003_SIGNAL,77,2022-07-13 08:50:50.260279,1
ALT00005269,TXN000116869,ACCT100001896,R004_SIGNAL,77,2022-02-04 17:49:19.106685,1
ALT00005270,TXN000116870,ACCT100008657,R003_SIGNAL,92,2023-04-30 07:38:53.753199,1
ALT00005271,TXN000116871,ACCT100000983,R002_SIGNAL,75,2023-02-23 06:27:17.727181,1
ALT00005272,TXN000116872,ACCT100010737,R002_SIGNAL,78,2022-03-28 13:45:14.268391,1
ALT00005273,TXN000116873,ACCT100010319,R005_SIGNAL,78,2022-12-04 09:38:53.678970,1
ALT00005274,TXN000116874,ACCT100006529,R003_SIGNAL,96,2023-07-27 12:02:11.288847,1
ALT00005275,TXN000116875,ACCT100000340,R005_SIGNAL,74,2024-01-16 12:10:44.722288,1
ALT00005276,TXN000116876,ACCT100011735,R005_SIGNAL,92,2024-02-17 04:17:26.087963,1
ALT00005277,TXN000116877,ACCT100003172,R004_SIGNAL,72,2022-08-30 00:25:49.341297,1
ALT00005278,TXN000116878,ACCT100000385,R005_SIGNAL,90,2022-05-21 05:11:34.084692,1
ALT00005279,TXN000116879,ACCT100007114,R005_SIGNAL,83,2024-01-04 07:17:01.081191,1
ALT00005280,TXN000116880,ACCT100007719,R003_SIGNAL,84,2024-02-17 18:54:16.287623,1
ALT00005281,TXN000116881,ACCT100002685,R004_SIGNAL,71,2022-03-23 17:53:11.358452,1
ALT00005282,TXN000116882,ACCT100000868,R003_SIGNAL,97,2023-12-15 02:28:27.553568,1
ALT00005283,TXN000116883,ACCT100001759,R005_SIGNAL,89,2022-06-01 11:14:35.099928,1
ALT00005284,TXN000116884,ACCT100011165,R003_SIGNAL,98,2024-01-26 03:45:55.260711,1
ALT00005285,TXN000116885,ACCT100008463,R003_SIGNAL,87,2022-04-07 07:05:22.184621,1
ALT00005286,TXN000116886,ACCT100002109,R005_SIGNAL,80,2022-03-19 15:51:09.261077,1
ALT00005287,TXN000116887,ACCT100007406,R005_SIGNAL,91,2023-11-28 18:14:04.796052,1
ALT00005288,TXN000116888,ACCT100001653,R005_SIGNAL,90,2022-09-22 22:35:36.672544,1
ALT00005289,TXN000116889,ACCT100010417,R004_SIGNAL,87,2023-03-02 02:02:19.023302,1
ALT00005290,TXN000116890,ACCT100009551,R005_SIGNAL,73,2024-01-31 07:39:11.929056,1
ALT00005291,TXN000116891,ACCT100006358,R004_SIGNAL,78,2023-07-25 17:32:34.455992,1
ALT00005292,TXN000116892,ACCT100001636,R005_SIGNAL,88,2022-08-30 10:48:03.050996,1
ALT00005293,TXN000116893,ACCT100005754,R005_SIGNAL,81,2023-08-10 19:20:21.329060,1
ALT00005294,TXN000116894,ACCT100010658,R003_SIGNAL,85,2022-10-07 15:18:07.935044,1
ALT00005295,TXN000116895,ACCT100010464,R002_SIGNAL,81,2024-05-28 15:51:08.171338,1
ALT00005296,TXN000116896,ACCT100006448,R004_SIGNAL,71,2022-04-25 12:24:39.352959,1
ALT00005297,TXN000116897,ACCT100001427,R003_SIGNAL,83,2022-10-20 08:26:29.407062,1
ALT00005298,TXN000116898,ACCT100008768,R003_SIGNAL,96,2022-02-22 19:47:09.225454,1
ALT00005299,TXN000116899,ACCT100003356,R003_SIGNAL,88,2023-01-07 03:39:42.156595,1
ALT00005300,TXN000116900,ACCT100004830,R003_SIGNAL,97,2024-04-01 19:42:14.613834,1
ALT00005301,TXN000116901,ACCT100008041,R003_SIGNAL,90,2023-11-10 20:49:21.668415,1
ALT00005302,TXN000116902,ACCT100009875,R004_SIGNAL,68,2023-08-07 07:05:27.938555,1
ALT00005303,TXN000116903,ACCT100009564,R005_SIGNAL,89,2024-02-13 00:22:47.679876,1
ALT00005304,TXN000116904,ACCT100004339,R004_SIGNAL,73,2023-04-25 09:07:55.877746,1
ALT00005305,TXN000116905,ACCT100005532,R003_SIGNAL,81,2023-04-20 19:44:02.942516,1
ALT00005306,TXN000116906,ACCT100004197,R005_SIGNAL,90,2023-12-28 11:39:56.014097,1
ALT00005307,TXN000116907,ACCT100002115,R005_SIGNAL,82,2022-10-04 08:28:05.232516,1
ALT00005308,TXN000116908,ACCT100009712,R002_SIGNAL,61,2022-06-12 03:19:54.795119,1
ALT00005309,TXN000116909,ACCT100010306,R004_SIGNAL,77,2023-05-20 02:57:59.085996,1
ALT00005310,TXN000116910,ACCT100010251,R004_SIGNAL,79,2022-01-21 23:03:52.727917,1
ALT00005311,TXN000116911,ACCT100006816,R002_SIGNAL,77,2023-01-18 04:05:56.672387,1
ALT00005312,TXN000116912,ACCT100007139,R003_SIGNAL,82,2022-02-12 07:51:37.974572,1
ALT00005313,TXN000116913,ACCT100002892,R004_SIGNAL,84,2023-08-04 11:51:45.908562,1
ALT00005314,TXN000116914,ACCT100008795,R004_SIGNAL,66,2022-04-19 03:11:21.737581,1
ALT00005315,TXN000116915,ACCT100006946,R003_SIGNAL,80,2023-09-30 20:27:19.221017,1
ALT00005316,TXN000116916,ACCT100010745,R002_SIGNAL,84,2022-04-10 11:50:47.768162,1
ALT00005317,TXN000116917,ACCT100009454,R002_SIGNAL,83,2023-04-07 08:54:29.505352,1
ALT00005318,TXN000116918,ACCT100002207,R002_SIGNAL,72,2023-02-22 20:42:06.098163,1
ALT00005319,TXN000116919,ACCT100010604,R004_SIGNAL,82,2023-04-03 05:34:51.274803,1
ALT00005320,TXN000116920,ACCT100009338,R005_SIGNAL,87,2024-04-09 01:24:48.386209,1
ALT00005321,TXN000116921,ACCT100006593,R003_SIGNAL,95,2022-08-27 03:47:27.135096,1
ALT00005322,TXN000116922,ACCT100002533,R004_SIGNAL,81,2023-09-25 17:18:51.093822,1
ALT00005323,TXN000116923,ACCT100007417,R005_SIGNAL,89,2024-05-30 04:23:20.089698,1
ALT00005324,TXN000116924,ACCT100000717,R005_SIGNAL,93,2024-06-18 15:44:41.187751,1
ALT00005325,TXN000116925,ACCT100009040,R002_SIGNAL,77,2023-04-11 22:30:29.331118,1
ALT00005326,TXN000116926,ACCT100008949,R003_SIGNAL,95,2024-06-04 13:27:48.642955,1
ALT00005327,TXN000116927,ACCT100000166,R003_SIGNAL,77,2023-02-18 20:53:20.517311,1
ALT00005328,TXN000116928,ACCT100011594,R003_SIGNAL,86,2023-06-22 18:42:03.513510,1
ALT00005329,TXN000116929,ACCT100001133,R004_SIGNAL,88,2022-11-14 09:21:07.855822,1
ALT00005330,TXN000116930,ACCT100007444,R002_SIGNAL,67,2023-10-31 12:59:22.154990,1
ALT00005331,TXN000116931,ACCT100003550,R003_SIGNAL,82,2022-10-30 13:44:48.961140,1
ALT00005332,TXN000116932,ACCT100010434,R005_SIGNAL,92,2024-01-18 01:14:41.081303,1
ALT00005333,TXN000116933,ACCT100009985,R002_SIGNAL,66,2022-05-09 06:21:16.367960,1
ALT00005334,TXN000116934,ACCT100002434,R004_SIGNAL,82,2024-03-23 19:40:39.483207,1
ALT00005335,TXN000116935,ACCT100001338,R002_SIGNAL,72,2023-08-27 15:20:56.394219,1
ALT00005336,TXN000116936,ACCT100009618,R003_SIGNAL,95,2023-01-08 22:42:26.003831,1
ALT00005337,TXN000116937,ACCT100007023,R004_SIGNAL,77,2023-03-03 08:42:22.622288,1
ALT00005338,TXN000116938,ACCT100010079,R005_SIGNAL,81,2023-09-14 12:15:34.121715,1
ALT00005339,TXN000116939,ACCT100009215,R002_SIGNAL,74,2024-05-17 14:51:02.254957,1
ALT00005340,TXN000116940,ACCT100007925,R004_SIGNAL,85,2022-09-04 09:06:43.078511,1
ALT00005341,TXN000116941,ACCT100006519,R003_SIGNAL,97,2022-11-12 17:56:47.805735,1
ALT00005342,TXN000116942,ACCT100009134,R002_SIGNAL,83,2023-08-04 23:25:45.801742,1
ALT00005343,TXN000116943,ACCT100010775,R005_SIGNAL,73,2023-08-29 06:07:05.393524,1
ALT00005344,TXN000116944,ACCT100010426,R004_SIGNAL,81,2023-01-20 03:21:10.769498,1
ALT00005345,TXN000116945,ACCT100001703,R002_SIGNAL,81,2022-11-06 05:57:49.181636,1
ALT00005346,TXN000116946,ACCT100004808,R003_SIGNAL,89,2023-07-20 10:30:04.072282,1
ALT00005347,TXN000116947,ACCT100001903,R003_SIGNAL,83,2023-06-06 05:32:39.216126,1
ALT00005348,TXN000116948,ACCT100000830,R004_SIGNAL,73,2023-07-21 04:19:56.940195,1
ALT00005349,TXN000116949,ACCT100007852,R004_SIGNAL,76,2023-03-18 06:52:18.219398,1
ALT00005350,TXN000116950,ACCT100009884,R005_SIGNAL,88,2022-01-27 23:30:33.085354,1
ALT00005351,TXN000116951,ACCT100005037,R005_SIGNAL,73,2023-07-26 16:50:12.107053,1
ALT00005352,TXN000116952,ACCT100002571,R003_SIGNAL,83,2022-06-27 10:08:23.416110,1
ALT00005353,TXN000116953,ACCT100009098,R003_SIGNAL,94,2023-12-07 16:34:42.290102,1
ALT00005354,TXN000116954,ACCT100005686,R005_SIGNAL,82,2022-05-07 10:20:14.649936,1
ALT00005355,TXN000116955,ACCT100011874,R004_SIGNAL,75,2024-05-21 08:41:05.206247,1
ALT00005356,TXN000116956,ACCT100008359,R003_SIGNAL,93,2023-03-07 21:07:18.661962,1
ALT00005357,TXN000116957,ACCT100006639,R004_SIGNAL,87,2023-08-08 00:27:02.933499,1
ALT00005358,TXN000116958,ACCT100009585,R004_SIGNAL,82,2022-08-30 21:00:27.483983,1
ALT00005359,TXN000116959,ACCT100001938,R002_SIGNAL,63,2023-09-21 01:47:02.168135,1
ALT00005360,TXN000116960,ACCT100009886,R003_SIGNAL,86,2024-04-08 13:35:25.518933,1
ALT00005361,TXN000116961,ACCT100008763,R005_SIGNAL,82,2023-08-11 12:55:36.974625,1
ALT00005362,TXN000116962,ACCT100002920,R004_SIGNAL,68,2023-06-08 16:52:48.637798,1
ALT00005363,TXN000116963,ACCT100010941,R003_SIGNAL,76,2023-07-14 20:24:04.536045,1
ALT00005364,TXN000116964,ACCT100011696,R002_SIGNAL,78,2023-09-24 19:38:17.760382,1
ALT00005365,TXN000116965,ACCT100008938,R002_SIGNAL,77,2023-07-23 05:01:09.256938,1
ALT00005366,TXN000116966,ACCT100003660,R003_SIGNAL,95,2023-09-16 12:51:12.550873,1
ALT00005367,TXN000116967,ACCT100007864,R003_SIGNAL,93,2022-12-22 16:29:07.841884,1
ALT00005368,TXN000116968,ACCT100011479,R005_SIGNAL,76,2024-04-20 09:54:31.957849,1
ALT00005369,TXN000116969,ACCT100011042,R004_SIGNAL,81,2022-02-20 19:12:45.199666,1
ALT00005370,TXN000116970,ACCT100011889,R004_SIGNAL,82,2022-03-03 08:24:33.899362,1
ALT00005371,TXN000116971,ACCT100010867,R004_SIGNAL,84,2022-03-01 00:29:35.023628,1
ALT00005372,TXN000116972,ACCT100010293,R005_SIGNAL,78,2024-06-25 10:18:39.975439,1
ALT00005373,TXN000116973,ACCT100006134,R005_SIGNAL,92,2023-05-30 23:16:04.822631,1
ALT00005374,TXN000116974,ACCT100000570,R002_SIGNAL,79,2023-03-28 20:29:39.788775,1
ALT00005375,TXN000116975,ACCT100002803,R004_SIGNAL,86,2023-11-03 00:31:18.392994,1
ALT00005376,TXN000116976,ACCT100000915,R003_SIGNAL,81,2024-05-28 18:28:25.197089,1
ALT00005377,TXN000116977,ACCT100002936,R002_SIGNAL,77,2024-01-09 18:50:35.245143,1
ALT00005378,TXN000116978,ACCT100002058,R004_SIGNAL,89,2023-04-14 13:10:58.375772,1
ALT00005379,TXN000116979,ACCT100010387,R003_SIGNAL,98,2024-04-02 10:17:22.092490,1
ALT00005380,TXN000116980,ACCT100006355,R005_SIGNAL,90,2022-07-31 17:32:44.160960,1
ALT00005381,TXN000116981,ACCT100003409,R005_SIGNAL,88,2022-08-12 18:38:13.650532,1
ALT00005382,TXN000116982,ACCT100010879,R003_SIGNAL,88,2024-05-08 17:09:04.431934,1
ALT00005383,TXN000116983,ACCT100004408,R004_SIGNAL,72,2023-09-10 16:00:04.805800,1
ALT00005384,TXN000116984,ACCT100008313,R003_SIGNAL,83,2022-11-30 07:04:21.516246,1
ALT00005385,TXN000116985,ACCT100011837,R005_SIGNAL,72,2024-06-22 10:21:15.245936,1
ALT00005386,TXN000116986,ACCT100011867,R003_SIGNAL,76,2024-04-29 18:49:11.220291,1
ALT00005387,TXN000116987,ACCT100003698,R002_SIGNAL,63,2023-07-13 06:25:40.258628,1
ALT00005388,TXN000116988,ACCT100003217,R004_SIGNAL,82,2022-09-02 02:37:44.410492,1
ALT00005389,TXN000116989,ACCT100005861,R003_SIGNAL,85,2023-01-02 01:56:29.092657,1
ALT00005390,TXN000116990,ACCT100010036,R003_SIGNAL,87,2023-05-29 15:34:29.701702,1
ALT00005391,TXN000116991,ACCT100008001,R004_SIGNAL,75,2023-10-11 02:54:18.099238,1
ALT00005392,TXN000116992,ACCT100000016,R003_SIGNAL,84,2023-06-11 13:30:08.740458,1
ALT00005393,TXN000116993,ACCT100001681,R004_SIGNAL,77,2023-02-19 11:41:59.322187,1
ALT00005394,TXN000116994,ACCT100009753,R004_SIGNAL,82,2023-11-29 05:09:11.170016,1
ALT00005395,TXN000116995,ACCT100011662,R005_SIGNAL,80,2023-10-12 03:42:26.346262,1
ALT00005396,TXN000116996,ACCT100000298,R004_SIGNAL,76,2022-02-25 19:21:18.521764,1
ALT00005397,TXN000116997,ACCT100009236,R002_SIGNAL,81,2023-03-04 13:28:45.943695,1
ALT00005398,TXN000116998,ACCT100011005,R003_SIGNAL,85,2023-12-28 00:56:54.656002,1
ALT00005399,TXN000116999,ACCT100002189,R003_SIGNAL,87,2024-01-14 03:04:26.215614,1
ALT00005400,TXN000117000,ACCT100010421,R002_SIGNAL,79,2022-09-19 23:18:57.396826,1
ALT00005401,TXN000117001,ACCT100000367,R003_SIGNAL,91,2022-05-16 10:22:41.805695,1
ALT00005402,TXN000117002,ACCT100002121,R002_SIGNAL,81,2023-02-12 18:06:45.910862,1
ALT00005403,TXN000117003,ACCT100008001,R003_SIGNAL,94,2023-06-01 16:42:09.610430,1
ALT00005404,TXN000117004,ACCT100001910,R003_SIGNAL,86,2023-08-03 14:16:02.399490,1
ALT00005405,TXN000117005,ACCT100007999,R004_SIGNAL,67,2023-12-30 15:49:34.264712,1
ALT00005406,TXN000117006,ACCT100006160,R004_SIGNAL,80,2022-03-04 23:07:31.488444,1
ALT00005407,TXN000117007,ACCT100006425,R005_SIGNAL,90,2022-08-13 02:11:26.889504,1
ALT00005408,TXN000117008,ACCT100006932,R003_SIGNAL,82,2023-03-05 01:31:20.732644,1
ALT00005409,TXN000117009,ACCT100002386,R003_SIGNAL,80,2022-09-23 12:53:42.923680,1
ALT00005410,TXN000117010,ACCT100008912,R005_SIGNAL,75,2023-10-24 15:25:52.488074,1
ALT00005411,TXN000117011,ACCT100002723,R004_SIGNAL,76,2023-06-26 03:23:19.651384,1
ALT00005412,TXN000117012,ACCT100008194,R002_SIGNAL,63,2024-05-05 06:09:23.229922,1
ALT00005413,TXN000117013,ACCT100002369,R002_SIGNAL,67,2023-03-19 03:35:29.867486,1
ALT00005414,TXN000117014,ACCT100004904,R002_SIGNAL,67,2022-03-09 18:54:18.475495,1
ALT00005415,TXN000117015,ACCT100007255,R004_SIGNAL,86,2023-09-08 05:52:23.364822,1
ALT00005416,TXN000117016,ACCT100000567,R003_SIGNAL,97,2022-09-12 15:54:15.772193,1
ALT00005417,TXN000117017,ACCT100003224,R005_SIGNAL,79,2024-02-22 14:39:31.940883,1
ALT00005418,TXN000117018,ACCT100005984,R005_SIGNAL,91,2023-12-19 15:40:02.740596,1
ALT00005419,TXN000117019,ACCT100010470,R002_SIGNAL,76,2023-11-10 07:31:36.571188,1
ALT00005420,TXN000117020,ACCT100002116,R003_SIGNAL,85,2022-07-24 23:17:27.896821,1
ALT00005421,TXN000117021,ACCT100001148,R005_SIGNAL,79,2023-05-23 22:20:42.250268,1
ALT00005422,TXN000117022,ACCT100002756,R005_SIGNAL,89,2023-11-09 00:19:52.106903,1
ALT00005423,TXN000117023,ACCT100009110,R005_SIGNAL,85,2023-08-05 05:46:45.812381,1
ALT00005424,TXN000117024,ACCT100005455,R002_SIGNAL,60,2024-01-16 21:24:09.172812,1
ALT00005425,TXN000117025,ACCT100006029,R002_SIGNAL,72,2022-11-20 11:36:48.932658,1
ALT00005426,TXN000117026,ACCT100006896,R005_SIGNAL,84,2024-03-27 13:42:10.513655,1
ALT00005427,TXN000117027,ACCT100009314,R002_SIGNAL,77,2023-01-02 11:48:26.171099,1
ALT00005428,TXN000117028,ACCT100004736,R004_SIGNAL,81,2024-02-07 10:00:30.912050,1
ALT00005429,TXN000117029,ACCT100011903,R004_SIGNAL,74,2023-10-30 07:27:10.410513,1
ALT00005430,TXN000117030,ACCT100011395,R003_SIGNAL,87,2023-08-30 11:59:04.090154,1
ALT00005431,TXN000117031,ACCT100003115,R003_SIGNAL,83,2023-12-26 03:16:40.447507,1
ALT00005432,TXN000117032,ACCT100010144,R003_SIGNAL,79,2024-04-12 08:48:07.243780,1
ALT00005433,TXN000117033,ACCT100006584,R004_SIGNAL,82,2022-09-09 02:29:20.532218,1
ALT00005434,TXN000117034,ACCT100004760,R005_SIGNAL,73,2022-09-14 17:29:46.758764,1
ALT00005435,TXN000117035,ACCT100008589,R002_SIGNAL,80,2022-03-14 06:30:10.605776,1
ALT00005436,TXN000117036,ACCT100008581,R004_SIGNAL,77,2023-12-04 17:16:40.267696,1
ALT00005437,TXN000117037,ACCT100007904,R002_SIGNAL,67,2022-10-08 00:47:03.462742,1
ALT00005438,TXN000117038,ACCT100010779,R002_SIGNAL,79,2024-06-01 17:00:46.371264,1
ALT00005439,TXN000117039,ACCT100009340,R002_SIGNAL,61,2022-06-07 14:12:55.592235,1
ALT00005440,TXN000117040,ACCT100001403,R005_SIGNAL,72,2022-04-29 12:19:34.826766,1
ALT00005441,TXN000117041,ACCT100006070,R002_SIGNAL,75,2023-12-17 21:44:24.335097,1
ALT00005442,TXN000117042,ACCT100006342,R004_SIGNAL,75,2023-01-14 07:09:43.547646,1
ALT00005443,TXN000117043,ACCT100008559,R002_SIGNAL,71,2022-07-27 15:46:18.403636,1
ALT00005444,TXN000117044,ACCT100004356,R004_SIGNAL,80,2023-10-18 08:27:24.158428,1
ALT00005445,TXN000117045,ACCT100008846,R004_SIGNAL,85,2022-12-20 17:23:07.697462,1
ALT00005446,TXN000117046,ACCT100001577,R005_SIGNAL,75,2022-08-22 06:22:39.725032,1
