ACCOUNT_ID,customer_id,account_type,account_currency,account_status,account_balance_current,avg_balance_30d,avg_balance_90d,account_age_days,customer_account_age_days,customer_kyc_age_days,customer_age_years,customer_address_change_count_12m,customer_phone_change_count_12m,account_txn_velocity_1h,account_txn_velocity_24h,account_pass_through_ratio_1d,account_pass_through_ratio_7d,account_pass_through_ratio_30d,account_incoming_txn_spike_score,account_outgoing_txn_spike_score,account_dormancy_days,account_dormant_reactivation_flag,account_unique_beneficiary_count_7d,account_unique_beneficiary_count_30d,upi_transaction_velocity_score,upi_transaction_entropy_score,upi_failed_transaction_ratio,upi_reversal_count_7d,upi_first_transaction_delay_minutes,upi_new_account_high_velocity_flag,upi_round_amount_transaction_ratio,upi_unique_counterparty_count_7d,upi_new_counterparty_ratio,upi_counterparty_growth_rate,upi_night_transaction_ratio,upi_ip_change_count_30d,upi_geo_location_variance,upi_device_change_count_30d,upi_pass_through_ratio_24h,upi_pass_through_ratio_7d,upi_burst_transaction_flag,upi_new_device_transfer_flag,atm_cash_withdrawal_count_24h,atm_cash_withdrawal_count_7d,atm_cash_withdrawal_amount_24h,atm_cash_withdrawal_amount_7d,atm_cash_deposit_count_24h,atm_cash_deposit_count_7d,atm_cash_deposit_amount_24h,atm_cash_deposit_amount_7d,atm_round_amount_deposit_ratio,atm_deposit_to_withdrawal_ratio,atm_night_withdrawal_ratio,atm_pin_retry_count_24h,atm_failed_transaction_count_7d,atm_terminal_usage_count_24h,atm_terminal_usage_count_7d,atm_geo_distance_variance,atm_multi_city_withdrawal_flag,atm_withdrawal_velocity_score,atm_rapid_withdrawal_flag,atm_new_account_cash_activity_flag,branch_cash_deposit_count_7d,branch_cash_deposit_count_30d,branch_cash_deposit_amount_7d,branch_cash_deposit_amount_30d,branch_structured_cash_deposit_flag,branch_multiple_same_day_deposits_flag,branch_deposit_round_amount_ratio,branch_cash_deposit_frequency_score,branch_deposit_spike_flag,branch_deposit_to_transfer_delay_minutes,branch_deposit_to_upi_transfer_ratio,branch_deposit_to_imps_transfer_ratio,branch_deposit_to_neft_transfer_ratio,branch_deposit_to_rtgs_transfer_ratio,branch_cash_pass_through_ratio,branch_deposit_count_new_account_7d,branch_deposit_amount_new_account_7d,mule_flag,mule_event_date,target_source_type,target_reason_summary,event_strength_score,mule_typology,typology_confidence,typology_reason_summary
ACC00005137,CUST0006655,OD,INR,RESTRICTED,13410.09,14149.24,10523.4,432,431.0,1657.0,19.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0263157894736842,0.0,139394.0,0.0,0.3157894736842105,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,,
ACC00005138,CUST0001271,CURRENT,INR,ACTIVE,7918.15,6551.06,7133.2,1034,1033.0,1053.0,29.35,0.0,0.0,0.0,1.0,0.0,0.001,0.0019948528805974,0.0,0.0,0.0,0.0,1.0,2.0,-0.0158990409379026,-1.4428232973175177e-12,0.027027027027027,0.0,966839.0,0.0,0.2162162162162162,1.0,0.0526315789473684,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,,
ACC00005139,CUST0007946,SALARY,INR,ACTIVE,45793.2,41154.01,43015.95,3645,3644.0,1389.0,68.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4839289.0,0.0,0.3214285714285714,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,,
ACC00005140,CUST0004959,NRO,INR,ACTIVE,18520.15,16121.45,18201.58,945,944.0,1443.0,48.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,2.0,-0.1638873139879005,0.0,0.0,0.0,849261.0,0.0,0.3846153846153846,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,,
ACC00005141,CUST0000081,SAVINGS,INR,ACTIVE,22931.83,22224.18,17985.09,3595,3594.0,210.0,46.58,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,1.0,-0.1638873139879005,-1.4428232973175177e-12,0.0,0.0,4653468.0,0.0,0.5625,1.0,0.05,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,,
ACC00005142,CUST0003678,SAVINGS,INR,ACTIVE,81410.2,67333.33,77886.74,1067,1066.0,1847.0,60.16,0.0,0.0,0.0,0.0,0.0,64.1436722656751,0.5077299143976131,0.0,0.0,4.0,0.0,2.0,2.0,-0.1638873139879005,-1.4428232973175177e-12,0.0,0.0,1018763.0,0.0,0.3103448275862069,1.0,0.0526315789473684,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,,
ACC00005143,CUST0000569,SAVINGS,INR,ACTIVE,19213.11,19992.49,16808.37,2227,2226.0,1481.0,18.9,0.0,0.0,0.0,0.0,0.0,0.0,0.29174995,0.0,0.0,7.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2690819.0,0.0,0.2592592592592592,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,,
ACC00005144,CUST0004512,OD,INR,ACTIVE,22427.44,19816.46,19460.09,1692,1691.0,19.0,57.19,1.0,1.0,0.0,0.0,0.0,0.0,21.23937879668269,0.0,0.0,1.0,0.0,1.0,3.0,-0.1638873139879005,-1.4428232973175177e-12,0.0714285714285714,0.0,1931840.0,0.0,0.2857142857142857,1.0,0.0666666666666666,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,,
ACC00005145,CUST0001325,SAVINGS,INR,ACTIVE,10725.94,9044.46,10262.29,2542,2541.0,312.0,38.18,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,1.0,0.0,0.0,0.0714285714285714,0.0,3138554.0,0.0,0.2857142857142857,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,,
ACC00005146,CUST0007129,SALARY,INR,FROZEN,36934.0,37508.53,28999.04,2345,2344.0,1337.0,65.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.027027027027027,0.0,2863780.0,0.0,0.3243243243243243,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,,
ACC00005147,CUST0001162,SAVINGS,INR,ACTIVE,33516.51,36851.16,25305.42,1957,1956.0,3158.0,59.37,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,3.0,-0.1638873139879005,0.0,0.0303030303030303,0.0,2312071.0,0.0,0.3939393939393939,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,,
ACC00005148,CUST0003395,SAVINGS,INR,ACTIVE,64921.24,65973.98,47713.57,2484,2483.0,3528.0,65.42,0.0,0.0,0.0,0.0,0.0,0.0,1.4730135087122855,0.0,0.0,11.0,0.0,0.0,2.0,0.0,0.0,0.0256410256410256,0.0,3100128.0,0.0,0.4102564102564102,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,,
ACC00005149,CUST0006391,CURRENT,INR,ACTIVE,10993.35,9261.33,10612.25,3651,3650.0,413.0,40.05,0.0,0.0,0.0,0.0,0.0,0.0,0.2017688819784914,0.0,0.0,8.0,0.0,0.0,4.0,0.0,0.0,0.032258064516129,0.0,4734285.0,0.0,0.2258064516129032,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,,
ACC00005150,CUST0002565,SAVINGS,INR,ACTIVE,12716.04,11130.06,12124.83,1213,1212.0,3757.0,63.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0187553,0.0,0.0,3.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1257799.0,0.0,0.2758620689655172,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,-0.2489765297862206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,,
ACC00005151,CUST0000292,SAVINGS,INR,ACTIVE,56986.23,57164.49,46944.93,2897,2896.0,515.0,60.76,0.0,0.0,0.0,0.0,0.0,0.0,0.141264640009924,0.0,0.0,3.0,0.0,1.0,2.0,-0.1638873139879005,-1.4428232973175177e-12,0.0285714285714285,0.0,3668894.0,0.0,0.3428571428571428,1.0,0.0434782608695652,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,,
ACC00005152,CUST0005563,CURRENT,INR,ACTIVE,29811.68,32096.22,28243.77,592,591.0,985.0,28.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0196201108180498,0.0,0.0,1.0,0.0,2.0,3.0,-0.1638873139879005,-1.4428232973175177e-12,0.0,0.0,340757.0,0.0,0.2307692307692307,1.0,0.0769230769230769,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,-0.2489765297862206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,,
ACC00005153,CUST0005970,WALLET,INR,ACTIVE,7424.48,7886.35,7020.76,2967,2966.0,969.0,39.49,0.0,0.0,0.0,0.0,0.0,0.0,904.1591320072332,0.0,0.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0333333333333333,0.0,3750216.0,0.0,0.2666666666666666,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,,
ACC00005154,CUST0001925,CURRENT,INR,ACTIVE,105647.66,106102.86,79628.67,3337,3336.0,1011.0,44.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,4327724.0,0.0,0.2333333333333333,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,,
ACC00005155,CUST0006592,SALARY,INR,ACTIVE,2869.4,2517.77,2302.95,3107,3106.0,1143.0,49.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0379116333333333,0.0,0.0,1.0,0.0,1.0,3.0,-0.1638873139879005,-1.4428232973175177e-12,0.0666666666666666,0.0,3950546.0,0.0,0.3,1.0,0.0625,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,,
ACC00005156,CUST0003509,SAVINGS,INR,ACTIVE,56451.76,55166.06,52350.67,2683,2682.0,2477.0,41.69,0.0,0.0,0.0,0.0,0.0,0.0,723.079650092081,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0333333333333333,0.0,3346347.0,0.0,0.3666666666666666,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,,
ACC00005157,CUST0002631,CURRENT,INR,ACTIVE,4825.87,4119.18,4671.1,2050,2049.0,1441.0,60.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2443042.0,0.0,0.4,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,,
ACC00005158,CUST0001348,CURRENT,EUR,ACTIVE,211704.4,230830.53,193153.16,1772,1771.0,2254.0,47.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2042882.0,0.0,0.3714285714285714,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,,
ACC00005159,CUST0000967,SAVINGS,INR,ACTIVE,3451.21,3277.13,3176.37,1013,1012.0,228.0,49.22,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.1034482758620689,0.0,946455.0,0.0,0.2758620689655172,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,,
ACC00005160,CUST0004680,SAVINGS,INR,ACTIVE,87789.82,82984.92,80724.75,421,420.0,497.0,54.92,0.0,0.0,0.0,0.0,0.0,1.5874226547617964,7.4724104068699955,2.0,0.0,-1.0,0.0,2.0,5.0,-0.0158990409379026,0.9999999999971146,0.0,0.0,108781.0,0.0,0.2727272727272727,3.0,0.0869565217391304,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,,
ACC00005161,CUST0001309,SAVINGS,INR,ACTIVE,19971.05,19270.8,15415.44,2021,2020.0,482.0,66.21,0.0,0.0,0.0,0.0,0.0,1.0,0.8985495808380549,0.0,0.0,2.0,0.0,2.0,3.0,-0.0158990409379026,0.9999999999971146,0.0238095238095238,0.0,2398330.0,0.0,0.2619047619047619,2.0,0.0769230769230769,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,,
ACC00005162,CUST0001853,SALARY,INR,ACTIVE,14186.94,13272.82,11544.98,3277,3276.0,4364.0,25.83,0.0,0.0,0.0,0.0,0.0,0.0,6.885966331756217,0.0,0.0,19.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4202736.0,0.0,0.0714285714285714,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,,
ACC00005163,CUST0006943,SALARY,INR,ACTIVE,27514.71,27810.77,21186.8,906,905.0,3709.0,60.37,0.0,0.0,0.0,0.0,0.0,0.0,0.3217723830940599,0.0,0.0,6.0,0.0,1.0,3.0,-0.1638873139879005,-1.4428232973175177e-12,0.0,0.0,813970.0,0.0,0.2903225806451613,1.0,0.0555555555555555,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,,
ACC00005164,CUST0001474,SALARY,INR,ACTIVE,47017.75,40111.0,45160.87,2910,2909.0,1624.0,19.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,1.0,-0.1638873139879005,-1.4428232973175177e-12,0.0454545454545454,0.0,3672584.0,0.0,0.1363636363636363,1.0,0.0666666666666666,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,,
ACC00005165,CUST0001227,SAVINGS,INR,ACTIVE,7440.69,6339.35,7305.24,1856,1855.0,586.0,50.68,0.0,0.0,0.0,0.0,0.0,0.0,510.9704,0.0,0.0,9.0,0.0,0.0,4.0,0.0,0.0,0.0857142857142857,0.0,2171265.0,0.0,0.1714285714285714,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,,
ACC00005166,CUST0001305,SALARY,INR,ACTIVE,322.57,365.83,141.64,491,490.0,950.0,52.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0232558139534883,0.0,211318.8785745,0.0,0.4728682170542636,0.0,0.0,0.0,0.2286821705426356,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2024-07-11,behavior_rule,high_rapid_outflow|many_unique_counterparties|frequent_round_amounts|high_cash_withdrawals|low_balance_retention,1.0,layering_mule,0.67,many_unique_counterparties|network_dense
ACC00005167,CUST0000822,SAVINGS,USD,ACTIVE,48027.35,47528.95,44258.18,1551,1550.0,257.0,42.36,1.0,2.0,0.0,1.0,0.0,0.0024027,0.00978795,0.0,0.0,0.0,0.0,0.0,3.0,-0.1638873139879005,0.0,0.0625,0.0,1720122.0,0.0,0.375,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,,
ACC00005168,CUST0007015,SALARY,EUR,ACTIVE,2838.95,2775.53,2180.55,1492,1491.0,4499.0,48.53,0.0,0.0,0.0,0.0,0.0,0.0,1.063357785821564,0.0,0.0,12.0,0.0,0.0,3.0,0.0,0.0,0.0263157894736842,0.0,1634937.0,0.0,0.1052631578947368,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,,
ACC00005169,CUST0005168,SAVINGS,USD,ACTIVE,10926.27,8975.8,9805.9,1409,1408.0,1802.0,22.9,0.0,0.0,0.0,0.0,0.0,0.0,6.856457310539603,2.5,1.25,-1.0,0.0,1.0,4.0,-0.1638873139879005,-1.4428232973175177e-12,0.0,0.0,1518844.0,0.0,0.2121212121212121,1.0,0.0454545454545454,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,,
ACC00005170,CUST0006780,SAVINGS,INR,ACTIVE,846465.18,927685.46,840869.02,1715,1714.0,1079.0,27.95,0.0,0.0,0.0,1.0,0.0,0.0,0.5930470795452268,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0975609756097561,0.0,1953070.0,0.0,0.2439024390243902,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,-0.2489765297862206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,,
ACC00005171,CUST0001085,CURRENT,INR,ACTIVE,6893.85,5830.73,5912.48,2231,2230.0,158.0,47.56,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0357142857142857,0.0,2715427.0,0.0,0.1785714285714285,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,,
