account_id,customer_id,account_open_date,customer_type,risk_rating,occupation,expected_turnover,is_mule
ACC100592,CUST100592,2023-06-29 23:29:38.091410,individual,LOW,SELF_EMP,24777,False
ACC100593,CUST100593,2024-12-06 23:29:38.091410,individual,LOW,STUDENT,11351,False
ACC100594,CUST100594,2022-12-28 23:29:38.091410,individual,LOW,SALARIED,13900,False
ACC100595,CUST100595,2023-08-22 23:29:38.091410,business,LOW,UNKNOWN,17218,False
ACC100596,CUST100596,2023-02-22 23:29:38.092420,individual,LOW,SELF_EMP,20100,False
ACC100597,CUST100597,2021-05-18 23:29:38.092420,individual,LOW,SELF_EMP,12693,False
ACC100598,CUST100598,2024-06-06 23:29:38.092420,business,LOW,STUDENT,18596,False
ACC100599,CUST100599,2023-09-15 23:29:38.092420,individual,LOW,SELF_EMP,48531,False
ACC100600,CUST100600,2026-01-08 23:29:38.092420,individual,HIGH,SELF_EMP,15683,True
ACC100601,CUST100601,2021-09-27 23:29:38.092420,individual,HIGH,SALARIED,14586,True
ACC100602,CUST100602,2024-03-25 23:29:38.092420,individual,LOW,SELF_EMP,14884,False
ACC100603,CUST100603,2021-09-21 23:29:38.092420,individual,LOW,SALARIED,62974,False
ACC100604,CUST100604,2023-01-10 23:29:38.092420,individual,HIGH,UNKNOWN,10046,True
ACC100605,CUST100605,2024-07-10 23:29:38.092420,individual,LOW,UNKNOWN,25794,False
ACC100606,CUST100606,2021-08-24 23:29:38.092420,individual,LOW,UNKNOWN,6062,False
ACC100607,CUST100607,2024-12-04 23:29:38.092420,individual,LOW,SELF_EMP,28474,False
ACC100608,CUST100608,2022-06-03 23:29:38.092420,individual,LOW,UNKNOWN,18782,False
ACC100609,CUST100609,2021-05-02 23:29:38.094084,individual,LOW,SALARIED,37839,False
ACC100610,CUST100610,2022-02-08 23:29:38.094084,individual,HIGH,SELF_EMP,12724,True
ACC100611,CUST100611,2022-09-24 23:29:38.094084,individual,LOW,SELF_EMP,10525,False
ACC100612,CUST100612,2022-02-08 23:29:38.094084,individual,LOW,SALARIED,12746,False
ACC100613,CUST100613,2024-06-26 23:29:38.094084,individual,LOW,SALARIED,34181,False
ACC100614,CUST100614,2023-03-02 23:29:38.094084,business,LOW,SALARIED,27680,False
ACC100615,CUST100615,2022-12-20 23:29:38.094084,individual,LOW,UNKNOWN,42465,False
ACC100616,CUST100616,2024-04-09 23:29:38.094084,individual,LOW,SELF_EMP,12448,False
ACC100617,CUST100617,2024-11-02 23:29:38.094084,individual,LOW,STUDENT,30593,False
ACC100618,CUST100618,2025-04-28 23:29:38.094084,individual,LOW,STUDENT,18523,False
ACC100619,CUST100619,2023-12-06 23:29:38.094084,individual,HIGH,SELF_EMP,9840,True
ACC100620,CUST100620,2025-11-18 23:29:38.094084,individual,LOW,SELF_EMP,32589,False
ACC100621,CUST100621,2024-08-29 23:29:38.094084,individual,LOW,SALARIED,27482,False
ACC100622,CUST100622,2025-02-12 23:29:38.094084,individual,LOW,UNKNOWN,27689,False
ACC100623,CUST100623,2022-06-28 23:29:38.094084,individual,LOW,SALARIED,18200,False
ACC100624,CUST100624,2024-10-20 23:29:38.094084,individual,LOW,SALARIED,38500,False
ACC100625,CUST100625,2024-08-07 23:29:38.094084,individual,LOW,STUDENT,24178,False
ACC100626,CUST100626,2022-12-17 23:29:38.094084,individual,LOW,UNKNOWN,36921,False
ACC100627,CUST100627,2025-04-03 23:29:38.094084,individual,LOW,SELF_EMP,36531,False
ACC100628,CUST100628,2025-07-07 23:29:38.094084,individual,LOW,SELF_EMP,10870,False
ACC100629,CUST100629,2023-10-04 23:29:38.094084,individual,LOW,STUDENT,23042,False
ACC100630,CUST100630,2021-05-16 23:29:38.094084,individual,LOW,SALARIED,32296,False
ACC100631,CUST100631,2023-07-30 23:29:38.094084,individual,HIGH,UNKNOWN,28442,True
ACC100632,CUST100632,2024-01-10 23:29:38.095761,individual,LOW,SALARIED,31280,False
ACC100633,CUST100633,2021-02-12 23:29:38.095761,individual,LOW,UNKNOWN,32754,False
ACC100634,CUST100634,2022-09-16 23:29:38.095761,individual,LOW,SALARIED,21172,False
ACC100635,CUST100635,2024-05-23 23:29:38.095761,individual,LOW,UNKNOWN,16488,False
ACC100636,CUST100636,2022-11-07 23:29:38.095761,business,HIGH,SALARIED,24173,True
ACC100637,CUST100637,2023-06-26 23:29:38.095761,individual,LOW,STUDENT,37432,False
ACC100638,CUST100638,2022-02-27 23:29:38.095761,individual,LOW,UNKNOWN,24401,False
ACC100639,CUST100639,2022-12-30 23:29:38.095761,business,LOW,SALARIED,32303,False
ACC100640,CUST100640,2022-11-17 23:29:38.095761,individual,HIGH,UNKNOWN,17902,True
ACC100641,CUST100641,2023-10-13 23:29:38.095761,individual,LOW,SALARIED,35312,False
ACC100642,CUST100642,2021-03-26 23:29:38.095761,individual,LOW,STUDENT,12153,False
ACC100643,CUST100643,2025-06-12 23:29:38.095761,individual,LOW,UNKNOWN,37309,False
ACC100644,CUST100644,2025-04-10 23:29:38.095761,individual,LOW,SALARIED,16425,False
ACC100645,CUST100645,2025-04-26 23:29:38.095761,individual,LOW,STUDENT,36212,False
ACC100646,CUST100646,2025-11-25 23:29:38.095761,individual,LOW,SALARIED,57950,False
ACC100647,CUST100647,2025-06-28 23:29:38.095761,individual,LOW,SELF_EMP,12872,False
ACC100648,CUST100648,2021-08-15 23:29:38.095761,individual,LOW,SALARIED,13320,False
ACC100649,CUST100649,2021-07-23 23:29:38.095761,individual,LOW,SELF_EMP,9370,False
ACC100650,CUST100650,2024-01-20 23:29:38.095761,individual,LOW,STUDENT,20483,False
ACC100651,CUST100651,2022-10-29 23:29:38.095761,individual,LOW,SALARIED,18764,False
ACC100652,CUST100652,2021-10-03 23:29:38.095761,individual,LOW,UNKNOWN,10223,False
ACC100653,CUST100653,2021-08-15 23:29:38.095761,individual,LOW,UNKNOWN,28818,False
ACC100654,CUST100654,2023-07-24 23:29:38.095761,individual,LOW,UNKNOWN,20428,False
ACC100655,CUST100655,2024-06-26 23:29:38.095761,individual,LOW,UNKNOWN,25879,False
ACC100656,CUST100656,2022-11-23 23:29:38.095761,individual,LOW,SALARIED,14367,False
ACC100657,CUST100657,2023-11-07 23:29:38.095761,individual,LOW,SALARIED,9702,False
ACC100658,CUST100658,2024-11-08 23:29:38.097334,business,HIGH,SELF_EMP,11332,True
ACC100659,CUST100659,2023-01-29 23:29:38.097334,business,HIGH,SALARIED,21362,True
ACC100660,CUST100660,2021-09-19 23:29:38.097334,individual,HIGH,STUDENT,11448,True
ACC100661,CUST100661,2022-04-04 23:29:38.097334,individual,LOW,UNKNOWN,57941,False
ACC100662,CUST100662,2026-01-10 23:29:38.097334,business,LOW,SALARIED,22771,False
ACC100663,CUST100663,2022-03-26 23:29:38.097334,business,LOW,STUDENT,16058,False
ACC100664,CUST100664,2025-10-18 23:29:38.097334,individual,LOW,SELF_EMP,14350,False
ACC100665,CUST100665,2025-07-18 23:29:38.097334,individual,LOW,STUDENT,12543,False
ACC100666,CUST100666,2021-11-04 23:29:38.097334,individual,LOW,SELF_EMP,55732,False
ACC100667,CUST100667,2022-03-25 23:29:38.097334,individual,LOW,UNKNOWN,17311,False
ACC100668,CUST100668,2024-02-12 23:29:38.097334,individual,LOW,SELF_EMP,16882,False
ACC100669,CUST100669,2025-05-28 23:29:38.097334,individual,HIGH,SELF_EMP,19285,True
ACC100670,CUST100670,2024-05-04 23:29:38.097334,individual,LOW,STUDENT,15066,False
ACC100671,CUST100671,2023-03-21 23:29:38.097334,individual,LOW,UNKNOWN,15358,False
ACC100672,CUST100672,2023-03-10 23:29:38.097334,individual,LOW,STUDENT,15084,False
ACC100673,CUST100673,2025-01-11 23:29:38.097334,business,HIGH,UNKNOWN,19558,True
ACC100674,CUST100674,2023-08-26 23:29:38.097334,individual,LOW,STUDENT,16523,False
ACC100675,CUST100675,2024-05-27 23:29:38.097334,individual,LOW,SALARIED,18467,False
ACC100676,CUST100676,2026-01-18 23:29:38.097334,individual,LOW,STUDENT,66532,False
ACC100677,CUST100677,2021-12-05 23:29:38.097334,individual,HIGH,SELF_EMP,26274,True
ACC100678,CUST100678,2025-11-22 23:29:38.097334,individual,HIGH,STUDENT,26828,True
ACC100679,CUST100679,2022-11-30 23:29:38.097334,business,LOW,SELF_EMP,20216,False
ACC100680,CUST100680,2021-11-17 23:29:38.097334,individual,LOW,STUDENT,11456,False
ACC100681,CUST100681,2021-12-24 23:29:38.097334,individual,LOW,STUDENT,9907,False
ACC100682,CUST100682,2025-02-14 23:29:38.097334,individual,LOW,SELF_EMP,12534,False
ACC100683,CUST100683,2024-10-18 23:29:38.098879,individual,LOW,UNKNOWN,38713,False
ACC100684,CUST100684,2022-12-18 23:29:38.098879,individual,LOW,STUDENT,37871,False
ACC100685,CUST100685,2024-09-05 23:29:38.098879,individual,LOW,SALARIED,49121,False
ACC100686,CUST100686,2024-11-14 23:29:38.098879,individual,LOW,SALARIED,8242,False
ACC100687,CUST100687,2025-03-15 23:29:38.098879,individual,HIGH,SELF_EMP,21132,True
ACC100688,CUST100688,2021-06-09 23:29:38.098879,individual,LOW,SELF_EMP,36958,False
ACC100689,CUST100689,2021-12-25 23:29:38.098879,individual,HIGH,SELF_EMP,27523,True
ACC100690,CUST100690,2022-04-07 23:29:38.098879,individual,LOW,SALARIED,6728,False
ACC100691,CUST100691,2025-09-29 23:29:38.098879,individual,HIGH,SELF_EMP,61146,True
ACC100692,CUST100692,2021-09-18 23:29:38.098879,individual,LOW,SELF_EMP,16128,False
ACC100693,CUST100693,2025-01-28 23:29:38.098879,individual,LOW,UNKNOWN,26086,False
ACC100694,CUST100694,2021-05-12 23:29:38.098879,business,LOW,SALARIED,28103,False
ACC100695,CUST100695,2024-03-03 23:29:38.098879,individual,LOW,UNKNOWN,37645,False
ACC100696,CUST100696,2026-01-25 23:29:38.098879,individual,LOW,UNKNOWN,32478,False
ACC100697,CUST100697,2023-05-05 23:29:38.098879,individual,LOW,SELF_EMP,21416,False
ACC100698,CUST100698,2022-08-03 23:29:38.098879,individual,LOW,UNKNOWN,26243,False
ACC100699,CUST100699,2024-11-23 23:29:38.098879,individual,LOW,STUDENT,14441,False
ACC100700,CUST100700,2023-10-26 23:29:38.098879,business,HIGH,STUDENT,25730,True
ACC100701,CUST100701,2022-06-19 23:29:38.098879,individual,LOW,STUDENT,10003,False
ACC100702,CUST100702,2024-08-04 23:29:38.098879,individual,LOW,UNKNOWN,19526,False
ACC100703,CUST100703,2025-08-29 23:29:38.098879,individual,HIGH,STUDENT,25422,True
ACC100704,CUST100704,2023-05-23 23:29:38.098879,business,LOW,SALARIED,9743,False
ACC100705,CUST100705,2023-10-24 23:29:38.098879,individual,LOW,STUDENT,18002,False
ACC100706,CUST100706,2024-07-19 23:29:38.098879,individual,LOW,STUDENT,9716,False
ACC100707,CUST100707,2024-07-07 23:29:38.098879,individual,LOW,UNKNOWN,35277,False
ACC100708,CUST100708,2023-06-20 23:29:38.100425,individual,LOW,SALARIED,15517,False
ACC100709,CUST100709,2026-01-19 23:29:38.100425,individual,LOW,UNKNOWN,30968,False
ACC100710,CUST100710,2022-06-22 23:29:38.100425,individual,LOW,SALARIED,14726,False
ACC100711,CUST100711,2025-03-26 23:29:38.100425,individual,LOW,SALARIED,37738,False
ACC100712,CUST100712,2025-05-04 23:29:38.100425,individual,HIGH,UNKNOWN,11354,True
ACC100713,CUST100713,2025-12-30 23:29:38.100425,individual,LOW,STUDENT,28912,False
ACC100714,CUST100714,2025-08-07 23:29:38.100425,individual,HIGH,SELF_EMP,12434,True
ACC100715,CUST100715,2021-08-10 23:29:38.100425,individual,LOW,SELF_EMP,28877,False
ACC100716,CUST100716,2024-09-08 23:29:38.100425,individual,LOW,STUDENT,8735,False
ACC100717,CUST100717,2021-11-19 23:29:38.100425,individual,LOW,SELF_EMP,14191,False
ACC100718,CUST100718,2023-01-01 23:29:38.100425,individual,LOW,SELF_EMP,37592,False
ACC100719,CUST100719,2025-10-27 23:29:38.100425,individual,LOW,SALARIED,14962,False
ACC100720,CUST100720,2022-10-27 23:29:38.100425,individual,LOW,UNKNOWN,18126,False
ACC100721,CUST100721,2021-04-25 23:29:38.100425,individual,LOW,UNKNOWN,8740,False
ACC100722,CUST100722,2022-04-08 23:29:38.100425,individual,HIGH,STUDENT,45526,True
ACC100723,CUST100723,2023-03-19 23:29:38.100425,individual,LOW,STUDENT,22182,False
ACC100724,CUST100724,2024-01-23 23:29:38.100425,individual,LOW,UNKNOWN,55853,False
ACC100725,CUST100725,2026-01-04 23:29:38.100425,individual,HIGH,SELF_EMP,23502,True
ACC100726,CUST100726,2023-05-14 23:29:38.100425,individual,HIGH,STUDENT,17503,True
ACC100727,CUST100727,2022-03-05 23:29:38.100425,individual,LOW,SALARIED,12836,False
ACC100728,CUST100728,2024-04-17 23:29:38.100425,individual,LOW,UNKNOWN,26049,False
ACC100729,CUST100729,2024-10-01 23:29:38.100425,individual,LOW,SELF_EMP,19875,False
ACC100730,CUST100730,2024-02-08 23:29:38.100425,individual,LOW,SALARIED,16616,False
ACC100731,CUST100731,2021-05-17 23:29:38.100425,individual,LOW,UNKNOWN,27109,False
ACC100732,CUST100732,2025-10-21 23:29:38.100425,individual,LOW,UNKNOWN,17238,False
ACC100733,CUST100733,2021-03-31 23:29:38.101983,individual,LOW,SELF_EMP,12932,False
ACC100734,CUST100734,2024-07-26 23:29:38.101983,individual,LOW,STUDENT,33090,False
ACC100735,CUST100735,2021-03-19 23:29:38.101983,individual,LOW,SALARIED,23489,False
ACC100736,CUST100736,2023-07-06 23:29:38.101983,business,LOW,SALARIED,32551,False
ACC100737,CUST100737,2023-02-24 23:29:38.101983,individual,LOW,SALARIED,25192,False
ACC100738,CUST100738,2022-03-10 23:29:38.101983,individual,LOW,UNKNOWN,42799,False
ACC100739,CUST100739,2022-01-20 23:29:38.101983,individual,LOW,SELF_EMP,10768,False
ACC100740,CUST100740,2023-03-24 23:29:38.101983,individual,LOW,SELF_EMP,21284,False
ACC100741,CUST100741,2023-10-30 23:29:38.101983,individual,LOW,UNKNOWN,18491,False
ACC100742,CUST100742,2022-10-04 23:29:38.101983,individual,LOW,SALARIED,19014,False
ACC100743,CUST100743,2023-10-25 23:29:38.101983,individual,LOW,SALARIED,25220,False
ACC100744,CUST100744,2024-09-16 23:29:38.101983,individual,LOW,SELF_EMP,40334,False
ACC100745,CUST100745,2025-01-07 23:29:38.101983,business,LOW,STUDENT,38221,False
ACC100746,CUST100746,2023-09-17 23:29:38.101983,individual,LOW,UNKNOWN,31615,False
ACC100747,CUST100747,2021-10-27 23:29:38.101983,individual,LOW,STUDENT,23292,False
ACC100748,CUST100748,2023-07-29 23:29:38.101983,individual,LOW,SALARIED,25475,False
ACC100749,CUST100749,2024-03-19 23:29:38.101983,individual,LOW,UNKNOWN,35557,False
ACC100750,CUST100750,2024-09-14 23:29:38.101983,individual,LOW,UNKNOWN,23607,False
ACC100751,CUST100751,2021-03-12 23:29:38.101983,business,LOW,STUDENT,12796,False
ACC100752,CUST100752,2023-11-23 23:29:38.104086,individual,LOW,UNKNOWN,39820,False
ACC100753,CUST100753,2024-09-06 23:29:38.104086,individual,LOW,SELF_EMP,16399,False
ACC100754,CUST100754,2022-11-15 23:29:38.104086,individual,HIGH,STUDENT,22194,True
ACC100755,CUST100755,2021-05-24 23:29:38.104086,individual,LOW,SELF_EMP,13529,False
ACC100756,CUST100756,2026-01-18 23:29:38.104086,individual,HIGH,SALARIED,20938,True
ACC100757,CUST100757,2021-11-10 23:29:38.104086,individual,HIGH,STUDENT,7736,True
ACC100758,CUST100758,2026-01-14 23:29:38.104086,individual,LOW,UNKNOWN,19561,False
ACC100759,CUST100759,2021-06-21 23:29:38.104086,individual,LOW,STUDENT,17220,False
ACC100760,CUST100760,2023-11-14 23:29:38.104086,individual,LOW,SELF_EMP,23335,False
ACC100761,CUST100761,2021-10-21 23:29:38.104086,individual,LOW,SELF_EMP,22672,False
ACC100762,CUST100762,2022-10-12 23:29:38.104086,individual,LOW,SALARIED,48373,False
ACC100763,CUST100763,2023-08-03 23:29:38.104086,individual,LOW,UNKNOWN,29116,False
ACC100764,CUST100764,2025-10-27 23:29:38.105093,business,HIGH,UNKNOWN,29552,True
ACC100765,CUST100765,2021-08-06 23:29:38.105093,business,LOW,SALARIED,30027,False
ACC100766,CUST100766,2023-07-26 23:29:38.105093,individual,LOW,SELF_EMP,23287,False
ACC100767,CUST100767,2025-10-09 23:29:38.105093,individual,LOW,UNKNOWN,39823,False
ACC100768,CUST100768,2022-09-18 23:29:38.105093,individual,LOW,UNKNOWN,34042,False
ACC100769,CUST100769,2022-07-31 23:29:38.105093,individual,HIGH,SELF_EMP,35397,True
ACC100770,CUST100770,2024-07-29 23:29:38.105093,individual,LOW,SALARIED,16863,False
ACC100771,CUST100771,2023-07-25 23:29:38.105093,individual,LOW,SELF_EMP,23752,False
ACC100772,CUST100772,2022-07-08 23:29:38.105093,individual,HIGH,UNKNOWN,15399,True
ACC100773,CUST100773,2023-03-24 23:29:38.105093,individual,LOW,STUDENT,19495,False
ACC100774,CUST100774,2024-01-20 23:29:38.105093,individual,HIGH,SALARIED,22624,True
ACC100775,CUST100775,2022-08-23 23:29:38.105093,individual,LOW,STUDENT,35803,False
ACC100776,CUST100776,2022-06-28 23:29:38.105093,individual,LOW,SELF_EMP,19016,False
ACC100777,CUST100777,2024-10-06 23:29:38.105093,individual,HIGH,SALARIED,22469,True
ACC100778,CUST100778,2021-08-30 23:29:38.106707,individual,LOW,SALARIED,17841,False
ACC100779,CUST100779,2025-12-08 23:29:38.106707,individual,LOW,SALARIED,12512,False
ACC100780,CUST100780,2022-05-16 23:29:38.106707,individual,HIGH,SELF_EMP,11553,True
ACC100781,CUST100781,2023-07-21 23:29:38.106707,individual,LOW,SALARIED,20503,False
ACC100782,CUST100782,2022-09-07 23:29:38.106707,individual,LOW,SALARIED,36002,False
ACC100783,CUST100783,2021-03-20 23:29:38.106707,individual,LOW,UNKNOWN,10937,False
ACC100784,CUST100784,2024-09-12 23:29:38.106707,individual,LOW,SALARIED,20316,False
ACC100785,CUST100785,2025-11-09 23:29:38.106707,individual,LOW,UNKNOWN,16240,False
ACC100786,CUST100786,2022-06-19 23:29:38.106707,individual,LOW,SALARIED,40374,False
ACC100787,CUST100787,2022-09-10 23:29:38.106707,individual,LOW,SELF_EMP,36890,False
ACC100788,CUST100788,2024-11-17 23:29:38.106707,individual,LOW,SALARIED,13934,False
ACC100789,CUST100789,2025-12-01 23:29:38.106707,individual,LOW,SALARIED,38941,False
ACC100790,CUST100790,2025-07-02 23:29:38.106707,individual,LOW,SELF_EMP,18444,False
ACC100791,CUST100791,2025-01-15 23:29:38.106707,individual,LOW,SALARIED,28314,False
ACC100792,CUST100792,2023-01-27 23:29:38.106707,individual,LOW,STUDENT,39335,False
ACC100793,CUST100793,2023-04-10 23:29:38.106707,individual,LOW,SALARIED,28476,False
ACC100794,CUST100794,2025-02-24 23:29:38.106707,business,LOW,SALARIED,13262,False
ACC100795,CUST100795,2021-07-01 23:29:38.106707,individual,LOW,UNKNOWN,15847,False
ACC100796,CUST100796,2023-04-26 23:29:38.106707,individual,LOW,UNKNOWN,25476,False
ACC100797,CUST100797,2022-04-11 23:29:38.106707,individual,HIGH,STUDENT,60000,True
ACC100798,CUST100798,2023-02-24 23:29:38.108278,individual,LOW,SELF_EMP,56539,False
ACC100799,CUST100799,2021-11-25 23:29:38.108278,individual,LOW,SALARIED,13849,False
