ALERT_ID,TRANSACTION_ID,ACCOUNT_ID,RULE_TRIGGERED,RISK_SCORE,ALERT_DATE,IS_STR,CUSTOMER_ID,ACCOUNT_TYPE,ACCOUNT_STATUS,CURRENT_BALANCE,PEP_STATUS,INCOME_BRACKET,KYC_RISK,ONBOARDING_CHANNEL,total_txn_volume,txn_count,avg_txn_size,unique_channels
ALT0006106,TXN00479869,ACCT100089363,ML_PATTERN_DETECTED,70,2023-12-07 14:37:45.172159,0,CUST0013605,current,ACTIVE,18506.34,True,100k-250k,MEDIUM,BRANCH,28663.91,6,4777.318333333334,4
ALT0006107,TXN00493809,ACCT100032017,ML_PATTERN_DETECTED,91,2023-08-13 08:09:04.399889,1,CUST0010258,NRO,ACTIVE,2108.13,False,0-50k,LOW,BRANCH,404079.01,12,33673.25083333333,4
ALT0006108,TXN00482978,ACCT100024852,ML_PATTERN_DETECTED,75,2024-11-16 17:25:26.214701,0,CUST0023260,SAVINGS,ACTIVE,44442.76,False,250k+,HIGH,MOBILE_APP,529721.96,3,176573.98666666666,2
ALT0006109,TXN00488829,ACCT100013968,ML_PATTERN_DETECTED,69,2023-03-21 04:31:57.218601,0,CUST0009219,SALARY,ACTIVE,2192.52,False,0-50k,MEDIUM,WEB,455610.48,10,45561.047999999995,3
ALT0006110,TXN00498629,ACCT100046702,ML_PATTERN_DETECTED,79,2023-02-23 04:32:44.617012,0,CUST0031560,SAVINGS,ACTIVE,16557.48,False,50k-100k,LOW,THIRD_PARTY,27784.11,4,6946.0275,3
ALT0006111,TXN00492226,ACCT100045469,ML_PATTERN_DETECTED,73,2024-01-25 19:38:04.436172,0,CUST0050794,SALARY,ACTIVE,24697.48,True,100k-250k,LOW,THIRD_PARTY,441570.02,7,63081.43142857143,3
ALT0006112,TXN00483558,ACCT100031163,ML_PATTERN_DETECTED,89,2023-05-23 17:01:21.684669,1,CUST0058617, SALARY ,ACTIVE,3505.39,False,100k-250k,LOW,WEB,423415.09,5,84683.01800000001,3
ALT0006113,TXN00488585,ACCT100012376,ML_PATTERN_DETECTED,84,2023-12-19 22:02:16.110045,0,CUST0041848,SAVINGS,ACTIVE,35512.68,False,50k-100k,LOW,WEB,76528.07999999999,4,19132.019999999997,2
ALT0006114,TXN00492232,ACCT100026645,ML_PATTERN_DETECTED,90,2023-09-09 11:54:39.356486,1,CUST0071760,SALARY,ACTIVE,8175.89,False,50k-100k,LOW,THIRD_PARTY,164896.96000000002,5,32979.39200000001,2
ALT0006115,TXN00499943,ACCT100027395,ML_PATTERN_DETECTED,58,2023-03-12 04:57:52.992800,0,CUST0069804,NRO,ACTIVE,44334.93,False,100k-250k,HIGH,BRANCH,44787.14,8,5598.3925,4
ALT0006116,TXN00494050,ACCT100003891,ML_PATTERN_DETECTED,92,2023-02-12 15:56:43.055106,1,CUST0026567, CURRENT ,ACTIVE,97536.25,False,250k+,LOW,WEB,428400.38,7,61200.05428571429,3
ALT0006117,TXN00496557,ACCT100058742,ML_PATTERN_DETECTED,75,2024-12-23 11:07:13.648176,0,CUST0039896,SALARY,ACTIVE,1695.86,False,250k+,MEDIUM,MOBILE_APP,133094.85,14,9506.775,4
ALT0006118,TXN00487504,ACCT100097736,ML_PATTERN_DETECTED,68,2023-09-18 04:53:06.372556,0,CUST0049365,CURRENT,DORMANT,6396.41,False,0-50k,LOW,THIRD_PARTY,385870.32,9,42874.48,3
ALT0006119,TXN00492471,ACCT100022827,ML_PATTERN_DETECTED,67,2023-10-09 17:16:19.354534,1,CUST0040198,NRO,DORMANT,62062.18,False,0-50k,LOW,MOBILE_APP,22763.03,4,5690.7575,2
ALT0006120,TXN00481375,ACCT100093525,ML_PATTERN_DETECTED,55,2023-03-29 23:17:42.856785,0,CUST0041501,SAVINGS,ACTIVE,29165.21,False,0-50k,LOW,WEB,195572.5,9,21730.277777777777,4
ALT0006121,TXN00475419,ACCT100027359,ML_PATTERN_DETECTED,89,2024-06-06 06:04:30.308049,1,CUST0058115, SALARY ,ACTIVE,14311.18,False,50k-100k,MEDIUM,THIRD_PARTY,495880.27999999997,6,82646.71333333333,3
ALT0006122,TXN00489301,ACCT100034517,ML_PATTERN_DETECTED,57,2024-09-03 16:59:32.584319,0,CUST0053099,SALARY,ACTIVE,13037.75,False,0-50k,MEDIUM,MOBILE_APP,228938.94,7,32705.562857142857,4
ALT0006123,TXN00493405,ACCT100040978,ML_PATTERN_DETECTED,85,2024-12-19 18:16:45.729919,0,CUST0068722,SAVINGS,ACTIVE,16621.77,False,50k-100k,MEDIUM,THIRD_PARTY,724038.81,6,120673.13500000001,3
ALT0006124,TXN00483492,ACCT100081851,ML_PATTERN_DETECTED,58,2023-06-10 20:47:59.253071,0,CUST0065204, SALARY ,ACTIVE,6099.06,False,50k-100k,LOW,MOBILE_APP,18709.72,2,9354.86,1
ALT0006125,TXN00497558,ACCT100048002,ML_PATTERN_DETECTED,95,2024-03-30 05:10:12.904225,1,CUST0073055,SALARY,ACTIVE,142373.92,False,50k-100k,LOW,WEB,50166.68,5,10033.336,3
ALT0006126,TXN00476719,ACCT100099737,ML_PATTERN_DETECTED,73,2023-05-01 03:49:28.775083,1,CUST0013114,SALARY,BLOCKED,4666.88,False,250k+,LOW,BRANCH,114901.54,2,57450.77,2
ALT0006127,TXN00486435,ACCT100041182,ML_PATTERN_DETECTED,83,2023-12-10 10:03:04.609942,0,CUST0039039,NRE,BLOCKED,9317.52,False,250k+,HIGH,MOBILE_APP,403697.47000000003,4,100924.36750000001,4
ALT0006128,TXN00499514,ACCT100076881,ML_PATTERN_DETECTED,60,2024-12-28 22:32:01.592077,0,CUST0057789,NRO,ACTIVE,46665.18,False,0-50k,LOW,WEB,23107.82,4,5776.955,2
ALT0006129,TXN00478271,ACCT100024112,ML_PATTERN_DETECTED,77,2023-05-25 11:11:57.825397,0,CUST0049220,SAVINGS,DORMANT,264307.37,False,100k-250k,MEDIUM,MOBILE_APP,43327.01,7,6189.572857142857,4
ALT0006130,TXN00496033,ACCT100000719,ML_PATTERN_DETECTED,90,2023-09-15 00:09:46.818555,1,CUST0027479,NRE,ACTIVE,10742.81,False,250k+,MEDIUM,BRANCH,419906.94,2,209953.47,1
ALT0006131,TXN00487322,ACCT100087648,ML_PATTERN_DETECTED,76,2024-11-22 01:17:02.623740,0,CUST0002027,NRO,ACTIVE,16186.16,False,50k-100k,LOW,BRANCH,169112.09,6,28185.34833333333,3
ALT0006132,TXN00492417,ACCT100020387,ML_PATTERN_DETECTED,85,2024-09-25 00:51:57.132522,0,CUST0068895,SALARY,ACTIVE,1334.63,False,,MEDIUM,MOBILE_APP,586982.24,6,97830.37333333334,3
ALT0006133,TXN00483887,ACCT100016105,ML_PATTERN_DETECTED,89,2024-01-17 18:26:24.434451,1,CUST0010129,SALARY,ACTIVE,26609.33,False,,MEDIUM,WEB,364447.45,6,60741.24166666667,2
ALT0006134,TXN00477065,ACCT100016917,ML_PATTERN_DETECTED,82,2024-01-05 10:25:45.690108,0,CUST0052412,SALARY,ACTIVE,62182.72,False,0-50k,LOW,MOBILE_APP,188979.14,9,20997.682222222225,3
ALT0006135,TXN00498952,ACCT100078457,ML_PATTERN_DETECTED,91,2024-03-29 20:11:05.105483,1,CUST0042308,SAVINGS,ACTIVE,29850.51,False,250k+,LOW,MOBILE_APP,125141.17000000001,8,15642.646250000002,4
ALT0006136,TXN00481474,ACCT100068756,ML_PATTERN_DETECTED,80,2024-10-15 08:42:30.230607,0,CUST0010208,SALARY,ACTIVE,35366.48,False,50k-100k,LOW,MOBILE_APP,410682.82,12,34223.568333333336,4
ALT0006137,TXN00488245,ACCT100076111,ML_PATTERN_DETECTED,68,2024-01-01 02:58:41.934883,0,CUST0004979,SAVINGS,ACTIVE,49408.42,True,0-50k,LOW,BRANCH,905778.16,10,90577.816,4
ALT0006138,TXN00476110,ACCT100022507,ML_PATTERN_DETECTED,70,2023-10-07 22:59:47.750305,0,CUST0057127,CURRENT,ACTIVE,11260.95,False,50k-100k,LOW,BRANCH,350203.89,10,35020.389,3
ALT0006139,TXN00484757,ACCT100049981,ML_PATTERN_DETECTED,59,2024-01-09 12:42:09.327246,0,CUST0041145,NRE,ACTIVE,24877.58,False,250k+,MEDIUM,BRANCH,462805.64,3,154268.54666666666,2
ALT0006140,TXN00489323,ACCT100034989,ML_PATTERN_DETECTED,75,2024-08-03 20:35:11.594260,0,CUST0068890, NRE ,ACTIVE,73726.4,False,50k-100k,LOW,MOBILE_APP,15378.380000000001,6,2563.0633333333335,3
ALT0006141,TXN00483344,ACCT100009835,ML_PATTERN_DETECTED,50,2023-11-25 15:06:37.823938,0,CUST0064880,SAVINGS,ACTIVE,16036.73,False,,LOW,THIRD_PARTY,345582.01,6,57597.00166666667,3
ALT0006142,TXN00487665,ACCT100025178,ML_PATTERN_DETECTED,70,2023-02-14 07:18:37.875299,0,CUST0006605,Nre,ACTIVE,3612.15,False,100k-250k,MEDIUM,MOBILE_APP,268027.16000000003,7,38289.59428571429,4
ALT0006143,TXN00484374,ACCT100034463,ML_PATTERN_DETECTED,70,2023-01-23 19:49:34.238648,0,CUST0051311,NRE,ACTIVE,13746.91,False,250k+,LOW,MOBILE_APP,145718.77,4,36429.6925,3
ALT0006144,TXN00491743,ACCT100013883,ML_PATTERN_DETECTED,61,2023-03-18 16:56:18.717257,0,CUST0005618,SAVINGS,ACTIVE,2703.96,False,50k-100k,LOW,THIRD_PARTY,510746.56,7,72963.79428571429,3
ALT0006145,TXN00488573,ACCT100005674,ML_PATTERN_DETECTED,67,2024-01-30 12:19:25.191504,0,CUST0021973,current,ACTIVE,80035.26,False,,LOW,THIRD_PARTY,407778.64999999997,5,81555.73,3
ALT0006146,TXN00478743,ACCT100076227,ML_PATTERN_DETECTED,82,2024-10-10 10:51:55.160489,0,CUST0024106,NRO,ACTIVE,56106.02,False,0-50k,LOW,WEB,524877.3999999999,8,65609.67499999999,4
ALT0006147,TXN00476167,ACCT100038635,ML_PATTERN_DETECTED,80,2024-03-16 04:14:05.597469,0,CUST0019052,SAVINGS,ACTIVE,22584.02,True,250k+,MEDIUM,WEB,104780.64,4,26195.16,2
ALT0006148,TXN00485932,ACCT100001072,ML_PATTERN_DETECTED,95,2024-03-28 05:45:49.196069,1,CUST0054835,SAVINGS,ACTIVE,21880.02,False,50k-100k,LOW,BRANCH,395153.99,6,65858.99833333334,3
ALT0006149,TXN00479475,ACCT100087052,ML_PATTERN_DETECTED,66,2024-12-09 15:04:53.236471,0,CUST0034169,NRE,ACTIVE,8946.49,False,0-50k,LOW,BRANCH,110150.1,4,27537.525,3
ALT0006150,TXN00475810,ACCT100014856,ML_PATTERN_DETECTED,56,2024-11-25 03:57:29.212117,0,CUST0015469,NRE,DORMANT,18190.47,False,50k-100k,LOW,WEB,876131.27,10,87613.12700000001,4
ALT0006151,TXN00490116,ACCT100036177,ML_PATTERN_DETECTED,83,2023-06-01 13:28:17.442912,0,CUST0045474,salary,ACTIVE,35006.29,False,0-50k,LOW,THIRD_PARTY,103945.25,2,51972.625,2
ALT0006152,TXN00482073,ACCT100003364,ML_PATTERN_DETECTED,51,2024-10-30 17:44:21.642002,0,CUST0034290,NRE,ACTIVE,13325.86,False,250k+,MEDIUM,THIRD_PARTY,45113.99,4,11278.4975,4
ALT0006153,TXN00493162,ACCT100019866,ML_PATTERN_DETECTED,73,2023-11-03 03:35:45.508899,0,CUST0036332,NRO,ACTIVE,34976.78,False,250k+,MEDIUM,MOBILE_APP,29327.859999999997,4,7331.964999999999,3
ALT0006154,TXN00481386,ACCT100053215,ML_PATTERN_DETECTED,60,2024-07-28 23:45:30.805931,0,CUST0023188,NRE,ACTIVE,40105.1,False,250k+,HIGH,MOBILE_APP,17450.82,3,5816.94,2
ALT0006155,TXN00497473,ACCT100008256,ML_PATTERN_DETECTED,56,2023-05-09 11:36:13.919566,0,CUST0018211,NRO,ACTIVE,78714.67,False,0-50k,HIGH,MOBILE_APP,224478.40000000002,7,32068.34285714286,4
ALT0006156,TXN00483140,ACCT100001042,ML_PATTERN_DETECTED,50,2024-04-22 02:06:18.680375,0,CUST0072122,SALARY,ACTIVE,13820.79,False,,MEDIUM,WEB,310045.43,4,77511.3575,2
ALT0006157,TXN00490651,ACCT100064516,ML_PATTERN_DETECTED,77,2023-02-16 21:31:31.276047,0,CUST0044360,NRE,DORMANT,23665.32,False,0-50k,LOW,MOBILE_APP,260434.95999999996,8,32554.369999999995,3
ALT0006158,TXN00495023,ACCT100013699,ML_PATTERN_DETECTED,73,2024-02-20 09:18:03.902918,0,CUST0010981,Salary,ACTIVE,9368.85,False,50k-100k,HIGH,BRANCH,18147.75,2,9073.875,2
ALT0006159,TXN00481881,ACCT100053857,ML_PATTERN_DETECTED,91,2023-06-03 00:51:27.200083,1,CUST0020374,CURRENT,ACTIVE,18472.17,False,50k-100k,LOW,MOBILE_APP,30878.820000000003,4,7719.705000000001,2
ALT0006160,TXN00489053,ACCT100072850,ML_PATTERN_DETECTED,92,2024-03-09 19:02:08.234711,1,CUST0013620,SAVINGS,ACTIVE,72369.25,False,,HIGH,WEB,18051.76,4,4512.94,3
ALT0006161,TXN00488190,ACCT100082438,ML_PATTERN_DETECTED,51,2024-05-20 09:16:33.237899,0,CUST0009038,CURRENT,DORMANT,2449.16,False,0-50k,MEDIUM,THIRD_PARTY,849791.8400000001,5,169958.36800000002,3
ALT0006162,TXN00479882,ACCT100034940,ML_PATTERN_DETECTED,70,2024-02-25 04:52:38.938571,0,CUST0038809,CURRENT,ACTIVE,1723.7,False,100k-250k,LOW,MOBILE_APP,179013.19,5,35802.638,4
ALT0006163,TXN00495127,ACCT100008973,ML_PATTERN_DETECTED,93,2023-05-30 11:44:36.327144,0,CUST0029818,CURRENT,ACTIVE,4924.24,False,250k+,LOW,BRANCH,164690.09999999998,8,20586.262499999997,4
ALT0006164,TXN00487164,ACCT100090560,ML_PATTERN_DETECTED,91,2023-10-24 01:33:04.581060,1,CUST0054978, NRO ,ACTIVE,7498.23,False,100k-250k,LOW,THIRD_PARTY,522917.96,5,104583.592,3
ALT0006165,TXN00497061,ACCT100021379,ML_PATTERN_DETECTED,73,2024-12-28 14:06:25.086002,0,CUST0067337,SALARY,ACTIVE,70110.79,False,50k-100k,HIGH,BRANCH,429165.56000000006,7,61309.36571428572,4
ALT0006166,TXN00493349,ACCT100016818,ML_PATTERN_DETECTED,84,2024-01-07 06:54:10.823773,0,CUST0025605, SAVINGS ,DORMANT,28886.82,False,100k-250k,MEDIUM,MOBILE_APP,512612.19,3,170870.73,2
ALT0006167,TXN00487409,ACCT100044323,ML_PATTERN_DETECTED,62,2023-08-24 00:26:58.111780,0,CUST0067306,CURRENT,ACTIVE,19070.13,False,250k+,LOW,BRANCH,414641.41000000003,5,82928.282,3
ALT0006168,TXN00481432,ACCT100022132,ML_PATTERN_DETECTED,68,2023-05-06 23:11:19.950240,0,CUST0017982,SAVINGS,ACTIVE,11289.91,False,100k-250k,LOW,BRANCH,177724.06999999998,5,35544.814,3
ALT0006169,TXN00480300,ACCT100096146,ML_PATTERN_DETECTED,84,2023-11-18 04:59:08.113406,0,CUST0031699,CURRENT,DORMANT,62346.18,False,50k-100k,MEDIUM,THIRD_PARTY,384520.82,4,96130.205,2
ALT0006170,TXN00495381,ACCT100092091,ML_PATTERN_DETECTED,62,2023-08-11 20:55:09.601141,0,CUST0060086,NRO,ACTIVE,6609.24,False,250k+,MEDIUM,MOBILE_APP,481914.75,5,96382.95,3
ALT0006171,TXN00480505,ACCT100000810,ML_PATTERN_DETECTED,92,2024-01-15 02:26:41.111722,1,CUST0024958,SALARY,ACTIVE,210.21,False,,MEDIUM,THIRD_PARTY,12117.140000000001,3,4039.046666666667,2
ALT0006172,TXN00488198,ACCT100071948,ML_PATTERN_DETECTED,62,2024-07-11 22:46:59.137348,0,CUST0056200,CURRENT,DORMANT,18673.61,False,,LOW,BRANCH,138454.4,8,17306.8,4
ALT0006173,TXN00479359,ACCT100083875,ML_PATTERN_DETECTED,91,2023-08-24 20:26:57.662580,1,CUST0061018,savings,ACTIVE,57653.24,False,250k+,MEDIUM,BRANCH,169970.61,5,33994.121999999996,3
ALT0006174,TXN00483373,ACCT100077448,ML_PATTERN_DETECTED,84,2024-06-25 09:50:36.298595,0,CUST0026603,SALARY,ACTIVE,24786.53,False,100k-250k,MEDIUM,WEB,517737.25,6,86289.54166666667,2
ALT0006175,TXN00481736,ACCT100025628,ML_PATTERN_DETECTED,84,2023-06-16 01:41:13.939323,0,CUST0057347,CURRENT,ACTIVE,684184.25,False,50k-100k,MEDIUM,WEB,30165.75,6,5027.625,4
ALT0006176,TXN00493166,ACCT100022932,ML_PATTERN_DETECTED,65,2023-01-14 10:39:43.435978,0,CUST0005829,NRE,ACTIVE,32627.13,False,100k-250k,LOW,MOBILE_APP,232668.69999999998,7,33238.38571428571,4
ALT0006177,TXN00484590,ACCT100089213,ML_PATTERN_DETECTED,97,2023-02-19 11:06:59.896493,1,CUST0074693,SAVINGS,ACTIVE,325.59,False,250k+,LOW,WEB,327559.52,8,40944.94,2
ALT0006178,TXN00497106,ACCT100018418,ML_PATTERN_DETECTED,87,2023-02-06 13:23:43.007376,1,CUST0073708,CURRENT,ACTIVE,7988.35,False,100k-250k,HIGH,WEB,452300.36,5,90460.072,3
ALT0006179,TXN00476367,ACCT100056711,ML_PATTERN_DETECTED,92,2023-06-18 04:50:07.415527,0,CUST0012847,Nre,ACTIVE,100853.5,False,0-50k,LOW,BRANCH,235303.43000000002,7,33614.775714285715,2
ALT0006180,TXN00481612,ACCT100060230,ML_PATTERN_DETECTED,87,2023-07-27 16:07:20.985105,1,CUST0041800,SALARY,ACTIVE,21091.48,False,0-50k,LOW,WEB,357928.8,7,51132.68571428571,4
ALT0006181,TXN00489839,ACCT100053957,ML_PATTERN_DETECTED,74,2024-01-24 00:46:55.692691,0,CUST0021232,NRO,ACTIVE,99496.34,False,,MEDIUM,THIRD_PARTY,102738.31999999999,3,34246.10666666667,3
ALT0006182,TXN00488993,ACCT100004546,ML_PATTERN_DETECTED,72,2024-10-31 02:52:58.337319,0,CUST0033688,NRE,DORMANT,24245.14,False,250k+,HIGH,WEB,350575.49,4,87643.8725,3
ALT0006183,TXN00491062,ACCT100078030,ML_PATTERN_DETECTED,50,2023-06-12 01:46:21.444386,0,CUST0062975,SAVINGS,ACTIVE,74437.78,False,250k+,LOW,WEB,331737.76,5,66347.552,3
ALT0006184,TXN00493823,ACCT100081168,ML_PATTERN_DETECTED,61,2024-07-01 05:36:13.197897,0,CUST0050941,SALARY,ACTIVE,74140.34,False,100k-250k,LOW,THIRD_PARTY,236174.71,7,33739.24428571428,4
ALT0006185,TXN00480251,ACCT100096815,ML_PATTERN_DETECTED,75,2023-10-19 17:53:09.050525,0,CUST0057476, SALARY ,ACTIVE,47542.88,False,100k-250k,MEDIUM,MOBILE_APP,35701.24,8,4462.655,4
ALT0006186,TXN00477651,ACCT100035869,ML_PATTERN_DETECTED,93,2024-11-29 03:12:00.620529,0,CUST0016175,NRE,ACTIVE,8906.27,False,100k-250k,LOW,THIRD_PARTY,30705.96,7,4386.565714285714,4
ALT0006187,TXN00484220,ACCT100007638,ML_PATTERN_DETECTED,95,2024-06-01 14:47:30.968927,1,CUST0033582,SAVINGS,DORMANT,64106.03,False,100k-250k,LOW,WEB,216144.97999999998,8,27018.122499999998,3
ALT0006188,TXN00490295,ACCT100071267,ML_PATTERN_DETECTED,91,2024-03-30 21:28:27.039469,1,CUST0070776,NRO,DORMANT,6397.05,False,0-50k,LOW,BRANCH,264320.24,7,37760.03428571428,4
ALT0006189,TXN00495198,ACCT100071369,ML_PATTERN_DETECTED,53,2023-12-31 15:15:35.159951,0,CUST0007984,Nro,DORMANT,63592.28,False,100k-250k,LOW,BRANCH,119113.15000000001,7,17016.164285714287,3
ALT0006190,TXN00475234,ACCT100085717,ML_PATTERN_DETECTED,72,2023-09-08 00:48:54.078627,0,CUST0063571,SAVINGS,ACTIVE,3107.06,False,50k-100k,LOW,WEB,792877.6799999999,4,198219.41999999998,2
ALT0006191,TXN00494962,ACCT100015505,ML_PATTERN_DETECTED,62,2023-05-04 15:28:29.665880,0,CUST0015192,NRO,ACTIVE,9781.76,False,100k-250k,LOW,THIRD_PARTY,187909.2,7,26844.17142857143,3
ALT0006192,TXN00484595,ACCT100067998,ML_PATTERN_DETECTED,77,2023-06-08 01:53:34.080781,1,CUST0039050,SAVINGS,ACTIVE,28716.45,False,250k+,LOW,MOBILE_APP,259720.58000000002,7,37102.94,4
ALT0006193,TXN00489715,ACCT100027105,ML_PATTERN_DETECTED,60,2024-10-07 17:34:20.615234,0,CUST0074461,nro,ACTIVE,25013.62,False,100k-250k,MEDIUM,BRANCH,158370.91,5,31674.182,3
ALT0006194,TXN00486532,ACCT100099001,ML_PATTERN_DETECTED,56,2023-08-27 15:48:57.987664,0,CUST0050571,CURRENT,DORMANT,38743.36,True,50k-100k,LOW,THIRD_PARTY,120332.56,8,15041.57,3
ALT0006195,TXN00484369,ACCT100078217,ML_PATTERN_DETECTED,86,2024-07-26 18:21:25.928472,1,CUST0059812,NRE,ACTIVE,49388.43,False,250k+,LOW,BRANCH,457110.6,5,91422.12,2
ALT0006196,TXN00475241,ACCT100095743,ML_PATTERN_DETECTED,97,2024-01-18 03:10:09.385396,0,CUST0011235,SAVINGS,ACTIVE,3215.43,False,100k-250k,LOW,BRANCH,13795.92,4,3448.98,3
ALT0006197,TXN00499998,ACCT100038016,ML_PATTERN_DETECTED,83,2024-08-22 22:53:20.476482,0,CUST0035209,SALARY,CLOSED,601544.81,False,0-50k,MEDIUM,BRANCH,142827.07,4,35706.7675,2
ALT0006198,TXN00489836,ACCT100044351,ML_PATTERN_DETECTED,83,2023-07-06 08:47:14.487139,0,CUST0017936,SALARY,ACTIVE,56477.41,False,50k-100k,MEDIUM,MOBILE_APP,64625.75,10,6462.575,4
ALT0006199,TXN00489121,ACCT100099325,ML_PATTERN_DETECTED,53,2024-01-12 19:02:01.899160,0,CUST0056676,SALARY,ACTIVE,39188.54,False,250k+,MEDIUM,THIRD_PARTY,372001.58,6,62000.263333333336,3
ALT0006200,TXN00499680,ACCT100081866,ML_PATTERN_DETECTED,58,2023-12-09 11:41:03.611708,0,CUST0003092,CURRENT,ACTIVE,36126.22,False,0-50k,LOW,MOBILE_APP,256734.99,6,42789.165,4
ALT0006201,TXN00493275,ACCT100078930,ML_PATTERN_DETECTED,66,2024-01-04 03:14:42.964331,0,CUST0021135,NRE,ACTIVE,4111.9,False,50k-100k,LOW,BRANCH,573400.0800000001,8,71675.01000000001,4
ALT0006202,TXN00475863,ACCT100015954,ML_PATTERN_DETECTED,60,2023-07-04 15:42:59.284648,1,CUST0043325,nro,ACTIVE,21384.19,False,50k-100k,LOW,THIRD_PARTY,285969.75,5,57193.95,3
ALT0006203,TXN00477676,ACCT100005592,ML_PATTERN_DETECTED,55,2023-03-10 06:15:27.632031,1,CUST0031338,NRO,ACTIVE,3014.37,False,100k-250k,LOW,WEB,490371.5,5,98074.3,3
ALT0006204,TXN00499779,ACCT100006858,ML_PATTERN_DETECTED,79,2024-05-29 15:30:25.061540,0,CUST0029239,NRO,ACTIVE,1966.18,False,100k-250k,MEDIUM,THIRD_PARTY,390664.83,5,78132.966,2
ALT0006205,TXN00486079,ACCT100057941,ML_PATTERN_DETECTED,70,2023-12-12 04:54:51.458062,0,CUST0047330,NRE,ACTIVE,79964.91,False,250k+,MEDIUM,MOBILE_APP,37048.9,5,7409.780000000001,4
ALT0006206,TXN00491393,ACCT100073049,ML_PATTERN_DETECTED,84,2023-05-08 20:29:47.808580,0,CUST0046255,NRO,ACTIVE,89462.47,False,50k-100k,LOW,WEB,312837.49,5,62567.498,3
ALT0006207,TXN00496285,ACCT100038723,ML_PATTERN_DETECTED,73,2023-01-14 20:36:24.835713,0,CUST0001867,NRO,ACTIVE,96009.06,False,0-50k,LOW,THIRD_PARTY,466978.77999999997,5,93395.756,2
ALT0006208,TXN00483880,ACCT100004603,ML_PATTERN_DETECTED,64,2024-09-01 14:31:18.738052,0,CUST0046286,CURRENT,ACTIVE,8954.82,False,100k-250k,MEDIUM,MOBILE_APP,145227.25999999998,6,24204.54333333333,4
ALT0006209,TXN00486337,ACCT100091817,ML_PATTERN_DETECTED,65,2023-07-07 18:32:14.952841,0,CUST0034079,NRE,ACTIVE,6208.57,False,50k-100k,MEDIUM,WEB,15775.57,5,3155.114,4
ALT0006210,TXN00486261,ACCT100028216,ML_PATTERN_DETECTED,94,2023-11-06 03:52:28.580844,0,CUST0019829,Salary,DORMANT,19659.88,False,250k+,LOW,WEB,700078.1,13,53852.161538461536,4
ALT0006211,TXN00485396,ACCT100052935,ML_PATTERN_DETECTED,67,2024-07-22 17:39:11.350296,0,CUST0048469,SAVINGS,ACTIVE,880.99,False,100k-250k,LOW,WEB,202579.31,6,33763.21833333333,4
ALT0006212,TXN00476942,ACCT100065981,ML_PATTERN_DETECTED,65,2024-07-03 21:01:57.098831,1,CUST0006305,CURRENT,ACTIVE,9497.63,False,0-50k,MEDIUM,THIRD_PARTY,220321.87,5,44064.373999999996,3
ALT0006213,TXN00480748,ACCT100026551,ML_PATTERN_DETECTED,87,2024-10-23 20:35:26.066901,1,CUST0042299,NRE,ACTIVE,43704.38,False,250k+,MEDIUM,WEB,43908.59,6,7318.098333333332,3
ALT0006214,TXN00480364,ACCT100005325,ML_PATTERN_DETECTED,74,2024-10-15 00:05:24.761691,0,CUST0038995,CURRENT,ACTIVE,7625.58,False,100k-250k,MEDIUM,WEB,60430.72,4,15107.68,4
ALT0006215,TXN00488479,ACCT100099170,ML_PATTERN_DETECTED,66,2024-02-21 09:35:13.548543,0,CUST0052685,NRE,ACTIVE,23004.73,False,0-50k,LOW,MOBILE_APP,832172.71,12,69347.72583333333,4
ALT0006216,TXN00498780,ACCT100047653,ML_PATTERN_DETECTED,67,2024-08-20 19:56:49.435158,0,CUST0056728,NRE,ACTIVE,84525.37,False,0-50k,LOW,THIRD_PARTY,621236.21,7,88748.03,4
ALT0006217,TXN00492494,ACCT100092965,ML_PATTERN_DETECTED,75,2024-03-12 05:10:42.988944,0,CUST0011738, NRE ,ACTIVE,26181.53,False,250k+,LOW,MOBILE_APP,28916.480000000003,4,7229.120000000001,2
ALT0006218,TXN00483522,ACCT100076531,ML_PATTERN_DETECTED,51,2023-03-04 08:27:04.432278,0,CUST0069645,CURRENT,ACTIVE,41277.09,False,250k+,LOW,BRANCH,359636.31999999995,5,71927.264,3
ALT0006219,TXN00496874,ACCT100072450,ML_PATTERN_DETECTED,64,2023-09-24 20:30:04.688533,0,CUST0042647,CURRENT,ACTIVE,70275.27,False,0-50k,LOW,WEB,22025.68,4,5506.42,3
ALT0006220,TXN00479525,ACCT100095731,ML_PATTERN_DETECTED,62,2024-01-19 13:23:48.130999,0,CUST0033157,SALARY,ACTIVE,58104.43,False,0-50k,MEDIUM,MOBILE_APP,23567.54,5,4713.508,3
ALT0006221,TXN00475569,ACCT100090210,ML_PATTERN_DETECTED,72,2024-11-08 17:39:16.510540,0,CUST0028431,NRO,ACTIVE,19306.4,False,0-50k,MEDIUM,MOBILE_APP,57942.36,5,11588.472,3
ALT0006222,TXN00497255,ACCT100058114,ML_PATTERN_DETECTED,66,2024-11-05 23:19:18.641071,0,CUST0068444,SALARY,ACTIVE,37572.36,False,0-50k,LOW,BRANCH,48834.37,7,6976.338571428571,4
ALT0006223,TXN00482987,ACCT100044398,ML_PATTERN_DETECTED,58,2024-10-01 08:09:22.553915,0,CUST0042551,SALARY,ACTIVE,204476.31,False,50k-100k,LOW,WEB,22165.05,5,4433.01,3
