STR_ID,CASE_ID,ALERT_ID,ACCOUNT_ID,IS_STR,FILED_DATE
STR000699,NO_CASE_GENERATED,ALT0002856,ACCT100096673,1,2024-08-07
STR000700,NO_CASE_GENERATED,ALT0002858,ACCT100042532,1,2024-02-13
STR000701,NO_CASE_GENERATED,ALT0002860,ACCT100062260,1,2023-07-14
STR000702,NO_CASE_GENERATED,ALT0002863,ACCT100074414,1,2024-08-12
STR000703,NO_CASE_GENERATED,ALT0002866,ACCT100057316,1,2024-12-14
STR000704,NO_CASE_GENERATED,ALT0002868,ACCT100068148,1,2024-10-04
STR000705,CASE002809,ALT0002881,ACCT100068312,1,2024-05-15
STR000706,NO_CASE_GENERATED,ALT0002886,ACCT100063644,1,2023-02-23
STR000707,NO_CASE_GENERATED,ALT0002888,ACCT100023079,1,2023-08-08
STR000708,NO_CASE_GENERATED,ALT0002892,ACCT100052937,1,2024-05-13
STR000709,CASE001611,ALT0002897,ACCT100045888,1,2023-09-28
STR000710,NO_CASE_GENERATED,ALT0002898,ACCT100069887,1,2023-04-28
STR000711,CASE000399,ALT0002900,ACCT100021058,1,2023-11-30
STR000712,NO_CASE_GENERATED,ALT0002902,ACCT100069739,1,2024-08-12
STR000713,NO_CASE_GENERATED,ALT0002904,ACCT100047077,1,2024-02-06
STR000714,NO_CASE_GENERATED,ALT0002908,ACCT100041902,1,2024-11-28
STR000715,NO_CASE_GENERATED,ALT0002910,ACCT100000842,1,2024-07-28
STR000716,CASE000502,ALT0002911,ACCT100052251,1,2023-02-17
STR000717,CASE001869,ALT0002925,ACCT100066947,1,2024-09-30
STR000718,NO_CASE_GENERATED,ALT0002928,ACCT100022324,1,2024-06-16
STR000719,NO_CASE_GENERATED,ALT0002933,ACCT100083114,1,2024-08-23
STR000720,CASE000468,ALT0002938,ACCT100079997,1,2024-09-02
STR000721,CASE002513,ALT0002939,ACCT100035256,1,2023-07-23
STR000722,NO_CASE_GENERATED,ALT0002940,ACCT100049325,1,2024-03-22
STR000723,CASE002850,ALT0002942,ACCT100022155,1,2024-09-30
STR000724,CASE000703,ALT0002944,ACCT100046443,1,2023-12-16
STR000725,NO_CASE_GENERATED,ALT0002947,ACCT100078849,1,2023-06-20
STR000726,CASE002377,ALT0002948,ACCT100010763,1,2023-08-18
STR000727,NO_CASE_GENERATED,ALT0002963,ACCT100033428,1,2024-04-27
STR000728,NO_CASE_GENERATED,ALT0002966,ACCT100020827,1,2024-05-30
STR000729,NO_CASE_GENERATED,ALT0002970,ACCT100026953,1,2024-12-06
STR000730,NO_CASE_GENERATED,ALT0002972,ACCT100082890,1,2023-01-11
STR000731,NO_CASE_GENERATED,ALT0002977,ACCT100049119,1,2024-08-07
STR000732,CASE001523,ALT0002982,ACCT100066666,1,2024-01-24
STR000733,NO_CASE_GENERATED,ALT0002983,ACCT100067538,1,2024-02-28
STR000734,CASE000914,ALT0002986,ACCT100030874,1,2024-05-20
STR000735,NO_CASE_GENERATED,ALT0002989,ACCT100046799,1,2024-04-09
STR000736,NO_CASE_GENERATED,ALT0002995,ACCT100075354,1,2023-09-12
STR000737,NO_CASE_GENERATED,ALT0002996,ACCT100027305,1,2023-07-23
STR000738,CASE000933,ALT0002998,ACCT100002878,1,2023-01-21
STR000739,CASE002573,ALT0003002,ACCT100062546,1,2023-02-09
STR000740,NO_CASE_GENERATED,ALT0003008,ACCT100074045,1,2024-02-27
STR000741,CASE000415,ALT0003010,ACCT100030153,1,2023-08-05
STR000742,NO_CASE_GENERATED,ALT0003013,ACCT100032545,1,2023-08-02
STR000743,NO_CASE_GENERATED,ALT0003014,ACCT100002052,1,2023-12-27
STR000744,NO_CASE_GENERATED,ALT0003017,ACCT100001119,1,2023-11-27
STR000745,CASE001986,ALT0003021,ACCT100041387,1,2024-10-20
STR000746,NO_CASE_GENERATED,ALT0003024,ACCT100015762,1,2024-02-06
STR000747,NO_CASE_GENERATED,ALT0003028,ACCT100090648,1,2024-08-20
STR000748,CASE000810,ALT0003032,ACCT100073279,1,2023-03-12
STR000749,CASE000529,ALT0003042,ACCT100006032,1,2023-08-24
STR000750,NO_CASE_GENERATED,ALT0003044,ACCT100000967,1,2024-03-31
STR000751,CASE001462,ALT0003050,ACCT100015615,1,2023-02-05
STR000752,NO_CASE_GENERATED,ALT0003054,ACCT100011472,1,2024-07-28
STR000753,NO_CASE_GENERATED,ALT0003055,ACCT100018581,1,2023-09-20
STR000754,NO_CASE_GENERATED,ALT0003056,ACCT100088508,1,2023-10-15
STR000755,NO_CASE_GENERATED,ALT0003063,ACCT100021725,1,2024-04-06
STR000756,NO_CASE_GENERATED,ALT0003065,ACCT100000603,1,2023-11-24
STR000757,NO_CASE_GENERATED,ALT0003067,ACCT100006164,1,2024-12-03
STR000758,NO_CASE_GENERATED,ALT0003068,ACCT100079017,1,2024-10-30
STR000759,CASE002720,ALT0003070,ACCT100012866,1,2023-12-20
STR000760,NO_CASE_GENERATED,ALT0003071,ACCT100077876,1,2024-12-14
STR000761,NO_CASE_GENERATED,ALT0003081,ACCT100075089,1,2023-08-15
STR000762,NO_CASE_GENERATED,ALT0003082,ACCT100075252,1,2023-06-03
STR000763,NO_CASE_GENERATED,ALT0003090,ACCT100038387,1,2023-11-12
STR000764,NO_CASE_GENERATED,ALT0003091,ACCT100007780,1,2023-03-22
STR000765,CASE002745,ALT0003104,ACCT100017457,1,2024-06-23
STR000766,NO_CASE_GENERATED,ALT0003110,ACCT100097704,1,2024-07-25
STR000767,NO_CASE_GENERATED,ALT0003114,ACCT100043315,1,2024-07-26
STR000768,NO_CASE_GENERATED,ALT0003117,ACCT100055912,1,2023-11-12
STR000769,CASE001391,ALT0003118,ACCT100057857,1,2024-12-04
STR000770,NO_CASE_GENERATED,ALT0003120,ACCT100062685,1,2024-01-09
STR000771,NO_CASE_GENERATED,ALT0003121,ACCT100024824,1,2024-02-01
STR000772,NO_CASE_GENERATED,ALT0003122,ACCT100093876,1,2024-10-20
STR000773,CASE000813,ALT0003124,ACCT100053225,1,2023-06-28
STR000774,CASE000420,ALT0003126,ACCT100012940,1,2023-03-09
STR000775,NO_CASE_GENERATED,ALT0003133,ACCT100068624,1,2024-11-23
STR000776,NO_CASE_GENERATED,ALT0003135,ACCT100075897,1,2023-11-03
STR000777,NO_CASE_GENERATED,ALT0003136,ACCT100028494,1,2023-06-01
STR000778,NO_CASE_GENERATED,ALT0003140,ACCT100014473,1,2023-11-19
STR000779,NO_CASE_GENERATED,ALT0003142,ACCT100093558,1,2024-02-13
STR000780,NO_CASE_GENERATED,ALT0003153,ACCT100052507,1,2023-06-27
STR000781,CASE002429,ALT0003162,ACCT100066122,1,2023-01-12
STR000782,NO_CASE_GENERATED,ALT0003169,ACCT100099156,1,2023-07-21
STR000783,CASE001235,ALT0003171,ACCT100000758,1,2023-10-13
STR000784,NO_CASE_GENERATED,ALT0003174,ACCT100029457,1,2023-05-08
STR000785,NO_CASE_GENERATED,ALT0003179,ACCT100096964,1,2023-10-31
STR000786,NO_CASE_GENERATED,ALT0003181,ACCT100053538,1,2023-03-22
STR000787,CASE000026,ALT0003185,ACCT100038940,1,2023-09-18
STR000788,CASE001996,ALT0003190,ACCT100045114,1,2023-03-02
STR000789,NO_CASE_GENERATED,ALT0003191,ACCT100041799,1,2024-11-21
STR000790,CASE002291,ALT0003200,ACCT100093253,1,2024-03-23
STR000791,NO_CASE_GENERATED,ALT0003206,ACCT100010423,1,2024-10-13
STR000792,NO_CASE_GENERATED,ALT0003208,ACCT100004630,1,2024-03-28
STR000793,NO_CASE_GENERATED,ALT0003212,ACCT100003545,1,2024-04-29
STR000794,CASE000425,ALT0003213,ACCT100086954,1,2024-05-20
STR000795,CASE000094,ALT0003220,ACCT100079631,1,2024-04-11
STR000796,CASE000467,ALT0003221,ACCT100034795,1,2024-10-25
STR000797,NO_CASE_GENERATED,ALT0003224,ACCT100086052,1,2023-05-05
STR000798,CASE000559,ALT0003233,ACCT100099441,1,2023-06-16
STR000799,CASE000087,ALT0003234,ACCT100034263,1,2023-07-16
STR000800,NO_CASE_GENERATED,ALT0003235,ACCT100080302,1,2025-01-04
STR000801,NO_CASE_GENERATED,ALT0003247,ACCT100077441,1,2024-04-09
STR000802,NO_CASE_GENERATED,ALT0003248,ACCT100088309,1,2023-12-05
STR000803,NO_CASE_GENERATED,ALT0003260,ACCT100041021,1,2023-11-28
STR000804,NO_CASE_GENERATED,ALT0003261,ACCT100058461,1,2024-01-11
STR000805,NO_CASE_GENERATED,ALT0003263,ACCT100058982,1,2024-02-17
STR000806,CASE001095,ALT0003266,ACCT100064597,1,2024-09-29
STR000807,CASE002141,ALT0003272,ACCT100027950,1,2024-05-18
STR000808,NO_CASE_GENERATED,ALT0003275,ACCT100029434,1,2023-06-15
STR000809,NO_CASE_GENERATED,ALT0003283,ACCT100088331,1,2023-11-30
STR000810,CASE002522,ALT0003284,ACCT100024007,1,2023-12-19
STR000811,NO_CASE_GENERATED,ALT0003287,ACCT100015151,1,2024-06-05
STR000812,CASE000564,ALT0003288,ACCT100011805,1,2023-03-30
STR000813,CASE001387,ALT0003291,ACCT100095511,1,2023-04-20
STR000814,CASE000136,ALT0003296,ACCT100038478,1,2024-01-22
STR000815,CASE002988,ALT0003298,ACCT100016842,1,2024-03-05
STR000816,NO_CASE_GENERATED,ALT0003304,ACCT100061145,1,2023-06-11
STR000817,CASE001739,ALT0003311,ACCT100079529,1,2024-05-31
STR000818,NO_CASE_GENERATED,ALT0003312,ACCT100088996,1,2024-10-13
STR000819,NO_CASE_GENERATED,ALT0003320,ACCT100008532,1,2024-04-14
STR000820,CASE001979,ALT0003324,ACCT100056820,1,2023-02-12
STR000821,NO_CASE_GENERATED,ALT0003326,ACCT100012951,1,2023-01-12
STR000822,NO_CASE_GENERATED,ALT0003329,ACCT100011792,1,2023-01-25
STR000823,NO_CASE_GENERATED,ALT0003330,ACCT100069379,1,2023-09-17
STR000824,NO_CASE_GENERATED,ALT0003331,ACCT100087216,1,2024-08-12
STR000825,NO_CASE_GENERATED,ALT0003339,ACCT100044750,1,2023-01-24
STR000826,NO_CASE_GENERATED,ALT0003340,ACCT100022144,1,2024-12-18
STR000827,CASE001179,ALT0003341,ACCT100082980,1,2023-04-01
STR000828,CASE001510,ALT0003344,ACCT100046148,1,2024-10-17
STR000829,NO_CASE_GENERATED,ALT0003347,ACCT100066545,1,2023-05-25
STR000830,NO_CASE_GENERATED,ALT0003349,ACCT100065939,1,2023-04-18
STR000831,NO_CASE_GENERATED,ALT0003351,ACCT100052515,1,2024-02-23
STR000832,NO_CASE_GENERATED,ALT0003352,ACCT100057412,1,2024-07-18
STR000833,NO_CASE_GENERATED,ALT0003353,ACCT100041488,1,2023-12-05
STR000834,NO_CASE_GENERATED,ALT0003357,ACCT100067398,1,2023-03-18
STR000835,NO_CASE_GENERATED,ALT0003358,ACCT100063658,1,2023-09-10
STR000836,NO_CASE_GENERATED,ALT0003363,ACCT100046331,1,2023-02-10
STR000837,NO_CASE_GENERATED,ALT0003366,ACCT100000427,1,2024-10-16
STR000838,NO_CASE_GENERATED,ALT0003370,ACCT100065281,1,2024-12-01
STR000839,NO_CASE_GENERATED,ALT0003371,ACCT100037211,1,2024-01-29
STR000840,CASE000223,ALT0003373,ACCT100099975,1,2023-03-09
STR000841,NO_CASE_GENERATED,ALT0003374,ACCT100020454,1,2024-03-19
STR000842,NO_CASE_GENERATED,ALT0003375,ACCT100025253,1,2023-06-24
STR000843,NO_CASE_GENERATED,ALT0003382,ACCT100066868,1,2024-05-15
STR000844,NO_CASE_GENERATED,ALT0003384,ACCT100019716,1,2023-03-20
STR000845,NO_CASE_GENERATED,ALT0003386,ACCT100097834,1,2023-02-23
STR000846,CASE001594,ALT0003388,ACCT100057676,1,2023-11-05
STR000847,CASE000044,ALT0003390,ACCT100050097,1,2023-10-06
STR000848,NO_CASE_GENERATED,ALT0003393,ACCT100090701,1,2024-04-25
STR000849,NO_CASE_GENERATED,ALT0003394,ACCT100099069,1,2023-08-17
STR000850,CASE000268,ALT0003396,ACCT100085522,1,2023-04-12
STR000851,NO_CASE_GENERATED,ALT0003398,ACCT100084753,1,2024-04-21
STR000852,NO_CASE_GENERATED,ALT0003401,ACCT100090633,1,2023-02-12
STR000853,NO_CASE_GENERATED,ALT0003407,ACCT100048944,1,2024-08-21
STR000854,NO_CASE_GENERATED,ALT0003410,ACCT100067082,1,2024-07-08
STR000855,NO_CASE_GENERATED,ALT0003412,ACCT100033705,1,2023-07-01
STR000856,NO_CASE_GENERATED,ALT0003417,ACCT100001166,1,2023-08-16
STR000857,NO_CASE_GENERATED,ALT0003420,ACCT100094177,1,2023-04-16
STR000858,CASE002900,ALT0003440,ACCT100029451,1,2023-04-26
STR000859,NO_CASE_GENERATED,ALT0003441,ACCT100027922,1,2024-11-01
STR000860,CASE000663,ALT0003442,ACCT100080858,1,2024-04-10
STR000861,NO_CASE_GENERATED,ALT0003443,ACCT100081184,1,2024-10-17
STR000862,NO_CASE_GENERATED,ALT0003461,ACCT100010113,1,2023-06-07
STR000863,NO_CASE_GENERATED,ALT0003464,ACCT100067840,1,2023-11-22
STR000864,NO_CASE_GENERATED,ALT0003466,ACCT100015896,1,2023-06-14
STR000865,NO_CASE_GENERATED,ALT0003475,ACCT100041353,1,2024-02-02
STR000866,NO_CASE_GENERATED,ALT0003477,ACCT100089591,1,2024-11-03
STR000867,CASE001417,ALT0003478,ACCT100018510,1,2024-07-07
STR000868,NO_CASE_GENERATED,ALT0003482,ACCT100007538,1,2023-09-17
STR000869,NO_CASE_GENERATED,ALT0003485,ACCT100071330,1,2024-03-28
STR000870,NO_CASE_GENERATED,ALT0003489,ACCT100014873,1,2024-08-24
STR000871,NO_CASE_GENERATED,ALT0003490,ACCT100044930,1,2024-12-24
STR000872,NO_CASE_GENERATED,ALT0003493,ACCT100013740,1,2024-12-19
STR000873,NO_CASE_GENERATED,ALT0003504,ACCT100063879,1,2023-10-28
STR000874,NO_CASE_GENERATED,ALT0003506,ACCT100076911,1,2024-07-29
STR000875,CASE001753,ALT0003508,ACCT100013957,1,2024-09-20
STR000876,NO_CASE_GENERATED,ALT0003512,ACCT100023102,1,2023-06-11
STR000877,CASE002763,ALT0003515,ACCT100060321,1,2024-07-14
STR000878,NO_CASE_GENERATED,ALT0003516,ACCT100039965,1,2023-04-30
STR000879,NO_CASE_GENERATED,ALT0003520,ACCT100004870,1,2023-06-05
STR000880,NO_CASE_GENERATED,ALT0003526,ACCT100081812,1,2024-06-01
STR000881,NO_CASE_GENERATED,ALT0003527,ACCT100070610,1,2024-07-02
STR000882,NO_CASE_GENERATED,ALT0003529,ACCT100096490,1,2023-12-02
STR000883,NO_CASE_GENERATED,ALT0003532,ACCT100088679,1,2023-12-04
STR000884,CASE002943,ALT0003536,ACCT100025251,1,2023-04-19
STR000885,CASE002552,ALT0003538,ACCT100065347,1,2023-02-01
STR000886,NO_CASE_GENERATED,ALT0003544,ACCT100000249,1,2024-11-24
STR000887,NO_CASE_GENERATED,ALT0003545,ACCT100070835,1,2023-10-24
STR000888,NO_CASE_GENERATED,ALT0003547,ACCT100019749,1,2024-05-20
STR000889,NO_CASE_GENERATED,ALT0003549,ACCT100096261,1,2023-05-21
STR000890,NO_CASE_GENERATED,ALT0003556,ACCT100061931,1,2023-05-10
STR000891,CASE000822,ALT0003558,ACCT100014805,1,2023-08-12
STR000892,NO_CASE_GENERATED,ALT0003570,ACCT100019035,1,2023-07-24
STR000893,NO_CASE_GENERATED,ALT0003571,ACCT100028479,1,2023-03-11
STR000894,NO_CASE_GENERATED,ALT0003583,ACCT100000698,1,2024-11-23
STR000895,NO_CASE_GENERATED,ALT0003591,ACCT100078087,1,2024-02-12
STR000896,NO_CASE_GENERATED,ALT0003595,ACCT100053254,1,2024-11-27
STR000897,NO_CASE_GENERATED,ALT0003596,ACCT100050820,1,2023-08-18
STR000898,CASE000014,ALT0003600,ACCT100029701,1,2023-09-08
STR000899,NO_CASE_GENERATED,ALT0003601,ACCT100069719,1,2023-07-13
STR000900,NO_CASE_GENERATED,ALT0003613,ACCT100020558,1,2024-06-07
STR000901,NO_CASE_GENERATED,ALT0003614,ACCT100035550,1,2023-12-02
STR000902,CASE000123,ALT0003615,ACCT100067754,1,2024-08-05
STR000903,NO_CASE_GENERATED,ALT0003616,ACCT100025353,1,2023-03-03
STR000904,CASE002782,ALT0003623,ACCT100026618,1,2024-06-30
STR000905,NO_CASE_GENERATED,ALT0003628,ACCT100000153,1,2024-11-06
STR000906,NO_CASE_GENERATED,ALT0003630,ACCT100092255,1,2024-07-26
STR000907,CASE002913,ALT0003636,ACCT100053051,1,2023-07-20
STR000908,NO_CASE_GENERATED,ALT0003638,ACCT100052991,1,2023-12-27
STR000909,NO_CASE_GENERATED,ALT0003649,ACCT100069416,1,2024-01-08
STR000910,NO_CASE_GENERATED,ALT0003651,ACCT100036101,1,2024-10-25
STR000911,NO_CASE_GENERATED,ALT0003656,ACCT100034161,1,2023-11-03
STR000912,NO_CASE_GENERATED,ALT0003665,ACCT100063580,1,2023-07-27
STR000913,CASE002134,ALT0003666,ACCT100025568,1,2024-10-29
STR000914,NO_CASE_GENERATED,ALT0003667,ACCT100058537,1,2024-08-06
STR000915,NO_CASE_GENERATED,ALT0003668,ACCT100024448,1,2024-09-07
STR000916,CASE002183,ALT0003671,ACCT100081975,1,2024-04-18
STR000917,NO_CASE_GENERATED,ALT0003673,ACCT100036923,1,2024-02-14
STR000918,NO_CASE_GENERATED,ALT0003678,ACCT100090599,1,2023-06-10
STR000919,NO_CASE_GENERATED,ALT0003679,ACCT100048810,1,2023-05-22
STR000920,NO_CASE_GENERATED,ALT0003680,ACCT100033395,1,2024-01-27
STR000921,CASE001693,ALT0003681,ACCT100078294,1,2024-01-05
STR000922,NO_CASE_GENERATED,ALT0003683,ACCT100011364,1,2025-01-02
STR000923,CASE002349,ALT0003688,ACCT100049940,1,2023-01-29
STR000924,NO_CASE_GENERATED,ALT0003689,ACCT100080293,1,2024-09-04
STR000925,CASE001002,ALT0003690,ACCT100078282,1,2023-05-28
STR000926,NO_CASE_GENERATED,ALT0003698,ACCT100004576,1,2023-08-28
STR000927,CASE001032,ALT0003700,ACCT100050008,1,2024-06-13
STR000928,NO_CASE_GENERATED,ALT0003704,ACCT100027037,1,2023-12-31
STR000929,NO_CASE_GENERATED,ALT0003706,ACCT100029532,1,2024-12-27
STR000930,NO_CASE_GENERATED,ALT0003710,ACCT100041752,1,2023-05-05
STR000931,NO_CASE_GENERATED,ALT0003712,ACCT100075272,1,2024-06-28
STR000932,NO_CASE_GENERATED,ALT0003721,ACCT100055245,1,2024-12-08
STR000933,CASE001770,ALT0003730,ACCT100076830,1,2023-03-22
STR000934,CASE000631,ALT0003733,ACCT100093292,1,2024-07-04
STR000935,NO_CASE_GENERATED,ALT0003735,ACCT100053657,1,2023-11-09
STR000936,NO_CASE_GENERATED,ALT0003743,ACCT100043921,1,2024-03-27
STR000937,CASE001627,ALT0003753,ACCT100047968,1,2023-06-29
STR000938,CASE001636,ALT0003756,ACCT100090351,1,2024-06-03
STR000939,NO_CASE_GENERATED,ALT0003758,ACCT100044301,1,2023-07-26
STR000940,NO_CASE_GENERATED,ALT0003762,ACCT100058117,1,2024-02-27
STR000941,NO_CASE_GENERATED,ALT0003763,ACCT100086771,1,2023-10-19
STR000942,NO_CASE_GENERATED,ALT0003765,ACCT100083829,1,2023-08-17
STR000943,NO_CASE_GENERATED,ALT0003766,ACCT100028844,1,2024-03-23
STR000944,NO_CASE_GENERATED,ALT0003777,ACCT100027542,1,2023-06-19
STR000945,NO_CASE_GENERATED,ALT0003781,ACCT100038460,1,2023-05-25
STR000946,NO_CASE_GENERATED,ALT0003782,ACCT100060034,1,2023-04-13
STR000947,NO_CASE_GENERATED,ALT0003789,ACCT100062936,1,2023-09-11
STR000948,NO_CASE_GENERATED,ALT0003792,ACCT100096289,1,2024-08-25
STR000949,NO_CASE_GENERATED,ALT0003796,ACCT100015704,1,2023-05-19
STR000950,CASE000648,ALT0003799,ACCT100067348,1,2024-11-09
STR000951,CASE000384,ALT0003803,ACCT100054528,1,2023-10-14
STR000952,NO_CASE_GENERATED,ALT0003811,ACCT100013413,1,2023-01-12
STR000953,NO_CASE_GENERATED,ALT0003813,ACCT100019048,1,2024-08-31
STR000954,NO_CASE_GENERATED,ALT0003814,ACCT100017852,1,2024-02-19
STR000955,CASE002903,ALT0003818,ACCT100012100,1,2023-03-01
STR000956,NO_CASE_GENERATED,ALT0003826,ACCT100041251,1,2024-09-05
STR000957,CASE000332,ALT0003831,ACCT100048464,1,2023-02-01
STR000958,NO_CASE_GENERATED,ALT0003848,ACCT100039616,1,2023-01-28
STR000959,NO_CASE_GENERATED,ALT0003852,ACCT100004898,1,2023-12-06
STR000960,NO_CASE_GENERATED,ALT0003853,ACCT100036678,1,2023-02-17
STR000961,CASE002418,ALT0003860,ACCT100068421,1,2023-06-13
STR000962,NO_CASE_GENERATED,ALT0003865,ACCT100071961,1,2024-09-15
STR000963,NO_CASE_GENERATED,ALT0003870,ACCT100075079,1,2023-03-18
STR000964,NO_CASE_GENERATED,ALT0003872,ACCT100080456,1,2024-08-15
STR000965,NO_CASE_GENERATED,ALT0003873,ACCT100012352,1,2024-07-26
STR000966,NO_CASE_GENERATED,ALT0003874,ACCT100031712,1,2023-03-09
STR000967,CASE002556,ALT0003878,ACCT100084243,1,2023-11-05
STR000968,CASE001744,ALT0003880,ACCT100051040,1,2023-07-07
STR000969,NO_CASE_GENERATED,ALT0003881,ACCT100084991,1,2023-11-10
STR000970,CASE000948,ALT0003882,ACCT100018606,1,2023-05-10
STR000971,NO_CASE_GENERATED,ALT0003885,ACCT100007900,1,2024-07-18
STR000972,NO_CASE_GENERATED,ALT0003886,ACCT100092720,1,2023-10-04
STR000973,CASE002987,ALT0003887,ACCT100024771,1,2023-09-23
STR000974,NO_CASE_GENERATED,ALT0003891,ACCT100034728,1,2024-01-23
STR000975,NO_CASE_GENERATED,ALT0003893,ACCT100007417,1,2023-11-15
STR000976,CASE001695,ALT0003897,ACCT100082087,1,2024-05-23
STR000977,NO_CASE_GENERATED,ALT0003898,ACCT100046088,1,2023-06-06
STR000978,NO_CASE_GENERATED,ALT0003899,ACCT100074983,1,2023-02-09
STR000979,NO_CASE_GENERATED,ALT0003902,ACCT100034030,1,2024-03-29
STR000980,NO_CASE_GENERATED,ALT0003905,ACCT100050727,1,2025-01-02
STR000981,NO_CASE_GENERATED,ALT0003908,ACCT100036826,1,2023-10-09
STR000982,NO_CASE_GENERATED,ALT0003913,ACCT100036665,1,2023-11-17
STR000983,NO_CASE_GENERATED,ALT0003914,ACCT100073340,1,2024-03-26
STR000984,NO_CASE_GENERATED,ALT0003919,ACCT100081157,1,2024-07-09
STR000985,NO_CASE_GENERATED,ALT0003920,ACCT100066954,1,2023-07-16
STR000986,CASE002474,ALT0003928,ACCT100019669,1,2024-10-09
STR000987,NO_CASE_GENERATED,ALT0003930,ACCT100081732,1,2024-12-15
STR000988,NO_CASE_GENERATED,ALT0003931,ACCT100020093,1,2024-02-17
STR000989,NO_CASE_GENERATED,ALT0003938,ACCT100096681,1,2023-03-27
STR000990,NO_CASE_GENERATED,ALT0003948,ACCT100011884,1,2023-07-16
STR000991,CASE000549,ALT0003949,ACCT100072370,1,2024-10-04
STR000992,CASE000184,ALT0003952,ACCT100027005,1,2024-03-24
STR000993,NO_CASE_GENERATED,ALT0003953,ACCT100072743,1,2024-06-08
STR000994,NO_CASE_GENERATED,ALT0003964,ACCT100001581,1,2024-10-24
STR000995,NO_CASE_GENERATED,ALT0003966,ACCT100039414,1,2024-06-17
STR000996,NO_CASE_GENERATED,ALT0003967,ACCT100052392,1,2023-07-16
STR000997,NO_CASE_GENERATED,ALT0003969,ACCT100059877,1,2023-06-18
STR000998,CASE000305,ALT0003972,ACCT100066785,1,2024-11-18
STR000999,NO_CASE_GENERATED,ALT0003988,ACCT100027285,1,2023-07-30
STR001000,NO_CASE_GENERATED,ALT0003990,ACCT100097129,1,2023-12-24
STR001001,NO_CASE_GENERATED,ALT0003992,ACCT100087403,1,2023-11-15
STR001002,NO_CASE_GENERATED,ALT0003993,ACCT100020085,1,2023-04-17
STR001003,CASE001713,ALT0003998,ACCT100015484,1,2024-08-26
STR001004,NO_CASE_GENERATED,ALT0004002,ACCT100051608,1,2024-03-31
STR001005,CASE000121,ALT0004003,ACCT100071452,1,2023-02-16
STR001006,NO_CASE_GENERATED,ALT0004005,ACCT100002940,1,2023-09-10
STR001007,CASE000999,ALT0004006,ACCT100053827,1,2024-06-07
STR001008,CASE002562,ALT0004011,ACCT100068403,1,2024-10-30
STR001009,NO_CASE_GENERATED,ALT0004018,ACCT100047284,1,2024-01-29
STR001010,NO_CASE_GENERATED,ALT0004023,ACCT100020482,1,2024-04-06
STR001011,CASE000503,ALT0004031,ACCT100052064,1,2024-11-14
STR001012,CASE002082,ALT0004038,ACCT100020420,1,2024-09-05
STR001013,NO_CASE_GENERATED,ALT0004046,ACCT100018434,1,2024-11-06
STR001014,NO_CASE_GENERATED,ALT0004051,ACCT100044507,1,2024-06-21
STR001015,NO_CASE_GENERATED,ALT0004052,ACCT100024569,1,2023-11-04
STR001016,CASE000589,ALT0004058,ACCT100036491,1,2024-09-17
STR001017,CASE001798,ALT0004065,ACCT100067374,1,2024-07-20
STR001018,NO_CASE_GENERATED,ALT0004070,ACCT100033465,1,2024-12-05
STR001019,NO_CASE_GENERATED,ALT0004071,ACCT100002572,1,2023-02-08
STR001020,CASE002189,ALT0004073,ACCT100042066,1,2024-03-04
STR001021,NO_CASE_GENERATED,ALT0004076,ACCT100026509,1,2024-05-07
STR001022,NO_CASE_GENERATED,ALT0004078,ACCT100080038,1,2025-01-01
STR001023,NO_CASE_GENERATED,ALT0004081,ACCT100035267,1,2023-03-18
STR001024,NO_CASE_GENERATED,ALT0004087,ACCT100014330,1,2023-07-09
STR001025,NO_CASE_GENERATED,ALT0004088,ACCT100007712,1,2024-10-04
STR001026,CASE001052,ALT0004091,ACCT100047710,1,2024-06-03
STR001027,NO_CASE_GENERATED,ALT0004093,ACCT100061269,1,2024-04-02
STR001028,CASE002665,ALT0004098,ACCT100006055,1,2024-07-02
STR001029,NO_CASE_GENERATED,ALT0004109,ACCT100074219,1,2023-09-04
STR001030,CASE001946,ALT0004112,ACCT100066614,1,2024-08-02
STR001031,NO_CASE_GENERATED,ALT0004118,ACCT100017515,1,2024-02-11
STR001032,NO_CASE_GENERATED,ALT0004129,ACCT100015937,1,2023-03-01
STR001033,CASE002487,ALT0004130,ACCT100091811,1,2024-07-28
STR001034,NO_CASE_GENERATED,ALT0004136,ACCT100025341,1,2024-11-29
STR001035,NO_CASE_GENERATED,ALT0004143,ACCT100022637,1,2024-11-19
STR001036,NO_CASE_GENERATED,ALT0004144,ACCT100020721,1,2024-06-25
STR001037,NO_CASE_GENERATED,ALT0004146,ACCT100032826,1,2023-07-22
STR001038,NO_CASE_GENERATED,ALT0004148,ACCT100060782,1,2024-08-21
STR001039,NO_CASE_GENERATED,ALT0004150,ACCT100087826,1,2023-06-11
STR001040,CASE000034,ALT0004152,ACCT100075936,1,2024-07-01
STR001041,NO_CASE_GENERATED,ALT0004155,ACCT100093592,1,2024-06-30
STR001042,CASE002121,ALT0004156,ACCT100088432,1,2025-01-02
STR001043,NO_CASE_GENERATED,ALT0004160,ACCT100098034,1,2023-06-18
STR001044,NO_CASE_GENERATED,ALT0004161,ACCT100019289,1,2023-11-01
STR001045,NO_CASE_GENERATED,ALT0004164,ACCT100095818,1,2024-10-25
STR001046,CASE002148,ALT0004167,ACCT100016164,1,2023-11-28
STR001047,CASE001183,ALT0004190,ACCT100016972,1,2023-03-28
