CASE_ID,ALERT_ID,INVESTIGATOR_ID,CASE_STATUS
CASE000825,ALT0004036,INV_01,CLOSED_FALSE_POSITIVE
CASE000826,ALT0001472,AUTO_SYS,CLOSED_FALSE_POSITIVE
CASE000827,ALT0009858,INV_01,CLOSED_FALSE_POSITIVE
CASE000828,ALT0006632,INV_03,CLOSED_FALSE_POSITIVE
CASE000829,ALT0006888,INV_03,CLOSED_SAR_FILED
CASE000830,ALT0006622,INV_03,OPEN
CASE000831,ALT0008268,INV_02,OPEN
CASE000832,ALT0008292,INV_02,CLOSED_FALSE_POSITIVE
CASE000833,ALT0001462,INV_02,CLOSED_FALSE_POSITIVE
CASE000834,ALT0003695,INV_02,OPEN
CASE000835,ALT0001171,AUTO_SYS,CLOSED_FALSE_POSITIVE
CASE000836,ALT0006803,INV_01,OPEN
CASE000837,ALT0009941,AUTO_SYS,CLOSED_FALSE_POSITIVE
CASE000838,ALT0007528,INV_03,CLOSED_FALSE_POSITIVE
CASE000839,ALT0006685,AUTO_SYS,CLOSED_SAR_FILED
CASE000840,ALT0009315,INV_01,OPEN
CASE000841,ALT0004953,INV_02,OPEN
CASE000842,ALT0003405,INV_01,CLOSED_FALSE_POSITIVE
CASE000843,ALT0006271,INV_03,CLOSED_FALSE_POSITIVE
CASE000844,ALT0009815,INV_03,CLOSED_FALSE_POSITIVE
CASE000845,ALT0006493,INV_02,CLOSED_FALSE_POSITIVE
CASE000846,ALT0006915,INV_01,CLOSED_FALSE_POSITIVE
CASE000847,ALT0001747,INV_02,CLOSED_FALSE_POSITIVE
CASE000848,ALT0001510,INV_03,OPEN
CASE000849,ALT0007004,INV_02,CLOSED_FALSE_POSITIVE
CASE000850,ALT0003925,INV_03,CLOSED_FALSE_POSITIVE
CASE000851,ALT0003099,INV_03,CLOSED_FALSE_POSITIVE
CASE000852,ALT0000791,AUTO_SYS,OPEN
CASE000853,ALT0004228,AUTO_SYS,CLOSED_FALSE_POSITIVE
CASE000854,ALT0007232,AUTO_SYS,OPEN
CASE000855,ALT0005587,INV_03,CLOSED_FALSE_POSITIVE
CASE000856,ALT0000684,AUTO_SYS,CLOSED_FALSE_POSITIVE
CASE000857,ALT0005515,AUTO_SYS,CLOSED_FALSE_POSITIVE
CASE000858,ALT0008063,AUTO_SYS,CLOSED_SAR_FILED
CASE000859,ALT0006979,INV_02,OPEN
CASE000860,ALT0009301,INV_02,OPEN
CASE000861,ALT0001143,INV_03,CLOSED_FALSE_POSITIVE
CASE000862,ALT0009843,INV_02,CLOSED_FALSE_POSITIVE
CASE000863,ALT0008567,AUTO_SYS,CLOSED_FALSE_POSITIVE
CASE000864,ALT0001334,INV_03,CLOSED_FALSE_POSITIVE
CASE000865,ALT0009660,AUTO_SYS,CLOSED_FALSE_POSITIVE
CASE000866,ALT0002701,INV_02,CLOSED_FALSE_POSITIVE
CASE000867,ALT0006682,INV_02,OPEN
CASE000868,ALT0001519,INV_02,CLOSED_FALSE_POSITIVE
CASE000869,ALT0000223,AUTO_SYS,CLOSED_FALSE_POSITIVE
CASE000870,ALT0008089,INV_02,CLOSED_FALSE_POSITIVE
CASE000871,ALT0002584,INV_01,CLOSED_FALSE_POSITIVE
CASE000872,ALT0005902,INV_03,OPEN
CASE000873,ALT0006724,INV_01,CLOSED_FALSE_POSITIVE
CASE000874,ALT0007243,INV_02,CLOSED_FALSE_POSITIVE
CASE000875,ALT0006447,INV_02,CLOSED_FALSE_POSITIVE
CASE000876,ALT0006403,INV_03,CLOSED_FALSE_POSITIVE
CASE000877,ALT0003419,INV_03,OPEN
CASE000878,ALT0002012,INV_02,CLOSED_FALSE_POSITIVE
CASE000879,ALT0000973,AUTO_SYS,CLOSED_FALSE_POSITIVE
CASE000880,ALT0006600,INV_02,CLOSED_SAR_FILED
CASE000881,ALT0008293,INV_01,CLOSED_FALSE_POSITIVE
CASE000882,ALT0006758,INV_03,CLOSED_FALSE_POSITIVE
CASE000883,ALT0006834,INV_03,CLOSED_FALSE_POSITIVE
CASE000884,ALT0009122,INV_03,CLOSED_FALSE_POSITIVE
CASE000885,ALT0006276,INV_03,CLOSED_FALSE_POSITIVE
CASE000886,ALT0008471,INV_01,OPEN
CASE000887,ALT0004202,INV_02,OPEN
CASE000888,ALT0004918,INV_03,CLOSED_FALSE_POSITIVE
CASE000889,ALT0003289,INV_01,OPEN
CASE000890,ALT0007132,INV_02,CLOSED_FALSE_POSITIVE
CASE000891,ALT0009141,INV_02,CLOSED_FALSE_POSITIVE
CASE000892,ALT0002043,INV_02,CLOSED_FALSE_POSITIVE
CASE000893,ALT0001342,AUTO_SYS,CLOSED_FALSE_POSITIVE
CASE000894,ALT0002182,INV_02,CLOSED_FALSE_POSITIVE
CASE000895,ALT0009572,INV_01,OPEN
CASE000896,ALT0005081,INV_03,CLOSED_FALSE_POSITIVE
CASE000897,ALT0006050,INV_01,CLOSED_FALSE_POSITIVE
CASE000898,ALT0001261,INV_03,CLOSED_FALSE_POSITIVE
CASE000899,ALT0006116,INV_02,CLOSED_FALSE_POSITIVE
CASE000900,ALT0007739,INV_03,CLOSED_FALSE_POSITIVE
CASE000901,ALT0004694,INV_03,CLOSED_FALSE_POSITIVE
CASE000902,ALT0006310,INV_02,OPEN
CASE000903,ALT0005996,AUTO_SYS,CLOSED_FALSE_POSITIVE
CASE000904,ALT0000430,INV_01,CLOSED_FALSE_POSITIVE
CASE000905,ALT0002013,INV_01,CLOSED_FALSE_POSITIVE
CASE000906,ALT0002356,INV_01,CLOSED_FALSE_POSITIVE
CASE000907,ALT0004192,INV_02,CLOSED_FALSE_POSITIVE
CASE000908,ALT0008263,INV_01,CLOSED_FALSE_POSITIVE
CASE000909,ALT0002263,INV_02,CLOSED_FALSE_POSITIVE
CASE000910,ALT0007987,INV_01,CLOSED_FALSE_POSITIVE
CASE000911,ALT0008914,INV_02,CLOSED_FALSE_POSITIVE
CASE000912,ALT0000043,INV_03,CLOSED_SAR_FILED
CASE000913,ALT0003019,AUTO_SYS,CLOSED_SAR_FILED
CASE000914,ALT0002986,AUTO_SYS,CLOSED_FALSE_POSITIVE
CASE000915,ALT0008277,INV_02,CLOSED_FALSE_POSITIVE
CASE000916,ALT0007969,INV_03,CLOSED_FALSE_POSITIVE
CASE000917,ALT0009613,INV_03,CLOSED_FALSE_POSITIVE
CASE000918,ALT0002885,INV_01,CLOSED_FALSE_POSITIVE
CASE000919,ALT0004854,INV_03,OPEN
CASE000920,ALT0001271,INV_02,CLOSED_FALSE_POSITIVE
CASE000921,ALT0006989,INV_01,OPEN
CASE000922,ALT0001933,AUTO_SYS,CLOSED_FALSE_POSITIVE
CASE000923,ALT0000168,INV_01,CLOSED_FALSE_POSITIVE
CASE000924,ALT0008495,INV_03,CLOSED_FALSE_POSITIVE
CASE000925,ALT0007715,INV_01,CLOSED_FALSE_POSITIVE
CASE000926,ALT0006745,AUTO_SYS,CLOSED_FALSE_POSITIVE
CASE000927,ALT0002339,INV_01,CLOSED_FALSE_POSITIVE
CASE000928,ALT0005033,INV_01,CLOSED_FALSE_POSITIVE
CASE000929,ALT0001373,INV_03,CLOSED_FALSE_POSITIVE
CASE000930,ALT0000055,AUTO_SYS,CLOSED_FALSE_POSITIVE
CASE000931,ALT0008241,INV_02,OPEN
CASE000932,ALT0007453,INV_02,CLOSED_SAR_FILED
CASE000933,ALT0002998,INV_02,CLOSED_FALSE_POSITIVE
CASE000934,ALT0000475,AUTO_SYS,CLOSED_FALSE_POSITIVE
CASE000935,ALT0007164,AUTO_SYS,OPEN
CASE000936,ALT0005260,INV_03,CLOSED_FALSE_POSITIVE
CASE000937,ALT0004612,INV_02,OPEN
CASE000938,ALT0007247,INV_01,CLOSED_FALSE_POSITIVE
CASE000939,ALT0004609,INV_03,CLOSED_FALSE_POSITIVE
CASE000940,ALT0006168,INV_03,OPEN
CASE000941,ALT0007215,INV_03,CLOSED_FALSE_POSITIVE
CASE000942,ALT0004032,INV_03,CLOSED_FALSE_POSITIVE
CASE000943,ALT0006731,AUTO_SYS,CLOSED_FALSE_POSITIVE
CASE000944,ALT0007814,INV_01,CLOSED_FALSE_POSITIVE
CASE000945,ALT0002821,INV_03,CLOSED_FALSE_POSITIVE
CASE000946,ALT0007994,INV_01,OPEN
CASE000947,ALT0007350,INV_01,CLOSED_FALSE_POSITIVE
CASE000948,ALT0003882,INV_03,CLOSED_FALSE_POSITIVE
CASE000949,ALT0002838,INV_02,CLOSED_FALSE_POSITIVE
CASE000950,ALT0002402,INV_02,CLOSED_FALSE_POSITIVE
CASE000951,ALT0000280,AUTO_SYS,CLOSED_FALSE_POSITIVE
CASE000952,ALT0003309,INV_03,CLOSED_SAR_FILED
CASE000953,ALT0003787,INV_02,CLOSED_FALSE_POSITIVE
CASE000954,ALT0004850,INV_02,CLOSED_FALSE_POSITIVE
CASE000955,ALT0008461,AUTO_SYS,CLOSED_FALSE_POSITIVE
CASE000956,ALT0004440,AUTO_SYS,CLOSED_SAR_FILED
CASE000957,ALT0000305,INV_01,CLOSED_FALSE_POSITIVE
CASE000958,ALT0009066,AUTO_SYS,OPEN
CASE000959,ALT0001627,AUTO_SYS,OPEN
CASE000960,ALT0000425,INV_03,CLOSED_FALSE_POSITIVE
CASE000961,ALT0001270,INV_03,CLOSED_FALSE_POSITIVE
CASE000962,ALT0001739,AUTO_SYS,CLOSED_FALSE_POSITIVE
CASE000963,ALT0003138,INV_03,CLOSED_FALSE_POSITIVE
CASE000964,ALT0006773,INV_03,OPEN
CASE000965,ALT0003581,AUTO_SYS,CLOSED_SAR_FILED
CASE000966,ALT0009492,INV_02,CLOSED_FALSE_POSITIVE
CASE000967,ALT0000737,INV_02,CLOSED_FALSE_POSITIVE
CASE000968,ALT0009772,INV_03,CLOSED_FALSE_POSITIVE
CASE000969,ALT0005961,INV_02,CLOSED_FALSE_POSITIVE
CASE000970,ALT0005095,AUTO_SYS,CLOSED_FALSE_POSITIVE
CASE000971,ALT0003546,INV_01,CLOSED_SAR_FILED
CASE000972,ALT0001395,AUTO_SYS,CLOSED_SAR_FILED
CASE000973,ALT0003249,AUTO_SYS,CLOSED_FALSE_POSITIVE
CASE000974,ALT0002119,AUTO_SYS,CLOSED_FALSE_POSITIVE
CASE000975,ALT0006500,AUTO_SYS,CLOSED_FALSE_POSITIVE
CASE000976,ALT0008420,INV_03,CLOSED_FALSE_POSITIVE
CASE000977,ALT0000470,INV_01,OPEN
CASE000978,ALT0000093,INV_02,CLOSED_FALSE_POSITIVE
CASE000979,ALT0004518,INV_02,CLOSED_FALSE_POSITIVE
CASE000980,ALT0007859,AUTO_SYS,OPEN
CASE000981,ALT0001610,INV_03,CLOSED_FALSE_POSITIVE
CASE000982,ALT0008065,INV_03,CLOSED_FALSE_POSITIVE
CASE000983,ALT0004930,INV_03,CLOSED_FALSE_POSITIVE
CASE000984,ALT0005643,AUTO_SYS,CLOSED_FALSE_POSITIVE
CASE000985,ALT0003457,INV_02,CLOSED_FALSE_POSITIVE
CASE000986,ALT0003927,INV_02,CLOSED_FALSE_POSITIVE
CASE000987,ALT0008587,INV_02,CLOSED_SAR_FILED
CASE000988,ALT0009664,INV_01,OPEN
CASE000989,ALT0007151,AUTO_SYS,CLOSED_FALSE_POSITIVE
CASE000990,ALT0008816,INV_03,OPEN
CASE000991,ALT0008940,INV_02,CLOSED_SAR_FILED
CASE000992,ALT0006792,AUTO_SYS,CLOSED_FALSE_POSITIVE
CASE000993,ALT0002802,INV_02,CLOSED_FALSE_POSITIVE
CASE000994,ALT0004200,INV_03,CLOSED_SAR_FILED
CASE000995,ALT0009182,INV_01,CLOSED_FALSE_POSITIVE
CASE000996,ALT0009201,INV_03,CLOSED_FALSE_POSITIVE
CASE000997,ALT0000328,AUTO_SYS,CLOSED_SAR_FILED
CASE000998,ALT0000522,AUTO_SYS,CLOSED_FALSE_POSITIVE
CASE000999,ALT0004006,INV_01,CLOSED_FALSE_POSITIVE
CASE001000,ALT0000720,INV_02,OPEN
CASE001001,ALT0003691,INV_02,CLOSED_FALSE_POSITIVE
CASE001002,ALT0003690,INV_03,CLOSED_FALSE_POSITIVE
CASE001003,ALT0006602,INV_02,CLOSED_FALSE_POSITIVE
CASE001004,ALT0006974,INV_01,CLOSED_FALSE_POSITIVE
CASE001005,ALT0009703,INV_03,CLOSED_SAR_FILED
CASE001006,ALT0006262,INV_02,OPEN
CASE001007,ALT0006273,AUTO_SYS,CLOSED_FALSE_POSITIVE
CASE001008,ALT0005575,AUTO_SYS,CLOSED_FALSE_POSITIVE
CASE001009,ALT0005564,AUTO_SYS,CLOSED_FALSE_POSITIVE
CASE001010,ALT0006121,AUTO_SYS,CLOSED_FALSE_POSITIVE
CASE001011,ALT0009525,AUTO_SYS,CLOSED_FALSE_POSITIVE
CASE001012,ALT0008715,AUTO_SYS,CLOSED_SAR_FILED
CASE001013,ALT0000666,INV_03,CLOSED_FALSE_POSITIVE
CASE001014,ALT0009814,INV_01,CLOSED_FALSE_POSITIVE
CASE001015,ALT0008613,INV_02,CLOSED_FALSE_POSITIVE
CASE001016,ALT0009117,INV_03,CLOSED_SAR_FILED
CASE001017,ALT0006861,INV_02,CLOSED_FALSE_POSITIVE
CASE001018,ALT0009266,INV_01,CLOSED_FALSE_POSITIVE
CASE001019,ALT0009845,INV_01,CLOSED_FALSE_POSITIVE
CASE001020,ALT0004981,INV_03,CLOSED_FALSE_POSITIVE
CASE001021,ALT0002325,INV_01,OPEN
CASE001022,ALT0008383,AUTO_SYS,CLOSED_FALSE_POSITIVE
CASE001023,ALT0001528,INV_03,CLOSED_FALSE_POSITIVE
CASE001024,ALT0007856,INV_01,CLOSED_FALSE_POSITIVE
CASE001025,ALT0008757,INV_02,CLOSED_FALSE_POSITIVE
CASE001026,ALT0004567,INV_03,OPEN
CASE001027,ALT0001852,AUTO_SYS,CLOSED_FALSE_POSITIVE
CASE001028,ALT0004870,AUTO_SYS,CLOSED_FALSE_POSITIVE
CASE001029,ALT0001736,INV_02,CLOSED_FALSE_POSITIVE
CASE001030,ALT0003176,INV_03,CLOSED_FALSE_POSITIVE
CASE001031,ALT0008404,INV_03,OPEN
CASE001032,ALT0003700,INV_03,CLOSED_FALSE_POSITIVE
CASE001033,ALT0001527,AUTO_SYS,CLOSED_FALSE_POSITIVE
CASE001034,ALT0002740,INV_03,OPEN
CASE001035,ALT0005761,AUTO_SYS,CLOSED_FALSE_POSITIVE
CASE001036,ALT0009030,INV_01,CLOSED_FALSE_POSITIVE
CASE001037,ALT0005365,INV_03,CLOSED_FALSE_POSITIVE
CASE001038,ALT0008199,AUTO_SYS,OPEN
CASE001039,ALT0001257,INV_01,CLOSED_FALSE_POSITIVE
CASE001040,ALT0009474,AUTO_SYS,OPEN
CASE001041,ALT0005367,INV_02,CLOSED_FALSE_POSITIVE
CASE001042,ALT0007534,INV_03,OPEN
CASE001043,ALT0008302,AUTO_SYS,CLOSED_FALSE_POSITIVE
CASE001044,ALT0005403,INV_01,OPEN
CASE001045,ALT0008889,INV_03,CLOSED_FALSE_POSITIVE
CASE001046,ALT0002958,INV_02,CLOSED_FALSE_POSITIVE
CASE001047,ALT0001916,INV_03,CLOSED_FALSE_POSITIVE
CASE001048,ALT0002071,INV_01,CLOSED_FALSE_POSITIVE
CASE001049,ALT0005353,AUTO_SYS,CLOSED_FALSE_POSITIVE
CASE001050,ALT0004846,INV_03,CLOSED_FALSE_POSITIVE
CASE001051,ALT0003906,INV_01,OPEN
CASE001052,ALT0004091,INV_01,OPEN
CASE001053,ALT0001458,INV_01,CLOSED_FALSE_POSITIVE
CASE001054,ALT0000501,INV_01,OPEN
CASE001055,ALT0009336,INV_02,CLOSED_FALSE_POSITIVE
CASE001056,ALT0003637,INV_01,CLOSED_FALSE_POSITIVE
CASE001057,ALT0008432,AUTO_SYS,CLOSED_FALSE_POSITIVE
CASE001058,ALT0007106,INV_03,OPEN
CASE001059,ALT0002416,AUTO_SYS,CLOSED_FALSE_POSITIVE
CASE001060,ALT0008995,INV_01,OPEN
CASE001061,ALT0000165,INV_02,CLOSED_SAR_FILED
CASE001062,ALT0001191,INV_02,CLOSED_FALSE_POSITIVE
CASE001063,ALT0007397,INV_01,CLOSED_FALSE_POSITIVE
CASE001064,ALT0001731,INV_01,CLOSED_FALSE_POSITIVE
CASE001065,ALT0009602,INV_03,CLOSED_FALSE_POSITIVE
CASE001066,ALT0009816,INV_01,CLOSED_FALSE_POSITIVE
CASE001067,ALT0000707,INV_01,OPEN
CASE001068,ALT0004302,INV_03,CLOSED_FALSE_POSITIVE
CASE001069,ALT0005425,INV_03,CLOSED_FALSE_POSITIVE
CASE001070,ALT0003876,INV_01,CLOSED_SAR_FILED
CASE001071,ALT0008184,INV_02,CLOSED_FALSE_POSITIVE
CASE001072,ALT0009702,AUTO_SYS,CLOSED_FALSE_POSITIVE
CASE001073,ALT0006696,AUTO_SYS,OPEN
CASE001074,ALT0008001,INV_03,CLOSED_FALSE_POSITIVE
CASE001075,ALT0008899,INV_01,CLOSED_FALSE_POSITIVE
CASE001076,ALT0002617,INV_03,CLOSED_FALSE_POSITIVE
CASE001077,ALT0006925,AUTO_SYS,CLOSED_FALSE_POSITIVE
CASE001078,ALT0004888,INV_03,CLOSED_FALSE_POSITIVE
CASE001079,ALT0008717,AUTO_SYS,CLOSED_FALSE_POSITIVE
CASE001080,ALT0006380,INV_03,CLOSED_FALSE_POSITIVE
CASE001081,ALT0008214,INV_01,CLOSED_FALSE_POSITIVE
CASE001082,ALT0005675,INV_03,CLOSED_SAR_FILED
CASE001083,ALT0009951,INV_03,CLOSED_FALSE_POSITIVE
CASE001084,ALT0000640,INV_02,OPEN
CASE001085,ALT0002463,INV_02,CLOSED_FALSE_POSITIVE
CASE001086,ALT0002368,INV_02,CLOSED_FALSE_POSITIVE
CASE001087,ALT0009291,INV_01,CLOSED_FALSE_POSITIVE
CASE001088,ALT0001115,INV_02,CLOSED_SAR_FILED
CASE001089,ALT0004580,INV_03,CLOSED_FALSE_POSITIVE
CASE001090,ALT0002394,AUTO_SYS,CLOSED_SAR_FILED
CASE001091,ALT0003901,INV_03,CLOSED_SAR_FILED
CASE001092,ALT0002237,INV_03,CLOSED_FALSE_POSITIVE
CASE001093,ALT0004320,AUTO_SYS,CLOSED_SAR_FILED
CASE001094,ALT0002978,INV_01,CLOSED_FALSE_POSITIVE
CASE001095,ALT0003266,INV_02,CLOSED_FALSE_POSITIVE
CASE001096,ALT0009954,AUTO_SYS,CLOSED_FALSE_POSITIVE
CASE001097,ALT0000308,INV_02,CLOSED_FALSE_POSITIVE
CASE001098,ALT0004780,INV_01,CLOSED_SAR_FILED
CASE001099,ALT0005923,INV_02,OPEN
CASE001100,ALT0000804,INV_03,CLOSED_FALSE_POSITIVE
CASE001101,ALT0006353,INV_03,OPEN
CASE001102,ALT0002993,INV_01,CLOSED_FALSE_POSITIVE
CASE001103,ALT0008137,INV_03,CLOSED_FALSE_POSITIVE
CASE001104,ALT0006843,AUTO_SYS,CLOSED_FALSE_POSITIVE
CASE001105,ALT0001403,AUTO_SYS,CLOSED_SAR_FILED
CASE001106,ALT0007287,INV_02,CLOSED_FALSE_POSITIVE
CASE001107,ALT0002782,INV_01,CLOSED_FALSE_POSITIVE
CASE001108,ALT0007531,AUTO_SYS,CLOSED_FALSE_POSITIVE
CASE001109,ALT0001995,AUTO_SYS,CLOSED_FALSE_POSITIVE
CASE001110,ALT0006929,INV_03,CLOSED_SAR_FILED
CASE001111,ALT0006112,AUTO_SYS,CLOSED_FALSE_POSITIVE
CASE001112,ALT0004582,INV_03,OPEN
CASE001113,ALT0000608,INV_02,CLOSED_FALSE_POSITIVE
CASE001114,ALT0009221,INV_02,CLOSED_FALSE_POSITIVE
CASE001115,ALT0004121,INV_01,OPEN
CASE001116,ALT0008907,AUTO_SYS,CLOSED_FALSE_POSITIVE
CASE001117,ALT0000407,INV_01,CLOSED_FALSE_POSITIVE
CASE001118,ALT0005073,INV_02,CLOSED_FALSE_POSITIVE
CASE001119,ALT0003626,AUTO_SYS,CLOSED_FALSE_POSITIVE
CASE001120,ALT0001816,INV_01,CLOSED_FALSE_POSITIVE
CASE001121,ALT0008817,AUTO_SYS,CLOSED_FALSE_POSITIVE
CASE001122,ALT0003981,INV_03,CLOSED_FALSE_POSITIVE
CASE001123,ALT0004964,INV_03,CLOSED_FALSE_POSITIVE
CASE001124,ALT0009458,INV_01,CLOSED_FALSE_POSITIVE
CASE001125,ALT0003281,AUTO_SYS,CLOSED_FALSE_POSITIVE
CASE001126,ALT0003563,AUTO_SYS,CLOSED_FALSE_POSITIVE
CASE001127,ALT0009290,INV_02,CLOSED_FALSE_POSITIVE
CASE001128,ALT0001096,INV_01,CLOSED_FALSE_POSITIVE
CASE001129,ALT0009391,INV_02,CLOSED_FALSE_POSITIVE
CASE001130,ALT0002222,INV_03,CLOSED_FALSE_POSITIVE
CASE001131,ALT0005832,INV_03,OPEN
CASE001132,ALT0003646,INV_01,OPEN
CASE001133,ALT0002355,INV_01,OPEN
CASE001134,ALT0007354,AUTO_SYS,CLOSED_FALSE_POSITIVE
CASE001135,ALT0004665,INV_02,OPEN
CASE001136,ALT0004732,AUTO_SYS,CLOSED_FALSE_POSITIVE
CASE001137,ALT0004410,INV_03,OPEN
CASE001138,ALT0008659,INV_01,CLOSED_FALSE_POSITIVE
CASE001139,ALT0008776,AUTO_SYS,CLOSED_FALSE_POSITIVE
CASE001140,ALT0004157,AUTO_SYS,CLOSED_FALSE_POSITIVE
CASE001141,ALT0005001,INV_02,CLOSED_FALSE_POSITIVE
CASE001142,ALT0006506,INV_01,CLOSED_FALSE_POSITIVE
CASE001143,ALT0001554,INV_01,CLOSED_FALSE_POSITIVE
CASE001144,ALT0000792,AUTO_SYS,OPEN
CASE001145,ALT0006084,INV_03,CLOSED_FALSE_POSITIVE
CASE001146,ALT0006797,AUTO_SYS,CLOSED_FALSE_POSITIVE
CASE001147,ALT0001860,INV_01,CLOSED_FALSE_POSITIVE
CASE001148,ALT0005874,AUTO_SYS,CLOSED_FALSE_POSITIVE
CASE001149,ALT0002319,AUTO_SYS,CLOSED_FALSE_POSITIVE
CASE001150,ALT0008858,INV_01,CLOSED_FALSE_POSITIVE
CASE001151,ALT0006515,INV_01,CLOSED_FALSE_POSITIVE
CASE001152,ALT0006341,INV_02,CLOSED_FALSE_POSITIVE
CASE001153,ALT0000510,INV_01,OPEN
CASE001154,ALT0005703,INV_03,CLOSED_FALSE_POSITIVE
CASE001155,ALT0008331,INV_03,CLOSED_FALSE_POSITIVE
CASE001156,ALT0000006,INV_02,CLOSED_FALSE_POSITIVE
CASE001157,ALT0000390,AUTO_SYS,OPEN
CASE001158,ALT0004593,INV_02,CLOSED_FALSE_POSITIVE
CASE001159,ALT0009188,INV_01,CLOSED_FALSE_POSITIVE
CASE001160,ALT0002113,INV_01,OPEN
CASE001161,ALT0005377,INV_03,OPEN
CASE001162,ALT0001649,INV_03,CLOSED_FALSE_POSITIVE
CASE001163,ALT0000036,AUTO_SYS,CLOSED_FALSE_POSITIVE
CASE001164,ALT0003356,INV_02,CLOSED_FALSE_POSITIVE
CASE001165,ALT0000719,INV_01,CLOSED_FALSE_POSITIVE
CASE001166,ALT0005117,INV_01,CLOSED_FALSE_POSITIVE
CASE001167,ALT0000414,INV_03,CLOSED_FALSE_POSITIVE
CASE001168,ALT0000096,INV_02,OPEN
CASE001169,ALT0005499,INV_03,CLOSED_FALSE_POSITIVE
CASE001170,ALT0005084,INV_03,OPEN
CASE001171,ALT0006283,INV_01,CLOSED_FALSE_POSITIVE
CASE001172,ALT0002419,INV_02,CLOSED_SAR_FILED
CASE001173,ALT0005341,INV_02,CLOSED_SAR_FILED
CASE001174,ALT0002545,INV_01,CLOSED_FALSE_POSITIVE
CASE001175,ALT0001326,INV_01,CLOSED_FALSE_POSITIVE
CASE001176,ALT0008572,INV_02,CLOSED_FALSE_POSITIVE
CASE001177,ALT0002247,AUTO_SYS,CLOSED_FALSE_POSITIVE
CASE001178,ALT0000256,INV_03,CLOSED_FALSE_POSITIVE
CASE001179,ALT0003341,INV_02,CLOSED_FALSE_POSITIVE
CASE001180,ALT0008041,AUTO_SYS,OPEN
CASE001181,ALT0006778,INV_02,OPEN
CASE001182,ALT0007157,INV_01,CLOSED_FALSE_POSITIVE
CASE001183,ALT0004190,AUTO_SYS,CLOSED_FALSE_POSITIVE
CASE001184,ALT0001446,AUTO_SYS,OPEN
CASE001185,ALT0005136,INV_02,CLOSED_FALSE_POSITIVE
CASE001186,ALT0004986,AUTO_SYS,CLOSED_FALSE_POSITIVE
CASE001187,ALT0005064,INV_01,CLOSED_FALSE_POSITIVE
CASE001188,ALT0009112,INV_01,CLOSED_FALSE_POSITIVE
CASE001189,ALT0006839,INV_02,CLOSED_FALSE_POSITIVE
CASE001190,ALT0007125,INV_02,CLOSED_FALSE_POSITIVE
CASE001191,ALT0003089,AUTO_SYS,OPEN
CASE001192,ALT0007823,INV_03,CLOSED_FALSE_POSITIVE
CASE001193,ALT0004219,INV_02,CLOSED_FALSE_POSITIVE
CASE001194,ALT0001511,AUTO_SYS,CLOSED_FALSE_POSITIVE
CASE001195,ALT0004511,INV_03,CLOSED_FALSE_POSITIVE
CASE001196,ALT0002242,INV_03,CLOSED_FALSE_POSITIVE
CASE001197,ALT0009128,INV_02,CLOSED_FALSE_POSITIVE
CASE001198,ALT0006316,INV_01,CLOSED_FALSE_POSITIVE
CASE001199,ALT0002573,INV_03,CLOSED_FALSE_POSITIVE
CASE001200,ALT0009200,INV_03,CLOSED_FALSE_POSITIVE
CASE001201,ALT0006428,INV_01,OPEN
CASE001202,ALT0005151,AUTO_SYS,CLOSED_FALSE_POSITIVE
CASE001203,ALT0009574,AUTO_SYS,CLOSED_FALSE_POSITIVE
CASE001204,ALT0003006,INV_02,CLOSED_FALSE_POSITIVE
CASE001205,ALT0005241,INV_01,CLOSED_FALSE_POSITIVE
CASE001206,ALT0000977,INV_03,CLOSED_FALSE_POSITIVE
CASE001207,ALT0001231,INV_03,OPEN
CASE001208,ALT0000951,INV_01,CLOSED_FALSE_POSITIVE
CASE001209,ALT0004791,AUTO_SYS,OPEN
CASE001210,ALT0008746,INV_03,CLOSED_SAR_FILED
CASE001211,ALT0008398,AUTO_SYS,CLOSED_FALSE_POSITIVE
CASE001212,ALT0001920,INV_01,CLOSED_FALSE_POSITIVE
CASE001213,ALT0004868,INV_02,OPEN
CASE001214,ALT0009120,INV_02,CLOSED_FALSE_POSITIVE
CASE001215,ALT0002923,AUTO_SYS,CLOSED_FALSE_POSITIVE
CASE001216,ALT0006251,INV_03,CLOSED_SAR_FILED
CASE001217,ALT0007521,AUTO_SYS,CLOSED_FALSE_POSITIVE
CASE001218,ALT0009533,INV_02,CLOSED_FALSE_POSITIVE
CASE001219,ALT0004869,INV_03,CLOSED_SAR_FILED
CASE001220,ALT0006257,INV_03,OPEN
CASE001221,ALT0002734,AUTO_SYS,CLOSED_FALSE_POSITIVE
CASE001222,ALT0004789,INV_02,CLOSED_FALSE_POSITIVE
CASE001223,ALT0009361,INV_01,CLOSED_FALSE_POSITIVE
CASE001224,ALT0003640,AUTO_SYS,CLOSED_FALSE_POSITIVE
CASE001225,ALT0005212,AUTO_SYS,CLOSED_FALSE_POSITIVE
CASE001226,ALT0007470,INV_02,CLOSED_FALSE_POSITIVE
CASE001227,ALT0007332,INV_03,OPEN
CASE001228,ALT0001765,INV_03,OPEN
CASE001229,ALT0008091,INV_02,CLOSED_FALSE_POSITIVE
CASE001230,ALT0006016,INV_02,CLOSED_FALSE_POSITIVE
CASE001231,ALT0004660,INV_01,CLOSED_FALSE_POSITIVE
CASE001232,ALT0002464,INV_03,CLOSED_FALSE_POSITIVE
