STR_ID,ACCOUNT_ID,str_filed_date
STR0002233,ACCT100009918,2022-11-26 23:26:48.961598
STR0002234,ACCT100004869,2022-06-19 13:11:14.014376
STR0002235,ACCT100004561,2023-09-04 22:59:58.395288
STR0002236,ACCT100011522,2023-05-03 06:26:31.260055
STR0002237,ACCT100010225,2023-06-28 08:30:08.501119
STR0002238,ACCT100004136,2023-07-20 04:49:50.360348
STR0002239,ACCT100001369,2022-07-02 03:34:10.514333
STR0002240,ACCT100001882,2023-09-12 12:28:40.681141
STR0002241,ACCT100007936,2024-03-11 13:57:00.154304
STR0002242,ACCT100009721,2022-11-25 23:30:09.214756
STR0002243,ACCT100011216,2022-08-11 03:11:14.882227
STR0002244,ACCT100007917,2023-03-01 14:13:29.220517
STR0002245,ACCT100001821,2022-05-18 13:45:09.354133
STR0002246,ACCT100000821,2022-08-31 02:33:05.118686
STR0002247,ACCT100010321,2024-06-20 23:16:20.058269
STR0002248,ACCT100006885,2024-03-07 18:12:49.691462
STR0002249,ACCT100000349,2022-05-14 22:40:52.456954
STR0002250,ACCT100010582,2022-07-03 07:31:40.497528
STR0002251,ACCT100011207,2023-08-06 00:43:56.722832
STR0002252,ACCT100008138,2022-04-12 04:37:35.247549
STR0002253,ACCT100001042,2023-09-19 09:55:31.961368
STR0002254,ACCT100003913,2022-11-20 03:39:20.440600
STR0002255,ACCT100004594,2022-07-03 03:28:57.718863
STR0002256,ACCT100000751,2024-03-28 17:32:18.773975
STR0002257,ACCT100003954,2022-09-02 23:26:36.242235
STR0002258,ACCT100005711,2022-10-20 12:26:09.117227
STR0002259,ACCT100002752,2023-12-02 14:27:23.097635
STR0002260,ACCT100003803,2022-04-15 01:08:51.090082
STR0002261,ACCT100011213,2022-04-25 20:53:24.908766
STR0002262,ACCT100000324,2022-02-22 02:11:42.481670
STR0002263,ACCT100011482,2024-06-05 15:58:17.375369
STR0002264,ACCT100006493,2022-08-26 01:13:23.902824
STR0002265,ACCT100001587,2024-02-12 09:47:23.271189
STR0002266,ACCT100009948,2022-04-17 07:44:41.544394
STR0002267,ACCT100003754,2022-07-15 14:30:16.031639
STR0002268,ACCT100002973,2024-03-23 10:40:41.576566
STR0002269,ACCT100003638,2024-03-19 00:23:59.949689
STR0002270,ACCT100000537,2022-12-07 13:37:18.590409
STR0002271,ACCT100005167,2023-04-27 07:34:41.374758
STR0002272,ACCT100001324,2022-07-22 19:56:02.223844
STR0002273,ACCT100001192,2024-01-27 13:04:31.599139
STR0002274,ACCT100007880,2022-06-10 15:43:40.152978
STR0002275,ACCT100009265,2023-01-20 15:25:31.292135
STR0002276,ACCT100000279,2023-04-26 22:34:59.476475
STR0002277,ACCT100009433,2024-02-26 03:59:14.272547
STR0002278,ACCT100002506,2022-11-03 11:40:31.054537
STR0002279,ACCT100004225,2022-03-23 02:14:23.447930
STR0002280,ACCT100010762,2024-01-15 23:57:54.840933
STR0002281,ACCT100008297,2024-05-18 13:40:56.659611
STR0002282,ACCT100005429,2023-01-04 14:27:52.719764
STR0002283,ACCT100011943,2022-04-02 18:42:31.819049
STR0002284,ACCT100010073,2023-05-03 12:35:37.692220
STR0002285,ACCT100008037,2022-03-27 19:31:24.482951
STR0002286,ACCT100006771,2023-05-27 17:47:18.795802
STR0002287,ACCT100001137,2024-01-14 05:28:14.723248
STR0002288,ACCT100008452,2022-02-21 22:38:04.458661
STR0002289,ACCT100002120,2022-02-08 22:35:35.280664
STR0002290,ACCT100008299,2022-07-01 22:07:24.928396
STR0002291,ACCT100009553,2022-05-31 01:59:25.312101
STR0002292,ACCT100001840,2023-03-26 23:30:19.165431
STR0002293,ACCT100007192,2024-07-23 11:17:18.847765
STR0002294,ACCT100004833,2024-06-03 16:22:32.058187
STR0002295,ACCT100006613,2022-06-03 14:11:14.395707
STR0002296,ACCT100004876,2023-03-26 08:18:42.979807
STR0002297,ACCT100011029,2022-10-26 14:00:40.007407
STR0002298,ACCT100005136,2023-04-29 11:38:22.684385
STR0002299,ACCT100010652,2022-10-11 12:58:30.841593
STR0002300,ACCT100001104,2023-01-29 10:05:52.035392
STR0002301,ACCT100002122,2022-12-19 15:01:20.280350
STR0002302,ACCT100007905,2023-09-07 08:24:41.941559
STR0002303,ACCT100000286,2022-03-04 16:07:21.277092
STR0002304,ACCT100011037,2023-04-05 04:04:27.821766
STR0002305,ACCT100007665,2024-08-05 04:57:01.872201
STR0002306,ACCT100008412,2022-05-03 01:16:11.267068
STR0002307,ACCT100009955,2023-09-20 17:44:06.350311
STR0002308,ACCT100003672,2022-09-21 13:46:25.221263
STR0002309,ACCT100008468,2022-10-03 13:18:02.957643
STR0002310,ACCT100004027,2022-07-18 18:55:59.942438
STR0002311,ACCT100005512,2023-06-24 19:00:57.402246
STR0002312,ACCT100005048,2022-02-22 14:07:51.186802
STR0002313,ACCT100002516,2024-01-07 10:39:26.317086
STR0002314,ACCT100007416,2022-03-24 02:39:11.331522
STR0002315,ACCT100002386,2022-03-12 06:46:48.022213
STR0002316,ACCT100004671,2022-02-24 05:58:22.296812
STR0002317,ACCT100011404,2024-07-25 03:27:26.031849
STR0002318,ACCT100005410,2022-01-21 15:59:09.077052
STR0002319,ACCT100007171,2022-01-24 20:08:46.603425
STR0002320,ACCT100006762,2024-08-06 15:40:38.014980
STR0002321,ACCT100003399,2022-12-20 17:26:56.468701
STR0002322,ACCT100005083,2022-06-03 10:33:32.306017
STR0002323,ACCT100010288,2022-07-17 21:57:50.688848
STR0002324,ACCT100008945,2023-05-07 13:05:51.644778
STR0002325,ACCT100007195,2023-10-07 05:31:37.849774
STR0002326,ACCT100007141,2022-10-08 19:13:39.971955
STR0002327,ACCT100005718,2022-11-04 10:56:25.128773
STR0002328,ACCT100005317,2023-04-23 10:11:05.194413
STR0002329,ACCT100006364,2022-04-07 05:30:16.862953
STR0002330,ACCT100011677,2023-11-02 23:09:31.348338
STR0002331,ACCT100010157,2022-05-05 17:36:58.137197
STR0002332,ACCT100003548,2022-05-15 00:10:12.776632
STR0002333,ACCT100007985,2023-08-14 03:01:58.344688
STR0002334,ACCT100006866,2022-03-11 02:52:54.191162
STR0002335,ACCT100009550,2022-04-23 00:24:30.153675
STR0002336,ACCT100006749,2022-03-25 19:15:13.466765
STR0002337,ACCT100010445,2022-10-08 21:33:07.498908
STR0002338,ACCT100005038,2022-04-08 18:26:51.684725
STR0002339,ACCT100002502,2022-03-02 04:11:24.971723
STR0002340,ACCT100011024,2022-03-08 17:19:22.468530
STR0002341,ACCT100009140,2024-06-15 09:10:17.284484
STR0002342,ACCT100002869,2023-02-09 16:38:14.106497
STR0002343,ACCT100009839,2024-07-02 20:54:11.802027
STR0002344,ACCT100010376,2023-04-25 05:01:16.988810
STR0002345,ACCT100003505,2023-05-23 03:52:23.840184
STR0002346,ACCT100002019,2024-04-26 18:53:03.436651
STR0002347,ACCT100004765,2022-11-10 08:14:09.542542
STR0002348,ACCT100004786,2024-01-20 03:34:55.246948
STR0002349,ACCT100010648,2022-08-19 06:07:48.114196
STR0002350,ACCT100005425,2022-09-11 06:09:20.242660
STR0002351,ACCT100007108,2024-05-10 01:33:37.957894
STR0002352,ACCT100004622,2022-07-23 11:03:46.710724
STR0002353,ACCT100011953,2022-04-05 09:24:50.154214
STR0002354,ACCT100005306,2022-07-04 16:20:38.910695
STR0002355,ACCT100011098,2023-02-02 08:10:18.266824
STR0002356,ACCT100004502,2023-05-11 02:58:05.547092
STR0002357,ACCT100003856,2023-11-11 04:45:25.032026
STR0002358,ACCT100002567,2023-02-25 00:00:50.019386
STR0002359,ACCT100005945,2023-07-16 14:46:46.577522
STR0002360,ACCT100001710,2022-10-12 12:08:41.410166
STR0002361,ACCT100007472,2023-02-02 23:39:35.801656
STR0002362,ACCT100009880,2023-01-31 13:04:36.285329
STR0002363,ACCT100008569,2023-10-10 07:07:57.400070
STR0002364,ACCT100008884,2022-04-27 12:46:34.833945
STR0002365,ACCT100010160,2023-01-19 15:32:26.510628
STR0002366,ACCT100003279,2023-03-20 10:34:00.395555
STR0002367,ACCT100006191,2023-09-02 22:57:12.826120
STR0002368,ACCT100007494,2023-09-09 20:29:49.846144
STR0002369,ACCT100007457,2022-02-05 12:20:33.687057
STR0002370,ACCT100003604,2023-02-11 00:39:34.266043
STR0002371,ACCT100002123,2022-06-27 03:32:33.800465
STR0002372,ACCT100000462,2024-07-13 07:58:02.715264
STR0002373,ACCT100002315,2023-11-02 07:34:53.705559
STR0002374,ACCT100005384,2023-12-24 10:47:40.506449
STR0002375,ACCT100000930,2022-02-17 17:18:47.329839
STR0002376,ACCT100006576,2022-06-13 05:18:58.878355
STR0002377,ACCT100009604,2023-11-05 00:19:48.677021
STR0002378,ACCT100000307,2022-10-22 10:42:03.567731
STR0002379,ACCT100002436,2022-08-11 20:13:12.284514
STR0002380,ACCT100011043,2023-09-07 03:21:45.502996
STR0002381,ACCT100005966,2022-02-18 21:48:03.295068
STR0002382,ACCT100004054,2022-04-14 00:09:50.742418
STR0002383,ACCT100009619,2022-05-18 18:24:24.929718
STR0002384,ACCT100010832,2023-12-23 17:11:43.792123
STR0002385,ACCT100006162,2024-01-25 10:29:05.589729
STR0002386,ACCT100010106,2023-03-17 06:52:56.140435
STR0002387,ACCT100004982,2023-12-30 06:30:34.404473
STR0002388,ACCT100009014,2022-08-31 11:27:16.124270
STR0002389,ACCT100004074,2023-06-01 12:53:05.044668
STR0002390,ACCT100008864,2024-03-28 10:28:39.197608
STR0002391,ACCT100006568,2022-10-08 02:35:52.718263
STR0002392,ACCT100011093,2022-12-20 22:30:32.411958
STR0002393,ACCT100007335,2023-01-20 08:07:10.480994
STR0002394,ACCT100001186,2022-07-09 13:35:52.805168
STR0002395,ACCT100001938,2023-01-14 01:57:40.103177
STR0002396,ACCT100005802,2023-01-18 11:13:51.419545
STR0002397,ACCT100000601,2023-06-26 12:03:04.261593
STR0002398,ACCT100009648,2022-08-25 00:35:44.741193
STR0002399,ACCT100007539,2022-08-29 22:33:20.490821
STR0002400,ACCT100005739,2024-07-27 16:57:20.584666
STR0002401,ACCT100004747,2022-04-05 06:33:22.948381
STR0002402,ACCT100009376,2023-03-19 16:56:36.267368
STR0002403,ACCT100006187,2024-02-01 00:01:58.215857
STR0002404,ACCT100000146,2023-05-11 22:13:59.678006
STR0002405,ACCT100001479,2022-09-05 21:18:44.506755
STR0002406,ACCT100007512,2023-01-15 15:20:09.757971
STR0002407,ACCT100005796,2024-02-23 02:48:30.977001
STR0002408,ACCT100001632,2023-09-12 10:47:20.660699
STR0002409,ACCT100010607,2023-07-15 22:14:34.332662
STR0002410,ACCT100000938,2023-11-18 14:38:29.779528
STR0002411,ACCT100007551,2022-05-11 22:48:22.614028
STR0002412,ACCT100007013,2022-04-25 08:10:43.308968
STR0002413,ACCT100006159,2022-08-23 01:02:12.845533
STR0002414,ACCT100007221,2024-04-30 03:03:49.854549
STR0002415,ACCT100008728,2023-04-19 13:19:32.743719
STR0002416,ACCT100007895,2024-06-21 09:34:11.447670
STR0002417,ACCT100000132,2022-08-19 13:36:47.384235
STR0002418,ACCT100008752,2023-01-18 14:35:30.625590
STR0002419,ACCT100008857,2023-01-10 11:13:49.424989
STR0002420,ACCT100006639,2022-09-23 13:25:58.559399
STR0002421,ACCT100006195,2023-04-11 16:54:41.177995
STR0002422,ACCT100009562,2022-12-25 11:30:30.482152
STR0002423,ACCT100007136,2024-05-27 18:28:36.053309
STR0002424,ACCT100000404,2022-11-27 20:48:25.776747
STR0002425,ACCT100001125,2022-11-23 02:39:34.311014
STR0002426,ACCT100005261,2023-10-04 11:47:56.587816
STR0002427,ACCT100005011,2023-08-13 08:42:05.451745
STR0002428,ACCT100010526,2023-10-22 04:27:15.884605
STR0002429,ACCT100005773,2024-08-20 13:22:27.990703
STR0002430,ACCT100009857,2022-06-23 07:56:43.349127
STR0002431,ACCT100008199,2022-11-22 01:37:52.370483
STR0002432,ACCT100003140,2022-07-30 16:56:11.033808
STR0002433,ACCT100009777,2022-12-09 22:27:01.625989
STR0002434,ACCT100011429,2023-03-26 09:43:58.105960
STR0002435,ACCT100004675,2023-03-22 01:04:46.925914
STR0002436,ACCT100000759,2023-10-19 13:37:14.627028
STR0002437,ACCT100000653,2022-06-02 17:36:02.906305
STR0002438,ACCT100011056,2023-04-10 16:22:55.383810
STR0002439,ACCT100011947,2022-06-16 07:40:09.118249
STR0002440,ACCT100007892,2023-06-11 15:18:13.760578
STR0002441,ACCT100006918,2023-07-26 14:27:35.955599
STR0002442,ACCT100001246,2023-08-10 09:37:39.498120
STR0002443,ACCT100001804,2022-11-03 06:47:47.378351
STR0002444,ACCT100003014,2022-12-02 15:49:17.430350
STR0002445,ACCT100010866,2022-08-01 16:14:06.310861
STR0002446,ACCT100009067,2023-07-25 12:14:36.551018
STR0002447,ACCT100010125,2023-07-21 10:42:18.152518
STR0002448,ACCT100006137,2022-04-15 00:04:17.499526
STR0002449,ACCT100003649,2024-02-02 03:12:31.822877
STR0002450,ACCT100002078,2022-10-30 23:57:16.154186
STR0002451,ACCT100002015,2022-08-20 19:34:11.980588
STR0002452,ACCT100008120,2023-09-26 23:31:57.125453
STR0002453,ACCT100003929,2023-01-06 11:09:29.951765
STR0002454,ACCT100002524,2023-01-30 08:34:10.118605
STR0002455,ACCT100011468,2024-01-30 22:17:32.992616
STR0002456,ACCT100005902,2022-05-14 23:07:26.923945
STR0002457,ACCT100010968,2023-02-06 03:19:16.638372
STR0002458,ACCT100005788,2023-02-12 01:09:22.877919
STR0002459,ACCT100003083,2024-01-09 08:19:21.130537
STR0002460,ACCT100005808,2022-09-21 12:47:16.953713
STR0002461,ACCT100001254,2022-05-11 07:32:10.563674
STR0002462,ACCT100008408,2024-01-12 19:30:35.791777
STR0002463,ACCT100001036,2023-02-18 09:20:10.638263
STR0002464,ACCT100000877,2022-03-27 03:05:13.401617
STR0002465,ACCT100005457,2022-09-09 06:36:43.060499
STR0002466,ACCT100003023,2022-07-29 21:31:00.598028
STR0002467,ACCT100006605,2023-02-20 16:14:38.345158
STR0002468,ACCT100000816,2023-01-21 08:13:38.267514
STR0002469,ACCT100003360,2023-05-01 05:52:40.162205
STR0002470,ACCT100000886,2024-05-07 08:14:44.649104
STR0002471,ACCT100010078,2022-10-30 20:54:49.634139
STR0002472,ACCT100004316,2022-03-26 17:35:37.087466
STR0002473,ACCT100009360,2022-12-24 07:35:17.411819
STR0002474,ACCT100001363,2022-02-02 06:14:46.141598
STR0002475,ACCT100003849,2023-11-14 22:00:16.347823
STR0002476,ACCT100005349,2023-07-25 10:23:20.522974
STR0002477,ACCT100010511,2022-06-08 12:16:56.344402
STR0002478,ACCT100007828,2022-10-27 20:42:32.633678
STR0002479,ACCT100010881,2022-04-17 05:05:57.418304
STR0002480,ACCT100011270,2023-06-14 23:44:51.691734
STR0002481,ACCT100004195,2023-05-05 09:07:39.568588
STR0002482,ACCT100002164,2022-10-25 00:29:57.416980
STR0002483,ACCT100009677,2022-12-12 22:03:42.556796
STR0002484,ACCT100003669,2022-07-25 21:13:16.554047
STR0002485,ACCT100004019,2022-09-12 01:36:45.535457
STR0002486,ACCT100007010,2024-02-06 19:30:41.285459
STR0002487,ACCT100006929,2023-04-24 21:21:48.726247
STR0002488,ACCT100010270,2023-04-22 23:21:47.144043
STR0002489,ACCT100009869,2022-09-11 13:07:37.529988
STR0002490,ACCT100010705,2024-01-02 01:45:22.818999
STR0002491,ACCT100008832,2023-01-08 06:45:25.332544
STR0002492,ACCT100006188,2022-02-24 15:27:27.744010
STR0002493,ACCT100001029,2024-05-19 02:00:12.007609
STR0002494,ACCT100008981,2024-02-18 01:55:36.420632
STR0002495,ACCT100000449,2023-04-14 01:47:44.244267
STR0002496,ACCT100010567,2022-06-26 17:35:25.281620
STR0002497,ACCT100001387,2022-07-28 23:37:35.779950
STR0002498,ACCT100001598,2022-08-03 17:29:47.294467
STR0002499,ACCT100001143,2023-01-28 10:07:09.768912
STR0002500,ACCT100007097,2023-03-26 12:54:57.755121
STR0002501,ACCT100005886,2022-05-15 22:26:38.403409
STR0002502,ACCT100000285,2022-08-13 09:19:42.958246
STR0002503,ACCT100000636,2023-02-04 12:09:07.893220
STR0002504,ACCT100007393,2022-12-31 03:07:39.397341
STR0002505,ACCT100006656,2023-12-30 18:06:37.676396
STR0002506,ACCT100010935,2024-06-02 21:45:27.514996
STR0002507,ACCT100010297,2022-06-09 00:44:54.201893
STR0002508,ACCT100005767,2022-12-25 06:39:17.451560
STR0002509,ACCT100003482,2024-06-27 16:05:25.363997
STR0002510,ACCT100008590,2024-03-07 12:29:18.403855
STR0002511,ACCT100003337,2023-07-13 02:05:46.280775
STR0002512,ACCT100004501,2024-08-01 04:48:15.525243
STR0002513,ACCT100008000,2022-03-15 01:39:12.635344
STR0002514,ACCT100000265,2023-11-05 00:16:16.633114
STR0002515,ACCT100005908,2022-04-07 21:37:55.997657
STR0002516,ACCT100001323,2022-03-06 18:49:37.867787
STR0002517,ACCT100007011,2023-05-30 15:54:23.558430
STR0002518,ACCT100007598,2022-12-16 12:32:33.197534
STR0002519,ACCT100000212,2022-07-06 18:15:45.689212
STR0002520,ACCT100002033,2022-11-27 08:39:59.102298
STR0002521,ACCT100000352,2023-08-02 15:04:07.420648
STR0002522,ACCT100006209,2022-12-19 06:27:13.764176
STR0002523,ACCT100011950,2024-03-17 16:34:35.315858
STR0002524,ACCT100006788,2023-03-21 11:26:19.149945
STR0002525,ACCT100004351,2022-04-01 07:03:20.135006
STR0002526,ACCT100005229,2022-06-30 05:15:06.226618
STR0002527,ACCT100001816,2023-05-26 01:04:01.511830
STR0002528,ACCT100003866,2022-08-22 06:42:17.705927
STR0002529,ACCT100007450,2023-11-10 14:02:38.256210
STR0002530,ACCT100004321,2022-12-27 00:26:55.294523
STR0002531,ACCT100007314,2022-12-13 07:45:12.362780
STR0002532,ACCT100011757,2023-05-02 02:02:54.719715
STR0002533,ACCT100009603,2023-03-19 00:07:11.386232
STR0002534,ACCT100002616,2022-03-23 05:48:12.646398
STR0002535,ACCT100005489,2022-02-07 07:57:57.795372
STR0002536,ACCT100001570,2024-03-05 16:12:08.912751
STR0002537,ACCT100000810,2024-07-06 01:21:19.871116
STR0002538,ACCT100002620,2023-07-17 01:50:08.626452
STR0002539,ACCT100008631,2023-08-19 18:35:10.130578
STR0002540,ACCT100007166,2022-05-27 03:15:35.895767
STR0002541,ACCT100000028,2023-05-30 15:32:18.603815
STR0002542,ACCT100008313,2022-06-03 14:27:03.688456
STR0002543,ACCT100007446,2022-12-12 21:14:19.991448
STR0002544,ACCT100010276,2022-07-14 15:31:28.900032
STR0002545,ACCT100004347,2024-06-09 03:28:10.545463
STR0002546,ACCT100009430,2023-10-10 06:10:22.745939
STR0002547,ACCT100009934,2022-09-09 02:06:44.314114
STR0002548,ACCT100007743,2024-06-04 10:05:40.837480
STR0002549,ACCT100000333,2022-03-20 08:43:38.680795
STR0002550,ACCT100008258,2022-07-20 06:29:48.326355
STR0002551,ACCT100011911,2023-06-08 10:28:58.844224
STR0002552,ACCT100007560,2022-08-26 22:43:54.826980
STR0002553,ACCT100009268,2022-08-19 04:43:51.319665
STR0002554,ACCT100005109,2023-03-12 08:19:53.341476
STR0002555,ACCT100005149,2022-04-19 19:12:12.494248
STR0002556,ACCT100010818,2023-05-14 15:02:20.490869
STR0002557,ACCT100005816,2024-02-09 08:08:59.524601
STR0002558,ACCT100009405,2024-02-16 07:46:43.242174
STR0002559,ACCT100008809,2022-11-19 23:29:15.579339
STR0002560,ACCT100008644,2024-01-01 04:38:52.084931
STR0002561,ACCT100007746,2024-02-22 02:10:59.615885
STR0002562,ACCT100004070,2022-08-04 13:05:08.488498
STR0002563,ACCT100004998,2022-07-13 08:11:44.103871
STR0002564,ACCT100009886,2024-04-23 13:35:25.518933
STR0002565,ACCT100010525,2022-08-07 11:13:18.850520
STR0002566,ACCT100000953,2023-10-22 04:25:15.462009
STR0002567,ACCT100011885,2024-01-29 14:46:15.098989
STR0002568,ACCT100007929,2022-03-04 12:55:34.926941
STR0002569,ACCT100008222,2024-05-07 04:28:45.156244
STR0002570,ACCT100006233,2022-04-17 20:01:16.602846
STR0002571,ACCT100009935,2024-05-01 06:48:32.017482
STR0002572,ACCT100010569,2023-09-22 04:14:43.912228
STR0002573,ACCT100004804,2023-03-24 15:50:14.682249
STR0002574,ACCT100005108,2022-01-14 10:48:35.242615
STR0002575,ACCT100009120,2023-01-26 05:55:04.764589
STR0002576,ACCT100004510,2023-06-21 07:50:10.259735
STR0002577,ACCT100002971,2022-09-27 02:58:00.844108
STR0002578,ACCT100004069,2024-01-02 13:51:06.406589
STR0002579,ACCT100010182,2024-06-22 21:07:45.564285
STR0002580,ACCT100010779,2022-08-24 12:59:16.380973
STR0002581,ACCT100007159,2022-06-07 11:52:07.756510
STR0002582,ACCT100000702,2023-09-07 01:57:20.010977
STR0002583,ACCT100005641,2022-05-28 02:06:23.856845
STR0002584,ACCT100005554,2023-03-05 11:24:01.273073
STR0002585,ACCT100007218,2023-05-12 11:56:37.227467
STR0002586,ACCT100007140,2024-02-12 03:26:57.896895
STR0002587,ACCT100007651,2024-01-23 12:34:23.125587
STR0002588,ACCT100001139,2023-02-28 23:58:50.355513
STR0002589,ACCT100006138,2022-07-13 01:16:36.570180
STR0002590,ACCT100011114,2023-12-15 19:43:59.275739
STR0002591,ACCT100010026,2022-11-15 00:57:47.616847
STR0002592,ACCT100005544,2022-07-09 17:50:28.282079
STR0002593,ACCT100010221,2023-06-15 11:11:29.485557
STR0002594,ACCT100002903,2024-05-31 15:03:04.901875
STR0002595,ACCT100005369,2022-08-25 04:09:39.301906
STR0002596,ACCT100002092,2024-08-24 10:30:19.139305
STR0002597,ACCT100011134,2022-05-24 20:52:25.872035
STR0002598,ACCT100003254,2022-03-15 00:55:42.990138
STR0002599,ACCT100001235,2022-02-09 00:34:49.653793
STR0002600,ACCT100009835,2022-07-11 11:28:43.527487
STR0002601,ACCT100005152,2022-07-19 22:51:41.546638
STR0002602,ACCT100000736,2022-04-05 04:57:28.851065
STR0002603,ACCT100011277,2022-09-29 15:53:45.871631
STR0002604,ACCT100003184,2022-03-29 03:50:42.663495
STR0002605,ACCT100011798,2022-04-24 17:45:16.871755
STR0002606,ACCT100005411,2022-03-28 06:43:30.365913
STR0002607,ACCT100008753,2022-10-04 00:14:16.717839
STR0002608,ACCT100003540,2023-11-28 00:52:41.110195
STR0002609,ACCT100010787,2024-06-06 12:42:16.156584
STR0002610,ACCT100007954,2022-07-09 09:32:23.475427
STR0002611,ACCT100007235,2023-01-21 04:11:34.489984
STR0002612,ACCT100007904,2022-02-20 14:59:41.040344
STR0002613,ACCT100004972,2023-04-25 10:48:18.921724
STR0002614,ACCT100011719,2023-04-02 11:16:10.598433
STR0002615,ACCT100001948,2022-10-19 09:37:53.017398
STR0002616,ACCT100006249,2024-05-20 09:56:47.961781
STR0002617,ACCT100006523,2022-11-05 00:20:05.633382
STR0002618,ACCT100005012,2023-11-15 17:54:49.037797
STR0002619,ACCT100007872,2022-08-06 08:04:32.584904
STR0002620,ACCT100001507,2022-08-17 14:46:51.509995
STR0002621,ACCT100005593,2022-09-25 05:41:00.492731
STR0002622,ACCT100007247,2022-12-09 02:49:32.811924
STR0002623,ACCT100002419,2023-03-10 22:19:22.527013
STR0002624,ACCT100011020,2022-10-19 07:10:48.498963
STR0002625,ACCT100008160,2022-09-27 08:43:27.509142
STR0002626,ACCT100009035,2022-02-20 13:26:05.191883
STR0002627,ACCT100008663,2022-07-23 20:46:28.733385
STR0002628,ACCT100009256,2024-02-03 00:11:53.556110
STR0002629,ACCT100002258,2023-08-01 12:37:15.083072
STR0002630,ACCT100007053,2022-01-21 08:12:05.888230
STR0002631,ACCT100007932,2024-01-28 09:10:44.606745
STR0002632,ACCT100004185,2023-07-10 23:07:28.427679
STR0002633,ACCT100004553,2022-03-16 00:48:03.149409
STR0002634,ACCT100011491,2022-03-20 06:39:31.454178
STR0002635,ACCT100002540,2022-07-10 22:26:39.039981
STR0002636,ACCT100002866,2022-06-04 14:44:05.942289
STR0002637,ACCT100009611,2022-06-02 21:30:59.219006
STR0002638,ACCT100000540,2022-03-06 20:36:41.121942
STR0002639,ACCT100000002,2023-03-05 21:51:34.382226
STR0002640,ACCT100009261,2022-11-13 20:09:20.648351
STR0002641,ACCT100008899,2022-08-12 10:12:14.079012
STR0002642,ACCT100011887,2023-03-02 10:24:21.050977
STR0002643,ACCT100004328,2023-04-09 22:57:36.499000
STR0002644,ACCT100000327,2022-04-17 22:32:00.663884
STR0002645,ACCT100009588,2024-03-22 20:43:09.198745
STR0002646,ACCT100007190,2022-04-15 09:35:51.584029
STR0002647,ACCT100006133,2023-04-17 09:52:19.541434
STR0002648,ACCT100004145,2022-11-23 14:36:36.801073
STR0002649,ACCT100002252,2022-10-29 09:49:15.535543
STR0002650,ACCT100003956,2022-04-20 19:02:54.085304
STR0002651,ACCT100000488,2023-10-31 14:40:12.857539
STR0002652,ACCT100004401,2024-05-02 04:41:37.327326
STR0002653,ACCT100003969,2022-05-30 01:18:27.892394
STR0002654,ACCT100001918,2023-07-26 15:02:53.451650
STR0002655,ACCT100000281,2023-05-06 04:39:48.694942
STR0002656,ACCT100008683,2022-03-18 04:43:23.191766
STR0002657,ACCT100000233,2022-07-04 02:40:09.469157
STR0002658,ACCT100006324,2022-05-28 16:06:54.149112
STR0002659,ACCT100011512,2023-05-10 18:28:40.543923
STR0002660,ACCT100005184,2024-04-16 18:37:39.917276
STR0002661,ACCT100002555,2024-02-21 04:41:14.871587
STR0002662,ACCT100003514,2023-01-13 07:05:02.585169
STR0002663,ACCT100011039,2024-05-11 03:53:54.551450
STR0002664,ACCT100007673,2024-04-12 20:58:31.964856
STR0002665,ACCT100011146,2022-12-02 18:15:38.916256
STR0002666,ACCT100008104,2022-03-27 21:40:34.046465
STR0002667,ACCT100010349,2024-05-01 16:37:50.885943
STR0002668,ACCT100005286,2023-08-07 18:11:29.684984
STR0002669,ACCT100002325,2024-03-06 08:56:33.255496
STR0002670,ACCT100005942,2023-07-05 10:41:32.284101
STR0002671,ACCT100003443,2023-03-08 13:58:45.911009
STR0002672,ACCT100003067,2022-02-16 22:54:41.416562
STR0002673,ACCT100004257,2023-11-04 00:54:51.322049
STR0002674,ACCT100004837,2023-09-10 12:14:56.092752
STR0002675,ACCT100001518,2023-10-30 16:29:46.440713
STR0002676,ACCT100007595,2023-03-11 02:43:44.041111
STR0002677,ACCT100004531,2022-08-31 03:43:30.343450
STR0002678,ACCT100003172,2022-09-21 00:25:49.341297
STR0002679,ACCT100011838,2023-04-21 14:26:55.444674
STR0002680,ACCT100005594,2024-03-28 05:01:29.371305
STR0002681,ACCT100010932,2023-12-15 21:45:50.898478
STR0002682,ACCT100000639,2022-07-26 21:59:26.548119
STR0002683,ACCT100002607,2023-10-27 10:38:41.429065
STR0002684,ACCT100006686,2022-08-04 17:56:11.206653
STR0002685,ACCT100002874,2023-03-20 15:38:55.596967
STR0002686,ACCT100006559,2023-07-19 05:30:57.955761
STR0002687,ACCT100008476,2023-09-27 06:10:57.045035
STR0002688,ACCT100007205,2023-04-08 16:01:37.752115
STR0002689,ACCT100007725,2022-02-16 19:08:20.183534
STR0002690,ACCT100009951,2023-01-07 18:44:42.112845
STR0002691,ACCT100011304,2022-12-24 00:25:19.528851
STR0002692,ACCT100002886,2023-01-27 12:32:01.617971
STR0002693,ACCT100002319,2022-05-25 02:02:49.459861
STR0002694,ACCT100010665,2023-09-02 16:11:53.678960
STR0002695,ACCT100004055,2023-10-23 13:44:35.242673
STR0002696,ACCT100002455,2022-09-07 09:45:18.612213
STR0002697,ACCT100001481,2023-01-15 01:55:24.487917
