ACCOUNT_ID,CUSTOMER_ID,ACCOUNT_TYPE,OPEN_DATE,ACCOUNT_RISK
ACCT004679,CUST000251,SAVINGS,2020-09-08,HIGH
ACCT004680,CUST001982,NRO,2018-08-30,HIGH
ACCT004681,CUST003052,NRE,2015-11-30,MEDIUM
ACCT004682,CUST004005,CURRENT,2015-04-25,LOW
ACCT004683,CUST004867,SAVINGS,2018-01-03,HIGH
ACCT004684,CUST003655,SAVINGS,2017-10-19,MEDIUM
ACCT004685,CUST001455,CURRENT,2015-11-24,MEDIUM
ACCT004686,CUST003888,CURRENT,2015-04-06,MEDIUM
ACCT004687,CUST004808,NRO,2015-12-22,MEDIUM
ACCT004688,CUST004517,SAVINGS,2022-07-23,MEDIUM
ACCT004689,CUST002866,SAVINGS,2018-01-27,HIGH
ACCT004690,CUST002821,SAVINGS,2017-02-06,MEDIUM
ACCT004691,CUST001340,SAVINGS,2021-06-30,HIGH
ACCT004692,CUST002119,CURRENT,2019-05-05,HIGH
ACCT004693,CUST005644,NRO,2015-05-10,MEDIUM
ACCT004694,CUST000741,SAVINGS,2015-02-28,HIGH
ACCT004695,CUST002336,SAVINGS,2019-11-05,HIGH
ACCT004696,CUST000225,CURRENT,2016-05-25,HIGH
ACCT004697,CUST003167,CURRENT,2019-08-24,LOW
ACCT004698,CUST000407,CURRENT,2022-01-03,HIGH
ACCT004699,CUST001335,SAVINGS,2015-02-04,MEDIUM
ACCT004700,CUST004688,NRE,2017-12-25,MEDIUM
ACCT004701,CUST001756,NRE,2016-06-03,MEDIUM
ACCT004702,CUST001814,NRE,2021-07-17,HIGH
ACCT004703,CUST005304,SAVINGS,2020-01-29,MEDIUM
ACCT004704,CUST001845,CURRENT,2022-05-26,LOW
ACCT004705,CUST005552,NRO,2015-11-13,LOW
ACCT004706,CUST001694,NRE,2016-06-01,HIGH
ACCT004707,CUST002205,CURRENT,2020-06-29,HIGH
ACCT004708,CUST005338,CURRENT,2018-09-21,LOW
ACCT004709,CUST003355,NRO,2018-09-22,LOW
ACCT004710,CUST004205,CURRENT,2018-05-17,MEDIUM
ACCT004711,CUST000165,SAVINGS,2018-02-14,LOW
ACCT004712,CUST005589,NRE,2017-03-01,MEDIUM
ACCT004713,CUST000073,CURRENT,2017-07-04,HIGH
ACCT004714,CUST003884,SAVINGS,2020-06-09,MEDIUM
ACCT004715,CUST001084,NRE,2021-02-13,LOW
ACCT004716,CUST005304,CURRENT,2016-05-15,LOW
ACCT004717,CUST001419,NRO,2015-10-11,MEDIUM
ACCT004718,CUST004925,CURRENT,2018-02-16,MEDIUM
ACCT004719,CUST000070,NRE,2016-12-16,HIGH
ACCT004720,CUST001834,NRE,2021-03-20,MEDIUM
ACCT004721,CUST002068,NRE,2020-02-20,LOW
ACCT004722,CUST004984,SAVINGS,2021-02-11,MEDIUM
ACCT004723,CUST002503,SAVINGS,2021-08-20,MEDIUM
ACCT004724,CUST005839,NRE,2019-01-06,LOW
ACCT004725,CUST005812,NRO,2022-08-04,MEDIUM
ACCT004726,CUST005266,CURRENT,2015-10-02,HIGH
ACCT004727,CUST002256,CURRENT,2016-09-01,MEDIUM
ACCT004728,CUST003472,NRO,2017-11-20,LOW
ACCT004729,CUST003085,SAVINGS,2017-01-14,MEDIUM
ACCT004730,CUST002857,NRE,2018-06-15,LOW
ACCT004731,CUST003761,CURRENT,2019-05-19,LOW
ACCT004732,CUST002065,NRE,2020-05-08,MEDIUM
ACCT004733,CUST001788,CURRENT,2019-11-23,HIGH
ACCT004734,CUST003824,SAVINGS,2022-12-30,LOW
ACCT004735,CUST002476,CURRENT,2016-05-02,MEDIUM
ACCT004736,CUST005548,NRE,2018-08-09,HIGH
ACCT004737,CUST004266,SAVINGS,2015-06-02,LOW
ACCT004738,CUST005109,SAVINGS,2015-12-17,MEDIUM
ACCT004739,CUST003254,NRE,2017-08-09,MEDIUM
ACCT004740,CUST004789,CURRENT,2018-08-22,MEDIUM
ACCT004741,CUST000839,CURRENT,2018-12-05,MEDIUM
ACCT004742,CUST000061,CURRENT,2020-09-21,MEDIUM
ACCT004743,CUST004191,CURRENT,2016-11-03,LOW
ACCT004744,CUST005427,NRO,2022-11-09,HIGH
ACCT004745,CUST003066,SAVINGS,2019-09-30,HIGH
ACCT004746,CUST004600,SAVINGS,2019-04-18,HIGH
ACCT004747,CUST005304,NRO,2016-09-05,MEDIUM
ACCT004748,CUST004865,SAVINGS,2016-03-18,MEDIUM
ACCT004749,CUST004990,NRO,2015-01-18,MEDIUM
ACCT004750,CUST002316,CURRENT,2015-10-30,HIGH
ACCT004751,CUST002446,CURRENT,2017-03-09,LOW
ACCT004752,CUST005607,CURRENT,2020-06-04,LOW
ACCT004753,CUST000886,NRE,2015-06-22,HIGH
ACCT004754,CUST003947,SAVINGS,2021-02-09,MEDIUM
ACCT004755,CUST000523,CURRENT,2015-10-15,MEDIUM
ACCT004756,CUST002755,SAVINGS,2022-04-23,MEDIUM
ACCT004757,CUST002265,SAVINGS,2015-03-13,HIGH
ACCT004758,CUST005248,SAVINGS,2020-02-14,LOW
ACCT004759,CUST002664,NRE,2017-06-02,LOW
ACCT004760,CUST002269,CURRENT,2022-07-26,LOW
ACCT004761,CUST002140,NRE,2021-09-17,HIGH
ACCT004762,CUST005375,SAVINGS,2018-07-12,MEDIUM
ACCT004763,CUST005826,CURRENT,2015-02-03,MEDIUM
ACCT004764,CUST005337,NRO,2016-08-28,LOW
ACCT004765,CUST002448,CURRENT,2015-03-04,HIGH
ACCT004766,CUST001544,SAVINGS,2021-02-09,LOW
ACCT004767,CUST001229,NRO,2019-05-13,LOW
ACCT004768,CUST004238,NRO,2022-06-05,LOW
ACCT004769,CUST001969,SAVINGS,2018-12-02,LOW
ACCT004770,CUST000466,NRE,2019-10-23,MEDIUM
ACCT004771,CUST004916,CURRENT,2019-07-26,HIGH
ACCT004772,CUST003311,SAVINGS,2015-01-29,LOW
ACCT004773,CUST005412,CURRENT,2022-08-01,MEDIUM
ACCT004774,CUST002619,SAVINGS,2015-09-22,HIGH
ACCT004775,CUST005577,NRE,2022-08-09,LOW
ACCT004776,CUST001147,NRO,2017-08-21,MEDIUM
ACCT004777,CUST005909,NRE,2018-03-27,HIGH
ACCT004778,CUST000209,NRO,2015-10-21,LOW
ACCT004779,CUST005370,NRO,2015-08-13,LOW
ACCT004780,CUST004075,SAVINGS,2019-02-01,MEDIUM
ACCT004781,CUST002422,NRE,2018-11-12,LOW
ACCT004782,CUST002126,NRE,2015-04-11,HIGH
ACCT004783,CUST003429,CURRENT,2018-08-26,LOW
ACCT004784,CUST003315,NRE,2015-04-20,MEDIUM
ACCT004785,CUST003181,SAVINGS,2017-05-07,HIGH
ACCT004786,CUST000290,NRE,2022-08-07,MEDIUM
ACCT004787,CUST004777,NRO,2021-07-16,LOW
ACCT004788,CUST005801,SAVINGS,2019-05-14,LOW
ACCT004789,CUST004687,SAVINGS,2019-04-18,MEDIUM
ACCT004790,CUST001556,NRO,2022-01-31,MEDIUM
ACCT004791,CUST002812,SAVINGS,2016-09-26,LOW
ACCT004792,CUST005952,SAVINGS,2021-05-20,MEDIUM
ACCT004793,CUST005844,NRO,2021-05-11,LOW
ACCT004794,CUST001822,NRO,2021-10-18,HIGH
ACCT004795,CUST005623,SAVINGS,2017-10-16,MEDIUM
ACCT004796,CUST004380,NRE,2020-03-21,LOW
ACCT004797,CUST005230,CURRENT,2015-12-11,HIGH
ACCT004798,CUST003898,NRE,2022-10-11,MEDIUM
ACCT004799,CUST005504,NRO,2019-06-17,HIGH
ACCT004800,CUST002937,NRE,2021-06-23,MEDIUM
ACCT004801,CUST004156,CURRENT,2021-08-30,HIGH
ACCT004802,CUST002460,CURRENT,2017-06-23,HIGH
ACCT004803,CUST001393,NRO,2020-07-29,LOW
ACCT004804,CUST005388,SAVINGS,2015-08-12,HIGH
ACCT004805,CUST004574,NRE,2017-08-26,MEDIUM
ACCT004806,CUST001484,SAVINGS,2020-11-27,LOW
ACCT004807,CUST002407,NRE,2021-09-20,LOW
ACCT004808,CUST000800,NRE,2016-11-19,LOW
ACCT004809,CUST003857,CURRENT,2021-08-08,HIGH
ACCT004810,CUST001049,NRE,2017-04-26,LOW
ACCT004811,CUST002119,SAVINGS,2016-12-05,HIGH
ACCT004812,CUST005941,SAVINGS,2022-12-30,LOW
ACCT004813,CUST004580,NRE,2016-07-10,HIGH
ACCT004814,CUST001500,NRE,2018-10-31,LOW
ACCT004815,CUST005569,CURRENT,2019-11-24,LOW
ACCT004816,CUST002750,SAVINGS,2021-05-30,MEDIUM
ACCT004817,CUST005362,NRO,2016-07-27,HIGH
ACCT004818,CUST000732,CURRENT,2017-10-05,LOW
ACCT004819,CUST001821,NRE,2021-08-25,MEDIUM
ACCT004820,CUST002911,CURRENT,2022-06-13,LOW
ACCT004821,CUST001830,CURRENT,2020-09-01,LOW
ACCT004822,CUST002516,SAVINGS,2016-10-07,LOW
ACCT004823,CUST003445,NRO,2022-08-14,MEDIUM
ACCT004824,CUST002715,CURRENT,2017-05-11,LOW
ACCT004825,CUST003045,SAVINGS,2018-09-26,MEDIUM
ACCT004826,CUST002135,NRO,2022-05-19,HIGH
ACCT004827,CUST004797,NRO,2015-06-08,HIGH
ACCT004828,CUST002409,NRE,2018-02-07,LOW
ACCT004829,CUST003800,CURRENT,2015-04-03,MEDIUM
ACCT004830,CUST000965,NRO,2021-07-13,HIGH
ACCT004831,CUST003855,NRE,2020-09-12,HIGH
ACCT004832,CUST000440,NRE,2017-08-29,MEDIUM
ACCT004833,CUST005197,CURRENT,2020-12-21,MEDIUM
ACCT004834,CUST004781,CURRENT,2015-01-12,MEDIUM
ACCT004835,CUST004754,SAVINGS,2018-07-01,LOW
ACCT004836,CUST005085,SAVINGS,2019-04-21,LOW
ACCT004837,CUST000584,CURRENT,2016-07-07,HIGH
ACCT004838,CUST003869,SAVINGS,2018-01-12,HIGH
ACCT004839,CUST001594,NRE,2018-11-25,LOW
ACCT004840,CUST004100,NRO,2018-10-20,MEDIUM
ACCT004841,CUST000982,NRO,2021-08-13,HIGH
ACCT004842,CUST005577,NRO,2018-06-04,LOW
ACCT004843,CUST003127,NRE,2020-02-21,LOW
ACCT004844,CUST004341,CURRENT,2020-06-26,MEDIUM
ACCT004845,CUST002445,NRO,2022-05-03,LOW
ACCT004846,CUST003385,CURRENT,2017-02-27,MEDIUM
ACCT004847,CUST000443,CURRENT,2017-12-13,HIGH
ACCT004848,CUST001236,NRE,2020-12-22,HIGH
ACCT004849,CUST001126,CURRENT,2016-03-25,LOW
ACCT004850,CUST001641,SAVINGS,2020-04-16,HIGH
ACCT004851,CUST002808,NRE,2017-12-26,MEDIUM
ACCT004852,CUST003353,NRE,2021-12-12,MEDIUM
ACCT004853,CUST004665,NRO,2019-08-23,LOW
ACCT004854,CUST003749,SAVINGS,2019-03-25,HIGH
ACCT004855,CUST001174,CURRENT,2021-12-22,HIGH
ACCT004856,CUST002592,CURRENT,2018-08-05,HIGH
ACCT004857,CUST005863,NRE,2015-09-12,MEDIUM
ACCT004858,CUST001478,NRE,2020-05-15,LOW
ACCT004859,CUST000663,NRO,2017-10-28,MEDIUM
ACCT004860,CUST003995,SAVINGS,2018-06-26,HIGH
ACCT004861,CUST002725,SAVINGS,2021-07-07,MEDIUM
ACCT004862,CUST005170,CURRENT,2022-05-18,LOW
ACCT004863,CUST001449,SAVINGS,2017-02-15,HIGH
ACCT004864,CUST002568,SAVINGS,2017-04-02,LOW
ACCT004865,CUST005198,NRE,2017-02-04,MEDIUM
ACCT004866,CUST000476,NRE,2022-07-05,HIGH
ACCT004867,CUST000039,SAVINGS,2016-08-06,MEDIUM
ACCT004868,CUST003704,SAVINGS,2016-07-16,MEDIUM
ACCT004869,CUST002241,CURRENT,2015-06-25,LOW
ACCT004870,CUST001716,NRE,2019-09-05,LOW
ACCT004871,CUST001382,SAVINGS,2020-03-16,LOW
ACCT004872,CUST004721,NRE,2018-10-31,MEDIUM
ACCT004873,CUST001298,NRE,2022-09-01,LOW
ACCT004874,CUST004011,SAVINGS,2017-06-05,MEDIUM
ACCT004875,CUST000722,NRE,2020-10-14,HIGH
ACCT004876,CUST001061,SAVINGS,2022-07-27,MEDIUM
ACCT004877,CUST005034,SAVINGS,2021-01-17,MEDIUM
ACCT004878,CUST003553,SAVINGS,2021-09-14,MEDIUM
ACCT004879,CUST005190,SAVINGS,2021-12-31,HIGH
ACCT004880,CUST003518,NRE,2018-07-22,MEDIUM
ACCT004881,CUST003305,NRO,2016-02-12,LOW
ACCT004882,CUST003515,SAVINGS,2019-09-12,MEDIUM
ACCT004883,CUST003911,CURRENT,2019-04-14,HIGH
ACCT004884,CUST003141,NRE,2016-09-28,MEDIUM
ACCT004885,CUST000039,NRO,2020-04-08,HIGH
ACCT004886,CUST000310,SAVINGS,2016-08-25,MEDIUM
ACCT004887,CUST004373,NRO,2017-12-07,LOW
ACCT004888,CUST001634,SAVINGS,2018-07-27,HIGH
ACCT004889,CUST005986,NRO,2015-01-12,MEDIUM
ACCT004890,CUST003057,NRO,2020-06-27,HIGH
ACCT004891,CUST000116,NRE,2021-05-22,LOW
ACCT004892,CUST002640,CURRENT,2015-12-06,HIGH
ACCT004893,CUST004351,SAVINGS,2018-03-07,HIGH
ACCT004894,CUST001562,NRE,2022-08-13,HIGH
ACCT004895,CUST000147,CURRENT,2016-07-08,MEDIUM
ACCT004896,CUST005544,SAVINGS,2019-04-25,HIGH
ACCT004897,CUST000034,NRE,2019-06-10,LOW
ACCT004898,CUST005134,NRE,2020-09-07,LOW
ACCT004899,CUST002039,NRO,2021-11-11,MEDIUM
ACCT004900,CUST001854,CURRENT,2018-09-02,HIGH
ACCT004901,CUST005682,NRO,2018-04-20,HIGH
ACCT004902,CUST002821,CURRENT,2021-04-04,MEDIUM
ACCT004903,CUST002557,NRE,2021-11-22,MEDIUM
ACCT004904,CUST001057,NRE,2018-03-16,HIGH
ACCT004905,CUST000842,CURRENT,2017-10-11,HIGH
ACCT004906,CUST003143,NRO,2018-07-17,HIGH
ACCT004907,CUST004124,CURRENT,2017-02-16,MEDIUM
ACCT004908,CUST004823,NRE,2019-07-02,MEDIUM
ACCT004909,CUST002508,SAVINGS,2016-10-13,MEDIUM
ACCT004910,CUST001369,CURRENT,2018-06-24,LOW
ACCT004911,CUST000535,SAVINGS,2022-08-21,LOW
ACCT004912,CUST000375,SAVINGS,2017-06-16,LOW
ACCT004913,CUST002443,NRO,2019-09-06,MEDIUM
ACCT004914,CUST002383,NRE,2017-01-17,MEDIUM
ACCT004915,CUST003735,SAVINGS,2015-05-27,LOW
ACCT004916,CUST005963,CURRENT,2015-10-18,MEDIUM
ACCT004917,CUST004263,CURRENT,2020-03-18,LOW
ACCT004918,CUST004886,CURRENT,2015-06-28,MEDIUM
ACCT004919,CUST004294,SAVINGS,2021-03-29,HIGH
ACCT004920,CUST002768,SAVINGS,2018-06-11,LOW
ACCT004921,CUST003553,NRO,2018-05-05,LOW
ACCT004922,CUST005627,SAVINGS,2017-11-12,HIGH
ACCT004923,CUST001097,NRO,2021-09-13,HIGH
ACCT004924,CUST002808,SAVINGS,2017-08-08,MEDIUM
ACCT004925,CUST004016,SAVINGS,2017-01-12,LOW
ACCT004926,CUST002943,CURRENT,2016-01-05,LOW
ACCT004927,CUST001544,CURRENT,2021-12-16,MEDIUM
ACCT004928,CUST001351,SAVINGS,2019-10-01,HIGH
ACCT004929,CUST003305,CURRENT,2017-06-04,HIGH
ACCT004930,CUST000157,CURRENT,2015-04-22,HIGH
ACCT004931,CUST001872,NRO,2021-04-25,LOW
ACCT004932,CUST001838,NRO,2015-07-08,LOW
ACCT004933,CUST005957,CURRENT,2022-06-24,MEDIUM
ACCT004934,CUST001075,NRO,2021-03-07,HIGH
ACCT004935,CUST001731,NRO,2015-02-27,MEDIUM
ACCT004936,CUST000180,NRE,2015-07-14,MEDIUM
ACCT004937,CUST004831,CURRENT,2022-08-03,HIGH
ACCT004938,CUST004134,CURRENT,2017-03-15,HIGH
ACCT004939,CUST001385,CURRENT,2015-09-29,MEDIUM
ACCT004940,CUST001009,NRE,2020-10-18,MEDIUM
ACCT004941,CUST003004,CURRENT,2020-11-03,HIGH
ACCT004942,CUST005826,SAVINGS,2017-04-12,LOW
ACCT004943,CUST005330,SAVINGS,2022-06-24,HIGH
ACCT004944,CUST000307,SAVINGS,2020-08-08,MEDIUM
ACCT004945,CUST003074,NRE,2022-12-25,HIGH
ACCT004946,CUST005246,SAVINGS,2020-10-04,LOW
ACCT004947,CUST002096,NRO,2017-12-24,HIGH
ACCT004948,CUST004381,NRE,2016-11-27,MEDIUM
ACCT004949,CUST005105,NRO,2019-11-04,MEDIUM
ACCT004950,CUST000399,NRO,2018-04-13,MEDIUM
ACCT004951,CUST004866,SAVINGS,2022-04-17,LOW
ACCT004952,CUST000393,NRO,2015-06-08,LOW
ACCT004953,CUST005423,CURRENT,2015-10-20,LOW
ACCT004954,CUST000886,CURRENT,2015-10-07,LOW
ACCT004955,CUST005355,NRO,2020-05-10,LOW
ACCT004956,CUST000162,CURRENT,2016-06-13,MEDIUM
ACCT004957,CUST000396,NRO,2016-02-20,MEDIUM
ACCT004958,CUST005651,SAVINGS,2021-09-30,LOW
ACCT004959,CUST000949,CURRENT,2022-12-12,MEDIUM
ACCT004960,CUST003415,NRO,2021-09-20,LOW
ACCT004961,CUST003640,NRE,2019-06-28,MEDIUM
ACCT004962,CUST003116,SAVINGS,2019-10-06,MEDIUM
ACCT004963,CUST001013,NRO,2022-12-03,HIGH
ACCT004964,CUST004484,CURRENT,2017-09-04,LOW
ACCT004965,CUST002071,CURRENT,2019-07-16,HIGH
ACCT004966,CUST003887,NRE,2015-01-13,LOW
ACCT004967,CUST005750,NRE,2018-09-16,HIGH
ACCT004968,CUST001255,NRO,2018-09-22,LOW
ACCT004969,CUST001684,NRE,2016-09-23,HIGH
ACCT004970,CUST005696,NRO,2022-05-21,HIGH
ACCT004971,CUST005618,NRO,2020-11-01,MEDIUM
ACCT004972,CUST005164,NRO,2021-11-13,HIGH
ACCT004973,CUST000077,NRO,2015-07-17,MEDIUM
ACCT004974,CUST002467,SAVINGS,2016-07-18,MEDIUM
ACCT004975,CUST003448,NRO,2021-07-23,MEDIUM
ACCT004976,CUST005421,SAVINGS,2015-09-28,LOW
ACCT004977,CUST000828,NRO,2020-11-07,LOW
ACCT004978,CUST005428,NRE,2021-09-21,HIGH
ACCT004979,CUST004263,CURRENT,2017-09-07,LOW
ACCT004980,CUST002212,NRO,2019-01-25,LOW
ACCT004981,CUST005102,SAVINGS,2015-03-23,LOW
ACCT004982,CUST004962,NRO,2018-12-26,MEDIUM
ACCT004983,CUST005741,NRO,2018-02-18,HIGH
ACCT004984,CUST001124,NRO,2020-09-06,HIGH
ACCT004985,CUST003432,NRE,2020-01-04,HIGH
ACCT004986,CUST000860,NRE,2018-05-29,MEDIUM
ACCT004987,CUST004191,CURRENT,2022-11-13,HIGH
ACCT004988,CUST005889,NRE,2016-07-31,HIGH
ACCT004989,CUST005061,CURRENT,2015-11-26,HIGH
ACCT004990,CUST000965,NRO,2018-08-10,MEDIUM
ACCT004991,CUST002316,NRE,2021-05-22,MEDIUM
ACCT004992,CUST000934,SAVINGS,2018-12-23,LOW
ACCT004993,CUST000871,SAVINGS,2018-06-22,MEDIUM
ACCT004994,CUST004078,NRE,2018-12-08,HIGH
ACCT004995,CUST001628,SAVINGS,2015-05-04,LOW
ACCT004996,CUST004989,NRE,2018-05-17,LOW
ACCT004997,CUST001637,NRE,2020-08-22,HIGH
ACCT004998,CUST002155,NRO,2018-03-24,HIGH
ACCT004999,CUST004286,SAVINGS,2018-01-23,LOW
ACCT005000,CUST001653,SAVINGS,2022-01-02,HIGH
ACCT005001,CUST002933,NRE,2018-11-17,LOW
ACCT005002,CUST005763,NRE,2020-08-09,HIGH
ACCT005003,CUST003357,NRE,2019-05-20,MEDIUM
ACCT005004,CUST002420,NRO,2021-03-01,MEDIUM
ACCT005005,CUST001314,SAVINGS,2022-10-11,LOW
ACCT005006,CUST000323,NRO,2020-09-16,HIGH
ACCT005007,CUST004491,NRE,2016-11-28,LOW
ACCT005008,CUST004067,NRE,2020-11-13,HIGH
ACCT005009,CUST001702,SAVINGS,2022-07-08,HIGH
ACCT005010,CUST005638,SAVINGS,2015-04-09,LOW
ACCT005011,CUST003938,CURRENT,2021-11-03,MEDIUM
ACCT005012,CUST002709,NRO,2019-01-20,LOW
ACCT005013,CUST001922,NRO,2015-03-31,MEDIUM
ACCT005014,CUST000023,SAVINGS,2018-10-13,LOW
ACCT005015,CUST000105,CURRENT,2022-04-04,MEDIUM
ACCT005016,CUST005503,NRE,2017-05-09,MEDIUM
ACCT005017,CUST000730,CURRENT,2017-01-25,MEDIUM
ACCT005018,CUST000905,NRE,2021-11-22,HIGH
ACCT005019,CUST004704,NRO,2021-03-07,HIGH
ACCT005020,CUST005481,NRE,2015-09-09,LOW
ACCT005021,CUST004048,NRE,2018-06-05,LOW
ACCT005022,CUST001222,CURRENT,2021-05-09,MEDIUM
ACCT005023,CUST000738,NRE,2020-02-15,MEDIUM
ACCT005024,CUST004192,NRO,2020-01-27,LOW
ACCT005025,CUST000615,CURRENT,2015-07-29,HIGH
ACCT005026,CUST005928,CURRENT,2022-01-31,LOW
ACCT005027,CUST005928,NRE,2021-11-12,LOW
ACCT005028,CUST000830,NRE,2018-04-04,LOW
ACCT005029,CUST002097,CURRENT,2018-01-22,LOW
ACCT005030,CUST005279,CURRENT,2019-01-06,LOW
ACCT005031,CUST001894,CURRENT,2020-04-09,LOW
ACCT005032,CUST003742,NRE,2020-07-13,HIGH
ACCT005033,CUST002426,NRO,2015-03-09,MEDIUM
ACCT005034,CUST002164,SAVINGS,2020-10-12,MEDIUM
ACCT005035,CUST003804,SAVINGS,2017-05-05,HIGH
ACCT005036,CUST000411,NRE,2017-08-13,HIGH
ACCT005037,CUST000818,NRO,2017-08-27,LOW
ACCT005038,CUST001432,SAVINGS,2015-04-05,HIGH
ACCT005039,CUST000324,CURRENT,2021-04-11,LOW
ACCT005040,CUST002381,SAVINGS,2017-03-15,LOW
ACCT005041,CUST002951,NRO,2017-05-14,MEDIUM
ACCT005042,CUST005545,NRO,2017-05-09,LOW
ACCT005043,CUST002562,NRE,2019-10-15,MEDIUM
ACCT005044,CUST003490,SAVINGS,2019-08-14,LOW
ACCT005045,CUST000950,NRO,2017-09-30,MEDIUM
ACCT005046,CUST000779,CURRENT,2022-11-12,LOW
ACCT005047,CUST000376,NRO,2021-01-31,LOW
ACCT005048,CUST000080,NRE,2020-05-10,LOW
ACCT005049,CUST001134,NRO,2017-08-04,MEDIUM
ACCT005050,CUST005435,SAVINGS,2021-06-16,MEDIUM
ACCT005051,CUST005302,NRO,2017-05-03,HIGH
ACCT005052,CUST001397,NRO,2021-04-19,MEDIUM
ACCT005053,CUST002693,NRO,2016-05-26,LOW
ACCT005054,CUST002929,NRO,2022-11-07,MEDIUM
ACCT005055,CUST003586,SAVINGS,2021-02-20,LOW
ACCT005056,CUST005094,NRO,2018-06-02,LOW
ACCT005057,CUST002198,NRE,2019-03-14,LOW
ACCT005058,CUST000762,CURRENT,2022-03-12,MEDIUM
ACCT005059,CUST003053,NRE,2020-06-17,LOW
ACCT005060,CUST002808,NRE,2020-01-03,HIGH
ACCT005061,CUST001499,NRO,2015-08-11,LOW
ACCT005062,CUST000933,SAVINGS,2018-10-22,LOW
ACCT005063,CUST003284,NRE,2021-10-05,MEDIUM
ACCT005064,CUST003279,SAVINGS,2017-03-05,HIGH
ACCT005065,CUST003740,NRO,2017-12-24,LOW
ACCT005066,CUST002227,NRE,2022-10-22,MEDIUM
ACCT005067,CUST003160,SAVINGS,2022-03-03,HIGH
ACCT005068,CUST005652,CURRENT,2017-02-16,LOW
ACCT005069,CUST003918,SAVINGS,2015-10-11,HIGH
ACCT005070,CUST003455,CURRENT,2015-06-03,LOW
ACCT005071,CUST005316,NRE,2018-01-17,HIGH
ACCT005072,CUST001367,NRE,2021-11-25,HIGH
ACCT005073,CUST000927,SAVINGS,2021-10-11,MEDIUM
ACCT005074,CUST001086,CURRENT,2018-06-12,MEDIUM
ACCT005075,CUST005704,CURRENT,2015-08-08,HIGH
ACCT005076,CUST005951,CURRENT,2022-06-13,HIGH
ACCT005077,CUST000481,CURRENT,2017-05-31,LOW
ACCT005078,CUST001306,NRE,2018-11-14,LOW
ACCT005079,CUST000850,SAVINGS,2015-08-14,MEDIUM
ACCT005080,CUST003409,NRE,2018-02-26,HIGH
ACCT005081,CUST004840,NRO,2021-11-01,LOW
ACCT005082,CUST003955,CURRENT,2021-04-12,MEDIUM
ACCT005083,CUST004661,NRO,2022-03-14,LOW
ACCT005084,CUST005558,NRE,2015-04-19,MEDIUM
ACCT005085,CUST003590,CURRENT,2015-03-17,HIGH
ACCT005086,CUST001485,NRO,2020-05-06,LOW
ACCT005087,CUST005008,SAVINGS,2022-12-19,MEDIUM
ACCT005088,CUST003111,NRO,2017-02-26,HIGH
ACCT005089,CUST002938,NRO,2015-10-28,MEDIUM
ACCT005090,CUST005009,CURRENT,2020-02-07,MEDIUM
ACCT005091,CUST000237,NRO,2021-07-16,HIGH
ACCT005092,CUST005608,SAVINGS,2021-04-21,LOW
ACCT005093,CUST005958,NRO,2018-11-02,HIGH
ACCT005094,CUST001071,SAVINGS,2020-09-22,LOW
ACCT005095,CUST003958,SAVINGS,2015-07-25,LOW
ACCT005096,CUST003999,CURRENT,2015-05-03,LOW
ACCT005097,CUST000926,NRE,2021-08-05,HIGH
ACCT005098,CUST003370,SAVINGS,2016-07-07,MEDIUM
ACCT005099,CUST003611,NRO,2017-11-10,LOW
ACCT005100,CUST000377,SAVINGS,2021-01-18,HIGH
ACCT005101,CUST000519,SAVINGS,2019-12-23,HIGH
ACCT005102,CUST002144,CURRENT,2022-07-05,HIGH
ACCT005103,CUST005366,SAVINGS,2022-12-30,LOW
ACCT005104,CUST002575,NRE,2017-08-10,LOW
ACCT005105,CUST000102,NRE,2021-11-11,MEDIUM
ACCT005106,CUST005772,CURRENT,2018-06-25,HIGH
ACCT005107,CUST005554,NRE,2020-01-10,MEDIUM
ACCT005108,CUST004300,SAVINGS,2019-11-04,MEDIUM
ACCT005109,CUST004724,NRE,2016-09-29,HIGH
ACCT005110,CUST005930,NRE,2017-07-01,MEDIUM
ACCT005111,CUST004629,NRO,2020-02-09,HIGH
ACCT005112,CUST001835,SAVINGS,2019-11-30,MEDIUM
ACCT005113,CUST005488,SAVINGS,2017-11-13,HIGH
ACCT005114,CUST002772,NRO,2016-11-24,LOW
ACCT005115,CUST004253,NRE,2022-02-09,HIGH
ACCT005116,CUST004286,SAVINGS,2017-02-01,MEDIUM
ACCT005117,CUST005639,NRO,2021-07-22,HIGH
ACCT005118,CUST005740,SAVINGS,2018-06-17,LOW
ACCT005119,CUST005065,CURRENT,2017-04-10,HIGH
ACCT005120,CUST000781,SAVINGS,2017-01-10,HIGH
ACCT005121,CUST003546,CURRENT,2019-12-26,HIGH
ACCT005122,CUST005421,NRE,2022-08-01,LOW
ACCT005123,CUST005953,NRO,2016-02-01,MEDIUM
ACCT005124,CUST002037,NRO,2017-09-25,LOW
ACCT005125,CUST003948,SAVINGS,2021-04-15,MEDIUM
ACCT005126,CUST002833,SAVINGS,2016-05-14,LOW
ACCT005127,CUST005438,SAVINGS,2021-04-01,MEDIUM
ACCT005128,CUST005541,CURRENT,2015-12-31,HIGH
ACCT005129,CUST005255,SAVINGS,2018-04-04,HIGH
ACCT005130,CUST003153,NRE,2016-05-24,MEDIUM
ACCT005131,CUST001218,NRO,2019-02-27,MEDIUM
ACCT005132,CUST004574,NRO,2018-08-22,LOW
