ALERT_ID,CASE_ID,ACCOUNT_ID,CUSTOMER_ID,TRANSACTION_ID,ALERT_SCORE,ALERT_DATE,IS_STR,ACCOUNT_TYPE,ACCOUNT_RISK,CUSTOMER_TYPE,KYC_RISK,AVG_TXN
AL0000391,CASE003417,ACCT004030,CUST003811,TXN0003816,66,2024-12-16,0,NRE,HIGH,INDIVIDUAL,LOW,48201
AL0000392,CASE004963,ACCT008424,CUST004008,TXN0003823,82,2023-04-17,0,NRO,MEDIUM,INDIVIDUAL,MEDIUM,17002
AL0000393,CASE003669,ACCT005345,CUST004434,TXN0003830,78,2023-01-22,0,SAVINGS,HIGH,INDIVIDUAL,HIGH,20671
AL0000394,CASE000141,ACCT003784,CUST004864,TXN0003837,84,2024-03-18,1,SAVINGS,LOW,CORPORATE,LOW,57582
AL0000395,CASE002966,ACCT003758,CUST000765,TXN0003844,91,2024-11-26,1,NRE,HIGH,INDIVIDUAL,LOW,42383
AL0000396,CASE003520,ACCT002484,CUST005006,TXN0003851,70,2023-05-07,0,NRE,HIGH,CORPORATE,MEDIUM,5240
AL0000397,CASE003028,ACCT003846,CUST000691,TXN0003858,88,2024-04-07,1,NRE,HIGH,INDIVIDUAL,LOW,12446
AL0000398,CASE002781,ACCT000999,CUST005411,TXN0003865,90,2024-03-08,1,NRO,MEDIUM,CORPORATE,LOW,50999
AL0000399,CASE001863,ACCT005058,CUST000762,TXN0003872,86,2023-06-01,1,CURRENT,MEDIUM,INDIVIDUAL,LOW,29632
AL0000400,CASE000914,ACCT008451,CUST003231,TXN0003879,81,2024-05-24,0,NRE,MEDIUM,INDIVIDUAL,LOW,45315
AL0000401,CASE000462,ACCT002936,CUST004720,TXN0003886,93,2024-01-01,1,CURRENT,LOW,CORPORATE,MEDIUM,52002
AL0000402,CASE002558,ACCT008764,CUST003405,TXN0003893,83,2023-02-07,0,CURRENT,HIGH,INDIVIDUAL,MEDIUM,54592
AL0000403,CASE000928,ACCT007779,CUST004551,TXN0003900,69,2024-05-14,0,SAVINGS,MEDIUM,INDIVIDUAL,LOW,59901
AL0000404,CASE004050,ACCT008541,CUST005758,TXN0003907,72,2024-12-26,0,CURRENT,HIGH,INDIVIDUAL,LOW,27328
AL0000405,CASE003948,ACCT001260,CUST003635,TXN0003914,67,2023-12-02,1,NRO,LOW,INDIVIDUAL,HIGH,21062
AL0000406,CASE000328,ACCT008078,CUST004031,TXN0003921,85,2023-08-25,0,NRO,HIGH,INDIVIDUAL,LOW,5064
AL0000407,CASE001751,ACCT003098,CUST005475,TXN0003928,79,2023-08-14,0,NRE,HIGH,CORPORATE,HIGH,56427
AL0000408,CASE002396,ACCT000997,CUST001729,TXN0003935,85,2024-06-30,0,NRE,HIGH,INDIVIDUAL,LOW,58283
AL0000409,CASE000047,ACCT000948,CUST000841,TXN0003942,92,2024-07-21,1,NRE,HIGH,INDIVIDUAL,MEDIUM,15527
AL0000410,CASE000605,ACCT006621,CUST001270,TXN0003949,92,2023-12-08,1,NRE,LOW,CORPORATE,MEDIUM,8445
AL0000411,CASE001732,ACCT007961,CUST003196,TXN0003956,80,2023-09-30,0,NRO,HIGH,INDIVIDUAL,HIGH,27464
AL0000412,CASE003901,ACCT005376,CUST001848,TXN0003963,72,2024-02-17,0,NRO,MEDIUM,INDIVIDUAL,MEDIUM,40130
AL0000413,CASE001765,ACCT007796,CUST003578,TXN0003970,76,2023-06-17,0,CURRENT,HIGH,INDIVIDUAL,LOW,54133
AL0000414,CASE002611,ACCT006525,CUST005583,TXN0003977,92,2023-10-24,1,CURRENT,LOW,INDIVIDUAL,MEDIUM,47399
AL0000415,CASE004577,ACCT000586,CUST002640,TXN0003984,88,2023-04-05,0,CURRENT,HIGH,CORPORATE,HIGH,57620
AL0000416,CASE001284,ACCT002488,CUST003227,TXN0003991,67,2023-10-09,0,NRO,MEDIUM,INDIVIDUAL,MEDIUM,50853
AL0000417,CASE003793,ACCT008492,CUST000012,TXN0003998,75,2024-05-30,0,NRO,MEDIUM,CORPORATE,LOW,58119
AL0000418,CASE004544,ACCT004711,CUST000165,TXN0004005,80,2024-01-26,0,SAVINGS,LOW,INDIVIDUAL,MEDIUM,48615
AL0000419,CASE001008,ACCT003200,CUST002577,TXN0004012,74,2024-04-22,0,NRO,HIGH,CORPORATE,LOW,57378
AL0000420,CASE001762,ACCT005369,CUST004524,TXN0004019,94,2024-11-02,1,CURRENT,HIGH,CORPORATE,HIGH,51639
AL0000421,CASE002460,ACCT002844,CUST003244,TXN0004026,77,2024-09-17,0,NRO,LOW,INDIVIDUAL,LOW,32587
AL0000422,CASE002485,ACCT006812,CUST005928,TXN0004033,93,2023-09-11,1,CURRENT,HIGH,CORPORATE,LOW,52942
AL0000423,CASE001260,ACCT002438,CUST004075,TXN0004040,67,2024-05-31,0,SAVINGS,MEDIUM,CORPORATE,HIGH,15054
AL0000424,CASE000316,ACCT005795,CUST000970,TXN0004047,95,2023-07-09,0,SAVINGS,HIGH,INDIVIDUAL,LOW,16140
AL0000425,CASE001352,ACCT001516,CUST000932,TXN0004054,90,2023-02-18,1,CURRENT,MEDIUM,CORPORATE,MEDIUM,48850
AL0000426,CASE000918,ACCT007296,CUST005150,TXN0004061,95,2023-11-21,1,SAVINGS,LOW,INDIVIDUAL,MEDIUM,58027
AL0000427,CASE002501,ACCT003257,CUST002196,TXN0004068,91,2024-01-29,0,SAVINGS,MEDIUM,CORPORATE,HIGH,16891
AL0000428,CASE002292,ACCT007508,CUST003961,TXN0004075,71,2024-12-09,0,NRO,LOW,INDIVIDUAL,HIGH,14472
AL0000429,CASE003025,ACCT000514,CUST002713,TXN0004082,87,2024-07-14,1,SAVINGS,LOW,INDIVIDUAL,MEDIUM,27573
AL0000430,CASE001164,ACCT003378,CUST005803,TXN0004089,91,2023-12-20,1,CURRENT,HIGH,CORPORATE,MEDIUM,39459
AL0000431,CASE004412,ACCT002890,CUST002445,TXN0004096,75,2023-04-07,0,SAVINGS,MEDIUM,CORPORATE,HIGH,10896
AL0000432,CASE003868,ACCT007098,CUST001540,TXN0004103,75,2023-05-04,0,CURRENT,MEDIUM,INDIVIDUAL,MEDIUM,39896
AL0000433,CASE002340,ACCT001686,CUST000669,TXN0004110,72,2023-09-02,0,SAVINGS,LOW,INDIVIDUAL,LOW,12295
AL0000434,CASE004505,ACCT003367,CUST000933,TXN0004117,92,2023-03-19,1,CURRENT,MEDIUM,CORPORATE,HIGH,21969
AL0000435,CASE004004,ACCT002814,CUST004692,TXN0004124,94,2023-04-23,0,NRE,LOW,CORPORATE,MEDIUM,45906
AL0000436,CASE003111,ACCT004768,CUST004238,TXN0004131,92,2023-04-05,1,NRO,LOW,INDIVIDUAL,MEDIUM,12139
AL0000437,CASE001114,ACCT000914,CUST002585,TXN0004138,89,2023-12-19,1,NRE,HIGH,INDIVIDUAL,LOW,4020
AL0000438,CASE000064,ACCT004173,CUST005164,TXN0004145,80,2024-01-21,0,SAVINGS,MEDIUM,INDIVIDUAL,HIGH,52453
AL0000439,CASE002966,ACCT001732,CUST001886,TXN0004152,78,2023-10-29,1,CURRENT,HIGH,INDIVIDUAL,LOW,15242
AL0000440,CASE000637,ACCT000131,CUST003272,TXN0004159,67,2023-03-21,0,SAVINGS,MEDIUM,CORPORATE,HIGH,5858
AL0000441,CASE001758,ACCT007552,CUST000964,TXN0004166,68,2024-11-30,0,SAVINGS,MEDIUM,CORPORATE,LOW,18110
AL0000442,CASE003653,ACCT007468,CUST003074,TXN0004173,85,2023-05-12,0,NRE,LOW,INDIVIDUAL,HIGH,44282
AL0000443,CASE002789,ACCT004846,CUST003385,TXN0004180,71,2023-11-29,0,CURRENT,MEDIUM,CORPORATE,MEDIUM,53031
AL0000444,CASE002040,ACCT005085,CUST003590,TXN0004187,92,2024-08-16,1,CURRENT,HIGH,CORPORATE,MEDIUM,26811
AL0000445,CASE004577,ACCT001430,CUST000797,TXN0004194,71,2023-01-20,0,SAVINGS,HIGH,INDIVIDUAL,MEDIUM,11040
AL0000446,CASE000089,ACCT007687,CUST005486,TXN0004201,77,2024-12-01,0,CURRENT,LOW,CORPORATE,HIGH,16840
AL0000447,CASE004906,ACCT006465,CUST004031,TXN0004208,79,2023-08-07,0,CURRENT,LOW,INDIVIDUAL,LOW,5064
AL0000448,CASE002472,ACCT004813,CUST004580,TXN0004215,65,2023-11-20,0,NRE,HIGH,CORPORATE,LOW,50404
AL0000449,CASE003582,ACCT000343,CUST000466,TXN0004222,72,2023-06-27,0,SAVINGS,HIGH,CORPORATE,MEDIUM,36982
AL0000450,CASE002629,ACCT006842,CUST000444,TXN0004229,89,2024-11-01,1,NRE,MEDIUM,CORPORATE,HIGH,30934
AL0000451,CASE003696,ACCT001119,CUST002964,TXN0004236,71,2023-08-07,0,CURRENT,MEDIUM,CORPORATE,MEDIUM,27464
AL0000452,CASE001156,ACCT006627,CUST003720,TXN0004243,84,2024-07-10,0,NRE,HIGH,CORPORATE,LOW,4581
AL0000453,CASE000658,ACCT002911,CUST000129,TXN0004250,93,2023-03-18,1,NRE,MEDIUM,CORPORATE,LOW,37472
AL0000454,CASE001008,ACCT006878,CUST000697,TXN0004257,67,2024-06-27,0,CURRENT,HIGH,INDIVIDUAL,MEDIUM,57464
AL0000455,CASE000088,ACCT003195,CUST004449,TXN0004264,84,2024-10-25,1,NRE,LOW,CORPORATE,HIGH,8259
AL0000456,CASE001367,ACCT008931,CUST003621,TXN0004271,82,2024-01-22,0,NRE,LOW,CORPORATE,LOW,12614
AL0000457,CASE000915,ACCT006598,CUST000324,TXN0004278,69,2024-01-25,0,NRE,MEDIUM,CORPORATE,LOW,56686
AL0000458,CASE001192,ACCT002460,CUST003531,TXN0004285,73,2023-05-15,0,NRO,LOW,CORPORATE,MEDIUM,15016
AL0000459,CASE003919,ACCT008050,CUST000621,TXN0004292,72,2023-12-07,0,NRO,HIGH,INDIVIDUAL,LOW,23961
AL0000460,CASE004412,ACCT003668,CUST002652,TXN0004299,94,2024-08-10,1,NRE,HIGH,INDIVIDUAL,HIGH,48745
AL0000461,CASE004869,ACCT006208,CUST003473,TXN0004306,88,2023-09-28,1,CURRENT,LOW,CORPORATE,MEDIUM,35063
AL0000462,CASE004721,ACCT005749,CUST002655,TXN0004313,73,2023-02-14,0,NRO,LOW,CORPORATE,MEDIUM,8299
AL0000463,CASE004962,ACCT007049,CUST001864,TXN0004320,84,2024-01-25,0,NRE,LOW,INDIVIDUAL,HIGH,27442
AL0000464,CASE003810,ACCT008791,CUST001433,TXN0004327,82,2024-10-01,1,NRO,LOW,CORPORATE,HIGH,25346
AL0000465,CASE003070,ACCT004900,CUST001854,TXN0004334,72,2024-10-17,0,CURRENT,HIGH,CORPORATE,LOW,51526
AL0000466,CASE001317,ACCT004704,CUST001845,TXN0004340,87,2024-09-09,1,CURRENT,LOW,CORPORATE,HIGH,5689
AL0000467,CASE003854,ACCT007034,CUST002296,TXN0004346,78,2023-08-27,0,NRO,LOW,CORPORATE,MEDIUM,15852
AL0000468,CASE004080,ACCT003986,CUST001289,TXN0004352,92,2024-10-27,1,CURRENT,MEDIUM,INDIVIDUAL,HIGH,27186
AL0000469,CASE002612,ACCT000105,CUST001877,TXN0004358,95,2023-02-12,1,NRE,LOW,INDIVIDUAL,LOW,19721
AL0000470,CASE004621,ACCT007146,CUST005055,TXN0004364,71,2023-09-21,0,SAVINGS,MEDIUM,CORPORATE,HIGH,6072
AL0000471,CASE000107,ACCT003418,CUST005446,TXN0004370,91,2024-12-29,1,SAVINGS,HIGH,INDIVIDUAL,MEDIUM,3861
AL0000472,CASE004735,ACCT003419,CUST002909,TXN0004376,72,2023-11-16,0,NRE,HIGH,CORPORATE,MEDIUM,52395
AL0000473,CASE004527,ACCT008690,CUST005780,TXN0004382,66,2023-04-23,0,SAVINGS,LOW,CORPORATE,HIGH,27217
AL0000474,CASE004476,ACCT005909,CUST000801,TXN0004388,88,2023-04-23,1,NRO,HIGH,INDIVIDUAL,MEDIUM,44004
AL0000475,CASE001530,ACCT008656,CUST002594,TXN0004394,85,2024-03-16,0,SAVINGS,HIGH,INDIVIDUAL,HIGH,18615
AL0000476,CASE003044,ACCT000843,CUST002199,TXN0004400,65,2024-06-17,0,NRE,HIGH,CORPORATE,HIGH,39992
AL0000477,CASE002950,ACCT005059,CUST003053,TXN0004406,76,2023-07-31,0,NRE,LOW,INDIVIDUAL,HIGH,50405
AL0000478,CASE003994,ACCT000342,CUST001290,TXN0004412,72,2024-10-10,0,SAVINGS,LOW,INDIVIDUAL,LOW,16093
AL0000479,CASE000584,ACCT007564,CUST004445,TXN0004418,70,2023-04-29,0,CURRENT,LOW,CORPORATE,HIGH,12764
AL0000480,CASE001796,ACCT004116,CUST001274,TXN0004424,65,2024-06-08,0,NRO,MEDIUM,CORPORATE,LOW,35162
AL0000481,CASE002165,ACCT008803,CUST000346,TXN0004430,69,2023-07-09,0,NRE,LOW,INDIVIDUAL,HIGH,6490
AL0000482,CASE001764,ACCT005971,CUST001883,TXN0004436,68,2023-11-20,0,NRE,LOW,INDIVIDUAL,MEDIUM,42494
AL0000483,CASE000874,ACCT005368,CUST002562,TXN0004442,93,2023-12-31,1,NRO,MEDIUM,CORPORATE,LOW,36689
AL0000484,CASE003332,ACCT008692,CUST003883,TXN0004448,78,2024-02-08,0,CURRENT,LOW,CORPORATE,HIGH,19463
AL0000485,CASE003487,ACCT002319,CUST005242,TXN0004454,76,2024-12-08,0,SAVINGS,LOW,CORPORATE,HIGH,18964
AL0000486,CASE004181,ACCT005771,CUST004231,TXN0004460,84,2024-04-25,0,CURRENT,LOW,CORPORATE,LOW,51919
AL0000487,CASE000711,ACCT001765,CUST001994,TXN0004466,76,2024-02-13,0,CURRENT,MEDIUM,INDIVIDUAL,MEDIUM,58904
AL0000488,CASE002434,ACCT001345,CUST005553,TXN0004472,79,2024-05-04,0,SAVINGS,HIGH,CORPORATE,MEDIUM,16630
AL0000489,CASE002795,ACCT003137,CUST003528,TXN0004478,95,2023-12-13,1,SAVINGS,LOW,CORPORATE,HIGH,59509
AL0000490,CASE001600,ACCT008564,CUST004366,TXN0004484,80,2024-12-25,0,NRE,LOW,CORPORATE,HIGH,53483
AL0000491,CASE002151,ACCT002482,CUST005106,TXN0004490,75,2024-03-22,0,SAVINGS,LOW,INDIVIDUAL,LOW,41429
AL0000492,CASE001941,ACCT002037,CUST003675,TXN0004496,82,2023-03-09,0,NRE,LOW,INDIVIDUAL,MEDIUM,21978
AL0000493,CASE002864,ACCT004115,CUST000893,TXN0004502,65,2023-01-05,0,SAVINGS,LOW,INDIVIDUAL,HIGH,21104
AL0000494,CASE003486,ACCT001579,CUST002777,TXN0004508,73,2024-09-28,0,NRE,MEDIUM,INDIVIDUAL,HIGH,47882
AL0000495,CASE002451,ACCT000119,CUST005267,TXN0004514,68,2024-07-16,0,NRO,HIGH,INDIVIDUAL,MEDIUM,35361
AL0000496,CASE003493,ACCT005106,CUST005772,TXN0004520,67,2024-03-28,0,CURRENT,HIGH,INDIVIDUAL,MEDIUM,48411
AL0000497,CASE004871,ACCT008479,CUST004782,TXN0004526,66,2023-02-08,0,CURRENT,MEDIUM,INDIVIDUAL,HIGH,16586
AL0000498,CASE004999,ACCT007466,CUST000256,TXN0004532,66,2024-12-21,0,CURRENT,LOW,CORPORATE,LOW,13107
AL0000499,CASE001694,ACCT008383,CUST001771,TXN0004538,72,2023-03-06,0,CURRENT,MEDIUM,INDIVIDUAL,LOW,57082
AL0000500,CASE001154,ACCT006992,CUST003167,TXN0004544,78,2024-04-21,0,SAVINGS,LOW,INDIVIDUAL,HIGH,17484
AL0000501,CASE001189,ACCT005998,CUST001817,TXN0004550,66,2023-07-22,0,NRE,LOW,CORPORATE,MEDIUM,4813
AL0000502,CASE000747,ACCT006224,CUST005905,TXN0004556,84,2024-10-01,0,NRE,LOW,INDIVIDUAL,MEDIUM,11831
AL0000503,CASE001042,ACCT001459,CUST000814,TXN0004562,89,2024-06-28,1,CURRENT,HIGH,CORPORATE,HIGH,34970
AL0000504,CASE001275,ACCT003001,CUST001561,TXN0004568,67,2023-05-10,0,CURRENT,LOW,INDIVIDUAL,LOW,3683
AL0000505,CASE003569,ACCT007907,CUST005045,TXN0004574,82,2023-08-05,0,SAVINGS,MEDIUM,CORPORATE,HIGH,15027
AL0000506,CASE004226,ACCT003083,CUST003776,TXN0004580,76,2023-11-29,0,SAVINGS,HIGH,INDIVIDUAL,LOW,16044
AL0000507,CASE001893,ACCT003445,CUST003205,TXN0004586,78,2024-05-12,0,SAVINGS,MEDIUM,INDIVIDUAL,MEDIUM,52440
AL0000508,CASE001604,ACCT008526,CUST005310,TXN0004592,74,2023-06-05,0,SAVINGS,LOW,CORPORATE,MEDIUM,31926
AL0000509,CASE000319,ACCT006223,CUST000819,TXN0004598,91,2023-11-23,1,NRE,MEDIUM,CORPORATE,LOW,57177
AL0000510,CASE001256,ACCT000332,CUST004745,TXN0004604,76,2023-05-07,0,SAVINGS,LOW,CORPORATE,MEDIUM,22862
AL0000511,CASE000872,ACCT004250,CUST001795,TXN0004610,85,2023-03-18,1,CURRENT,LOW,CORPORATE,MEDIUM,14971
AL0000512,CASE001705,ACCT000596,CUST000695,TXN0004616,78,2023-07-27,0,NRE,HIGH,INDIVIDUAL,LOW,13366
AL0000513,CASE000710,ACCT008794,CUST005819,TXN0004622,93,2023-08-20,1,SAVINGS,LOW,CORPORATE,HIGH,35482
AL0000514,CASE003581,ACCT005591,CUST002817,TXN0004628,89,2023-12-12,0,SAVINGS,LOW,CORPORATE,HIGH,55265
AL0000515,CASE004913,ACCT002649,CUST002226,TXN0004634,76,2024-05-04,0,SAVINGS,LOW,CORPORATE,LOW,3426
AL0000516,CASE001420,ACCT000204,CUST004364,TXN0004640,95,2024-01-10,1,SAVINGS,HIGH,CORPORATE,HIGH,18080
AL0000517,CASE001675,ACCT001368,CUST001083,TXN0004646,70,2024-04-09,0,NRO,MEDIUM,CORPORATE,HIGH,44793
AL0000518,CASE003156,ACCT007759,CUST000256,TXN0004652,94,2023-01-27,1,NRO,MEDIUM,CORPORATE,LOW,13107
AL0000519,CASE002898,ACCT001099,CUST005428,TXN0004658,80,2023-02-16,0,CURRENT,LOW,INDIVIDUAL,LOW,10065
AL0000520,CASE003138,ACCT001088,CUST003346,TXN0004664,79,2024-05-29,0,CURRENT,HIGH,INDIVIDUAL,HIGH,19828
AL0000521,CASE003550,ACCT003098,CUST005475,TXN0004670,78,2023-09-15,0,NRE,HIGH,CORPORATE,HIGH,56427
AL0000522,CASE000117,ACCT002277,CUST005225,TXN0004676,67,2024-05-14,0,NRE,HIGH,INDIVIDUAL,MEDIUM,42027
AL0000523,CASE001112,ACCT003968,CUST003518,TXN0004682,87,2024-06-07,1,NRE,LOW,CORPORATE,MEDIUM,53571
AL0000524,CASE000686,ACCT004374,CUST002842,TXN0004688,74,2024-06-19,0,NRO,MEDIUM,CORPORATE,HIGH,9005
AL0000525,CASE004497,ACCT004530,CUST004692,TXN0004694,70,2023-04-18,0,NRE,MEDIUM,CORPORATE,MEDIUM,45906
AL0000526,CASE004976,ACCT002498,CUST004097,TXN0004700,86,2023-08-27,1,NRE,MEDIUM,CORPORATE,MEDIUM,39819
AL0000527,CASE004087,ACCT004045,CUST003801,TXN0004706,80,2023-10-06,0,SAVINGS,LOW,INDIVIDUAL,HIGH,34024
AL0000528,CASE000291,ACCT000028,CUST003437,TXN0004712,68,2024-02-17,0,CURRENT,LOW,CORPORATE,LOW,58951
AL0000529,CASE000574,ACCT005298,CUST002381,TXN0004718,76,2023-06-28,0,SAVINGS,HIGH,INDIVIDUAL,LOW,44774
AL0000530,CASE000145,ACCT001499,CUST001430,TXN0004724,93,2024-04-07,1,NRE,MEDIUM,CORPORATE,MEDIUM,15304
AL0000531,CASE003431,ACCT000481,CUST001470,TXN0004730,71,2023-06-10,0,NRE,MEDIUM,INDIVIDUAL,LOW,10064
AL0000532,CASE004880,ACCT005386,CUST005939,TXN0004736,89,2023-03-06,1,SAVINGS,LOW,CORPORATE,MEDIUM,15168
AL0000533,CASE003175,ACCT003469,CUST002854,TXN0004742,65,2024-07-07,0,SAVINGS,HIGH,INDIVIDUAL,HIGH,59234
AL0000534,CASE000120,ACCT007098,CUST001540,TXN0004748,77,2023-08-13,0,CURRENT,MEDIUM,INDIVIDUAL,MEDIUM,39896
AL0000535,CASE001370,ACCT003225,CUST000801,TXN0004754,94,2023-04-21,1,NRE,MEDIUM,INDIVIDUAL,MEDIUM,44004
AL0000536,CASE003194,ACCT002504,CUST002729,TXN0004760,85,2024-07-21,1,NRO,HIGH,CORPORATE,LOW,8749
AL0000537,CASE001401,ACCT003047,CUST005919,TXN0004766,95,2023-10-28,1,NRE,HIGH,INDIVIDUAL,LOW,17920
AL0000538,CASE003407,ACCT006833,CUST003413,TXN0004772,66,2024-06-01,0,NRO,HIGH,CORPORATE,MEDIUM,31516
AL0000539,CASE000694,ACCT003422,CUST005020,TXN0004778,83,2024-02-28,0,NRE,HIGH,INDIVIDUAL,MEDIUM,35655
AL0000540,CASE001567,ACCT006232,CUST001226,TXN0004784,91,2023-10-25,0,NRO,HIGH,CORPORATE,LOW,18078
AL0000541,CASE001142,ACCT003647,CUST001720,TXN0004790,85,2023-08-10,0,NRE,MEDIUM,INDIVIDUAL,LOW,8283
AL0000542,CASE000983,ACCT002525,CUST005806,TXN0004796,85,2023-01-28,0,SAVINGS,MEDIUM,INDIVIDUAL,HIGH,6511
AL0000543,CASE004517,ACCT008145,CUST002376,TXN0004802,74,2024-08-15,0,CURRENT,MEDIUM,INDIVIDUAL,MEDIUM,56236
AL0000544,CASE000191,ACCT002988,CUST001099,TXN0004808,81,2023-04-12,0,SAVINGS,MEDIUM,CORPORATE,HIGH,4305
AL0000545,CASE000039,ACCT001059,CUST003540,TXN0004814,73,2023-08-29,0,SAVINGS,LOW,CORPORATE,LOW,7374
AL0000546,CASE000011,ACCT003894,CUST002148,TXN0004820,89,2024-12-17,1,CURRENT,HIGH,CORPORATE,HIGH,29429
AL0000547,CASE002302,ACCT004581,CUST003396,TXN0004826,73,2024-03-19,0,CURRENT,HIGH,INDIVIDUAL,HIGH,3669
AL0000548,CASE001906,ACCT001827,CUST002543,TXN0004832,72,2024-09-10,0,NRO,MEDIUM,INDIVIDUAL,MEDIUM,48914
AL0000549,CASE004924,ACCT008290,CUST003690,TXN0004838,68,2023-03-22,0,CURRENT,LOW,CORPORATE,HIGH,40478
AL0000550,CASE003554,ACCT005347,CUST002939,TXN0004844,91,2023-04-10,1,NRO,MEDIUM,CORPORATE,HIGH,46469
AL0000551,CASE004307,ACCT008200,CUST001909,TXN0004850,94,2023-08-02,1,NRO,HIGH,CORPORATE,MEDIUM,34267
AL0000552,CASE000798,ACCT001979,CUST003783,TXN0004856,95,2024-10-04,1,CURRENT,MEDIUM,INDIVIDUAL,HIGH,51846
AL0000553,CASE003253,ACCT000789,CUST000886,TXN0004862,83,2024-02-22,0,NRE,LOW,INDIVIDUAL,HIGH,24871
AL0000554,CASE000375,ACCT002951,CUST000500,TXN0004868,67,2023-12-26,0,CURRENT,HIGH,INDIVIDUAL,HIGH,52365
AL0000555,CASE002549,ACCT000207,CUST005405,TXN0004874,93,2024-05-18,1,CURRENT,HIGH,INDIVIDUAL,LOW,48538
AL0000556,CASE001811,ACCT001514,CUST003449,TXN0004880,83,2024-10-07,1,SAVINGS,LOW,INDIVIDUAL,MEDIUM,43421
AL0000557,CASE000732,ACCT000258,CUST005926,TXN0004886,67,2024-08-13,0,NRE,HIGH,INDIVIDUAL,HIGH,55916
AL0000558,CASE003390,ACCT003246,CUST005569,TXN0004892,90,2024-05-04,1,NRE,LOW,CORPORATE,HIGH,49477
AL0000559,CASE004951,ACCT008823,CUST003418,TXN0004898,72,2024-06-07,0,NRO,HIGH,CORPORATE,LOW,52324
AL0000560,CASE001252,ACCT004601,CUST003876,TXN0004904,87,2023-07-17,1,NRE,MEDIUM,CORPORATE,HIGH,40905
AL0000561,CASE003080,ACCT001219,CUST000817,TXN0004910,91,2023-11-14,0,NRO,LOW,INDIVIDUAL,LOW,26128
AL0000562,CASE002603,ACCT007175,CUST004407,TXN0004916,95,2023-04-15,1,NRE,LOW,INDIVIDUAL,LOW,29743
AL0000563,CASE000320,ACCT005677,CUST002157,TXN0004922,65,2023-10-26,1,CURRENT,HIGH,INDIVIDUAL,HIGH,19889
AL0000564,CASE001125,ACCT001714,CUST000449,TXN0004928,79,2024-02-10,0,NRO,HIGH,CORPORATE,MEDIUM,31926
AL0000565,CASE001567,ACCT006899,CUST002182,TXN0004934,91,2023-03-02,1,SAVINGS,LOW,CORPORATE,MEDIUM,18574
AL0000566,CASE000079,ACCT004144,CUST005826,TXN0004939,65,2023-06-08,0,NRE,MEDIUM,CORPORATE,MEDIUM,8759
AL0000567,CASE003688,ACCT004597,CUST005365,TXN0004944,80,2023-01-06,0,SAVINGS,MEDIUM,CORPORATE,MEDIUM,36686
AL0000568,CASE001581,ACCT000611,CUST000379,TXN0004949,78,2024-06-06,1,NRO,LOW,CORPORATE,LOW,24550
AL0000569,CASE004897,ACCT004370,CUST001153,TXN0004954,87,2024-02-17,1,CURRENT,LOW,INDIVIDUAL,HIGH,3175
AL0000570,CASE000291,ACCT004902,CUST002821,TXN0004959,66,2024-12-25,0,CURRENT,MEDIUM,INDIVIDUAL,MEDIUM,33330
AL0000571,CASE000205,ACCT008737,CUST001593,TXN0004964,72,2024-09-16,0,NRO,HIGH,CORPORATE,MEDIUM,29360
AL0000572,CASE004472,ACCT001850,CUST004957,TXN0004969,89,2024-12-15,1,NRO,MEDIUM,CORPORATE,HIGH,32374
AL0000573,CASE001906,ACCT001232,CUST005106,TXN0004974,81,2024-12-27,0,CURRENT,MEDIUM,INDIVIDUAL,LOW,41429
AL0000574,CASE000834,ACCT000189,CUST002656,TXN0004979,79,2023-07-07,0,SAVINGS,HIGH,INDIVIDUAL,LOW,6489
AL0000575,CASE000968,ACCT003084,CUST001379,TXN0004984,89,2023-02-14,1,NRO,HIGH,CORPORATE,HIGH,31242
AL0000576,CASE003061,ACCT000650,CUST003626,TXN0004989,65,2023-06-17,0,CURRENT,HIGH,INDIVIDUAL,LOW,24533
AL0000577,CASE001268,ACCT000898,CUST004535,TXN0004994,65,2024-08-17,0,NRE,MEDIUM,INDIVIDUAL,MEDIUM,29003
AL0000578,CASE003739,ACCT002684,CUST000485,TXN0004999,65,2023-03-30,0,NRE,MEDIUM,CORPORATE,HIGH,42608
AL0000579,CASE001676,ACCT003548,CUST002437,TXN0005004,73,2023-04-29,0,CURRENT,HIGH,CORPORATE,LOW,5782
AL0000580,CASE003232,ACCT001913,CUST003086,TXN0005009,76,2024-08-15,0,CURRENT,MEDIUM,CORPORATE,LOW,12789
AL0000581,CASE004019,ACCT001438,CUST005706,TXN0005014,75,2024-08-25,0,NRE,MEDIUM,INDIVIDUAL,LOW,25465
AL0000582,CASE004786,ACCT001768,CUST003281,TXN0005019,86,2023-03-09,1,NRE,MEDIUM,INDIVIDUAL,HIGH,3129
AL0000583,CASE001432,ACCT001268,CUST002404,TXN0005024,75,2023-01-15,0,NRO,MEDIUM,INDIVIDUAL,LOW,54762
AL0000584,CASE002836,ACCT000499,CUST001827,TXN0005029,67,2024-05-31,0,NRO,HIGH,CORPORATE,MEDIUM,43394
AL0000585,CASE002077,ACCT002174,CUST000841,TXN0005034,91,2023-02-19,1,NRE,HIGH,INDIVIDUAL,MEDIUM,15527
AL0000586,CASE001508,ACCT006716,CUST001553,TXN0005039,74,2024-09-19,0,NRE,LOW,INDIVIDUAL,LOW,40430
AL0000587,CASE001474,ACCT001276,CUST004637,TXN0005044,90,2024-07-27,1,NRE,LOW,CORPORATE,LOW,31160
